#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:22:15 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:22:15	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2bA/534/A109/mcxc&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35340109
#Name: J/A+A/534/A109
#Title: MCXC Meta-Catalogue X-ray galaxy Clusters (Piffaretti+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	creator=Piffaretti R.	    First author or institution
#INFO	cites=bibcode:2011A&A...534A.109P	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/534/A109	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35340109	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_534_A109_mcxc:
#Name: J/A+A/534/A109/mcxc
#Title: MCXC catalogue (table2 of the paper)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MCXC	(A12)	MCXC name (JHHMM.m+DDMM)	[ucd=meta.id;meta.main]
#Column	OName	(a18)	Other name	[ucd=meta.id]
#Column	AName	(a54)	Alternative name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	Cat	(a12)	Catalogue name	[ucd=meta.id;meta.table]
#Column	Sub-Cat	(a12)	Sub-catalogue name	[ucd=meta.id;meta.dataset]
#Column	Scale	(F6.3)	Scale	[ucd=instr.scale]
#Column	L500	(F9.6)	X-ray luminosity in 10^44^erg/s (1)	[ucd=phys.luminosity;em.X-ray]
#Column	M500	(F7.4)	Total mass (1)	[ucd=phys.mass]
#Column	R500	(F7.4)	Characteristic radius (1)	[ucd=phys.size.radius]
#Column	Notes	(a42)	Notes (losStr = line of sight structure)	[ucd=meta.note]
#Column	Cat1	(a12)	First overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	Cat2	(a12)	Second overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	Cat3	(a12)	Third overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	Cat4	(a12)	Fourth overlapped catalog	[ucd=meta.id;meta.dataset]
#Column	L500r1	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for first catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	L500r2	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for second catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	L500r3	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for third catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	L500r4	(F6.3)	? Luminosity ratio L_500_/L_(500,MCXC)_ for fourth catalogue overlapped	[ucd=phys.luminosity;arith.ratio]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	MCXC	OName	AName	RAJ2000	DEJ2000	z	Cat	Sub-Cat	Scale	L500	M500	R500	Notes	Cat1	Cat2	Cat3	Cat4	L500r1	L500r2	L500r3	L500r4	Simbad
     891	J1234.2-3856	RXCJ1234.2-3856   	                                                      	12 34 16.9	-38 56 34	 0.2373	NORAS/REFLEX	REFLEX      	 3.762	 6.244121	 5.2683	 1.1340	X *                                       	            	            	            	            	      	      	      	      	Simbad
     892	J1235.1+4117	BVH2007 158       	A1565                                                 	12 35 06.5	+41 17 44	 0.1890	400SD       	400SD_SER   	 3.156	 0.430329	 1.0699	 0.6782	                                          	            	            	            	            	      	      	      	      	Simbad
     893	J1235.9+2742	WARP J1235.9+2742 	                                                      	12 35 57.0	+27 42 42	 0.3821	WARPS       	WARPSII     	 5.224	 0.632514	 1.1618	 0.6490	Contaminated? See WARPSII paper sect. 3.2.	            	            	            	            	      	      	      	      	Simbad
     894	J1236.4+1631	RXC J1236.4+1631  	A1569                                                 	12 36 24.1	+16 31 42	 0.0780	NORAS/REFLEX	NORAS       	 1.476	 0.552660	 1.3503	 0.7610	                                          	            	            	            	            	      	      	      	      	Simbad
     895	J1236.4+1224	BVH2007 159       	IC3574                                                	12 36 28.6	+12 24 21	 0.0667	400SD       	400SD_SER   	 1.279	 0.039760	 0.2734	 0.4485	                                          	            	            	            	            	      	      	      	      	Simbad
     896	J1236.5+0051	RX J1236.5+0051   	VMF98 121                                             	12 36 31.4	+00 51 43	 0.2050	160SD       	160SD       	 3.364	 0.084442	 0.3916	 0.4824	RDCS                                      	            	            	            	            	      	      	      	      	Simbad
     897	J1236.7-3354	RXCJ1236.7-3354   	S0700                                                 	12 36 44.7	-33 54 10	 0.0796	NORAS/REFLEX	REFLEX      	 1.503	 0.755934	 1.6327	 0.8103	                                          	            	            	            	            	      	      	      	      	Simbad
     898	J1236.7-3531	RXCJ1236.7-3531   	S0701                                                 	12 36 46.5	-35 31 58	 0.0736	NORAS/REFLEX	REFLEX      	 1.400	 0.512317	 1.2932	 0.7512	                                          	            	            	            	            	      	      	      	      	Simbad
     899	J1236.9+2550	BVH2007 160       	RX J1236.9+2550                                       	12 36 56.9	+25 50 27	 0.1750	400SD       	400SD_SER   	 2.967	 0.308583	 0.8827	 0.6392	                                          	WARPSII     	            	            	            	 0.934	      	      	      	Simbad
     900	J1236.9+6311	RXC J1236.9+6311  	A1576                                                 	12 36 59.0	+63 11 26	 0.3019	NORAS/REFLEX	NORAS       	 4.474	 7.051162	 5.3930	 1.1161	                                          	eBCS        	400SD_NONSER	            	            	 0.915	 1.014	      	      	Simbad
     901	J1237.6+2632	RX J1237.6+2632   	VMF98 123                                             	12 37 38.6	+26 32 23	 0.2780	160SD       	160SD       	 4.223	 0.245624	 0.7096	 0.5727	BMW                                       	            	            	            	            	      	      	      	      	Simbad
     902	J1240.2-4825	RXC J1240.2-4825  	                                                      	12 40 13.7	-48 25 58	 0.1520	CIZA        	CIZAI       	 2.643	 4.890162	 4.8403	 1.1362	                                          	            	            	            	            	      	      	      	      	Simbad
     903	J1240.4-1147	WARP J1240.4-1147 	                                                      	12 40 25.0	-11 47 35	 0.1930	WARPS       	WARPSII     	 3.208	 0.215663	 0.7000	 0.5879	                                          	            	            	            	            	      	      	      	      	Simbad
     904	J1241.3+1834	RXC J1241.3+1834  	A1589                                                 	12 41 19.1	+18 34 16	 0.0730	NORAS/REFLEX	NORAS       	 1.389	 0.875003	 1.7931	 0.8378	                                          	BCS         	            	            	            	 1.411	      	      	      	Simbad
     905	J1241.5+3250	RX J1241.5+3250   	                                                      	12 41 33.2	+32 50 23	 0.3900	SHARC       	SHARC_BRIGHT	 5.290	 2.750500	 2.8284	 0.8704	                                          	            	            	            	            	      	      	      	      	Simbad
     906	J1242.8+0241	RXC J1242.8+0241  	NGC 4636                                              	12 42 49.5	+02 41 08	 0.0031	NORAS/REFLEX	NORAS       	 0.064	 0.010027	 0.1231	 0.3506	L                                         	            	            	            	            	      	      	      	      	Simbad
     907	J1243.3+2716	RXC J1243.3+2716  	A1602                                                 	12 43 22.8	+27 16 32	 0.1940	NORAS/REFLEX	NORAS       	 3.222	 2.069583	 2.7771	 0.9304	                                          	eBCS        	            	            	            	 1.236	      	      	      	Simbad
     908	J1244.0+1653	MS1241.5+1710     	                                                      	12 44 01.6	+16 53 42	 0.5490	EMSS        	EMSS_2004   	 6.406	 4.100588	 3.1592	 0.8486	                                          	            	            	            	            	      	      	      	      	Simbad
     909	J1244.6-1159	RXCJ1244.6-1159   	A1606                                                 	12 44 38.0	-11 59 07	 0.0963	NORAS/REFLEX	REFLEX      	 1.784	 1.375433	 2.3246	 0.9066	                                          	            	            	            	            	      	      	      	      	Simbad
     910	J1246.0+7057	MS1244.2+7114     	ZwCl5434?                                             	12 46 05.2	+70 57 52	 0.2250	EMSS        	EMSS_1994   	 3.614	 2.063762	 2.7077	 0.9124	                                          	            	            	            	            	      	      	      	      	Simbad
     911	J1247.3+5500	RXC J1247.3+5500  	A1616                                                 	12 47 22.2	+55 00 39	 0.0830	NORAS/REFLEX	NORAS       	 1.561	 0.353877	 1.0254	 0.6931	                                          	            	            	            	            	      	      	      	      	Simbad
     912	J1247.7-0548	WARP J1247.7-0548 	                                                      	12 47 43.2	-05 48 57	 0.2928	WARPS       	WARPSII     	 4.380	 0.241987	 0.6950	 0.5657	                                          	            	            	            	            	      	      	      	      	Simbad
     913	J1247.7-0247	RXCJ1247.7-0247   	A1612                                                 	12 47 43.2	-02 47 32	 0.1797	NORAS/REFLEX	REFLEX      	 3.031	 2.417195	 3.0859	 0.9685	                                          	            	            	            	            	      	      	      	      	Simbad
     914	J1248.6-0548	BVH2007 161       	NGC4697                                               	12 48 36.5	-05 48 01	 0.0041	400SD       	400SD_SER   	 0.085	 0.000201	 0.0113	 0.1583	                                          	            	            	            	            	      	      	      	      	Simbad
     915	J1248.7-4118	RXCJ1248.7-4118   	A3526                                                 	12 48 47.9	-41 18 28	 0.0114	NORAS/REFLEX	REFLEX      	 0.233	 0.693664	 1.6218	 0.8260	L                                         	            	            	            	            	      	      	      	      	Simbad
     916	J1252.0-2920	BVH2007 162       	VMF98 124                                             	12 52 04.8	-29 20 51	 0.1880	400SD       	400SD_SER   	 3.142	 0.307073	 0.8715	 0.6336	                                          	160SD       	            	            	            	 1.015	      	      	      	Simbad
     917	J1252.5-3116	RXCJ1252.5-3116   	                                                      	12 52 34.1	-31 16 04	 0.0535	NORAS/REFLEX	REFLEX      	 1.042	 0.931025	 1.8872	 0.8575	                                          	            	            	            	            	      	      	      	      	Simbad
     918	J1253.0+6248	BVH2007 163       	A1636                                                 	12 53 04.8	+62 48 10	 0.2350	400SD       	400SD_SER   	 3.734	 0.527551	 1.1696	 0.6873	                                          	            	            	            	            	      	      	      	      	Simbad
     919	J1253.0-0912	RXCJ1253.0-0912   	HCG 62                                                	12 53 05.5	-09 12 01	 0.0146	NORAS/REFLEX	REFLEX      	 0.298	 0.037214	 0.2719	 0.4550	                                          	            	            	            	            	      	      	      	      	Simbad
     920	J1253.2-1522	RXCJ1253.2-1522   	A1631                                                 	12 53 14.4	-15 22 48	 0.0462	NORAS/REFLEX	REFLEX      	 0.907	 0.317309	 0.9838	 0.6917	                                          	            	            	            	            	      	      	      	      	Simbad
     921	J1253.2+1555	RX J1253.2+1556   	BSe RXJ1253.2+1556                                    	12 53 14.8	+15 55 53	 0.2750	SHARC       	SHARC_SOUTH 	 4.190	 0.581263	 1.2028	 0.6836	                                          	            	            	            	            	      	      	      	      	Simbad
     922	J1253.6-3931	RXCJ1253.6-3931   	                                                      	12 53 40.9	-39 31 55	 0.1794	NORAS/REFLEX	REFLEX      	 3.027	 9.223238	 6.9838	 1.2717	X *                                       	            	            	            	            	      	      	      	      	Simbad
     923	J1254.0-0642	RXCJ1254.0-0642   	A1634                                                 	12 54 02.7	-06 42 04	 0.1962	NORAS/REFLEX	REFLEX      	 3.250	 3.728618	 3.9698	 1.0473	B                                         	            	            	            	            	      	      	      	      	Simbad
     924	J1254.3-2901	RXCJ1254.3-2901   	A3528N                                                	12 54 23.5	-29 01 22	 0.0542	NORAS/REFLEX	REFLEX      	 1.054	 0.670025	 1.5435	 0.8018	PB,GR4,losStr                             	            	            	            	            	      	      	      	      	Simbad
     925	J1254.6+2545	RX J1254.6+2545   	VMF98 126                                             	12 54 38.3	+25 45 13	 0.1930	160SD       	160SD       	 3.208	 0.157348	 0.5776	 0.5514	RDCS/WARPS2                               	WARPSII     	            	            	            	 1.116	      	      	      	Simbad
     926	J1254.6-2913	RXCJ1254.6-2913   	A3528S                                                	12 54 41.4	-29 13 24	 0.0544	NORAS/REFLEX	REFLEX      	 1.058	 1.093054	 2.0799	 0.8855	PB,GR4                                    	            	            	            	            	      	      	      	      	Simbad
     927	J1254.7-1526	RXCJ1254.7-1526   	                                                      	12 54 46.9	-15 26 40	 0.1506	NORAS/REFLEX	REFLEX      	 2.623	 2.011794	 2.8191	 0.9493	                                          	            	            	            	            	      	      	      	      	Simbad
     928	J1254.8+2550	RX J1254.8+2550   	VMF98 127                                             	12 54 53.6	+25 50 55	 0.2330	160SD       	160SD       	 3.710	 0.303865	 0.8368	 0.6151	RDCS/WARPS2                               	WARPSII     	            	            	            	 0.852	      	      	      	Simbad
     929	J1255.5+3521	RXC J1255.5+3521  	                                                      	12 55 30.7	+35 21 37	 0.1585	NORAS/REFLEX	NORAS       	 2.737	 0.665544	 1.4278	 0.7546	                                          	            	            	            	            	      	      	      	      	Simbad
     930	J1255.5-3019	RXCJ1255.5-3019   	A3530                                                 	12 55 34.5	-30 19 50	 0.0541	NORAS/REFLEX	REFLEX      	 1.053	 0.680511	 1.5583	 0.8043	B,GR5                                     	            	            	            	            	      	      	      	      	Simbad
     931	J1255.7-1239	RXCJ1255.7-1239   	                                                      	12 55 42.1	-12 39 18	 0.0585	NORAS/REFLEX	REFLEX      	 1.132	 0.237595	 0.8179	 0.6479	                                          	            	            	            	            	      	      	      	      	Simbad
     932	J1256.0+2556	RX J1256.0+2556   	VMF98 128                                             	12 56 04.9	+25 56 52	 0.2320	160SD       	160SD       	 3.698	 0.228254	 0.7034	 0.5807	RDCS/WARPS2                               	WARPSII     	            	            	            	 1.082	      	      	      	Simbad
     933	J1256.4+0440	MS1253.9+0456     	ZwCl5587                                              	12 56 26.5	+04 40 12	 0.2300	EMSS        	EMSS_1994   	 3.674	 1.710150	 2.4053	 0.8755	                                          	            	            	            	            	      	      	      	      	Simbad
     934	J1256.6+4715	RX J1256.6+4715   	VMF98 129                                             	12 56 39.4	+47 15 19	 0.4040	160SD       	160SD       	 5.406	 0.455388	 0.9339	 0.5984	RDCS/RIXOS/WARPS2                         	WARPSII     	            	            	            	 1.105	      	      	      	Simbad
     935	J1256.9-3119	RXCJ1256.9-3119   	                                                      	12 56 59.8	-31 19 19	 0.0561	NORAS/REFLEX	REFLEX      	 1.089	 0.389646	 1.1076	 0.7174	                                          	            	            	            	            	      	      	      	      	Simbad
