#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:46:12 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:46:12	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FApJS%2F172%2F599%2Ftable2&-out=AGC,OName,RAJ2000,DEJ2000,TT,Imagc,gamma,i,cz,r,Gnum&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21720599
#Name: J/ApJS/172/599
#Title: SFI++ II. A new I-band Tully-Fisher catalog (Springob+, 2007)
#INFO	ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2007ApJS..172..599S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2007	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/172/599	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21720599	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-12-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_172_599_table2:
#Name: J/ApJS/172/599/table2
#Title: *Parameters of non-template galaxies (from erratum)
#Column	AGC	(I6)	Entry number in the UGC or AGC (G1)	[ucd=meta.id;meta.main]
#Column	OName	(A8)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	TT	(I2)	Morphological type code T	[ucd=meta.code;src.morph]
#Column	Imagc	(F7.2)	Corrected I-band apparent magnitude	[ucd=phot.mag;em.opt.I]
#Column	gamma	(F6.2)	Extinction coefficient gamma (G3)	[ucd=stat.fit.param]
#Column	i	(F5.1)	Inclination	[ucd=src.orbital.inclination]
#Column	cz	(I6)	Velocity in the CMB frame (1)	[ucd=phys.veloc;pos.cmb]
#Column	r	(A1)	[O/H] Code indicating whether the spectroscopy is radio (H, HI spectroscopy) or optical (O)	[ucd=meta.ref;pos.frame]
#Column	Gnum	(I5)	Group number (G2)	[ucd=meta.id]
AGC	OName	RAJ2000	DEJ2000	TT	Imagc	gamma	i	cz	r	Gnum
530112	N5088   	13 20 20.2	-12 34 14	 6	  11.12	  0.91	 74.8	  1744	H	    0
 29502	576 G 36	13 20 27.5	-21 30 35	 3	  14.18	  0.94	 51.7	  7244	O	    0
 29498	444 G 10	13 20 28.1	-30 54 30	 5	  13.11	  1.00	 86.4	  9176	O	    0
 29501	508 G 51	13 20 29.7	-26 05 06	 7	  13.06	  0.50	 60.0	  2428	H	30728
 29505	576 G 38	13 20 34.2	-18 35 42	 4	  13.53	  1.06	 64.3	 12282	O	    0
 29512	576 G 39	13 20 42.0	-18 02 06	 3	  13.98	  0.75	 76.4	  5415	H	    0
 29511	576 G 40	13 20 43.8	-22 02 59	 5	  12.26	  0.72	 80.0	  2392	H	    0
  8392	160-207 	13 21 13.0	+31 13 17	 5	  13.42	  0.94	 47.4	  5321	H	40500
 29524	382 G 48	13 21 13.9	-35 31 17	 5	  13.67	  1.00	 72.2	  8075	O	    0
  8391	N5104   	13 21 23.1	+00 20 31	 1	  11.87	  1.07	 66.2	  5881	H	    0
  8397	161-030 	13 21 40.6	+31 21 02	 4	  12.75	  1.00	 54.3	  5110	H	40500
530120	N5105   	13 21 48.9	-13 12 18	 5	  11.86	  1.00	 53.8	  3214	H	30727
  8403	N5112   	13 21 56.6	+38 44 06	 5	  10.81	  0.69	 50.0	  1182	H	    0
  8410	N5116   	13 22 55.7	+26 58 51	 5	  11.54	  1.00	 68.2	  3143	H	    0
  8411	N5117   	13 22 56.5	+28 18 59	 5	  12.66	  0.66	 67.0	  2641	H	40398
  8408	N5115   	13 23 00.3	+13 57 02	 5	  12.96	  1.00	 57.0	  7593	H	40272
 29560	I4231   	13 23 13.2	-26 18 02	 5	  11.82	  0.91	 78.3	  2556	H	30728
230295	072-058 	13 23 30.7	+13 46 22	 1	  13.60	  1.00	 41.5	  7535	H	    0
 29568	508 G 64	13 23 36.5	-26 52 02	 5	  14.56	  1.00	 80.6	 13176	O	    0
230297	072-060 	13 23 36.9	+13 58 24	 5	  13.86	  1.00	 21.9	  6758	H	    0
 29571	576 G 45	13 23 39.7	-19 02 20	 3	  12.93	  1.00	 76.0	  7649	O	    0
530132	1321-262	13 23 49.2	-26 44 04	20	  14.24	  1.00	 40.1	 10098	O	    0
  8421	N5125   	13 24 00.7	+09 42 36	 3	  11.62	  1.30	 53.5	  7228	O	    0
  8426	161-044 	13 24 15.8	+31 20 41	 5	  13.31	  0.99	 81.1	  5220	H	40500
530506	A1736115	13 24 20.2	-27 02 37	 5	  14.68	  1.00	 50.3	 10366	O	    0
530484	A1736-92	13 24 34.2	-27 09 12	 3	  14.89	  1.00	 62.6	 13123	O	    0
530619	f97     	13 24 34.9	-19 47 55	 0	  15.16	  1.00	 62.3	  8380	O	    0
 29588	508 G 69	13 24 41.7	-27 30 59	 2	  13.56	  1.00	 81.6	 10767	O	    0
 29592	508 G 70	13 24 47.0	-26 23 31	 5	  13.85	  1.08	 62.3	 14560	O	    0
530485	A1736169	13 24 51.7	-26 24 54	 4	  14.37	  1.00	 56.4	 10433	O	    0
530430	        	13 24 56.7	-26 39 29	 5	  13.96	  1.00	 65.2	 15552	O	 1736
530486	A1736-23	13 24 57.2	-27 32 30	 5	  14.07	  1.00	 61.5	 10201	O	    0
 29599	508 G 71	13 25 01.2	-24 00 41	 5	  13.62	  1.00	 79.0	  7675	H	    0
530487	A1736-4 	13 25 07.6	-27 49 11	 5	  13.99	  1.00	 76.2	 11153	O	    0
 29603	576 G 51	13 25 09.0	-19 45 59	 5	  11.66	  1.09	 52.8	  5520	H	    0
 29600	382 G 58	13 25 11.5	-33 39 22	 5	  11.36	  1.30	 80.3	  7921	O	    0
 29608	N5134   	13 25 18.3	-21 08 06	 3	   9.79	  1.00	 52.5	  2075	O	30729
 29607	508 G 73	13 25 20.8	-24 58 22	 3	  13.82	  1.00	 54.6	 12046	O	    0
 29613	508 G 75	13 25 32.6	-24 39 11	 5	  13.68	  1.00	 64.0	 10249	O	    0
 29610	N5121A  	13 25 32.9	-37 22 53	20	  14.05	  0.50	 63.0	  1706	H	30733
 29614	508 G 76	13 25 37.1	-27 19 49	 4	  13.14	  1.08	 73.4	 11138	O	 1736
 29615	508 G 77	13 25 39.2	-27 20 42	 5	  14.06	  1.00	 80.7	 13616	O	 1736
 29617	444 G 31	13 25 43.2	-29 32 40	 5	  13.12	  1.07	 49.7	 10330	O	    0
 29627	444 G 33	13 26 03.7	-32 07 46	 5	  13.17	  0.50	 77.0	  2706	H	30736
530433	        	13 26 12.8	-27 29 06	 0	  16.21	  0.86	 69.2	  9992	O	 1736
530438	        	13 26 38.4	-31 52 07	20	  15.16	  0.67	 73.3	  8436	O	    0
 29640	509 G  7	13 26 41.5	-27 37 59	 3	  13.50	  1.00	 84.8	 11132	O	 1736
530182	M-234051	13 26 44.6	-11 12 46	 7	  12.46	  1.00	 76.2	  6390	O	    0
530179	        	13 26 49.6	-31 23 42	 3	  12.97	  1.30	 90.0	 15459	O	 3558
  8451	161-053 	13 26 53.8	+32 11 37	 5	  12.41	  1.00	 60.8	  5512	H	40618
530448	        	13 26 53.9	-31 18 38	 5	  15.04	  1.00	 88.0	 14821	O	 3558
 29661	444 G 40	13 27 12.0	-28 44 19	 3	  14.06	  1.00	 72.1	  9756	O	    0
530505	A1736111	13 27 22.9	-27 03 33	 3	  14.93	  1.00	 61.7	 11391	O	    0
  8457	131-008 	13 27 30.4	+20 52 47	 4	  12.58	  1.00	 80.4	  6232	H	    0
 29663	324 G 23	13 27 30.9	-38 10 21	 7	  10.88	  1.00	 90.0	  1708	H	30733
  8456	101-052 	13 27 34.9	+15 11 22	 5	  13.72	  1.00	 84.6	  7400	H	40674
530516	        	13 27 47.7	-27 25 46	 3	  15.26	  0.84	 76.5	 10059	O	 1736
530456	        	13 27 47.8	-31 13 58	 3	  13.66	  1.15	 83.2	 15710	O	 3558
 29682	509 G 19	13 27 56.5	-25 51 18	 5	  11.68	  1.30	 87.3	 10948	O	    0
530458	        	13 28 07.3	-27 01 13	 5	  14.37	  1.00	 54.2	 11215	O	 1736
530459	        	13 28 09.9	-27 19 52	 4	  13.77	  1.00	 48.0	 12800	O	 1736
  8460	N5159   	13 28 16.0	+02 58 58	 5	  13.16	  1.00	 70.2	  6617	H	    0
530223	A1736-83	13 28 18.6	-27 12 25	 3	  13.80	  1.00	 52.7	 12793	O	 1736
530226	M-234055	13 28 20.2	-11 46 59	 5	  12.91	  1.00	 79.3	  6288	H	    0
530490	A3558-  	13 28 20.3	-30 56 06	20	  14.75	  1.00	 66.4	 16169	O	    0
530504	A1736135	13 28 26.8	-26 48 12	 3	  15.40	  1.00	 78.1	 15847	O	    0
530227	A1736-2 	13 28 35.1	-27 49 31	 3	  13.99	  1.00	 53.0	  9291	O	    0
 29698	383 G  2	13 28 37.7	-37 34 23	 3	  12.31	  1.00	 67.1	  6412	O	    0
530493	A3558-  	13 28 54.1	-31 12 53	20	  15.09	  1.00	 70.5	 14921	O	    0
530464	A3558-  	13 28 56.0	-31 31 19	 5	  15.82	  0.90	 86.6	 14167	O	 3558
530465	        	13 29 05.8	-27 10 45	 5	  14.18	  1.00	 66.8	 10861	O	 1736
530467	A3558-  	13 29 15.0	-31 16 46	 3	  13.99	  1.03	 71.7	 13859	O	 3558
  8477	N5172   	13 29 19.1	+17 03 07	 5	  10.88	  1.18	 57.4	  4306	H	    0
530239	1326-264	13 29 23.3	-26 59 24	20	  14.02	  1.00	 57.3	 10892	O	    0
  8475	N5174   	13 29 25.8	+11 00 28	 5	  11.01	  1.30	 60.1	  7114	H	40272
530494	A1736-1 	13 29 35.7	-27 50 04	 3	  14.40	  1.00	 49.1	 10911	O	    0
 29724	N5170   	13 29 49.1	-17 57 52	 3	   9.03	  1.15	 90.0	  1802	H	30740
  8486	072-102 	13 29 56.8	+11 04 19	 5	  13.63	  1.00	 64.8	  7015	H	40272
  8488	N5185   	13 30 02.3	+13 24 57	 3	  11.81	  1.29	 75.9	  7655	H	    0
  8501	N5205   	13 30 04.0	+62 30 40	 3	  11.48	  0.82	 54.0	  1864	H	    0
530471	A3558-  	13 30 05.1	-31 24 35	 3	  13.30	  1.27	 90.0	 14053	O	 3558
530472	A3558-  	13 30 05.1	-31 13 52	20	  15.30	  1.00	 67.8	 16225	O	    0
  8487	N5184   	13 30 11.5	-01 39 47	 3	  11.36	  1.01	 53.6	  4294	O	    0
530258	M-234060	13 30 16.4	-10 03 12	 5	  12.38	  1.00	 61.9	  4503	H	    0
 29740	576 G 72	13 30 17.7	-21 44 50	 3	  14.06	  1.00	 59.4	  7567	O	    0
530474	        	13 30 46.3	-31 41 23	 3	  14.09	  1.00	 57.5	 13771	O	 3558
530478	        	13 30 56.0	-31 33 41	 3	  15.41	  1.00	 90.0	 14616	O	 3558
 29757	577 G  1	13 30 56.8	-21 50 50	 3	  13.04	  1.00	 71.4	  7585	O	    0
530480	        	13 31 00.4	-27 02 31	 4	  14.40	  0.52	 80.2	  5058	O	    0
530277	M-234061	13 31 04.0	-15 06 03	 5	  12.66	  1.00	 81.6	  4535	H	    0
530496	M-234061	13 31 06.5	-15 06 08	 4	  12.68	  1.00	 76.3	  4539	O	    0
 29760	383 G  8	13 31 19.5	-35 05 19	 3	  12.34	  1.30	 70.7	 11261	O	    0
530497	A3558-  	13 31 33.3	-31 56 37	 3	  14.79	  1.00	 69.9	 13723	O	    0
 29789	509 G 44	13 32 08.5	-24 51 41	 3	  12.73	  1.01	 78.5	  8030	O	    0
  8518	N5207   	13 32 14.0	+13 53 31	 3	  11.69	  1.30	 53.7	  7927	H	    0
 29734	 21 G  3	13 32 27.2	-80 25 55	 3	  11.82	  0.90	 54.0	  2383	O	    0
 29805	509 G 52	13 32 46.8	-26 59 28	 3	  13.48	  1.07	 63.5	 12258	O	    0
530314	017-017 	13 32 48.1	-03 05 03	 4	  12.94	  1.00	 76.1	  4570	H	    0
530511	M-335003	13 33 12.3	-16 08 21	 3	  13.34	  1.00	 36.4	  6548	O	    0
  8534	017-022 	13 33 32.7	+01 18 24	 5	  13.54	  0.96	 71.1	  5583	H	41375
530519	        	13 34 11.3	-35 04 01	 3	  14.88	  1.00	 70.0	 15224	O	 3566
  8554	M+630039	13 34 14.7	+37 12 27	 4	  13.41	  1.00	 74.6	  5733	H	    0
530521	        	13 34 29.5	-35 11 16	 3	  15.36	  1.00	 74.6	 15184	O	 3566
530501	A3558-  	13 34 31.3	-32 05 08	20	  14.65	  1.00	 74.4	 12924	O	    0
 29759	  8 G  1	13 34 32.2	-83 07 47	 5	  12.61	  1.00	 81.1	  4559	O	    0
  8571	294-049 	13 34 41.7	+61 59 34	 3	  12.87	  0.69	 75.9	  3195	H	40619
  8555	I 900   	13 34 43.1	+09 20 12	 5	  11.92	  1.22	 44.9	  7354	H	    0
530530	        	13 34 57.1	-35 08 33	 3	  16.40	  0.72	 80.2	 15320	O	 3566
 29855	509 G 68	13 35 06.0	-26 45 01	 3	  14.43	  0.81	 71.2	  7046	O	    0
 29819	 40 G 12	13 35 17.8	-77 38 32	 3	  11.03	  1.00	 80.1	  2786	O	    0
 29858	383 G 31	13 35 21.5	-34 12 21	 4	  12.49	  1.02	 59.0	  7372	O	    0
  8573	N5230   	13 35 31.9	+13 40 33	 5	  11.38	  1.30	 28.0	  7132	H	40674
  8580	I4302   	13 35 35.9	+33 28 45	 5	  13.23	  1.00	 82.5	  7686	H	    0
  8587	N5240   	13 35 55.2	+35 35 17	 5	  11.75	  0.95	 48.7	  2445	H	    0
  8593	I 902   	13 36 01.1	+49 57 38	 3	  11.80	  0.67	 82.4	  1763	H	40945
  8582	N5235   	13 36 01.4	+06 35 06	 3	  12.28	  1.05	 66.2	  6869	O	    0
231022	K1333+08	13 36 02.2	+08 11 15	 5	  14.86	  0.50	 82.6	  1529	H	40048
  8590	        	13 36 06.5	+37 05 16	 5	  13.43	  1.00	 85.7	  7780	H	    0
231140	I4306   	13 36 19.6	+33 25 25	 0	  12.94	  1.00	 73.0	  7700	O	    0
 29893	I4298   	13 36 35.1	-26 33 10	 4	  11.88	  1.20	 62.0	  7006	H	    0
231092	045-042 	13 36 35.5	+08 11 34	 3	  13.91	  1.00	 78.5	  7254	O	    0
 29895	577 G 12	13 36 36.6	-18 24 09	 5	  13.88	  1.00	 76.9	 12148	O	    0
530531	        	13 37 43.1	-35 29 44	 3	  15.57	  1.00	 53.1	 15373	O	 3566
530533	        	13 38 09.0	-35 22 46	 3	  15.58	  1.00	 68.8	 15675	O	 3566
  8624	102-029 	13 38 12.2	+18 23 27	 4	  13.22	  1.00	 71.6	  8270	H	    0
530534	        	13 38 25.2	-35 38 34	 3	  15.73	  1.00	 71.5	 15763	O	 3566
 29937	577 G 17	13 38 42.6	-21 48 37	 3	  13.70	  0.97	 73.9	  6049	O	    0
530537	        	13 38 46.4	-35 30 51	 3	  14.87	  1.00	 65.3	 16127	O	 3566
530538	        	13 38 54.6	-35 37 31	 4	  14.37	  1.00	 87.5	 15759	O	 3566
 29942	509 G 89	13 39 04.0	-24 09 59	 3	  14.35	  1.00	 77.2	  9699	O	    0
530541	        	13 39 21.8	-35 43 12	 3	  15.67	  1.00	 72.2	 16262	O	 3566
 29950	383 G 55	13 39 27.4	-34 11 11	 5	  12.87	  1.00	 77.0	  7959	O	    0
 29955	577 G 20	13 39 34.1	-22 29 52	 5	  13.08	  1.00	 33.6	  7290	H	    0
 29953	383 G 56	13 39 36.5	-32 53 35	 3	  13.88	  1.00	 57.9	 12386	O	    0
530342	N5254   	13 39 37.8	-11 29 40	 5	  10.55	  1.00	 66.0	  2612	H	    0
 29961	577 G 22	13 39 50.0	-22 18 04	 3	  13.18	  1.00	 73.3	  6024	O	    0
 29972	383 G 60	13 40 30.2	-33 39 21	 3	  12.19	  1.00	 41.8	  4188	H	    0
  8658	272-001 	13 40 39.9	+54 19 57	 4	  12.02	  0.66	 58.3	  2153	H	40152
530350	M-135008	13 40 42.4	-07 45 02	 5	  12.06	  1.11	 58.6	  6780	H	    0
230558	073-062 	13 41 16.9	+13 46 31	 5	  13.92	  1.01	 40.3	 13863	H	    0
  8660	073-063 	13 41 24.9	+13 51 21	 5	  14.32	  0.90	 81.6	  7439	H	    0
 29986	509 G 94	13 41 48.0	-23 36 30	 3	  13.11	  1.15	 63.1	 11521	O	    0
  8668	102-035 	13 41 56.5	+18 08 33	 5	  14.10	  0.76	 57.0	  5734	H	    0
  8702	246-022 	13 45 27.4	+47 55 20	 5	  12.82	  1.02	 62.2	  8578	H	    0
231195	f97     	13 45 36.9	+22 03 16	 5	  15.16	  0.64	 74.8	  8219	O	    0
  8703	132-004 	13 46 09.0	+21 53 38	 3	  12.93	  1.00	 57.6	  8450	H	40858
  8711	N5301   	13 46 24.4	+46 06 24	 5	  10.46	  1.00	 76.1	  1673	H	40207
  8705	132-006 	13 46 32.2	+20 50 49	 3	  12.38	  1.05	 62.8	  7189	H	    0
  8713	190-053 	13 47 01.2	+33 53 36	 5	  12.64	  1.00	 83.1	  5172	H	40937
 30072	445 G 27	13 47 14.6	-28 19 51	 5	  12.62	  1.30	 61.1	 11654	O	    0
  8726	218-048 	13 47 49.3	+40 29 11	 5	  13.11	  0.50	 80.2	  2519	H	40025
  8727	N5300   	13 48 16.0	+03 57 02	 5	  10.65	  0.95	 48.4	  1451	H	40048
  8737	317-008 	13 48 16.5	+68 05 08	 4	  11.39	  0.85	 81.0	  1848	H	    0
  8733	218-050 	13 48 38.7	+43 24 46	 5	  12.63	  0.65	 59.6	  2509	H	40106
530367	M-135013	13 48 59.4	-07 11 44	 3	  12.08	  1.22	 90.0	  7875	O	    0
 30114	445 G 47	13 49 07.0	-32 43 40	 3	  13.95	  1.02	 74.2	 14163	O	    0
 30109	221 G  2	13 49 08.8	-48 37 46	 5	  12.41	  0.92	 70.9	  3168	O	    0
 30129	577 G 39	13 49 56.1	-22 16 33	 3	  13.57	  1.00	 47.5	  7633	O	    0
  8749	N5320   	13 50 20.3	+41 21 58	 5	  11.15	  1.00	 59.8	  2790	H	40025
  8746	102-065 	13 50 21.9	+18 09 15	 5	  13.35	  1.00	 71.7	  8073	H	    0
 30136	325 G 27	13 50 31.9	-40 42 26	 5	  13.73	  0.80	 44.0	  5104	H	    0
 30139	383 G 91	13 50 31.9	-37 17 20	 5	  12.47	  0.50	 83.3	  1331	H	    0
 30156	384 G  2	13 51 19.2	-33 48 31	 7	  12.22	  0.50	 54.0	  1647	H	    0
  8766	I 944   	13 51 30.9	+14 05 30	 1	  11.61	  1.30	 73.7	  7253	H	40943
  8772	I 946   	13 52 08.4	+14 06 57	 1	  11.99	  1.17	 38.7	  7094	H	    0
 30175	384 G  5	13 52 16.4	-37 27 23	 6	  14.72	  0.50	 76.4	  1891	H	    0
231174	f97     	13 52 21.3	+38 11 43	 3	  13.74	  0.92	 59.1	  5850	O	    0
  8795	191-003 	13 52 48.5	+37 29 25	 5	  13.15	  0.50	 71.8	  2496	H	40025
  8787	045-128 	13 52 50.1	+02 15 48	 4	  12.63	  1.00	 74.9	  4629	H	40877
  8794	132-033 	13 52 57.6	+20 54 59	 3	  12.73	  1.06	 75.2	  8828	H	41293
  8804	N5346   	13 53 01.8	+39 34 51	 5	  12.36	  0.77	 64.3	  2693	H	40025
  8796	045-131 	13 53 09.5	+04 57 38	 5	  14.40	  0.57	 85.6	  5347	H	    0
  8806	219-015 	13 53 14.3	+38 13 35	 3	  12.73	  0.99	 73.2	  3699	H	40285
  8810	N5350   	13 53 21.4	+40 21 48	 4	  10.10	  1.07	 47.5	  2508	H	40025
231135	        	13 53 27.2	+20 56 59	 3	  14.74	  0.87	 79.6	  8728	O	    0
  8809	N5351   	13 53 27.8	+37 54 51	 4	  10.90	  1.11	 61.7	  3805	H	40285
 30196	578 G  4	13 53 37.4	-20 30 32	 3	  13.66	  1.00	 78.9	 10753	O	    0
 30195	384 G  9	13 53 40.7	-33 57 01	 5	  12.79	  1.25	 58.6	 11359	O	    0
  8808	I 952   	13 53 41.9	+03 22 38	 4	  12.46	  1.00	 67.2	  4947	H	40679
  8816	045-134 	13 54 03.8	+03 57 03	 5	  13.72	  0.77	 68.0	  4924	H	40679
  8821	N5348   	13 54 11.2	+05 13 36	 3	  11.70	  0.63	 90.0	  1712	O	40308
530379	M-135020	13 54 11.4	-04 50 29	 4	  12.14	  1.00	 36.5	  4605	H	    0
  8828	132-040 	13 54 26.8	+21 49 45	 4	  12.65	  1.09	 66.4	  8579	H	    0
  8835	N5362   	13 54 53.2	+41 18 49	 5	  11.37	  1.00	 70.5	  2346	H	40025
  8831	N5356   	13 54 58.4	+05 19 00	 3	  10.81	  1.00	 83.6	  1662	O	40308
 30214	384 G 11	13 55 12.0	-36 18 59	 3	  13.09	  1.20	 47.4	 12180	O	    0
  8844	018-004 	13 55 59.4	-01 15 42	 5	  12.87	  1.00	 59.8	  7664	H	    0
  8848	I 959   	13 56 03.4	+13 30 21	 1	  11.95	  1.20	 41.4	  7122	H	40943
 30231	510 G 19	13 56 10.7	-23 46 14	 3	  13.77	  1.00	 56.2	 11292	O	    0
  8863	N5377   	13 56 16.7	+47 14 06	 1	   9.90	  1.00	 58.5	  1949	H	40541
230861	074-012 	13 57 01.3	+10 52 09	 3	  14.15	  0.94	 68.0	  7137	H	    0
 30248	445 G 83	13 57 18.9	-28 11 30	 5	  13.06	  1.00	 84.5	  5772	O	    0
  8879	132-059 	13 57 39.7	+25 46 27	 5	  13.00	  1.00	 81.8	  8820	H	    0
 30260	325 G 38	13 58 01.7	-40 49 35	 5	  13.16	  1.12	 56.4	 11270	O	    0
 30267	325 G 39	13 58 22.5	-41 33 04	 5	  13.69	  1.00	 84.3	 11205	O	    0
230880	132-065 	13 58 23.8	+25 32 00	 3	  14.07	  0.50	 79.2	  2841	H	    0
  8891	N5387   	13 58 24.7	+06 04 13	 4	  12.46	  1.00	 79.8	  5483	H	    0
  8897	074-023 	13 58 41.2	+12 35 39	 5	  14.14	  0.99	 80.5	  7509	H	40838
  8895	046-027 	13 58 44.7	+02 27 22	 5	  13.78	  1.00	 80.1	  7486	H	    0
 30276	578 G 11	13 59 02.9	-19 03 26	 4	  12.65	  1.18	 60.0	  9635	O	    0
  8912	N5399   	13 59 31.5	+34 46 22	 3	  12.15	  1.00	 75.5	  3855	H	40243
  8917	219-035 	13 59 47.7	+40 22 55	 5	  13.00	  0.89	 80.6	  3939	H	40815
 30288	578 G 13	14 00 03.7	-21 32 36	 5	  13.70	  1.00	 76.7	 10019	O	    0
  8918	074-031 	14 00 14.5	+08 58 01	 3	  12.58	  1.00	 80.0	  4361	H	    0
230917	074-032 	14 00 16.0	+09 17 20	 3	  13.87	  0.90	 77.5	  6056	O	    0
 30291	384 G 27	14 00 28.8	-34 37 12	 3	  13.19	  0.90	 73.0	  4505	O	11401
 30298	510 G 38	14 00 37.1	-25 02 53	 5	  13.67	  1.00	 74.0	  6567	O	    0
 30301	510 G 39	14 00 41.8	-23 11 16	 5	  14.11	  1.00	 63.6	 11290	O	    0
  8924	018-022 	14 00 45.6	+02 01 20	 5	  13.02	  0.85	 79.8	  3866	H	    0
  8937	N5430   	14 00 45.9	+59 19 44	 4	  10.79	  1.00	 48.6	  3065	H	40947
  8927	046-035 	14 01 10.5	+07 28 55	 4	  13.27	  1.00	 70.9	  7375	H	    0
 30308	510 G 40	14 01 19.9	-26 11 51	 3	  13.32	  1.00	 56.0	  6581	O	    0
 30307	N5398   	14 01 21.8	-33 03 45	 7	  11.25	  0.70	 48.0	  1468	H	    0
  8938	N5409   	14 01 46.1	+09 29 24	 3	  12.11	  1.05	 46.0	  6515	H	41137
 30320	578 G 16	14 01 58.4	-22 21 44	 3	  12.98	  1.18	 36.9	 11270	O	    0
  8942	N5414   	14 02 03.5	+09 55 46	 3	  12.42	  1.00	 53.8	  4537	H	    0
 30323	578 G 17	14 02 11.0	-18 45 08	 3	  13.11	  1.00	 80.7	  9284	O	    0
  8944	N5416   	14 02 11.3	+09 26 23	 5	  12.05	  1.07	 48.7	  6497	H	41137
  8943	N5417   	14 02 13.1	+08 02 12	 1	  11.21	  1.20	 59.2	  5139	H	    0
  8946	N5418   	14 02 17.6	+07 41 01	 3	  12.02	  1.00	 70.7	  4823	O	40568
  8948	074-055 	14 02 32.9	+09 04 45	 3	  12.78	  1.00	 70.5	  4273	H	40026
  8950	074-057 	14 02 42.3	+09 09 50	 5	  14.75	  0.55	 82.6	  6122	H	40026
  8951	074-060 	14 02 50.9	+08 46 46	 5	  13.99	  0.87	 77.4	  6131	H	40026
 30334	446 G  1	14 03 16.2	-31 20 53	 3	  12.32	  1.08	 51.3	  7346	O	    0
  8988	295-034 	14 03 20.2	+60 59 24	 5	  13.00	  0.50	 82.0	  2168	H	    0
  8965	N5434   	14 03 23.2	+09 26 51	 5	  12.36	  1.00	 23.3	  4896	H	40568
  8967	074-070 	14 03 27.0	+09 28 01	 4	  12.58	  1.00	 76.1	  5898	H	    0
 30343	446 G  2	14 03 43.4	-32 42 58	 3	  11.79	  1.00	 71.4	  4047	O	11401
540009	I 971   	14 03 54.7	-10 08 35	 5	  12.11	  1.00	 45.6	  3592	H	30778
  8979	        	14 04 07.7	+06 29 09	 4	  13.57	  1.00	 77.6	  7698	H	41163
  8995	074-083 	14 04 47.3	+08 48 02	 4	  12.77	  0.50	 70.1	  1491	H	40048
  8994	018-042 	14 04 52.6	-00 36 39	 4	  12.85	  1.00	 50.2	  7702	O	40587
 30363	I4362   	14 05 22.3	-41 49 06	 3	  11.67	  0.82	 72.1	  2022	O	    0
  9023	074-106 	14 06 51.1	+09 19 15	 5	  14.26	  0.91	 65.2	  7462	H	40685
  9039	M1213030	14 06 56.4	+72 07 20	 5	  12.85	  1.15	 84.5	 10116	O	    0
  9027	074-110 	14 07 04.0	+10 38 35	 3	  14.32	  0.86	 82.0	  7118	H	    0
540202	        	14 07 42.6	-27 25 47	 3	  15.36	  0.80	 76.1	 10667	O	    0
 30413	510 G 72	14 07 55.5	-26 46 00	 5	  12.99	  1.00	 63.7	  7991	O	 3581
 30412	446 G 17	14 07 58.5	-32 02 00	 3	  11.19	  1.09	 64.1	  4644	H	11401
540207	        	14 08 08.0	-27 12 27	20	  15.42	  0.50	 76.6	  7058	O	 3581
  9037	046-060 	14 08 29.1	+07 03 27	 5	  12.73	  1.00	 60.0	  6195	H	41137
 30423	384 G 60	14 08 37.5	-34 12 16	 5	  14.01	  1.00	 73.9	 10416	O	    0
540216	        	14 08 57.0	-27 02 55	20	  14.37	  0.84	 78.0	  5525	O	 3581
 30438	510 G 75	14 09 25.9	-27 28 29	 5	  14.13	  0.94	 65.6	  8557	O	 3581
  9054	074-123 	14 09 48.6	+09 51 29	 3	  13.23	  1.00	 51.7	  7482	H	40685
  9071	272-038 	14 10 02.8	+54 13 05	 5	  12.96	  0.50	 78.4	  1943	H	40152
  9062	I 984   	14 10 07.8	+18 21 52	 3	  11.71	  1.05	 80.1	  5322	O	40657
