#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:46:13 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:46:13	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=VIII%2F77%2Ftable3&-out=UGC%2FAGC,OName,RAJ2000,DEJ2000,Sabs,e_Sabs,SNR,HRV,Tel&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_8077
#Name: VIII/77
#Title: HI spectral properties of galaxies (Springob+, 2005)
#INFO	ivoid=ivo://cds.vizier/viii/77	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/viii/77	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2005ApJS..160..149S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2005	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VIII/77	    Dataset landing page
#INFO	publication_date=2006-06-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VIII_77_table3:
#Name: VIII/77/table3
#Title: Properties of detected galaxies derived from spectra in digital archive
#Column	UGC/AGC	(I6)	Entry number in the UGC (Cat. <VII/26>) or AGC	[ucd=meta.id;meta.main]
#Column	OName	(a8)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Sabs	(F6.2)	Self-absorption corrected line flux	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_Sabs	(F6.2)	Uncertainty in Sabs	[ucd=stat.error]
#Column	SNR	(F5.1)	Ratio of peak flux to rms noise	[ucd=instr.det.noise;stat.max]
#Column	HRV	(I6)	Heliocentric velocity of the profile midpoint	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Tel	(a5)	Code indicating the telescope used (G1)	[ucd=meta.id;instr.tel]
UGC/AGC	OName	RAJ2000	DEJ2000	Sabs	e_Sabs	SNR	HRV	Tel
530038	N4995   	13 09 40.5	-07 50 00	  5.19	  0.76	  5.1	  1744	GB300
230122	072-008 	13 09 47.6	+11 39 09	  3.25	  0.32	 22.8	  7413	AOlf
230123	I 854a  	13 09 49.9	+24 34 39	  1.89	  0.21	  9.9	  7096	AOlf
  8244	M+531146	13 09 52.2	+28 22 55	  3.90	  0.46	  8.9	  7100	AOlf
  8246	189-031 	13 10 04.4	+34 10 49	 14.91	  2.33	 68.2	   808	AOlf
  8250	189-032 	13 10 20.2	+32 28 58	  5.40	  0.71	  9.9	  5273	AOlf
  8249	        	13 10 26.4	+24 55 15	 10.52	  1.16	 23.6	  2542	AOlf
  8248	101-006 	13 10 27.3	+18 26 16	  7.36	  0.86	  9.5	  3710	AOlf
 29327	576 G  3	13 10 35.6	-21 44 56	 12.82	  0.77	 10.8	  2960	GB140
230139	I4210   	13 10 47.5	+29 42 35	  2.56	  0.27	 15.6	  6366	AOlf
230140	072-011a	13 10 55.7	+11 52 29	  3.24	  0.35	 12.6	  8694	AOlf
  8255	072-012 	13 10 56.5	+11 28 36	  9.76	  1.05	 41.1	  3366	AOlf
  8259	160-156 	13 11 01.7	+29 34 40	  1.91	  0.25	  7.4	  7252	AOlf
  8272	M+824069	13 11 27.5	+47 32 56	  6.81	  0.70	 13.9	  8709	GB300
  8271	N5014   	13 11 31.2	+36 16 53	  6.91	  0.80	 18.3	  1136	AOlf
230146	072-015 	13 11 31.3	+08 44 33	  1.70	  0.17	 14.7	  4002	AOlf
  8270	N5012   	13 11 37.0	+22 54 55	 18.09	  1.91	 14.9	  2609	GB300
  8282	294-026 	13 11 51.2	+60 14 50	  9.71	  1.06	 13.2	  2064	GB300
230152	072-019 	13 11 56.1	+12 21 11	  1.64	  0.21	  6.4	  8640	AOlf
230153	101-008 	13 11 57.8	+14 33 59	  0.83	  0.17	  3.9	  7977	AOlf
  8276	        	13 12 06.3	+05 28 32	  4.59	  0.45	 22.3	   913	AOlf
  8279	N5016   	13 12 06.7	+24 05 42	 11.07	  1.24	 35.4	  2611	AOlf
  8280	I4213   	13 12 11.1	+35 40 17	 19.14	  2.74	 14.7	   815	AOlf
  8286	N5023   	13 12 11.7	+44 02 12	 71.90	  6.71	 20.3	   407	GB140
530053	M-334014	13 12 34.3	-17 32 27	 17.83	  2.36	  6.0	  2755	Nanc
  8290	N5012A  	13 12 42.8	+22 49 58	  6.11	  0.97	 36.6	  2553	AOlf
  8292	N5025   	13 12 44.8	+31 48 32	 13.30	  1.72	 18.6	  6343	AOlf
  8294	160-164 	13 12 58.2	+31 15 28	  3.29	  0.33	 18.0	  6074	AOlf
  8298	072-026 	13 13 19.7	+10 11 37	 14.81	  0.37	 28.3	  1157	GB140
 29366	576 G 12	13 13 20.7	-18 55 58	  3.44	  0.36	 13.5	  6151	Nanc
230172	072-028 	13 13 26.0	+08 58 56	  0.93	  0.11	  6.3	 10203	AOlf
  8300	N5032   	13 13 27.0	+27 48 07	  3.49	  0.43	 11.2	  6415	AOlf
  8307	N5033   	13 13 27.5	+36 35 36	236.57	 16.60	 46.5	   873	GB140
230179	130-021 	13 13 45.1	+24 58 56	  0.84	  0.16	  5.2	  7261	AOlf
  8310	I 857   	13 13 50.1	+17 04 32	  0.94	  0.10	 18.2	  6770	AOlf
530066	M-134013	13 14 09.5	-05 36 04	  9.25	  1.00	 10.9	  5352	Nanc
230185	072-032 	13 14 19.7	+13 30 26	  1.49	  0.19	  6.6	  7722	AOlf
  8317	160-167 	13 14 23.6	+30 29 01	  4.16	  0.45	 15.4	  6039	AOlf
  8318	189-044 	13 14 30.6	+35 23 10	 16.79	  2.03	 20.8	  2326	AOlf
  8322	072-034 	13 15 00.8	+12 43 27	  0.87	  0.14	  4.6	  7618	AOlf
230196	I 860   	13 15 03.4	+24 37 07	  0.10	  0.10	  2.0	  3347	AOlf
  8324	044-040 	13 15 05.9	+03 02 42	  5.97	  0.78	 14.9	  6517	AOlf
230199	072-037 	13 15 20.4	+13 05 27	  3.16	  0.34	 11.5	  7552	AOlf
230201	072-036a	13 15 23.5	+12 53 42	  2.56	  0.27	 18.2	  7646	AOlf
  8328	        	13 15 25.4	+27 18 13	  2.24	  0.26	 11.7	  6482	AOlf
 29403	N5042   	13 15 30.9	-23 59 00	 77.54	  3.63	 18.3	  1390	GB140
  8334	N5055   	13 15 49.2	+42 01 46	483.82	 44.01	 67.7	   500	GB140
  8333	M+431016	13 15 54.0	+25 26 10	 13.68	  0.74	 11.3	   941	GB140
230208	072-040 	13 16 03.5	+13 24 11	  0.82	  0.10	  8.6	  9097	AOlf
  8338	189-047 	13 16 03.7	+35 02 35	  7.50	  0.82	 17.1	  6949	AOlf
  8337	N5056   	13 16 12.4	+30 56 58	 10.96	  1.25	 27.5	  5592	AOlf
  8336	I4215   	13 16 16.8	+25 24 18	  0.68	  0.10	  5.9	  3912	AOlf
  8340	016-037 	13 16 35.4	-02 05 28	  3.47	  0.56	  4.6	  5666	AOlf
  8345	N5058a  	13 16 52.1	+12 32 54	 13.13	  1.27	 43.1	   958	AOlf
530083	N5054   	13 16 58.2	-16 38 04	 25.09	  1.91	  6.6	  1749	GB140
  8348	I4218   	13 17 03.4	-02 15 40	  3.08	  0.42	  5.4	  5786	AOlf
530085	M-334041	13 17 06.0	-16 15 07	 11.09	  1.31	  9.6	  2634	Nanc
  8353	I 867   	13 17 19.6	+20 38 18	  4.19	  0.45	 15.2	  6875	AOlf
  8356	N5065   	13 17 30.5	+31 05 32	  6.23	  0.66	 36.9	  5550	AOlf
 29435	576 G 23	13 17 39.3	-21 37 10	  6.37	  0.95	  5.3	  2938	GB140
  8360	016-047 	13 18 09.9	-01 14 37	  6.82	  0.78	 12.5	  5737	GB300
530090	I4221   	13 18 30.3	-14 36 28	  7.70	  1.00	  6.1	  2900	Nanc
 29453	576 G 26	13 18 34.2	-21 17 57	  6.18	  0.80	  6.0	  1946	Nanc
  8365	217-027 	13 18 44.8	+41 56 59	  6.43	  0.49	  7.1	  1265	GB140
230233	072-045 	13 18 48.7	+12 23 49	  2.92	  0.33	  8.5	 11041	AOlf
  8367	N5083   	13 19 03.0	+39 35 21	  3.68	  0.49	  7.2	  7149	GB300
  8366	N5081   	13 19 08.2	+28 30 23	 10.85	  1.34	 35.5	  6649	AOlf
230238	072-047 	13 19 20.3	+08 45 43	  0.93	  0.13	  5.3	 13651	AOlf
530097	N5073   	13 19 20.6	-14 50 37	 20.44	  2.32	 10.3	  2748	GB300
230239	101-022 	13 19 28.4	+14 34 39	  2.10	  0.23	  9.9	  6699	AOlf
  8370	101-023 	13 19 33.4	+16 59 11	  3.19	  0.36	 10.3	  7097	AOlf
  8371	N5089   	13 19 39.3	+30 15 22	 15.72	  1.84	 33.2	  2141	AOlf
  8414	M1406022	13 19 42.4	+84 23 41	  9.39	  1.06	  8.6	  4524	GB300
530112	N5088   	13 20 20.2	-12 34 14	 46.03	  2.53	 15.6	  1431	GB140
  8379	044-071 	13 20 20.3	+06 20 10	  5.09	  0.63	  8.0	 11968	AOlf
  8388	N5103   	13 20 30.0	+43 05 01	  3.50	  0.51	  6.5	  1297	GB300
 29511	576 G 40	13 20 43.8	-22 02 59	 20.83	  2.26	 20.8	  2087	Nanc
230262	072-051 	13 20 56.6	+14 09 20	  3.32	  0.34	 19.9	  7126	AOlf
230261	N5100a  	13 20 59.4	+08 58 40	  0.78	  0.09	  5.8	  9576	AOlf
231708	        	13 21 10.3	+22 41 29	  0.91	  0.14	  4.2	  9450	AOlf
  8392	160-207 	13 21 13.0	+31 13 17	  7.57	  0.80	 33.2	  5080	AOlf
  8391	N5104   	13 21 23.1	+00 20 31	  6.25	  0.73	  7.9	  5572	AOlf
230269	072-054 	13 21 28.5	+12 20 16	  1.13	  0.17	  9.3	 11386	AOlf
  8395	072-055 	13 21 32.1	+12 11 15	  2.15	  0.24	 10.1	 11466	AOlf
  8397	161-030 	13 21 40.6	+31 21 02	  3.84	  0.45	 10.8	  4870	AOlf
530120	N5105   	13 21 48.9	-13 12 18	 15.30	  1.54	 14.8	  2903	GB300
230275	101-031 	13 21 55.3	+14 19 58	  1.36	  0.16	  7.7	  7012	AOlf
  8403	N5112   	13 21 56.6	+38 44 06	 49.95	  1.57	 21.3	   970	GB140
  8420	N5144   	13 22 53.9	+70 30 52	  9.38	  1.04	 10.6	  3141	GB300
  8410	N5116   	13 22 55.7	+26 58 51	 11.66	  1.48	 23.4	  2890	AOlf
  8411	N5117   	13 22 56.5	+28 18 59	 14.88	  1.79	 32.5	  2392	AOlf
  8408	N5115   	13 23 00.3	+13 57 02	  7.43	  0.82	 30.5	  7305	AOlf
  8409	131-006 	13 23 01.0	+23 18 22	 11.37	  1.62	 11.6	  2805	AOlf
  8415	N5123   	13 23 10.5	+43 05 09	  4.83	  0.58	  8.0	  8321	GB300
 29560	I4231   	13 23 13.2	-26 18 02	  5.99	  0.53	  6.1	  2260	GB140
  8413	N5118   	13 23 27.4	+06 23 33	  4.82	  0.48	 20.9	  6946	AOlf
 29565	444 G 21	13 23 30.2	-30 06 50	  7.38	  0.88	  5.1	  4270	GB140
230295	072-058 	13 23 30.7	+13 46 22	  0.57	  0.08	  5.9	  7247	AOlf
230297	072-060 	13 23 36.9	+13 58 24	  4.14	  0.40	 57.3	  6471	AOlf
230302	072-064 	13 24 09.9	+09 39 42	  1.93	  0.23	  8.7	  7224	AOlf
  8426	161-044 	13 24 15.8	+31 20 41	  2.17	  0.32	  5.1	  4982	AOlf
  8429	101-038 	13 24 25.0	+17 05 37	  3.88	  0.49	 14.4	  7246	AOlf
 29585	I4237   	13 24 32.7	-21 08 14	 15.10	  1.24	  5.6	  2656	GB140
  8436	216-015 	13 24 34.4	+63 05 35	  3.32	  0.51	  8.3	  2860	GB300
 29599	508 G 71	13 25 01.2	-24 00 41	  4.09	  0.47	  9.6	  7377	Nanc
 29603	576 G 51	13 25 09.0	-19 45 59	  4.01	  0.43	  8.8	  5216	Nanc
230320	072-072 	13 25 31.2	+11 49 30	  2.36	  0.26	  7.8	 11831	AOlf
230334	UA357   	13 26 14.8	+37 46 26	 13.71	  0.36	 23.8	  1165	GB140
  8443	N5147   	13 26 19.6	+02 06 02	 15.95	  1.76	 28.7	  1092	AOlf
  8448	101-049 	13 26 39.8	+19 56 38	  6.41	  0.84	 13.4	  7143	AOlf
  8451	161-053 	13 26 53.8	+32 11 37	  6.49	  0.73	 18.4	  5279	AOlf
  8457	131-008 	13 27 30.4	+20 52 47	  4.98	  0.66	 10.6	  5965	AOlf
  8456	101-052 	13 27 34.9	+15 11 22	  3.06	  0.42	 10.4	  7119	AOlf
 29677	N5152   	13 27 51.0	-29 37 06	  9.00	  0.86	  6.4	  3889	GB140
530217	M-234054	13 27 51.5	-13 25 31	  7.50	  0.95	  7.6	  6769	Nanc
  8460	N5159   	13 28 16.0	+02 58 58	  5.27	  0.62	 13.0	  6317	AOlf
530226	M-234055	13 28 20.2	-11 46 59	  9.49	  1.11	  8.6	  5982	GB300
  8466	161-063 	13 28 25.7	+30 48 55	  4.57	  0.53	 10.5	  7301	AOlf
  8470	I4263   	13 28 33.1	+46 55 36	  6.83	  0.81	 10.1	  2708	GB300
230351	N5167   	13 28 40.1	+12 42 39	  1.91	  0.20	 14.3	  7516	AOlf
 29702	383 G  3	13 28 47.6	-37 25 53	 10.39	  0.82	  6.7	  2467	GB140
 29708	N5161   	13 29 13.9	-33 10 25	 79.06	  4.36	 19.3	  2389	GB140
  8475	N5174   	13 29 25.8	+11 00 28	 16.27	  1.71	 18.1	  6827	GB300
230367	072-096 	13 29 35.5	+11 41 50	  0.52	  0.07	  7.0	  6544	AOlf
  8490	N5204   	13 29 36.5	+58 25 13	136.30	  4.77	 93.7	   201	GB140
 29724	N5170   	13 29 49.1	-17 57 52	 98.09	  9.94	 13.8	  1501	GB140
  8486	072-102 	13 29 56.8	+11 04 19	  2.20	  0.29	  6.8	  6728	AOlf
  8494	N5195   	13 29 59.2	+47 16 04	126.38	 14.54	 96.6	   455	GB300
  8488	N5185   	13 30 02.3	+13 24 57	  4.64	  0.57	  8.7	  7372	AOlf
230378	N5186   	13 30 03.8	+12 10 31	  1.28	  0.14	 12.2	 13414	AOlf
  8501	N5205   	13 30 04.0	+62 30 40	 20.73	  2.05	 29.1	  1766	GB300
  8485	N5183   	13 30 06.2	-01 43 13	 22.61	  2.61	 26.6	  4292	AOlf
530258	M-234060	13 30 16.4	-10 03 12	 10.79	  1.20	  7.1	  4198	Nanc
 29737	I4264   	13 30 17.0	-27 55 39	 10.82	  1.26	 12.5	  3464	Nanc
530277	M-234061	13 31 04.0	-15 06 03	  7.76	  0.91	  6.7	  4233	Nanc
230389	073-011 	13 31 21.9	+10 43 33	  2.37	  0.29	  8.0	  6304	AOlf
230388	073-010 	13 31 24.6	+09 57 29	  0.73	  0.10	  7.2	  6712	AOlf
  8528	N5216   	13 32 07.0	+62 42 02	  4.72	  0.58	  7.5	  2926	GB300
230401	073-015 	13 32 07.9	+10 26 18	  0.41	  0.07	  5.0	 11973	AOlf
 29792	509 G 45	13 32 08.5	-22 57 06	  5.30	  0.44	  6.6	  5056	GB140
  8529	N5218   	13 32 10.3	+62 46 04	  4.28	  0.48	 12.8	  2980	GB300
  8518	N5207   	13 32 14.0	+13 53 31	  8.51	  1.03	  6.8	  7647	AOlf
230403	073-017 	13 32 14.4	+10 24 29	  2.94	  0.30	 14.7	  7298	AOlf
530314	017-017 	13 32 48.1	-03 05 03	  9.20	  1.15	  6.0	  4269	Nanc
  8531	N5214   	13 32 48.4	+41 52 18	  5.22	  0.66	  7.0	  8178	GB300
  8530	N5211   	13 33 05.2	-01 02 07	 15.92	  1.63	 15.0	  3721	GB300
530316	M-335004	13 33 13.8	-16 07 08	  5.18	  0.88	  3.8	  2169	GB300
230418	073-024 	13 33 22.1	+09 31 38	  3.44	  0.42	 11.3	  7127	AOlf
  8534	017-022 	13 33 32.7	+01 18 24	  3.27	  0.36	 15.0	  5286	AOlf
  8550	N5229   	13 34 02.9	+47 54 47	 27.42	  2.02	 16.8	   359	GB140
  8554	M+630039	13 34 14.7	+37 12 27	  6.88	  0.95	  8.8	  5524	AOlf
230436	073-036 	13 34 37.9	+08 47 37	  6.22	  0.61	 58.2	  1229	AOlf
  8571	294-049 	13 34 41.7	+61 59 34	  8.35	  0.94	 10.2	  3096	GB300
  8555	I 900   	13 34 43.1	+09 20 12	  8.25	  0.87	 20.7	  7068	AOlf
  8558	N5222a  	13 34 55.9	+13 44 30	  3.50	  0.37	 14.0	  6808	AOlf
 29858	383 G 31	13 35 21.5	-34 12 21	  9.01	  0.95	 10.0	  7135	Nanc
  8573	N5230   	13 35 31.9	+13 40 33	 12.06	  1.45	 19.4	  6855	AOlf
  8580	I4302   	13 35 35.9	+33 28 45	  2.30	  0.33	  7.0	  7464	AOlf
 29872	509 G 74	13 35 41.5	-24 04 24	 15.03	  1.21	  6.2	  2596	GB140
230456	073-046 	13 35 49.4	+13 25 03	  1.27	  0.15	  6.2	 12645	AOlf
  8587	N5240   	13 35 55.2	+35 35 17	  5.16	  0.66	  9.4	  2231	AOlf
  8593	I 902   	13 36 01.1	+49 57 38	  7.64	  0.88	  9.5	  1608	GB300
231022	K1333+08	13 36 02.2	+08 11 15	  2.68	  0.34	 11.9	  1243	AOlf
  8604	317-005 	13 36 02.6	+66 18 08	  8.55	  0.90	 18.1	  3077	GB300
  8590	        	13 36 06.5	+37 05 16	  5.04	  0.73	  7.1	  7572	AOlf
  8585	073-049 	13 36 13.4	+10 28 40	  4.82	  0.53	 10.1	 16136	AOlf
230466	073-048 	13 36 14.5	+09 16 09	  2.37	  0.27	  8.3	 10059	AOlf
231737	        	13 36 22.5	+22 46 30	  1.08	  0.16	  4.2	  9425	AOlf
 29893	I4298   	13 36 35.1	-26 33 10	  4.34	  0.51	  5.8	  6721	Nanc
  8608	161-089 	13 37 00.9	+31 45 57	  7.09	  0.91	 19.0	  3004	AOlf
230480	073-052 	13 37 01.8	+09 00 53	  1.50	  0.21	  5.7	  6846	AOlf
  8616	N5248   	13 37 32.1	+08 53 06	 88.26	  3.46	 33.1	  1152	GB140
 29924	N5247   	13 38 03.3	-17 53 04	 69.98	  7.06	 69.0	  1356	GB300
  8624	102-029 	13 38 12.2	+18 23 27	  2.62	  0.31	  8.5	  8006	AOlf
230495	073-055 	13 38 14.7	+11 15 04	  1.70	  0.18	 11.0	 17012	AOlf
  8622	N5252   	13 38 15.9	+04 32 32	  0.99	  0.12	 11.6	  6923	AOlf
  8630	190-039 	13 38 26.1	+33 07 00	 16.53	  1.90	 52.2	  2438	AOlf
230503	073-057 	13 38 39.4	+12 27 26	  1.06	  0.16	  4.6	 10783	AOlf
  8633	102-030 	13 38 53.5	+14 44 36	  5.40	  0.72	 15.7	  7109	AOlf
230516	073-059 	13 39 18.1	+12 43 26	  4.72	  0.49	 15.4	  6828	AOlf
  8642	M+825034	13 39 28.7	+46 00 54	  4.44	  0.62	  6.5	  2420	GB300
 29955	577 G 20	13 39 34.1	-22 29 52	  2.84	  0.39	  4.6	  7002	Nanc
530342	N5254   	13 39 37.8	-11 29 40	 25.87	  2.98	 15.5	  2316	Nanc
  8651	218-034 	13 39 53.6	+40 44 24	 13.54	  0.51	 26.8	   201	GB140
231437	I 905   	13 40 02.9	+23 08 34	  7.57	  0.74	 28.0	  9499	AOlf
 29969	445 G  7	13 40 20.9	-31 42 03	  7.65	  0.95	  9.1	  1605	GB140
  8658	272-001 	13 40 39.9	+54 19 57	 18.92	  1.03	  8.2	  2021	GB140
530350	M-135008	13 40 42.4	-07 45 02	 11.05	  1.16	  8.1	  6485	Nanc
231440	I 909   	13 40 51.1	+24 28 24	  2.71	  0.29	 14.7	  8128	AOlf
230553	073-061 	13 41 09.2	+12 46 16	  1.33	  0.15	  6.6	 14227	AOlf
230558	073-062 	13 41 16.9	+13 46 31	  0.91	  0.11	  6.6	 13591	AOlf
  8662	M+630069	13 41 17.6	+33 46 21	  3.75	  0.51	 10.1	  2034	AOlf
  8660	073-063 	13 41 24.9	+13 51 21	  2.51	  0.33	 12.1	  7168	AOlf
  8668	102-035 	13 41 56.5	+18 08 33	  5.22	  0.59	 10.9	  5472	AOlf
230579	UA372   	13 41 56.5	+30 31 10	  0.54	  0.07	  6.2	   964	AOlf
  8684	294-059 	13 42 15.9	+60 46 34	  4.00	  0.51	  7.8	  2194	GB300
230591	102-036 	13 42 23.9	+14 44 20	  1.39	  0.17	  7.6	 12715	AOlf
231023	K1339+04	13 42 25.5	+03 51 19	  2.70	  0.36	  6.0	  7026	AOlf
231453	131-029 	13 42 54.6	+22 08 43	  1.66	  0.25	  6.9	  8098	AOlf
230610	073-066 	13 43 50.5	+13 14 59	  1.66	  0.20	  7.7	  6560	AOlf
230614	073-067 	13 44 06.9	+12 07 40	  1.43	  0.17	  6.3	 14771	AOlf
231743	        	13 44 21.3	+22 08 02	  0.93	  0.14	  4.6	 11052	AOlf
  8691	131-033 	13 44 24.5	+20 24 34	  4.41	  0.46	 26.2	  8181	AOlf
230620	073-068 	13 44 24.6	+13 10 31	  2.45	  0.29	  7.1	 12304	AOlf
231473	131-036 	13 45 15.1	+23 17 59	  3.85	  0.53	  6.4	  8985	AOlf
  8700	N5290   	13 45 19.1	+41 42 45	 19.33	  1.31	  6.4	  2579	GB140
  8702	246-022 	13 45 27.4	+47 55 20	  9.10	  1.07	  7.0	  8420	GB300
530352	M-135010	13 45 37.9	-05 59 06	 30.70	  0.84	 23.0	  1452	GB140
  8703	132-004 	13 46 09.0	+21 53 38	  2.90	  0.30	 16.2	  8202	AOlf
230636	073-071 	13 46 09.9	+09 17 31	  3.94	  0.45	  7.9	 10812	AOlf
  8711	N5301   	13 46 24.4	+46 06 24	 40.06	  2.81	 15.0	  1508	GB140
  8705	132-006 	13 46 32.2	+20 50 49	  5.09	  0.53	 14.6	  6938	AOlf
 30065	445 G 26	13 46 33.5	-30 52 43	  7.61	  0.98	  9.5	  5194	Nanc
230642	073-072 	13 46 50.1	+11 37 16	  2.25	  0.23	 13.7	 10694	AOlf
230646	073-073 	13 46 53.8	+11 37 03	  2.09	  0.23	 10.2	 10702	AOlf
  8713	190-053 	13 47 01.2	+33 53 36	  6.43	  0.86	 11.9	  4961	AOlf
  8720	102-060 	13 47 44.9	+17 43 05	  3.95	  0.44	  9.8	  7901	AOlf
  8726	218-048 	13 47 49.3	+40 29 11	  9.77	  1.19	 10.8	  2333	GB300
  8727	N5300   	13 48 16.0	+03 57 02	 25.32	  4.31	 70.9	  1171	AOlf
  8737	317-008 	13 48 16.5	+68 05 08	  6.63	  0.75	 10.4	  1785	GB300
  8733	218-050 	13 48 38.7	+43 24 46	 21.02	  0.92	 13.2	  2335	GB140
  8747	336-021 	13 48 56.7	+74 14 59	  7.48	  0.82	 13.7	  8987	GB300
230723	073-080 	13 49 28.7	+13 52 40	  1.25	  0.15	  8.6	  7228	AOlf
231024	K1347+16	13 50 02.6	+15 54 13	  3.67	  0.47	 10.5	  6755	AOlf
  8749	N5320   	13 50 20.3	+41 21 58	 26.20	  2.64	 26.7	  2609	GB300
  8746	102-065 	13 50 21.9	+18 09 15	  4.45	  0.51	  9.0	  7819	AOlf
 30136	325 G 27	13 50 31.9	-40 42 26	  8.08	  0.85	  5.0	  4860	GB140
  8753	132-020 	13 50 45.1	+25 11 21	  4.20	  0.48	 11.9	  9188	AOlf
230750	073-083 	13 51 00.9	+13 46 23	  1.54	  0.17	 11.2	  6155	AOlf
 30158	445 G 58	13 51 18.2	-31 08 54	 20.89	  1.15	 10.0	  5053	GB140
  8766	I 944   	13 51 30.9	+14 05 30	  3.35	  0.40	  9.4	  6992	AOlf
  8768	N5327   	13 52 04.0	-02 12 23	 13.23	  1.36	 18.9	  4363	GB300
530375	N5324   	13 52 06.0	-06 03 30	 29.40	  0.78	 20.0	  3042	GB140
  8772	I 946   	13 52 08.4	+14 06 57	  1.25	  0.15	  7.8	  6834	AOlf
  8785	N5336   	13 52 09.8	+43 14 33	 10.31	  1.07	 17.2	  2325	GB300
  8811	336-027 	13 52 14.4	+72 43 55	  2.64	  0.42	  5.7	 10833	GB300
  8777	I 949   	13 52 16.7	+22 31 15	  4.06	  0.54	  6.3	  8350	AOlf
  8793	M+729005	13 52 34.9	+38 42 17	  2.28	  0.29	  4.9	  2425	Effs
  8795	191-003 	13 52 48.5	+37 29 25	 13.25	  1.62	 14.0	  2302	AOlf
  8787	045-128 	13 52 50.1	+02 15 48	 17.46	  2.17	 27.6	  4352	AOlf
  8790	N5334   	13 52 54.4	-01 06 52	 33.92	  3.92	 28.1	  1380	Nanc
  8794	132-033 	13 52 57.6	+20 54 59	  4.20	  0.57	 15.2	  8584	AOlf
  8804	N5346   	13 53 01.8	+39 34 51	  4.96	  0.63	  7.5	  2507	GB300
  8797	132-034 	13 53 02.4	+24 33 34	  3.43	  0.37	 16.2	 17088	AOlf
  8802	M+631004	13 53 08.3	+35 42 49	  3.17	  0.43	  5.7	 12339	AOlf
  8796	045-131 	13 53 09.5	+04 57 38	  2.69	  0.35	  9.4	  5073	AOlf
  8806	219-015 	13 53 14.3	+38 13 35	 16.70	  1.72	 24.3	  3508	GB300
  8810	N5350   	13 53 21.4	+40 21 48	 25.68	  1.10	 11.3	  2325	GB140
  8809	N5351   	13 53 27.8	+37 54 51	 27.57	  2.69	 16.6	  3613	Effs
230792	073-093 	13 53 30.4	+11 20 36	  1.75	  0.20	  9.5	 11304	AOlf
  8808	I 952   	13 53 41.9	+03 22 38	  6.20	  0.74	  9.2	  4672	AOlf
530377	N5339   	13 54 00.3	-07 55 50	  7.58	  0.87	  9.6	  2741	GB300
  8816	045-134 	13 54 03.8	+03 57 03	  3.57	  0.41	  9.8	  4650	AOlf
230801	073-094 	13 54 08.8	+09 24 46	  2.39	  0.26	 12.4	  6855	AOlf
530379	M-135020	13 54 11.4	-04 50 29	 22.60	  2.27	 20.7	  4324	Nanc
  8820	N5345   	13 54 14.2	-01 26 11	  2.20	  0.30	  5.4	  7269	AOlf
  8828	132-040 	13 54 26.8	+21 49 45	  3.44	  0.43	  7.8	  8338	AOlf
230808	102-079 	13 54 29.8	+14 40 31	  2.18	  0.28	  6.1	 12551	AOlf
  8835	N5362   	13 54 53.2	+41 18 49	 10.91	  1.24	 10.3	  2168	GB300
  8839	103-007 	13 55 24.8	+17 47 41	 25.59	  0.73	 19.3	   957	GB140
  8846	N5371   	13 55 39.8	+40 27 42	 33.24	  1.24	 15.2	  2558	GB140
  8844	018-004 	13 55 59.4	-01 15 42	  5.92	  0.66	  8.9	  7387	Nanc
  8848	I 959   	13 56 03.4	+13 30 21	  4.51	  0.54	  9.3	  6864	AOlf
  8855	132-053 	13 56 10.6	+24 29 36	  2.82	  0.35	  8.6	  8363	AOlf
  8863	N5377   	13 56 16.7	+47 14 06	 11.39	  0.86	  9.0	  1796	GB140
 30236	445 G 81	13 56 34.2	-32 37 55	  5.21	  0.60	  8.5	  4364	Nanc
  8861	074-010 	13 56 34.6	+10 11 27	  3.68	  0.43	 10.8	  4891	AOlf
  8862	103-017 	13 56 40.6	+20 10 16	  4.18	  0.56	 10.5	  8251	AOlf
