#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T20:11:06 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T20:11:06	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FApJ%2F809%2F146%2Ftable1&-out=NSA,RAJ2000,DEJ2000,Dist,e_Dist,Inc,Reff,e_Reff,MHI,e_MHI,Mstar,e_Mstar,Ref,SimbadName&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18090146
#Name: J/ApJ/809/146
#Title: SDSS-DR8 isolated low-mass galaxies (Bradford+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apj/809/146	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/809/146	    IVOID of underlying data collection
#INFO	creator=Bradford J.D.	    First author or institution
#INFO	cites=bibcode:2015ApJ...809..146B	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/809/146	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18090146	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-12-22	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_809_146_table1:
#Name: J/ApJ/809/146/table1
#Title: Isolated galaxy data sample
#Column	NSA	(I6)	[162/171138] NASA Sloan Atlas v0.1.2 identifier	[ucd=meta.id]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F6.2)	[13/246] Heliocentric luminosity distance	[ucd=pos.distance]
#Column	e_Dist	(F5.2)	[1/4] Uncertainty in Dist	[ucd=stat.error]
#Column	Inc	(I2)	[8/90] Inclination Angle	[ucd=src.orbital.inclination;pos.posAng]
#Column	Reff	(F5.2)	[0.2/29.1] Effective radius at assumed distance	[ucd=pos.distance;phys.size.radius]
#Column	e_Reff	(F5.2)	[0.01/0.6] Uncertainty in reff	[ucd=stat.error]
#Column	MHI	(F6.3)	[0.01/59.1] HI Mass	[ucd=phys.mass]
#Column	e_MHI	(F6.3)	[0.004/28] Uncertainty in MHI	[ucd=stat.error]
#Column	Mstar	(F7.3)	[0.007/262.3] Stellar mass	[ucd=phys.mass]
#Column	e_Mstar	(F7.3)	[0.003/121] Uncertainty in Mstar	[ucd=stat.error]
#Column	Ref	(I1)	Source of HI observations (1)	[ucd=meta.bib]
#Column	SimbadName	(A24)	Simbad column added by the CDS	[ucd=meta.id]
NSA	RAJ2000	DEJ2000	Dist	e_Dist	Inc	Reff	e_Reff	MHI	e_MHI	Mstar	e_Mstar	Ref	SimbadName
 97589	15 29 48.19	+26 05 16.28	 20.53	 1.61	78	 1.38	 0.11	 0.200	 0.067	  0.043	  0.020	2	SDSS J152948.19+260516.3
 97601	15 30 33.76	+25 15 40.76	 99.18	 2.14	90	 4.34	 0.09	 8.455	 0.906	  5.988	  2.758	2	SDSS J153033.74+251540.6
 97610	15 33 17.95	+25 17 35.78	187.79	 2.14	49	10.31	 0.12	 9.578	 1.512	  8.445	  3.890	2	SDSS J153317.95+251735.8
 97628	15 35 12.99	+25 08 27.97	223.12	 2.14	54	 7.17	 0.07	13.951	 4.560	 25.773	 11.871	2	SDSS J153512.99+250827.8
 98199	15 44 42.75	+24 10 26.55	199.17	 2.14	58	 6.06	 0.07	 7.538	 2.997	  9.039	  4.163	2	SDSS J154442.74+241026.5
 99375	16 08 37.33	+15 52 36.62	136.44	 2.14	90	 7.64	 0.12	 5.365	 1.511	  1.394	  0.642	2	SDSS J160837.30+155236.9
 99390	16 17 26.08	+14 54 31.33	211.80	 2.14	79	 9.16	 0.09	 8.800	 2.761	 22.991	 10.589	2	SDSS J161726.07+145431.3
 99395	16 16 28.32	+14 53 14.61	 66.17	 2.75	33	 2.34	 0.10	 1.649	 0.317	  1.259	  0.580	2	SDSS J161628.11+145314.5
 99396	16 16 03.91	+15 14 20.22	213.36	 2.14	54	 5.37	 0.05	22.761	12.130	 30.798	 14.185	2	SDSS J161603.90+151420.3
 99635	16 01 51.85	+17 55 40.84	 31.21	 2.25	65	 0.58	 0.04	 0.179	 0.054	  0.024	  0.011	1	SDSS J160151.83+175540.8
100037	16 23 52.34	+14 49 53.46	150.60	 2.14	57	 8.50	 0.12	 9.833	 7.089	 40.309	 18.566	2	SDSS J162352.35+144953.5
100083	16 27 41.72	+13 26 51.27	123.94	 2.14	23	 6.41	 0.11	15.234	 1.373	 33.162	 15.275	2	SDSS J162741.71+132651.2
100136	16 31 35.79	+13 38 13.60	113.94	 2.14	56	 3.11	 0.06	 6.766	 0.994	  5.776	  2.660	2	SDSS J163135.78+133813.6
100401	16 37 43.28	+17 30 08.53	 53.58	 1.93	61	 0.85	 0.03	 0.859	 0.132	  0.077	  0.036	1	SDSS J163743.28+173008.4
100446	16 23 16.59	+15 48 11.77	147.61	 2.14	74	 3.60	 0.05	19.365	 2.503	  1.004	  0.462	2	SDSS J162316.57+154811.9
100622	11 05 45.28	+28 07 20.15	 92.36	 1.97	47	 4.85	 0.10	 1.599	 0.258	  1.406	  0.647	2	SDSS J110545.28+280720.0
100742	11 08 25.55	+25 15 38.63	147.12	 2.14	67	 5.38	 0.08	 7.829	 1.552	  9.458	  4.356	2	SDSS J110825.54+251538.6
100753	11 04 51.58	+25 28 04.89	173.37	 2.14	24	 5.57	 0.07	16.009	 1.573	 49.878	 22.974	2	SDSS J110451.57+252804.9
100754	11 03 04.00	+25 22 50.71	203.95	 2.14	73	 8.78	 0.09	13.626	 3.837	 13.796	  6.354	2	SDSS J110304.00+252250.7
100833	11 12 52.72	+27 26 37.82	 98.20	 2.14	49	10.93	 0.24	 6.654	 0.773	 60.245	 27.749	2	SDSS J111252.71+272637.7
101159	11 13 19.08	+25 51 45.89	 92.86	 2.00	39	 6.67	 0.14	 6.128	 0.664	 15.021	  6.919	2	SDSS J111319.07+255145.8
101160	11 12 47.69	+25 55 05.13	137.69	 2.14	55	 5.06	 0.08	 3.867	 1.574	  2.749	  1.266	2	SDSS J111247.68+255505.2
101248	11 14 10.18	+27 14 20.07	116.56	 2.14	38	 3.99	 0.07	 5.265	 0.727	 21.035	  9.689	2	SDSS J111410.17+271420.1
101259	11 15 18.19	+27 24 04.95	118.21	 2.14	42	 4.13	 0.07	11.925	 1.204	 44.234	 20.374	2	SDSS J111518.18+272404.9
101262	11 16 55.28	+27 34 20.85	 58.09	 2.29	65	 3.49	 0.14	 1.669	 0.301	  2.567	  1.182	2	SDSS J111655.28+273420.6
101271	11 17 21.87	+27 40 23.80	 84.88	 1.68	90	 6.60	 0.13	 6.153	 0.612	 14.501	  6.679	2	SDSS J111721.87+274023.5
101486	11 24 13.18	+26 14 43.44	 24.28	 1.86	90	 1.33	 0.10	 0.439	 0.138	  0.085	  0.039	1	SDSS J112413.18+261443.5
101490	11 22 53.71	+26 36 17.60	 86.96	 1.75	90	 5.54	 0.11	 2.687	 0.377	  1.996	  0.919	2	SDSS J112253.72+263617.6
101497	11 22 02.07	+25 55 15.22	 91.04	 1.90	42	 5.85	 0.12	 7.037	 0.725	 14.686	  6.764	2	SDSS J112202.06+255515.2
101503	11 21 15.27	+26 15 05.99	 90.00	 1.83	49	 5.02	 0.10	 4.979	 0.498	  1.458	  0.672	2	SDSS J112115.29+261505.8
101538	11 18 22.39	+27 12 07.63	158.47	 2.14	31	 7.14	 0.10	 8.084	 1.228	 21.435	  9.873	2	SDSS J111822.39+271207.6
101569	11 24 25.38	+27 00 10.50	 90.01	 1.83	36	 1.05	 0.02	 1.507	 0.344	  0.286	  0.132	2	SDSS J112425.38+270010.4
101580	11 26 15.75	+27 52 01.74	104.05	 2.14	35	 5.58	 0.12	 7.522	 1.040	 21.859	 10.068	2	SDSS J112615.75+275201.6
101702	11 24 10.61	+27 00 51.11	144.96	 2.14	76	18.50	 0.27	22.362	 1.941	127.670	 58.805	2	SDSS J112410.60+270051.0
101710	11 26 12.54	+27 11 58.24	102.98	 2.14	37	 6.71	 0.14	 3.171	 0.655	  7.777	  3.582	2	SDSS J112612.53+271158.2
101763	11 41 12.85	+26 27 12.64	 54.83	 3.25	49	 1.54	 0.09	 0.602	 0.191	  0.239	  0.110	2	SDSS J114112.85+262712.5
101778	11 34 27.41	+25 52 35.23	137.05	 2.14	63	 9.88	 0.15	13.572	 4.898	109.503	 50.437	2	SDSS J113427.40+255235.2
101804	11 32 29.85	+28 06 44.92	141.96	 2.14	71	 6.83	 0.10	 6.771	 4.698	 39.751	 18.309	2	SDSS J113229.85+280644.9
101808	11 28 53.87	+27 22 33.97	 54.58	 2.93	32	 2.54	 0.14	 1.149	 0.274	  1.707	  0.786	2	SDSS J112853.81+272234.1
101816	11 32 37.58	+27 27 59.98	222.16	 2.14	44	 5.03	 0.05	13.883	 5.188	 10.277	  4.733	2	SDSS J113237.57+272800.0
101830	11 36 30.49	+26 51 38.86	145.56	 2.14	14	 7.80	 0.11	22.442	 1.849	 57.298	 26.391	2	SDSS J113630.49+265138.8
101864	11 32 56.13	+28 41 01.84	 54.32	 3.04	68	 0.86	 0.05	 0.369	 0.095	  0.158	  0.073	1	SDSS J113256.07+284102.4
101969	11 38 40.89	+27 07 49.40	224.95	 2.14	59	 4.30	 0.04	17.768	 4.281	 17.562	  8.089	2	SDSS J113840.88+270749.4
102018	11 49 30.24	+27 31 54.57	196.07	 2.14	37	 6.79	 0.07	 6.663	 2.138	  7.093	  3.267	2	SDSS J114930.23+273154.7
102109	11 55 02.30	+27 17 52.21	 94.45	 2.14	69	 6.14	 0.14	 3.036	 2.253	 51.080	 23.528	2	SDSS J115502.29+271752.2
102124	11 47 43.38	+26 16 35.76	113.04	 2.14	67	 2.46	 0.05	 2.283	 0.680	  1.520	  0.700	2	SDSS J114743.38+261635.7
102319	12 01 40.84	+30 11 04.06	 43.45	 2.11	83	 1.06	 0.05	 0.644	 0.131	  0.083	  0.038	1	SDSS J120140.83+301104.2
102360	11 59 40.15	+26 32 47.32	 96.78	 2.14	28	 5.84	 0.13	 7.533	 0.755	 10.474	  4.824	2	SDSS J115940.15+263247.3
102377	11 56 30.00	+26 44 09.06	124.53	 2.14	69	 8.10	 0.14	 4.860	 0.689	  5.787	  2.665	2	SDSS J115630.03+264408.9
102456	12 06 53.16	+26 25 34.34	148.05	 2.14	41	 2.20	 0.03	 4.749	 0.998	  6.025	  2.775	2	SDSS J120653.15+262534.3
102659	12 14 05.92	+27 54 06.44	 37.90	 1.50	61	 0.97	 0.04	 0.089	 0.022	  0.084	  0.039	1	SDSS J121405.91+275405.4
102777	12 18 53.08	+27 29 30.25	141.40	 2.14	55	 3.80	 0.06	 5.019	 1.783	  2.627	  1.210	2	SDSS J121853.08+272930.1
102787	12 15 59.25	+27 26 32.02	108.33	 2.14	59	 4.63	 0.09	 5.086	 5.102	 45.184	 20.812	2	SDSS J121559.24+272631.9
102848	12 23 22.69	+27 59 07.16	221.60	 2.14	47	 5.85	 0.06	 7.367	 1.746	  6.892	  3.174	2	SDSS J122322.69+275907.0
103174	12 31 50.38	+27 23 12.80	 71.04	 1.68	90	 5.97	 0.14	 3.384	 0.373	  1.006	  0.464	2	SDSS J123150.38+272312.7
103675	12 50 37.54	+27 25 29.42	180.43	 2.14	71	11.04	 0.13	18.482	 2.721	 44.806	 20.638	2	SDSS J125037.51+272529.3
103681	12 51 10.46	+26 47 40.57	200.88	 2.14	48	 4.39	 0.05	20.818	 3.192	 39.261	 18.084	2	SDSS J125110.46+264740.5
104200	13 11 41.25	+26 23 22.93	167.23	 2.14	76	 4.72	 0.06	 8.308	 5.116	 11.414	  5.257	2	SDSS J131141.24+262322.8
104203	13 08 01.06	+26 07 12.19	156.66	 2.14	26	 5.67	 0.08	13.488	 1.425	 38.248	 17.617	2	SDSS J130801.06+260712.2
104307	13 05 47.58	+27 44 03.13	 36.60	 1.57	53	 3.00	 0.13	 4.591	 0.817	  7.369	  3.394	2	SDSS J130547.56+274402.9
104337	13 16 42.06	+26 07 54.97	 62.13	 2.11	90	 3.84	 0.13	 1.570	 0.284	  0.642	  0.296	2	SDSS J131642.04+260754.7
104355	13 09 37.55	+26 09 32.52	 92.17	 1.74	72	 3.73	 0.07	 4.056	 0.437	  1.173	  0.540	2	SDSS J130937.52+260932.6
104374	13 14 37.81	+27 50 44.05	143.31	 2.14	82	 3.89	 0.06	 7.811	 2.679	  7.802	  3.594	2	SDSS J131437.78+275044.0
104377	13 14 53.44	+27 00 29.07	 70.69	 1.82	83	 5.02	 0.13	 5.115	 0.592	 10.641	  4.901	2	SDSS J131453.43+270029.2
104389	13 17 45.19	+27 34 11.61	101.17	 2.14	68	 5.71	 0.12	12.932	 1.279	 52.775	 24.308	2	SDSS J131745.18+273411.5
104411	13 24 46.23	+25 48 16.82	140.04	 2.14	61	 4.40	 0.07	 4.963	 1.413	  1.198	  0.552	2	SDSS J132446.23+254816.6
104439	13 22 55.61	+26 58 50.82	 40.31	 1.50	75	 4.82	 0.18	 2.417	 0.407	 18.873	  8.693	2	SDSS J132255.61+265850.6
104440	13 22 15.46	+26 55 04.64	 71.87	 1.89	45	 1.78	 0.05	 3.903	 0.525	  0.880	  0.405	2	SDSS J132215.45+265504.7
104469	13 27 32.45	+27 36 14.02	161.27	 2.14	61	 5.06	 0.07	 9.596	 4.649	 38.853	 17.896	2	SDSS J132732.44+273613.9
104520	13 31 58.54	+27 01 14.42	134.17	 2.14	70	 6.45	 0.10	 4.735	 1.946	 13.301	  6.126	2	SDSS J133158.53+270114.5
104562	13 44 47.99	+25 27 19.87	166.82	 2.14	67	11.46	 0.15	 4.545	 1.187	  4.403	  2.028	2	SDSS J134447.97+252719.8
104579	13 41 32.76	+25 18 43.56	172.47	 2.14	59	 7.32	 0.09	 6.897	 2.626	  6.345	  2.922	2	SDSS J134132.77+251843.6
104581	13 41 53.16	+25 45 13.48	152.07	 2.14	32	 7.65	 0.11	 7.419	 0.986	  3.771	  1.737	2	SDSS J134153.16+254512.9
104591	13 39 53.70	+26 08 13.31	 77.98	 2.11	48	 0.81	 0.02	 1.049	 0.188	  0.582	  0.268	2	SDSS J133953.70+260813.3
104628	13 45 52.96	+26 46 30.56	130.66	 2.14	66	 7.38	 0.12	 6.845	 1.814	 31.082	 14.316	2	SDSS J134552.96+264630.6
104702	07 53 13.34	+12 37 49.18	127.74	 2.14	78	 2.67	 0.04	 8.639	 1.551	  0.536	  0.247	2	SDSS J075313.34+123749.1
104999	08 05 50.85	+12 28 47.93	159.74	 2.14	63	11.72	 0.16	16.615	12.275	 67.499	 31.090	2	SDSS J080550.84+122847.9
105001	08 06 34.41	+12 39 59.67	 65.13	 2.75	61	 2.96	 0.13	 1.835	 0.355	  0.819	  0.377	2	SDSS J080634.38+124001.1
105137	08 20 19.02	+14 28 34.40	192.47	 2.14	53	 5.28	 0.06	12.965	 6.548	 15.210	  7.006	2	SDSS J082019.01+142834.4
105142	08 21 19.83	+15 18 04.66	 96.66	 2.14	36	 1.86	 0.04	 2.914	 0.465	  1.094	  0.504	2	SDSS J082119.81+151804.6
105211	08 29 42.48	+15 03 27.73	138.03	 2.14	47	 4.55	 0.07	12.264	10.821	 36.310	 16.724	2	SDSS J082942.47+150327.6
106246	09 21 06.58	+24 18 28.78	115.77	 2.14	79	 8.14	 0.15	 8.550	 1.231	 36.694	 16.901	2	SDSS J092106.57+241828.7
106255	09 17 49.47	+23 57 08.39	151.51	 2.14	75	 5.63	 0.08	 8.487	 1.613	 16.561	  7.628	2	SDSS J091749.47+235708.3
106271	09 20 40.31	+25 06 28.20	220.67	 2.14	18	 5.57	 0.05	 9.175	 2.643	 36.855	 16.976	2	SDSS J092040.31+250628.1
106284	09 22 49.86	+24 39 13.86	 82.47	 1.50	90	 2.45	 0.04	 1.485	 0.575	  0.454	  0.209	1	SDSS J092249.85+243913.7
106371	09 43 24.07	+21 54 51.63	 58.20	 2.57	90	 2.64	 0.12	 0.826	 0.156	  0.133	  0.061	1	SDSS J094324.06+215451.3
106430	09 29 31.15	+23 53 36.79	 81.44	 1.50	37	 5.04	 0.09	 1.569	 0.309	  2.524	  1.163	2	SDSS J092931.15+235336.8
106491	09 37 20.66	+25 53 54.33	144.48	 2.14	22	 5.47	 0.08	 8.181	 1.181	 63.199	 29.110	2	SDSS J093720.65+255354.3
106495	09 37 58.00	+25 29 41.20	 63.72	 2.11	58	 4.66	 0.15	 5.256	 0.742	 36.569	 16.844	2	SDSS J093757.99+252941.2
106562	09 38 32.07	+23 53 27.42	 89.54	 1.82	36	 2.24	 0.05	 5.090	 0.585	 14.401	  6.633	2	SDSS J093832.07+235327.3
106570	09 37 16.12	+23 56 08.84	 88.25	 1.79	52	 3.52	 0.07	 6.422	 0.673	  1.672	  0.770	2	SDSS J093716.12+235609.3
106597	09 39 57.00	+24 57 19.56	 85.26	 1.68	42	 4.54	 0.09	 4.265	 0.440	  7.891	  3.635	2	SDSS J093956.99+245719.5
106625	09 44 37.81	+26 11 23.73	101.16	 2.14	72	 5.26	 0.11	 7.024	 0.759	  7.562	  3.483	2	SDSS J094437.86+261123.9
106637	09 42 03.87	+26 02 41.37	145.87	 2.14	42	 4.78	 0.07	 5.383	 1.541	  9.441	  4.348	2	SDSS J094203.90+260241.5
106638	09 42 48.47	+26 04 47.89	123.64	 2.14	37	 8.55	 0.15	 6.711	 0.819	 34.622	 15.947	2	SDSS J094248.46+260447.9
106677	09 40 20.26	+26 45 03.99	 64.63	 1.97	76	 2.75	 0.08	 2.171	 0.313	  0.366	  0.169	2	SDSS J094020.25+264503.9
106681	09 45 06.96	+27 16 06.94	143.58	 2.14	40	10.60	 0.16	 7.770	 1.889	 64.250	 29.593	2	SDSS J094506.95+271606.9
106696	09 47 54.99	+27 22 37.01	145.43	 2.14	42	 4.99	 0.07	 6.131	 1.038	  5.601	  2.580	2	SDSS J094754.95+272236.9
106873	09 46 29.94	+25 32 27.82	100.30	 2.14	39	 4.82	 0.10	 6.650	 0.714	 11.232	  5.173	2	SDSS J094629.95+253227.5
106898	09 50 34.17	+25 47 24.98	237.23	 2.14	67	11.52	 0.10	22.269	12.297	 94.699	 43.618	2	SDSS J095034.15+254724.9
106908	09 52 40.53	+25 05 22.10	 85.23	 1.75	30	 3.09	 0.06	 1.352	 0.253	  2.336	  1.076	2	SDSS J095240.52+250522.3
106918	09 55 17.19	+24 55 40.32	 95.88	 2.14	90	 3.14	 0.07	 2.234	 0.392	  0.248	  0.114	2	SDSS J095517.19+245540.3
106964	09 58 30.91	+27 16 32.16	 26.20	 1.82	71	 0.98	 0.07	 0.023	 0.008	  0.075	  0.034	1	SDSS J095830.89+271632.3
106999	10 01 28.92	+23 53 22.07	 64.59	 2.04	90	 2.95	 0.09	 0.845	 0.232	  0.281	  0.130	2	SDSS J100128.90+235321.9
107002	10 04 15.88	+24 14 16.10	 91.25	 1.93	60	 2.92	 0.06	10.003	 0.961	 13.820	  6.365	2	SDSS J100415.87+241416.1
107026	10 10 40.31	+24 24 51.20	 91.61	 1.90	46	 3.52	 0.07	 4.883	 0.950	 37.523	 17.283	2	SDSS J101040.31+242450.9
107040	10 02 32.21	+24 11 08.90	157.07	 2.14	73	 4.52	 0.06	 4.754	 1.124	  0.591	  0.272	2	SDSS J100232.21+241109.1
107066	09 57 34.56	+25 31 45.52	176.61	 2.14	34	 9.03	 0.11	 6.836	 1.752	 78.875	 36.330	2	SDSS J095734.56+253145.4
107072	09 56 32.17	+24 51 27.27	 95.77	 2.14	67	 2.33	 0.05	 1.497	 0.490	  0.500	  0.230	2	SDSS J095632.16+245127.4
107074	09 55 16.16	+25 34 32.01	195.37	 2.14	76	12.15	 0.13	19.694	22.169	118.217	 54.451	2	SDSS J095516.16+253431.9
107081	09 58 40.09	+26 50 11.53	179.61	 2.14	90	 6.17	 0.07	 8.397	 4.845	  6.534	  3.010	2	SDSS J095840.09+265011.7
107126	09 57 29.35	+27 45 24.15	 21.42	 1.97	58	 0.52	 0.05	 0.050	 0.026	  0.012	  0.006	2	SDSS J095729.39+274524.3
107215	10 14 28.18	+24 47 42.35	171.29	 2.14	65	 6.16	 0.08	 7.848	 4.576	 11.777	  5.424	2	SDSS J101428.17+244742.2
107216	10 15 32.75	+24 43 25.73	 90.36	 1.86	52	 4.01	 0.08	 1.875	 0.344	  1.354	  0.624	2	SDSS J101532.73+244325.5
107256	10 10 58.87	+25 30 15.77	 79.44	 1.64	47	 1.06	 0.02	 2.295	 0.360	  0.307	  0.141	2	SDSS J101058.85+253015.7
107262	10 06 11.20	+25 08 57.98	230.04	 2.14	32	 8.35	 0.08	12.675	 2.522	 37.935	 17.473	2	SDSS J100611.19+250857.9
107263	10 04 47.53	+25 13 39.24	221.50	 2.14	77	 5.40	 0.05	12.807	10.652	 13.597	  6.263	2	SDSS J100447.53+251339.3
107271	10 10 23.65	+27 07 02.81	 92.30	 1.94	79	 5.05	 0.11	 2.853	 0.467	  1.835	  0.845	2	SDSS J101023.63+270702.7
107277	10 10 49.21	+27 20 19.39	 89.17	 1.85	19	 3.21	 0.07	 1.348	 0.336	  1.199	  0.552	2	SDSS J101049.17+272019.2
107296	10 10 11.12	+27 27 37.88	225.19	 2.14	90	 6.28	 0.06	10.311	11.960	 18.110	  8.342	2	SDSS J101011.10+272737.8
107356	10 27 08.15	+24 04 51.41	169.07	 2.14	67	 4.28	 0.05	11.466	 3.677	 30.968	 14.264	2	SDSS J102708.14+240451.4
107361	10 24 32.07	+24 14 13.13	 89.60	 1.85	26	 4.53	 0.09	 1.629	 0.332	 22.413	 10.324	2	SDSS J102432.06+241413.1
107402	10 20 21.95	+24 32 51.08	 71.91	 1.68	54	 0.89	 0.02	 0.823	 0.247	  0.359	  0.165	2	SDSS J102021.95+243251.4
107406	10 23 28.86	+25 35 13.13	209.53	 2.14	71	 6.71	 0.07	16.418	 9.127	 45.083	 20.765	2	SDSS J102328.88+253513.2
107433	10 25 45.64	+26 39 52.26	167.40	 2.14	42	 2.41	 0.03	 5.836	 1.789	 12.405	  5.714	2	SDSS J102545.64+263952.1
107458	10 20 47.24	+26 06 42.72	170.85	 2.14	21	 3.78	 0.05	 5.645	 1.291	 41.367	 19.054	2	SDSS J102047.24+260642.7
107463	10 18 33.36	+25 54 48.22	171.32	 2.14	63	 7.26	 0.09	 7.664	 1.646	  7.029	  3.238	2	SDSS J101833.35+255448.2
107481	10 21 00.40	+27 14 16.25	167.78	 2.14	81	 6.75	 0.09	14.763	11.271	 42.731	 19.682	2	SDSS J102100.40+271416.1
107489	10 20 11.08	+27 49 01.48	 74.26	 1.57	57	 6.52	 0.14	 5.146	 0.520	 36.623	 16.869	2	SDSS J102011.08+274901.3
107560	10 39 57.93	+24 05 28.54	 90.68	 1.94	35	 8.12	 0.17	 7.550	 0.757	115.435	 53.170	2	SDSS J103957.93+240528.5
107561	10 40 28.25	+24 14 02.99	192.10	 2.14	77	10.30	 0.11	20.233	 5.981	 33.920	 15.624	2	SDSS J104028.24+241403.0
107803	10 45 22.63	+25 01 01.61	195.83	 2.14	68	 7.45	 0.08	24.926	 3.337	 39.101	 18.010	2	SDSS J104522.61+250101.6
107817	10 42 33.60	+24 41 36.47	192.68	 2.14	73	10.02	 0.11	15.954	 5.982	 23.123	 10.650	2	SDSS J104233.59+244136.5
107827	10 40 39.37	+24 41 16.77	210.18	 2.14	54	 7.02	 0.07	16.810	14.515	 31.908	 14.697	2	SDSS J104039.36+244116.8
107873	10 48 10.66	+26 09 50.83	 57.09	 2.32	56	 2.37	 0.10	 1.667	 0.302	  0.078	  0.036	2	SDSS J104810.64+260949.7
107877	10 48 44.21	+26 03 13.06	111.21	 2.14	53	 1.32	 0.03	 6.531	 0.815	  6.865	  3.162	2	SDSS J104844.20+260313.0
107887	10 42 44.63	+26 50 36.88	 87.48	 1.86	60	 4.62	 0.10	 3.588	 0.823	 27.070	 12.468	2	SDSS J104244.63+265036.8
107901	10 39 45.52	+26 59 29.86	179.62	 2.14	24	11.24	 0.13	 6.978	 1.337	 18.348	  8.451	2	SDSS J103945.51+265929.8
107904	10 39 53.26	+27 22 40.31	 69.77	 1.82	29	 3.81	 0.10	 2.359	 0.308	  1.013	  0.467	2	SDSS J103953.27+272239.9
107938	10 32 28.17	+27 10 14.20	176.80	 2.14	50	 7.40	 0.09	 8.450	 2.431	 64.041	 29.498	2	SDSS J103228.17+271014.2
107984	11 01 58.87	+25 20 25.86	142.59	 2.14	90	 6.76	 0.10	 7.636	 6.168	 15.300	  7.047	2	SDSS J110158.85+252025.8
108003	10 50 58.39	+25 13 40.83	 89.12	 1.83	54	 3.62	 0.07	 4.616	 3.764	 43.573	 20.070	2	SDSS J105058.38+251340.8
108030	10 54 50.84	+26 59 01.97	141.64	 2.14	90	 3.51	 0.05	 7.339	 1.119	  2.790	  1.285	2	SDSS J105450.82+265901.9
108041	10 57 17.38	+26 20 42.09	150.54	 2.14	61	 4.03	 0.06	 5.097	 1.090	  4.252	  1.959	2	SDSS J105717.37+262042.2
108062	10 50 08.70	+27 19 13.81	132.06	 2.14	87	 3.55	 0.06	 9.481	 2.217	 12.058	  5.554	2	SDSS J105008.69+271913.7
108080	10 45 49.80	+27 37 11.33	195.52	 2.14	45	 8.80	 0.10	11.140	 6.107	 69.993	 32.239	2	SDSS J104549.80+273711.2
108085	10 40 45.48	+27 39 38.91	148.54	 2.14	87	 7.44	 0.11	 8.508	 1.407	  5.543	  2.553	2	SDSS J104045.47+273938.7
108140	10 54 38.63	+27 25 54.91	200.47	 2.14	90	10.94	 0.12	 8.755	 5.183	 47.069	 21.680	2	SDSS J105438.63+272554.8
108143	10 53 06.51	+27 53 28.80	110.00	 2.14	43	 4.15	 0.08	 2.762	 0.513	  3.284	  1.513	2	SDSS J105306.50+275328.7
108144	10 54 11.70	+27 44 07.14	131.76	 2.14	42	 2.28	 0.04	 2.849	 0.905	  1.687	  0.777	2	SDSS J105411.67+274407.0
108157	10 51 12.77	+27 32 59.54	 63.69	 2.43	90	 2.77	 0.11	 1.776	 0.325	  0.588	  0.271	2	SDSS J105112.75+273259.1
108335	09 51 41.32	+20 22 28.14	 40.41	 1.86	59	 2.51	 0.12	 0.592	 0.113	  0.078	  0.036	1	SDSS J095141.30+202227.8
109357	08 07 38.75	+10 58 50.50	 27.67	 2.14	55	 0.67	 0.05	 0.074	 0.036	  0.086	  0.040	2	SDSS J080738.77+105850.3
109374	08 03 44.07	+10 09 03.11	 42.59	 2.39	69	 1.13	 0.06	 0.470	 0.129	  0.053	  0.025	2	SDSS J080344.06+100902.9
109397	07 58 12.44	+11 01 14.18	 38.47	 2.93	41	 4.58	 0.35	 2.687	 0.848	  1.159	  0.534	2	SDSS J075812.43+110114.1
109440	08 06 13.65	+11 47 35.76	138.33	 2.14	32	 6.03	 0.09	 6.109	 0.718	 21.726	 10.007	2	SDSS J080613.65+114735.8
109466	08 03 59.00	+08 32 07.25	167.75	 2.14	54	 7.44	 0.10	13.301	 6.994	 35.271	 16.246	2	SDSS J080358.99+083207.3
109487	08 04 10.49	+09 14 19.37	188.56	 2.14	55	23.47	 0.27	 6.989	 1.699	  8.230	  3.791	2	SDSS J080410.50+091419.2
