#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:34:31 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:34:31	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/211/21/zspec&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22110021
#Name: J/ApJS/211/21
#Title: Spectroscopic redshifts of galaxies in MACS (Ebeling+, 2014)
#INFO	ivoid=ivo://cds.vizier/j/apjs/211/21	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/211/21	    IVOID of underlying data collection
#INFO	creator=Ebeling H.	    First author or institution
#INFO	cites=bibcode:2014ApJS..211...21E	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2014	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/211/21	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22110021	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-07-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_211_21_zspec:
#Name: J/ApJS/211/21/zspec
#Title: Combined table from original tables
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MACSg	(A19)	Galaxy identifier (JHHMMSS.ss+DDMMSS.s) <MACSg JHHHMMSS.ss+DDMMSS.s> in Simbad	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascention in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	e_z	(F7.4)	Uncertainty in z	[ucd=stat.error;src.redshift]
#Column	EmLT	(A3)	Spectral type (1)	[ucd=src.spType]
#Column	Inst	(A1)	Instrument (2)	[ucd=meta.id;instr]
#Column	CXO	(A3)	X-ray counterpart flag (XPS = Chandra X-ray point source)	[ucd=meta.code]
#Column	MACS	(A12)	Massive galaxy cluster name (<MCS JHHMM.m+DDMM> in SIMBAD)	[ucd=obs.field]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	MACSg	RAJ2000	DEJ2000	z	e_z	EmLT	Inst	CXO	MACS	Simbad
    1177	J071820.21+374238.7	109.584206	+37.710751	 0.3431	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1178	J071820.23+373540.0	109.584290	+37.594440	 0.5466	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1179	J071820.23+374219.1	109.584290	+37.705311	 0.5025	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1180	J071820.29+374108.6	109.584541	+37.685719	 0.5482	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1181	J071820.35+373826.4	109.584793	+37.640671	 0.5419	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1182	J071820.36+373340.8	109.584831	+37.561329	 0.6328	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1183	J071820.38+373635.5	109.584915	+37.609859	 0.5489	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1184	J071820.39+374631.4	109.584976	+37.775398	 0.0679	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1185	J071820.45+373827.8	109.585205	+37.641060	 0.5787	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1186	J071820.50+374736.5	109.585419	+37.793468	 0.3880	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1187	J071820.52+373628.5	109.585503	+37.607922	 0.5486	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1188	J071820.61+373806.7	109.585876	+37.635189	 0.7642	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1189	J071820.71+374544.4	109.586273	+37.762341	 0.2431	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1190	J071820.78+373710.7	109.586586	+37.619640	 0.5628	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1191	J071820.80+373838.2	109.586670	+37.643940	 0.4973	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1192	J071820.88+374035.5	109.586998	+37.676529	 0.3431	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1193	J071820.89+374620.2	109.587044	+37.772282	 0.9631	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1194	J071820.92+373617.2	109.587158	+37.604778	 2.0250	 0.0010	E  	D	   	J0717.5+3745	Simbad
    1195	J071820.98+373602.3	109.587418	+37.600639	 0.5481	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1196	J071820.99+374628.9	109.587456	+37.774700	 0.4587	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1197	J071821.02+373611.9	109.587563	+37.603310	 0.6590	 0.0010	E  	D	   	J0717.5+3745	Simbad
    1198	J071821.11+373219.3	109.587959	+37.538700	 0.4586	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1199	J071821.14+373557.8	109.588081	+37.599388	 0.5525	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1200	J071821.18+374621.8	109.588249	+37.772720	 0.4586	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1201	J071821.22+373356.9	109.588417	+37.565811	 0.4974	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1202	J071821.47+374809.4	109.589478	+37.802608	 0.3068	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1203	J071821.53+373341.4	109.589706	+37.561501	 0.5527	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1204	J071821.58+373337.0	109.589920	+37.560280	 0.5521	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1205	J071821.69+374302.8	109.590370	+37.717449	 0.7313	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1206	J071821.92+373734.4	109.591331	+37.626221	 0.5951	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1207	J071821.95+374214.7	109.591461	+37.704079	 0.5471	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1208	J071822.06+374901.7	109.591919	+37.817139	 0.2405	 0.0003	A  	D	   	J0717.5+3745	Simbad
    1209	J071822.21+374350.6	109.592545	+37.730721	 0.5481	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1210	J071822.25+374709.6	109.592705	+37.785999	 0.3870	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1211	J071822.26+373909.3	109.592751	+37.652580	 0.5378	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1212	J071822.43+375036.1	109.593460	+37.843361	 0.4595	 0.0005	E  	D	   	J0717.5+3745	Simbad
    1213	J071822.48+373336.9	109.593666	+37.560249	 0.6287	 0.0003	E  	D	   	J0717.5+3745	Simbad
    1214	J071822.64+374311.6	109.594330	+37.719891	 0.6858	 0.0005	E  	L	   	J0717.5+3745	Simbad
    1215	J071822.86+374748.4	109.595253	+37.796780	 0.2375	 0.0003	A  	L	   	J0717.5+3745	Simbad
    1216	J071822.98+374251.3	109.595749	+37.714249	 0.4963	 0.0005	E  	L	   	J0717.5+3745	Simbad
    1217	J071823.00+374741.0	109.595833	+37.794720	 0.4899	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1218	J071823.03+374412.5	109.595955	+37.736801	 0.4090	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1219	J071823.20+374445.1	109.596664	+37.745861	 0.5135	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1220	J071823.39+374705.3	109.597458	+37.784809	 0.4938	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1221	J071823.42+374859.6	109.597580	+37.816559	 0.5916	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1222	J071823.51+374026.4	109.597969	+37.674000	 0.5395	 0.0010	E  	L	   	J0717.5+3745	Simbad
    1223	J071823.53+374607.6	109.598045	+37.768780	 0.7421	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1224	J071823.61+374748.3	109.598373	+37.796749	 0.2391	 0.0003	A  	L	   	J0717.5+3745	Simbad
    1225	J071823.64+374517.3	109.598503	+37.754810	 0.5936	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1226	J071823.66+374826.6	109.598587	+37.807388	 0.4994	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1227	J071823.76+374646.9	109.598999	+37.779690	 0.8538	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1228	J071823.91+374523.5	109.599625	+37.756531	 0.4115	 0.0003	A  	L	   	J0717.5+3745	Simbad
    1229	J071824.06+373953.7	109.600266	+37.664921	 0.2449	 0.0005	E  	L	   	J0717.5+3745	Simbad
    1230	J071824.10+374132.3	109.600418	+37.692310	 0.5388	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1231	J071824.26+374526.5	109.601082	+37.757359	 0.4095	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1232	J071824.32+374925.2	109.601334	+37.823669	 0.2384	 0.0003	A  	L	   	J0717.5+3745	Simbad
    1233	J071824.41+374259.4	109.601707	+37.716499	 0.4202	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1234	J071824.41+374156.4	109.601707	+37.699001	 0.6660	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1235	J071824.43+374259.7	109.601791	+37.716579	 0.4220	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1236	J071824.48+374259.5	109.601997	+37.716530	 0.4216	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1237	J071824.50+374238.3	109.602081	+37.710640	 1.0192	 0.0010	E  	L	   	J0717.5+3745	Simbad
    1238	J071824.50+374301.7	109.602081	+37.717140	 0.5433	 0.0003	A  	L	   	J0717.5+3745	Simbad
    1239	J071824.50+374243.5	109.602081	+37.712078	 0.5441	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1240	J071824.53+374845.6	109.602188	+37.812672	 0.9833	 0.0010	E  	G	   	J0717.5+3745	Simbad
    1241	J071824.54+374728.7	109.602249	+37.791309	 0.3884	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1242	J071824.77+373537.3	109.603210	+37.593689	 0.5542	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1243	J071824.79+374638.1	109.603294	+37.777248	 0.2399	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1244	J071824.86+373621.4	109.603584	+37.605949	 0.6283	 0.0005	E  	L	   	J0717.5+3745	Simbad
    1245	J071824.87+374638.1	109.603622	+37.777248	 0.3060	 0.0005	E  	L	   	J0717.5+3745	Simbad
    1246	J071824.88+373802.4	109.603668	+37.633999	 0.3660	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1247	J071825.01+374001.9	109.604210	+37.667191	 0.5501	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1248	J071825.06+374458.4	109.604416	+37.749550	 0.3165	 0.0003	A  	L	   	J0717.5+3745	Simbad
    1249	J071825.11+374414.8	109.604622	+37.737450	 0.4214	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1250	J071825.13+373842.2	109.604706	+37.645050	 0.5225	 0.0005	E  	G	   	J0717.5+3745	Simbad
    1251	J071825.19+374227.5	109.604950	+37.707642	 0.2426	 0.0003	A  	L	   	J0717.5+3745	Simbad
    1252	J071825.21+374659.7	109.605042	+37.783249	 0.8013	 0.0005	E  	L	   	J0717.5+3745	Simbad
    1253	J071825.29+374008.8	109.605377	+37.669109	 0.4289	 0.0003	A  	L	   	J0717.5+3745	Simbad
    1254	J071825.37+373916.4	109.605705	+37.654560	 0.5487	 0.0005	A  	L	   	J0717.5+3745	Simbad
    1255	J071825.47+374903.8	109.606125	+37.817719	 0.5925	 0.0005	E  	L	   	J0717.5+3745	Simbad
    1256	J071825.77+374452.6	109.607376	+37.747940	 0.9275	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1257	J071825.81+373713.0	109.607544	+37.620281	 0.5490	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1258	J071826.01+374031.6	109.608376	+37.675449	 0.5490	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1259	J071826.12+373751.5	109.608833	+37.630970	 0.5500	 0.0003	A  	L	   	J0717.5+3745	Simbad
    1260	J071826.16+374153.4	109.609001	+37.698170	 0.5433	 0.0005	A  	L	   	J0717.5+3745	Simbad
    1261	J071826.22+374348.8	109.609253	+37.730221	 0.4221	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1262	J071826.25+374244.6	109.609375	+37.712391	 0.5472	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1263	J071826.35+374632.1	109.609795	+37.775589	 0.3075	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1264	J071826.66+374136.7	109.611084	+37.693520	 0.0968	 0.0010	E  	L	   	J0717.5+3745	Simbad
    1265	J071826.67+373729.5	109.611122	+37.624859	 0.5505	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1266	J071826.71+374745.4	109.611290	+37.795940	 0.7424	 0.0005	E  	G	   	J0717.5+3745	Simbad
    1267	J071826.84+374356.9	109.611832	+37.732471	 0.6889	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1268	J071827.03+374648.0	109.612625	+37.779999	 0.5939	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1269	J071827.31+373401.6	109.613792	+37.567108	 0.7849	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1270	J071827.33+373821.1	109.613876	+37.639191	 0.5871	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1271	J071827.36+373656.8	109.613998	+37.615780	 0.5404	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1272	J071827.43+374340.6	109.614281	+37.727951	 0.1550	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1273	J071827.44+373504.5	109.614334	+37.584579	 0.5474	 0.0005	E  	L	   	J0717.5+3745	Simbad
    1274	J071827.46+374057.4	109.614426	+37.682621	 0.2847	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1275	J071827.83+374319.8	109.615952	+37.722179	 0.1550	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1276	J071827.89+374229.4	109.616188	+37.708179	 0.2229	 0.0010	A  	G	   	J0717.5+3745	Simbad
    1277	J071827.97+374831.4	109.616539	+37.808720	 0.4556	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1278	J071828.12+373841.5	109.617165	+37.644859	 0.5420	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1279	J071828.24+374148.1	109.617668	+37.696690	 0.7060	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1280	J071828.49+374305.7	109.618706	+37.718250	 0.4206	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1281	J071828.72+374542.8	109.619667	+37.761890	 0.6364	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1282	J071829.08+374050.0	109.621170	+37.680561	 0.6325	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1283	J071829.28+374130.5	109.622002	+37.691811	 0.4021	 0.0005	E  	L	   	J0717.5+3745	Simbad
    1284	J071829.28+374649.0	109.622002	+37.780281	 0.7438	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1285	J071829.28+373530.9	109.622002	+37.591919	 0.2222	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1286	J071829.51+374130.5	109.622955	+37.691811	 0.2577	 0.0003	A  	L	   	J0717.5+3745	Simbad
    1287	J071830.03+373716.1	109.625122	+37.621140	 0.5497	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1288	J071830.20+374402.9	109.625824	+37.734150	 0.2881	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1289	J071830.23+374723.9	109.625961	+37.789970	 0.5125	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1290	J071830.33+374835.0	109.626373	+37.809719	 0.3794	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1291	J071830.73+374612.9	109.628044	+37.770260	 0.2369	 0.0003	A  	L	   	J0717.5+3745	Simbad
    1292	J071830.84+375025.7	109.628502	+37.840469	 0.4071	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1293	J071830.94+374045.8	109.628914	+37.679390	 0.6327	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1294	J071831.14+373636.3	109.629753	+37.610081	 0.2821	 0.0010	E  	L	   	J0717.5+3745	Simbad
    1295	J071831.20+374455.6	109.629997	+37.748779	 0.6321	 0.0005	E  	G	   	J0717.5+3745	Simbad
    1296	J071831.29+374124.2	109.630379	+37.690060	 0.5436	 0.0005	E  	G	   	J0717.5+3745	Simbad
    1297	J071831.37+373952.1	109.630707	+37.664471	 0.2868	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1298	J071831.54+374629.9	109.631416	+37.774971	 0.2395	 0.0005	E  	L	   	J0717.5+3745	Simbad
    1299	J071831.57+374632.7	109.631538	+37.775749	 0.6065	 0.0005	E  	G	   	J0717.5+3745	Simbad
    1300	J071831.62+375134.3	109.631752	+37.859531	 0.3149	 0.0003	A  	L	   	J0717.5+3745	Simbad
    1301	J071832.28+374851.5	109.634514	+37.814301	 0.3085	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1302	J071832.56+374701.0	109.635666	+37.783600	 0.3250	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1303	J071832.71+374638.3	109.636292	+37.777309	 0.5496	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1304	J071832.80+374906.6	109.636665	+37.818501	 0.3121	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1305	J071833.13+374141.2	109.638039	+37.694778	 0.5395	 0.0003	A  	L	   	J0717.5+3745	Simbad
    1306	J071833.18+374648.3	109.638268	+37.780079	 0.3109	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1307	J071833.49+375035.1	109.639542	+37.843079	 0.3173	 0.0005	E  	G	   	J0717.5+3745	Simbad
    1308	J071833.96+375056.8	109.641502	+37.849110	 0.3177	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1309	J071834.15+374151.2	109.642288	+37.697559	 0.5489	 0.0003	E  	L	   	J0717.5+3745	Simbad
    1310	J071834.46+374948.8	109.643585	+37.830219	 0.3086	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1311	J071834.82+375110.4	109.645081	+37.852890	 0.3131	 0.0003	A  	L	   	J0717.5+3745	Simbad
    1312	J071835.04+375137.9	109.646004	+37.860531	 0.5903	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1313	J071835.32+374831.8	109.647156	+37.808830	 0.3440	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1314	J071835.54+374702.7	109.648087	+37.784081	 0.3112	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1315	J071836.58+374018.4	109.652420	+37.671780	 0.6625	 0.0010	E  	G	   	J0717.5+3745	Simbad
    1316	J071836.88+373642.6	109.653664	+37.611832	 0.5445	 0.0010	E  	L	   	J0717.5+3745	Simbad
    1317	J071837.13+375100.0	109.654709	+37.849998	 0.3175	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1318	J071837.64+374746.3	109.656830	+37.796200	 0.5129	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1319	J071837.72+373828.3	109.657166	+37.641190	 0.5272	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1320	J071837.85+374854.5	109.657722	+37.815140	 0.3089	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1321	J071837.87+374759.3	109.657791	+37.799801	 0.5125	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1322	J071838.57+374938.9	109.660721	+37.827469	 0.2395	 0.0003	A  	L	   	J0717.5+3745	Simbad
    1323	J071838.99+375054.4	109.662460	+37.848450	 0.3138	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1324	J071839.08+375036.3	109.662834	+37.843418	 0.5027	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1325	J071839.66+374927.0	109.665253	+37.824169	 0.3875	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1326	J071840.75+374046.9	109.669792	+37.679699	 0.3650	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1327	J071841.34+374903.7	109.672249	+37.817699	 0.3645	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1328	J071841.62+374139.5	109.673416	+37.694309	 0.4190	 0.0003	E  	G	   	J0717.5+3745	Simbad
    1329	J071841.81+375007.5	109.674210	+37.835411	 0.5031	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1330	J071845.06+373731.5	109.687752	+37.625420	 0.4234	 0.0005	E  	G	   	J0717.5+3745	Simbad
    1331	J071845.59+373847.2	109.689957	+37.646450	 0.6913	 0.0003	A  	G	   	J0717.5+3745	Simbad
    1332	J114909.03+222346.2	177.287628	+22.396170	 0.5960	 0.0010	E  	D	XPS	J1149.5+2223	Simbad
    1333	J114909.38+222107.5	177.289093	+22.352091	 0.9300	 0.0010	E  	D	XPS	J1149.5+2223	Simbad
    1334	J114910.30+222207.7	177.292908	+22.368811	 0.5640	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1335	J114910.65+222408.6	177.294373	+22.402390	 0.7350	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1336	J114910.99+222031.6	177.295792	+22.342110	 0.5650	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1337	J114911.06+222030.7	177.296082	+22.341860	 0.5640	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1338	J114911.20+222128.1	177.296661	+22.357809	 0.9350	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1339	J114911.80+222107.8	177.299149	+22.352180	 0.5640	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1340	J114913.28+222004.3	177.305344	+22.334520	 0.5670	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1341	J114913.40+222414.9	177.305832	+22.404140	 0.5340	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1342	J114913.55+222244.4	177.306458	+22.379000	 0.8530	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1343	J114913.62+222045.3	177.306747	+22.345921	 0.4540	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1344	J114913.83+222520.3	177.307632	+22.422310	 0.5490	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1345	J114914.74+222413.9	177.311417	+22.403860	 0.5350	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1346	J114914.86+222200.8	177.311920	+22.366890	 0.6910	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1347	J114914.97+222123.7	177.312378	+22.356581	 0.4580	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1348	J114915.11+222215.9	177.312958	+22.371080	 0.5470	 0.0005	E+A	D	   	J1149.5+2223	Simbad
    1349	J114915.19+222355.8	177.313293	+22.398830	 0.5330	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1350	J114915.33+222341.0	177.313873	+22.394720	 0.5340	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1351	J114915.71+222120.7	177.315445	+22.355740	 0.4550	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1352	J114916.15+222147.3	177.317276	+22.363131	 0.6630	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1353	J114916.19+222114.5	177.317459	+22.354031	 0.5420	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1354	J114916.22+222427.6	177.317581	+22.407669	 0.1950	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1355	J114916.38+222425.7	177.318253	+22.407129	 0.5420	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1356	J114916.48+222045.1	177.318665	+22.345860	 0.5660	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1357	J114916.60+222417.0	177.319168	+22.404720	 0.7800	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1358	J114916.79+222007.9	177.319977	+22.335529	 0.4590	 0.0010	E  	D	   	J1149.5+2223	Simbad
    1359	J114918.28+222425.8	177.326187	+22.407169	 0.5320	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1360	J114918.57+222128.5	177.327393	+22.357910	 0.5440	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1361	J114918.83+222340.2	177.328461	+22.394501	 0.5470	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1362	J114919.11+222304.3	177.329620	+22.384529	 0.5330	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1363	J114919.47+222526.0	177.331116	+22.423901	 0.5400	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1364	J114919.47+222536.1	177.331131	+22.426689	 0.5310	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1365	J114919.90+222507.7	177.332916	+22.418810	 0.5520	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1366	J114920.04+222652.1	177.333496	+22.447809	 0.9090	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1367	J114920.12+222403.1	177.333832	+22.400860	 0.5320	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1368	J114920.49+222228.3	177.335373	+22.374531	 0.5330	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1369	J114920.49+222521.1	177.335388	+22.422541	 0.5450	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1370	J114920.61+222504.1	177.335876	+22.417801	 0.5410	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1371	J114920.92+222521.2	177.337158	+22.422550	 0.5510	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1372	J114920.93+222428.3	177.337189	+22.407869	 0.5660	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1373	J114920.93+222057.8	177.337204	+22.349390	 0.5440	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1374	J114921.06+222444.2	177.337753	+22.412279	 0.5420	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1375	J114921.24+222600.4	177.338501	+22.433439	 0.5380	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1376	J114921.30+222640.4	177.338745	+22.444559	 0.4820	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1377	J114921.77+222119.9	177.340698	+22.355520	 0.5430	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1378	J114921.83+222053.5	177.340958	+22.348190	 0.5490	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1379	J114922.12+222432.5	177.342148	+22.409040	 0.5370	 0.0005	A  	D	   	J1149.5+2223	Simbad
    1380	J114922.56+222319.1	177.344009	+22.388651	 0.5320	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1381	J114922.59+222258.4	177.344131	+22.382891	 0.5680	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1382	J114922.98+222524.1	177.345749	+22.423370	 0.5410	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1383	J114923.25+221839.5	177.346878	+22.310970	 0.6030	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1384	J114923.27+222247.6	177.346954	+22.379890	 0.5470	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1385	J114923.51+222418.4	177.347977	+22.405121	 0.5640	 0.0005	E  	D	   	J1149.5+2223	Simbad
    1386	J114923.54+222306.4	177.348083	+22.385099	 0.5370	 0.0003	A  	D	   	J1149.5+2223	Simbad
    1387	J114923.68+222558.6	177.348648	+22.432949	 0.5430	 0.0010	A  	D	   	J1149.5+2223	Simbad
    1388	J114924.02+221833.1	177.350082	+22.309191	 0.6520	 0.0003	E  	D	   	J1149.5+2223	Simbad
    1389	J114924.15+222314.6	177.350632	+22.387400	 0.5410	 0.0003	E+A	D	   	J1149.5+2223	Simbad
