#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:20 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:21	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/489/99/j2248pr&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74890099
#Name: J/MNRAS/489/99
#Title: ASTRODEEP Frontier Fields Catalogues (Bradac+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/mnras/489/99	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/489/99	    IVOID of underlying data collection
#INFO	creator=Bradac M.	    First author or institution
#INFO	cites=bibcode:2019MNRAS.489...99B	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/489/99	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74890099	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-05-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_489_99_j2248pr:
#Name: J/MNRAS/489/99/j2248pr
#Title: RXC J2248.7-4431 properties catalog
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I6)	Catalogue identification number, rxj2248-NNNNNN in j2248ph.dat file (IDcat)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right ascension (J2000) (alpha_j2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Right ascension (J2000) (delta_j2000)	[ucd=pos.eq.dec;meta.main]
#Column	zbest	(F7.4)	Reference (median) photo-z value except when a match with a publicly available high-quality spectroscopic source is found within 1 arcsec (ZBEST)	[ucd=src.redshift;pos.heliocentric]
#Column	zphEAZY	(F5.2)	EAZY photometric redshift (ZPHOT_EAZY)	[ucd=src.redshift.phot]
#Column	e_zphEAZY	(F6.3)	? EAZY photometric redshift lower error (ZPHOT_EAZY_L95)	[ucd=stat.error]
#Column	E_zphEAZY	(F6.3)	? EAZY photometric redshift upper error (ZPHOT_EAZY_U95)	[ucd=stat.error;stat.max]
#Column	zphOAR	(F7.4)	OAR photometric redshift (ZPHOT_OAR)	[ucd=src.redshift.phot]
#Column	zsp	(F7.4)	? Spectroscopic redshift (ZSPEC)	[ucd=src.redshift]
#Column	Magnif	(F10.6)	Median magnification from all the models with version 4 data (MAGNIF)	[ucd=meta.version]
#Column	chi2Neb	(D12.5)	chi^2^ of the SED fitting with stellar plus nebular models at redshift fixed to ZBEST (chi2_NEB)	[ucd=stat.fit.chi2;stat.fit]
#Column	MstarNeb	(F9.3)	Stellar mass estimated from stellar plus nebular fits (MASS_NEB)	[ucd=phys.mass]
#Column	e_MstarNeb	(F7.4)	Lower uncertainty on MstarNeb (MASS_MIN_NEB)	[ucd=stat.error]
#Column	E_MstarNeb	(D12.5)	[] Upper uncertainty on MstarNeb (MASS_MAX_NEB)	[ucd=stat.error;stat.max]
#Column	SFRNeb	(F8.1)	Star-formation rate estimated from the stellar plus nebular fits (SFR_NEB)	[ucd=phys.SFR]
#Column	e_SFRNeb	(I7)	Lower uncertainty on SFRNbeb (SFR_MIN_NEB)	[ucd=stat.error]
#Column	E_SFRNeb	(F7.3)	[] Upper uncertainty on SFRNbeb (SFR_MAX_NEB)	[ucd=stat.error;stat.max]
recno	ID	RAJ2000	DEJ2000	zbest	zphEAZY	e_zphEAZY	E_zphEAZY	zphOAR	zsp	Magnif	chi2Neb	MstarNeb	e_MstarNeb	E_MstarNeb	SFRNeb	e_SFRNeb	E_SFRNeb
    1522	  1699	342.186435	-44.530150	 3.3500	 3.35	 0.537	 4.548	 3.1600	       	  0.496250	 5.12930e-01	    0.298	 3.3500	 5.12930e-01	    30.7	2645027	  1.659
    1523	  1701	342.178468	-44.529776	 3.6200	 3.62	 0.906	 5.338	 3.7600	       	  1.372783	 3.50920e-01	    3.922	 3.6200	 3.50920e-01	     2.4	4686724	 -2.838
    1524	  1702	342.192604	-44.529950	 0.6600	 0.66	 0.465	 4.943	 0.7300	       	  2.581604	 5.59650e-01	    0.011	 0.6600	 5.59650e-01	     0.1	1229373	 -6.135
    1525	  1703	342.168877	-44.530061	 0.8400	 0.84	 0.341	 1.019	 0.7000	       	  1.945636	 4.47810e-01	    0.032	 0.8400	 4.47810e-01	     0.2	1060777	 -4.806
    1526	  1704	342.186071	-44.530139	 0.6200	 0.62	 0.376	 4.489	 3.0900	       	  6.105481	 6.12030e-01	    0.157	 0.6200	 6.12030e-01	     0.2	6906409	 -3.978
    1527	  1706	342.177669	-44.529744	 4.8100	 4.81	 4.388	 5.819	 0.7000	       	  1.614684	 6.74130e-01	    5.140	 4.8100	 6.74130e-01	     0.8	3663756	 -2.907
    1528	  1707	342.160210	-44.530487	 1.1900	 1.19	 1.132	 1.363	 0.0100	       	  1.926949	 2.27440e+00	    0.043	 1.1900	 9.99980e-01	     3.3	2317984	 -1.946
    1529	  1708	342.203211	-44.529786	 4.4300	 4.43	 3.544	 5.722	 4.5700	       	  3.512184	 8.56990e-01	    4.133	 4.4300	 8.56990e-01	     0.4	6875364	 -3.126
    1530	  1709	342.159768	-44.529739	12.0000	12.00	 2.014	11.999	 7.1101	       	  2.743141	 1.00000e+30	    0.000	12.0000	 1.00000e+30	     0.0	      0	  0.000
    1531	  1710	342.179737	-44.529991	 0.3900	 0.39	 0.199	 3.950	 0.4200	       	  1.121167	 6.36860e-01	    0.021	 0.3900	 6.36860e-01	     0.2	1269168	 -4.100
    1532	  1711	342.184587	-44.529838	 0.6000	 0.60	 0.196	 1.181	 0.5500	       	  2.856444	 9.17730e-01	    0.263	 0.6000	 9.17730e-01	     0.0	5099244	 -6.065
    1533	  1712	342.167322	-44.530240	 0.7800	 0.78	 0.456	 1.221	 0.8800	       	  1.781341	 1.69660e+00	    0.215	 0.7800	 1.00000e+00	     0.0	  63856	 -6.098
    1534	  1713	342.186095	-44.529879	 4.5000	 4.50	 0.565	 5.855	 4.3800	       	  0.433477	 3.94790e-01	   85.920	 4.5000	 3.94790e-01	     8.6	4671545	  0.151
    1535	  1714	342.178835	-44.529843	 3.8900	 3.89	 0.672	 4.736	 3.5200	       	  1.167842	 2.81560e-01	    4.484	 3.8900	 2.81560e-01	     8.6	 558462	  0.324
    1536	  1715	342.189538	-44.529890	 3.2000	 3.20	 2.294	 3.455	 2.4400	       	  0.987748	 1.86930e+00	   10.870	 3.2000	 9.99990e-01	     1.1	4668971	 -2.094
    1537	  1717	342.189053	-44.530028	 6.1070	 6.26	 6.022	 6.386	 6.0100	 6.1070	  0.753269	 2.86060e+00	    0.484	 6.1070	 1.00000e+00	    37.4	3109082	 -3.435
    1538	  1718	342.187184	-44.529755	 4.8700	 4.87	 4.076	 6.191	 0.9200	       	  0.523181	 5.56710e-01	    3.137	 4.8700	 5.56710e-01	    85.4	1627857	  1.026
    1539	  1720	342.202063	-44.529881	 0.8500	 0.85	 0.322	 3.894	 0.4900	       	  1.822190	 1.21210e+00	    0.027	 0.8500	 1.00000e+00	     0.2	1027177	 -5.954
    1540	  1721	342.181525	-44.530833	 0.8100	 0.81	 0.438	 0.946	 0.9000	       	  1.128592	 1.88140e+00	    0.318	 0.8100	 1.00000e+00	    19.2	2113576	 -0.071
    1541	  1722	342.181248	-44.531083	 0.2500	 0.25	 0.168	 0.362	 0.1400	       	  1.000000	 2.18370e+00	    1.034	 0.2500	 1.00000e+00	     0.0	5242105	 -4.544
    1542	  1723	342.173939	-44.529833	 1.1400	 1.14	 0.671	 1.519	 1.1100	       	  3.943795	 1.84400e+00	    0.244	 1.1400	 1.00000e+00	     0.1	  59831	 -4.694
    1543	  1726	342.163978	-44.529703	 1.7800	 1.78	 1.597	 8.407	 5.8000	       	  2.442050	 7.09450e-01	    0.286	 1.7800	 7.09450e-01	    13.9	1936996	 -0.360
    1544	  1728	342.178707	-44.529493	 4.8700	 4.87	 0.903	 5.583	 3.9800	       	  1.357915	 7.68780e-01	    0.128	 4.8700	 7.68780e-01	     5.4	1866857	 -0.232
    1545	  1729	342.189781	-44.529789	 0.4200	 0.42	 0.106	 0.442	 3.1800	       	  1.308885	 6.20230e+00	    0.029	 0.4200	 1.00000e+00	     0.1	 560840	 -5.260
    1546	  1730	342.163005	-44.530079	 3.3900	 3.39	 3.318	 3.460	 3.2800	       	  3.419783	 2.70340e+00	    7.544	 3.3900	 1.00000e+00	    13.3	4154510	 -2.189
    1547	  1731	342.173086	-44.529710	 3.2600	 3.26	 0.265	 3.484	 0.4700	       	 30.807801	 1.55910e+00	    0.418	 3.2600	 9.99980e-01	     1.2	3349225	 -5.523
    1548	  1732	342.171548	-44.529991	 1.0800	 1.08	 0.912	 1.131	 1.0800	       	  2.857843	 4.88950e-01	    0.015	 1.0800	 4.88950e-01	     0.9	2951182	 -5.069
    1549	  1733	342.195524	-44.526006	 0.3455	 0.27	 0.248	 0.358	 0.3300	 0.3455	  1.000000	 1.36740e+00	  131.900	 0.3455	 1.00000e+00	     0.0	5165330	  0.715
    1550	  1734	342.196706	-44.529100	 0.3572	 0.42	 0.267	 0.498	 0.5200	 0.3572	  1.025245	 1.77140e+00	    4.680	 0.3572	 1.00000e+00	     0.2	  10506	 -2.916
    1551	  1735	342.184504	-44.529916	 0.6300	 0.63	 0.138	 0.854	 0.5700	       	  1.857381	 1.65970e+00	    0.103	 0.6300	 9.99980e-01	     2.8	1652773	 -1.411
    1552	  1736	342.179151	-44.529440	 3.7900	 3.79	 2.134	 5.480	 3.4500	       	  1.351624	 3.11560e-01	    1.407	 3.7900	 3.11560e-01	     0.1	4700896	 -4.296
    1553	  1737	342.166107	-44.529447	 4.3400	 4.34	 2.451	 5.111	 3.1400	       	  3.345489	 7.12220e-01	    0.963	 4.3400	 7.12220e-01	     0.1	4668903	 -4.719
    1554	  1738	342.158191	-44.530060	 1.5544	 1.55	 1.464	 1.921	 1.8400	 1.5544	  1.877823	 1.40020e+00	    1.518	 1.5544	 1.00000e+00	    13.3	1127591	 -1.375
    1555	  1739	342.186260	-44.530040	 0.6100	 0.61	 0.484	 0.676	 0.7600	       	  9.992424	 2.10150e+00	    0.073	 0.6100	 1.00000e+00	     2.4	1714972	 -2.864
    1556	  1740	342.160664	-44.530475	 0.0200	 0.02	 0.010	 0.061	 0.0100	       	  1.000000	 1.00000e+30	    0.000	 0.0200	 1.00000e+30	     0.0	      0	  0.000
    1557	  1743	342.186644	-44.529456	 4.4300	 4.43	 3.533	 5.269	 4.1200	       	  0.490218	 5.52940e-01	    6.933	 4.4300	 5.52940e-01	     1.1	5259269	 -2.541
    1558	  1744	342.182702	-44.529382	 5.1200	 5.12	 4.069	 6.166	 1.0700	       	  0.518251	 5.49270e-01	    9.999	 5.1200	 5.49270e-01	     0.8	3940747	 -2.245
    1559	  1747	342.171927	-44.530247	 1.0354	 0.97	 0.782	 1.058	 0.9900	 1.0354	  2.933646	 6.35770e-01	    4.339	 1.0354	 6.35770e-01	     1.5	  89945	 -1.332
    1560	  1749	342.193702	-44.529355	 4.8700	 4.87	 0.924	 5.808	 0.8100	       	  2.405465	 3.43470e-01	    0.175	 4.8700	 3.43470e-01	    17.9	2616257	  0.508
    1561	  1750	342.171872	-44.529809	 0.8200	 0.82	 0.157	 1.031	 0.0500	       	  2.105345	 2.88770e+00	    0.254	 0.8200	 9.99990e-01	     0.1	  83344	 -5.463
    1562	  1751	342.165568	-44.529530	 3.1160	 0.40	 0.318	 0.415	 3.2600	 3.1160	  3.014962	 3.72680e+00	    0.136	 3.1160	 9.99990e-01	     1.3	5833846	 -5.672
    1563	  1752	342.179564	-44.529648	 0.4500	 0.45	 0.224	 0.855	 0.3400	       	  1.317312	 1.02590e+00	    0.011	 0.4500	 1.00000e+00	     1.1	2622369	 -2.501
    1564	  1755	342.154751	-44.529650	 0.0900	 0.09	 0.047	 0.137	 0.0500	       	  1.000000	 9.26170e+00	    0.048	 0.0900	 1.00000e+00	     0.0	5205662	 -7.648
    1565	  1756	342.165150	-44.529192	 2.8500	 2.85	 1.761	 5.611	 2.9900	       	  2.714593	 5.49060e-01	    0.081	 2.8500	 5.49060e-01	     0.0	3997545	 -7.467
    1566	  1757	342.173357	-44.529797	 0.4100	 0.41	 0.260	 0.455	 0.4600	       	  1.125979	 2.68590e+00	    0.462	 0.4100	 9.99990e-01	     0.0	5130728	 -5.508
    1567	  1759	342.207352	-44.529383	 1.8900	 1.89	 1.225	 3.275	 2.7400	       	  2.136956	 1.13420e+00	    0.014	 1.8900	 1.00000e+00	     1.5	2635198	 -1.636
    1568	  1760	342.167435	-44.529498	 0.6900	 0.69	 0.274	 0.899	 0.5200	       	  1.575513	 1.72760e+00	    0.015	 0.6900	 1.00000e+00	     0.5	1748174	 -3.289
    1569	  1761	342.195470	-44.529228	 4.6600	 4.66	 3.694	 4.792	 3.9300	       	  4.434148	 2.64340e+00	    7.605	 4.6600	 1.00000e+00	     1.2	3663653	 -2.481
    1570	  1762	342.183931	-44.529175	 4.3200	 4.32	 3.584	 5.423	 0.2700	       	  0.427449	 5.69940e-01	   31.600	 4.3200	 5.69940e-01	     3.2	6877909	 -0.940
    1571	  1763	342.164493	-44.529249	 4.5300	 4.53	 3.213	 5.667	 4.5000	       	  2.988798	 6.91050e-01	    2.594	 4.5300	 6.91050e-01	     0.4	5259271	 -3.609
    1572	  1764	342.206008	-44.529324	 4.2600	 4.26	 0.785	 4.750	 4.0700	       	  2.865005	 6.69170e-01	    0.120	 4.2600	 6.69170e-01	    12.3	2596445	 -0.534
    1573	  1765	342.154407	-44.529203	 0.4600	 0.46	 0.424	 0.590	 0.5200	       	  1.142151	 6.24440e+00	    0.018	 0.4600	 1.00000e+00	     1.9	2622169	 -1.987
    1574	  1766	342.209701	-44.529718	 1.4000	 1.40	 1.385	 1.415	 0.0100	       	  1.738951	 8.82320e+00	    0.302	 1.4000	 1.00000e+00	    30.9	6818012	  1.666
    1575	  1767	342.204065	-44.529490	 0.4000	 0.40	 0.283	 3.182	 2.3400	       	  1.095011	 3.16420e+00	    0.017	 0.4000	 9.99990e-01	     0.0	6908225	 -6.325
    1576	  1768	342.166781	-44.529678	 0.5200	 0.52	 0.202	 0.654	 0.3900	       	  1.305390	 9.25540e-01	    0.366	 0.5200	 9.25540e-01	     0.0	5102122	 -5.792
    1577	  1769	342.169502	-44.529070	 2.9700	 2.97	 2.464	 3.392	 2.9500	       	  3.788041	 5.04090e-01	    0.068	 2.9700	 5.04090e-01	     0.2	 659867	 -5.476
    1578	  1770	342.206471	-44.529205	 3.5400	 3.54	 0.403	 3.602	 3.4100	       	  2.705996	 1.02620e+00	    0.018	 3.5400	 9.99960e-01	     1.8	2629031	 -1.412
    1579	  1771	342.175599	-44.529111	 5.6100	 5.61	 2.681	 6.119	 0.0100	       	  5.579222	 1.60120e+00	    0.049	 5.6100	 1.00000e+00	     2.4	2816672	 -6.347
    1580	  1772	342.173213	-44.529252	 0.6200	 0.62	 0.470	 0.849	 0.7900	       	  1.583360	 1.62770e+00	    0.076	 0.6200	 1.00000e+00	     0.0	  73932	 -5.957
    1581	  1775	342.185301	-44.529432	 3.6200	 3.62	 0.299	 3.908	 0.3600	       	  0.422599	 9.55040e-01	    8.832	 3.6200	 9.55040e-01	     9.6	6906014	  0.460
    1582	  1776	342.207732	-44.529136	 3.1900	 3.19	 0.638	 4.090	 3.0600	       	  2.427257	 3.24750e-01	    0.088	 3.1900	 3.24750e-01	     9.1	2644824	  0.347
    1583	  1779	342.174186	-44.529399	 1.8800	 1.88	 1.416	 2.230	 2.0500	       	  9.304008	 1.76990e+00	    1.026	 1.8800	 1.00000e+00	     0.4	7332172	 -2.849
    1584	  1780	342.179813	-44.529418	 4.6000	 4.60	 3.923	 5.270	 4.3300	       	  1.080825	 1.22420e+00	    1.822	 4.6000	 1.00000e+00	   171.6	2491252	  1.783
    1585	  1781	342.169671	-44.529123	 2.7200	 2.72	 1.437	 3.234	 2.6900	       	  3.764001	 1.77780e-01	    0.093	 2.7200	 1.77780e-01	     0.7	1098414	 -2.505
    1586	  1782	342.199872	-44.528925	 4.3000	 4.30	 2.518	 5.429	 3.3000	       	 10.608832	 3.55320e-01	    0.975	 4.3000	 3.55320e-01	     0.2	5259166	 -4.682
    1587	  1783	342.182252	-44.528927	 4.5500	 4.55	 4.042	 5.697	 4.2900	       	  0.760027	 3.98890e-01	   11.550	 4.5500	 3.98890e-01	     1.2	4671455	 -2.027
    1588	  1784	342.170881	-44.529517	 2.9500	 2.95	 2.818	 2.978	 2.7500	       	  5.745265	 1.76890e+00	    0.028	 2.9500	 9.99990e-01	     2.9	2634019	 -0.908
    1589	  1786	342.184245	-44.529026	 4.3900	 4.39	 3.478	 4.735	 4.1000	       	  0.444126	 6.21030e-01	   12.660	 4.3900	 6.21030e-01	    12.6	 377998	 -0.247
    1590	  1788	342.155008	-44.529239	 0.4200	 0.42	 0.248	 0.474	 0.3800	       	  1.095120	 2.03990e+00	    0.462	 0.4200	 1.00000e+00	     0.0	5133032	 -5.562
    1591	  1789	342.208982	-44.529232	 0.5100	 0.51	 0.032	 0.969	 0.0100	       	  1.228333	 4.12270e+00	    0.015	 0.5100	 9.99990e-01	     1.6	2642170	 -1.617
    1592	  1790	342.201732	-44.529899	 0.4200	 0.42	 0.213	 0.483	 0.4700	       	  1.135565	 8.81130e-01	    0.550	 0.4200	 8.81130e-01	     0.0	5130728	 -5.377
    1593	  1791	342.207228	-44.528827	 3.5400	 3.54	 0.936	 4.784	 0.0400	       	  2.685949	 3.16420e-01	    0.050	 3.5400	 3.16420e-01	     1.9	2663831	 -6.531
    1594	  1792	342.166211	-44.529171	 0.8600	 0.86	 0.558	 1.225	 1.0800	       	  1.713623	 9.58680e-01	    0.094	 0.8600	 9.58680e-01	     0.0	7237361	 -5.211
    1595	  1793	342.184844	-44.528829	 4.0300	 4.03	 2.723	 4.845	 3.1400	       	  0.479627	 7.20920e-01	    5.405	 4.0300	 7.20920e-01	     0.3	6914241	 -2.836
    1596	  1794	342.172504	-44.529028	 4.2600	 4.26	 0.504	 4.769	 0.5800	       	  9.539651	 1.68040e+00	    0.188	 4.2600	 9.99990e-01	    19.2	2635245	  1.144
    1597	  1795	342.169507	-44.528987	 0.3800	 0.38	 0.258	 2.975	 3.1500	       	  1.056764	 1.38000e+00	    0.001	 0.3800	 1.00000e+00	     0.0	1457968	 -6.521
    1598	  1797	342.187133	-44.529099	 1.1200	 1.12	 0.727	 1.850	 1.7600	       	  1.149506	 1.80800e+00	    0.686	 1.1200	 1.00000e+00	     0.1	7428790	 -3.786
    1599	  1798	342.184539	-44.529300	 0.3463	 0.47	 0.296	 0.535	 0.4700	 0.3463	  1.000000	 9.55310e-01	    0.759	 0.3463	 9.55310e-01	     0.0	5149447	 -4.896
    1600	  1799	342.208176	-44.528982	 1.7400	 1.74	 1.425	 1.785	 1.9000	       	  2.074170	 6.10330e-01	    0.077	 1.7400	 6.10330e-01	     1.3	3536995	 -5.161
    1601	  1800	342.173856	-44.528807	 1.7900	 1.79	 1.415	 1.914	 1.9100	       	  5.021615	 2.97610e+00	    0.066	 1.7900	 1.00000e+00	     1.4	1578796	 -1.639
    1602	  1801	342.172273	-44.528863	 3.7700	 3.77	 3.212	 4.506	 0.4000	       	  6.719711	 1.29600e+00	    0.072	 3.7700	 1.00000e+00	     7.4	2644635	  0.105
    1603	  1802	342.200729	-44.528768	 2.8400	 2.84	 0.955	 5.907	 0.6100	       	  5.751146	 1.46270e-01	    0.111	 2.8400	 1.46270e-01	     1.2	1229017	 -3.537
    1604	  1803	342.172569	-44.529553	 0.5300	 0.53	 0.371	 0.691	 0.5300	       	  1.381761	 1.41590e+00	    0.141	 0.5300	 9.99990e-01	     0.2	 417551	 -4.922
    1605	  1806	342.191246	-44.529240	 3.0900	 3.09	 2.861	 3.213	 3.0600	       	  1.355762	 1.81280e+00	    2.567	 3.0900	 9.99990e-01	     2.6	3766526	 -3.073
    1606	  1807	342.190638	-44.528954	 3.2600	 3.26	 0.396	 3.360	 3.2900	       	  1.093613	 5.48450e-01	    0.408	 3.2600	 5.48450e-01	     9.1	3584825	 -4.671
    1607	  1808	342.195182	-44.529248	 0.3410	 0.42	 0.238	 0.533	 0.3300	 0.3410	  1.000000	 1.41370e+00	    0.292	 0.3410	 1.00000e+00	     0.0	5124256	 -5.878
    1608	  1809	342.193696	-44.530123	 1.2583	 1.43	 1.265	 1.576	 0.0100	 1.2583	 15.742079	 1.66190e+00	    0.046	 1.2583	 9.99990e-01	     1.2	6151009	 -1.841
    1609	  1810	342.168583	-44.528837	 0.8400	 0.84	 0.346	 3.300	 0.4800	       	  1.750049	 5.43380e-01	    0.008	 0.8400	 5.43380e-01	     0.3	1780777	 -3.388
    1610	  1811	342.178546	-44.529090	 0.4300	 0.43	 0.286	 3.726	 0.5000	       	  1.174278	 1.74410e+00	    0.062	 0.4300	 1.00000e+00	     0.0	 209549	 -7.024
    1611	  1812	342.190033	-44.530101	 0.7287	 0.47	 0.417	 0.564	 0.5900	 0.7287	  7.177363	 4.30850e+00	    1.289	 0.7287	 1.00000e+00	     1.3	5271195	 -3.370
    1612	  1813	342.186586	-44.528644	 3.3200	 3.32	 0.658	 5.559	 3.3900	       	  0.589411	 4.24970e-01	    2.699	 3.3200	 4.24970e-01	     0.9	4131898	 -3.669
    1613	  1814	342.207522	-44.528735	 2.8000	 2.80	 2.760	 2.927	 2.5200	       	  2.516771	 1.63860e+00	    0.204	 2.8000	 9.99980e-01	     0.4	5364152	 -3.026
    1614	  1815	342.167071	-44.529826	 0.3000	 0.30	 0.191	 0.413	 0.2800	       	  1.000000	 1.39410e+00	    0.973	 0.3000	 9.99990e-01	     0.0	5156974	 -4.636
    1615	  1818	342.163366	-44.529719	 1.5965	 1.28	 1.217	 1.410	 1.5700	 1.5965	  2.348597	 2.16290e+00	   13.000	 1.5965	 1.00000e+00	     4.9	4677857	 -1.754
    1616	  1819	342.175162	-44.528626	 1.8600	 1.86	 0.816	 5.114	 1.8500	       	  6.172404	 5.71900e-01	    0.275	 1.8600	 5.71900e-01	     0.3	6897425	 -4.416
    1617	  1820	342.169506	-44.529185	 3.1200	 3.12	 2.902	 3.310	 3.1900	       	  4.018794	 1.60610e+00	    0.398	 3.1200	 1.00000e+00	     0.7	4502174	 -5.658
    1618	  1821	342.180051	-44.528665	 4.1500	 4.15	 3.666	 4.660	 3.8100	       	  1.827478	 1.12070e+00	   13.740	 4.1500	 1.00000e+00	    11.2	 322793	 -0.724
    1619	  1822	342.190600	-44.528654	 3.2300	 3.23	 0.629	 4.617	 0.7400	       	  1.078650	 5.59910e-01	    0.978	 3.2300	 5.59910e-01	     0.7	3894647	 -4.585
    1620	  1823	342.189575	-44.528864	 0.7300	 0.38	 0.147	 2.847	 2.9800	 0.7300	 17.840347	 1.25620e+00	    0.008	 0.7300	 9.99960e-01	     0.3	1774975	 -3.449
    1621	  1825	342.204422	-44.529376	 0.3400	 0.34	 0.187	 0.482	 0.3300	       	  1.000000	 1.09420e+00	    0.456	 0.3400	 9.99990e-01	     0.0	5166261	 -5.382
    1622	  1826	342.202169	-44.528776	 3.2100	 3.21	 2.895	 3.459	 3.0700	       	  4.698191	 7.35770e-01	    0.016	 3.2100	 7.35770e-01	     1.6	2638824	 -1.526
    1623	  1827	342.208481	-44.529238	 1.6391	 1.65	 1.574	 1.722	 1.5700	 1.6391	  1.963258	 1.17600e+00	   12.340	 1.6391	 9.99980e-01	    10.0	 320363	 -0.825
    1624	  1828	342.193311	-44.529416	 1.2583	 1.38	 1.229	 1.572	 1.4400	 1.2583	 16.494902	 1.33090e+00	    0.104	 1.2583	 1.00000e+00	     0.3	5474665	 -3.315
    1625	  1829	342.191285	-44.528592	 4.7000	 4.70	 3.819	 6.039	 4.1300	       	  1.122008	 9.18160e-01	    3.146	 4.7000	 9.18160e-01	     0.0	5288324	 -3.446
    1626	  1830	342.186965	-44.528566	 3.9000	 3.90	 2.840	 5.627	 4.3200	       	  0.597947	 1.91400e-01	    6.239	 3.9000	 1.91400e-01	     0.5	3933815	 -2.738
    1627	  1831	342.192195	-44.528643	 4.7000	 4.70	 3.839	 5.232	 0.7800	       	  1.373454	 1.35470e+00	    4.942	 4.7000	 1.00000e+00	     0.8	5259174	 -2.920
    1628	  1832	342.209638	-44.528674	 2.2100	 2.21	 1.973	 2.368	 1.9700	       	  2.099954	 1.38000e+00	    0.048	 2.2100	 1.00000e+00	     5.0	2634604	 -0.332
    1629	  1833	342.190488	-44.528417	 4.1400	 4.14	 1.037	 5.748	 0.6700	       	  0.966403	 2.15650e-01	    0.800	 4.1400	 2.15650e-01	     0.9	6906116	 -2.128
    1630	  1834	342.157190	-44.528484	 0.1100	 0.11	 0.086	 0.260	 2.8700	       	  1.000000	 2.46160e+01	    0.002	 0.1100	 9.99990e-01	     0.0	 234242	 -9.258
    1631	  1835	342.163041	-44.529454	 0.4200	 0.42	 0.405	 0.435	 3.0800	       	  1.117811	 1.78450e+01	    0.160	 0.4200	 1.00000e+00	     2.8	1464968	 -1.614
    1632	  1837	342.206214	-44.528506	 3.0800	 3.08	 0.772	 5.649	 0.6100	       	  3.011333	 2.83500e-01	    0.224	 3.0800	 2.83500e-01	     0.4	4512774	 -6.251
    1633	  1838	342.185852	-44.528685	 4.2900	 4.29	 0.530	 5.115	 3.9500	       	  0.508569	 1.84780e-01	    7.626	 4.2900	 1.84780e-01	     0.0	5285366	 -2.479
    1634	  1839	342.202972	-44.528634	 2.1100	 2.11	 0.442	 3.540	 0.3800	       	  3.522758	 5.96440e-01	    0.112	 2.1100	 5.96440e-01	     0.6	3359602	 -6.259
    1635	  1841	342.199860	-44.528715	 0.3900	 0.39	 0.207	 0.638	 0.3200	       	  1.097236	 6.87590e-01	    0.050	 0.3900	 6.87590e-01	     0.0	5091170	 -7.791
    1636	  1842	342.185846	-44.529053	 0.7300	 0.73	 0.453	 0.796	 0.6300	       	  2.518263	 9.75460e-01	    0.146	 0.7300	 9.75460e-01	     0.2	 457491	 -5.194
    1637	  1843	342.199263	-44.528518	 3.3200	 3.32	 0.372	 4.175	 3.1700	       	 17.347278	 1.44350e+00	    0.573	 3.3200	 1.00000e+00	     0.6	5551050	 -5.305
    1638	  1844	342.189200	-44.528911	 0.4800	 0.48	 0.428	 0.655	 0.6000	       	  1.902874	 1.64530e+00	    0.023	 0.4800	 1.00000e+00	     0.3	1256970	 -4.600
    1639	  1845	342.208761	-44.528810	 1.5500	 1.55	 0.166	 1.996	 1.8600	       	  1.971359	 3.51540e+00	    0.116	 1.5500	 1.00000e+00	    11.9	2612191	  0.078
    1640	  1846	342.170721	-44.528529	 3.0400	 3.04	 2.643	 3.461	 2.9400	       	  3.698949	 1.77340e+00	    0.179	 3.0400	 9.99980e-01	     0.2	4005565	 -6.349
    1641	  1847	342.162125	-44.528743	 3.2600	 3.26	 3.208	 3.402	 3.3100	       	  2.165770	 2.33330e+00	    5.333	 3.2600	 1.00000e+00	     5.8	6905916	 -0.081
    1642	  1849	342.171398	-44.528833	 0.3100	 0.31	 0.085	 0.455	 0.2500	       	  1.000000	 3.15910e+00	    0.117	 0.3100	 9.99990e-01	     0.0	  49527	 -6.925
