#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:25:46 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:25:46	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/224/33/table2&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22240033
#Name: J/ApJS/224/33
#Title: CLASH-VLT: the FF cluster MACS J0416.1-2403 (Balestra+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/apjs/224/33	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/224/33	    IVOID of underlying data collection
#INFO	creator=Balestra I.	    First author or institution
#INFO	cites=bibcode:2016ApJS..224...33B	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/224/33	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22240033	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-09-14	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_224_33_table2:
#Name: J/ApJS/224/33/table2
#Title: CLASH-VLT spectroscopic redshift catalog of MACS J0416.1-2403
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(A16)	CLASHVLT identifier (JHHMMSS.s+DDMMSS)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	[63.8/64.3] Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[-24.3/-23.8] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	[0/4.2] Spectroscopic redshift	[ucd=src.redshift]
#Column	q_z	(I1)	[2/9] Quality flag on z (1)	[ucd=meta.code.qual;src.redshift]
#Column	r_z	(I1)	[1/5] Reference code for z (2)	[ucd=meta.ref;pos.frame]
#Column	Rmag	(F5.2)	[15.2/25.7]? Subaru/Suprime Cam Kron R-band AB magnitude	[ucd=phot.mag;em.opt.R]
#Column	f_ID	(A3)	Flag(s) on ID (3)	[ucd=meta.code]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	ID	RAJ2000	DEJ2000	z	q_z	r_z	Rmag	f_ID	Simbad
    2745	J041531.2-240245	063.879943	-24.045990	 0.3951	9	1	25.16	   	Simbad
    2746	J041546.9-240243	063.945599	-24.045395	 0.3559	3	1	23.34	   	Simbad
    2747	J041608.2-240229	064.034363	-24.041525	 0.4013	2	1	21.43	   	Simbad
    2748	J041555.0-240240	063.979317	-24.044622	 0.3994	2	1	23.68	   	Simbad
    2749	J041620.9-240236	064.087093	-24.043552	 0.4028	3	1	21.26	   	Simbad
    2750	J041552.5-240205	063.968890	-24.034915	 0.4214	3	1	19.55	   	Simbad
    2751	J041612.2-240240	064.050832	-24.044593	 0.4656	2	1	22.54	   	Simbad
    2752	J041641.4-240238	064.172477	-24.043900	 0.2676	2	1	22.80	   	Simbad
    2753	J041531.8-240240	063.882384	-24.044688	 0.6451	9	1	23.91	   	Simbad
    2754	J041629.6-240236	064.123428	-24.043356	 0.3963	3	1	21.91	   	Simbad
    2755	J041617.3-240236	064.072060	-24.043475	 0.3885	2	1	22.81	   	Simbad
    2756	J041544.6-240238	063.935996	-24.044094	 0.0000	2	1	23.05	   	Simbad
    2757	J041703.2-240228	064.263198	-24.041133	 0.2970	3	1	20.67	   	Simbad
    2758	J041521.7-240240	063.840407	-24.044516	 0.3976	3	1	23.80	   	Simbad
    2759	J041658.4-240239	064.243509	-24.044291	 0.3329	3	1	23.03	   	Simbad
    2760	J041701.9-240232	064.257782	-24.042392	 0.2985	3	1	21.21	   	Simbad
    2761	J041647.7-240235	064.198852	-24.043200	 0.5690	3	1	22.23	   	Simbad
    2762	J041620.8-240238	064.086815	-24.044166	 0.3959	2	1	22.87	   	Simbad
    2763	J041614.5-240238	064.060260	-24.044039	 0.4019	2	3	23.36	   	Simbad
    2764	J041644.0-240234	064.183480	-24.042881	 0.3969	2	1	22.39	   	Simbad
    2765	J041658.6-240238	064.244068	-24.044094	 0.2652	3	2	22.97	   	Simbad
    2766	J041616.7-240233	064.069574	-24.042523	 0.3972	3	1	21.72	   	Simbad
    2767	J041548.0-240240	063.949860	-24.044719	 2.4853	9	1	24.49	   	Simbad
    2768	J041604.7-240237	064.019521	-24.043790	 0.4319	3	3	23.29	   	Simbad
    2769	J041616.1-240235	064.067287	-24.043157	 0.4044	3	1	21.88	   	Simbad
    2770	J041616.3-240228	064.067911	-24.041124	 0.3919	3	3	21.54	   	Simbad
    2771	J041609.2-240236	064.038293	-24.043389	 0.2475	3	1	22.42	   	Simbad
    2772	J041704.7-240232	064.269591	-24.042381	 0.6150	3	2	21.80	   	Simbad
    2773	J041704.6-240232	064.269322	-24.042460	 0.6148	3	1	21.83	   	Simbad
    2774	J041551.3-240237	063.963625	-24.043711	 0.3558	3	1	22.30	   	Simbad
    2775	J041631.1-240214	064.129665	-24.037366	 0.2136	3	1	19.32	   	Simbad
    2776	J041522.0-240230	063.841787	-24.041710	 0.3624	3	1	21.06	   	Simbad
    2777	J041611.9-240228	064.049535	-24.041204	 1.0352	3	2	22.09	   	Simbad
    2778	J041539.5-240232	063.914738	-24.042268	 0.3984	3	1	22.51	1  	Simbad
    2779	J041514.5-240228	063.810271	-24.041311	 0.3090	3	1	21.13	   	Simbad
    2780	J041629.0-240228	064.120712	-24.041259	 0.3919	3	3	21.69	   	Simbad
    2781	J041703.3-240230	064.263703	-24.041710	 0.5502	3	1	22.39	   	Simbad
    2782	J041546.1-240229	063.942150	-24.041488	 0.5005	3	1	22.86	   	Simbad
    2783	J041621.9-240229	064.091299	-24.041549	 0.3074	3	1	20.74	   	Simbad
    2784	J041653.0-240234	064.221036	-24.043012	 0.3571	3	1	23.44	   	Simbad
    2785	J041601.6-240232	064.006514	-24.042495	 0.3620	2	1	22.86	   	Simbad
    2786	J041610.3-240230	064.042976	-24.041737	 0.4000	3	1	21.46	   	Simbad
    2787	J041629.2-240234	064.121575	-24.043031	 0.6877	3	1	24.12	   	Simbad
    2788	J041602.0-240236	064.008177	-24.043589	 0.3814	3	1	24.32	   	Simbad
    2789	J041608.3-240233	064.034693	-24.042561	 0.3959	3	3	22.17	   	Simbad
    2790	J041659.3-240232	064.247269	-24.042286	 0.5527	3	2	21.90	   	Simbad
    2791	J041516.4-240234	063.818266	-24.043046	 0.3824	2	1	24.29	   	Simbad
    2792	J041557.3-240236	063.988591	-24.043344	 0.3451	2	1	24.27	   	Simbad
    2793	J041627.9-240231	064.116089	-24.042175	 0.3974	3	1	22.18	   	Simbad
    2794	J041652.5-240233	064.218940	-24.042501	 0.5366	3	1	22.69	   	Simbad
    2795	J041622.3-240223	064.092957	-24.039858	 0.3891	3	1	21.47	   	Simbad
    2796	J041520.0-240207	063.833312	-24.035468	 0.3997	3	3	21.12	   	Simbad
    2797	J041554.0-240231	063.974935	-24.042093	 1.1591	2	1	23.35	   	Simbad
    2798	J041605.1-240225	064.021362	-24.040497	 0.4039	3	1	21.99	   	Simbad
    2799	J041537.7-240230	063.907015	-24.041849	 1.1324	9	2	23.45	   	Simbad
    2800	J041611.5-240234	064.047852	-24.042872	 1.0343	9	2	24.85	   	Simbad
    2801	J041659.7-240231	064.248612	-24.042115	 0.5525	3	1	23.12	   	Simbad
    2802	J041626.2-240231	064.109171	-24.042205	 0.4817	2	1	23.40	   	Simbad
    2803	J041636.1-240230	064.150330	-24.041721	 0.2742	2	1	23.32	   	Simbad
    2804	J041627.3-240227	064.113953	-24.040943	 0.2127	3	1	21.22	   	Simbad
    2805	J041608.2-240233	064.034214	-24.042596	 2.8138	9	1	24.03	   	Simbad
    2806	J041612.2-240224	064.050785	-24.040116	 0.8719	2	1	22.52	   	Simbad
    2807	J041645.4-240229	064.188978	-24.041411	 0.2811	3	1	23.16	   	Simbad
    2808	J041632.0-240218	064.133148	-24.038404	 0.4007	3	1	20.91	   	Simbad
    2809	J041617.1-240218	064.071060	-24.038376	 0.3997	3	1	20.79	   	Simbad
    2810	J041631.3-240230	064.130311	-24.041706	 0.4276	3	1	23.40	   	Simbad
    2811	J041702.3-240217	064.259558	-24.038204	 0.2964	3	1	20.76	   	Simbad
    2812	J041526.9-240223	063.862018	-24.039902	 0.5126	3	1	22.68	   	Simbad
    2813	J041635.7-240159	064.148905	-24.033131	 0.3964	3	1	19.88	   	Simbad
    2814	J041549.4-240225	063.955675	-24.040397	 0.7018	3	1	21.89	   	Simbad
    2815	J041701.5-240229	064.256093	-24.041464	 0.5504	2	1	24.18	   	Simbad
    2816	J041609.3-240215	064.038892	-24.037730	 0.3921	3	1	20.14	   	Simbad
    2817	J041703.6-240223	064.264880	-24.039843	 0.4868	3	1	21.64	   	Simbad
    2818	J041655.3-240222	064.230256	-24.039519	 0.5474	3	1	22.07	   	Simbad
    2819	J041618.5-240223	064.077233	-24.039818	 0.3357	2	1	23.08	   	Simbad
    2820	J041650.3-240223	064.209775	-24.039949	 0.0000	3	1	21.94	   	Simbad
    2821	J041703.9-240227	064.266374	-24.040869	 0.3686	3	2	23.92	   	Simbad
    2822	J041618.1-240222	064.075590	-24.039631	 0.3938	3	3	22.06	   	Simbad
    2823	J041651.3-240222	064.213879	-24.039667	 0.2772	3	1	22.34	   	Simbad
    2824	J041534.3-240223	063.892778	-24.039868	 0.7728	9	1	23.20	   	Simbad
    2825	J041644.4-240221	064.184926	-24.039226	 0.3854	3	3	22.72	   	Simbad
    2826	J041619.6-240201	064.081559	-24.033806	 0.4309	3	3	19.80	   	Simbad
    2827	J041644.3-240225	064.184453	-24.040423	 0.5367	3	1	23.47	   	Simbad
    2828	J041550.8-240223	063.961554	-24.039960	 0.3560	3	3	22.43	   	Simbad
    2829	J041652.4-240216	064.218370	-24.037976	 0.5875	3	1	21.34	   	Simbad
    2830	J041639.5-240217	064.164413	-24.038167	 0.8092	3	1	23.88	   	Simbad
    2831	J041525.3-240217	063.855510	-24.038315	 0.5655	3	1	21.52	   	Simbad
    2832	J041636.4-240221	064.151643	-24.039388	 0.3446	3	1	22.63	   	Simbad
    2833	J041548.6-240222	063.952337	-24.039575	 0.4381	3	1	21.90	   	Simbad
    2834	J041702.7-240218	064.261227	-24.038426	 0.5654	2	1	22.96	   	Simbad
    2835	J041629.2-240213	064.121604	-24.036946	 4.1494	3	1	19.69	1  	Simbad
    2836	J041551.0-240224	063.962673	-24.040190	 0.4051	2	1	23.37	   	Simbad
    2837	J041532.3-240212	063.884745	-24.036797	 0.5111	3	1	21.85	   	Simbad
    2838	J041618.6-240221	064.077356	-24.039406	 0.6400	2	1	22.45	   	Simbad
    2839	J041631.0-240224	064.129176	-24.040101	 0.3882	3	1	23.57	   	Simbad
    2840	J041518.9-240212	063.828596	-24.036744	 0.3094	3	1	21.02	   	Simbad
    2841	J041524.0-240218	063.849977	-24.038487	 0.5670	2	1	21.69	   	Simbad
    2842	J041703.7-240222	064.265331	-24.039448	 0.4866	3	1	22.77	   	Simbad
    2843	J041622.0-240220	064.091783	-24.039030	 0.5026	3	2	23.14	   	Simbad
    2844	J041550.5-240218	063.960432	-24.038531	 0.3928	2	1	22.42	   	Simbad
    2845	J041613.2-240150	064.055122	-24.030824	 0.3966	3	2	21.17	   	Simbad
    2846	J041552.4-240221	063.968195	-24.039263	 3.0521	3	1	23.84	   	Simbad
    2847	J041620.5-240221	064.085594	-24.039168	 0.2886	2	1	23.81	   	Simbad
    2848	J041704.1-240214	064.267024	-24.037482	 0.4883	3	1	22.54	   	Simbad
    2849	J041605.3-240159	064.021992	-24.033289	 0.2074	3	1	19.43	   	Simbad
    2850	J041556.4-240217	063.985142	-24.038131	 0.3832	3	3	22.89	   	Simbad
    2851	J041703.3-240217	064.263836	-24.038310	 0.3034	2	3	22.72	   	Simbad
    2852	J041616.3-240216	064.068014	-24.037885	 0.7047	2	1	22.36	   	Simbad
    2853	J041622.7-240124	064.094621	-24.023486	 0.3996	3	1	19.38	   	Simbad
    2854	J041633.0-240212	064.137419	-24.036765	 0.3940	3	1	22.07	   	Simbad
    2855	J041616.8-240215	064.069890	-24.037554	 0.4018	3	1	21.03	   	Simbad
    2856	J041622.8-240208	064.094985	-24.035821	 0.3990	3	1	20.61	   	Simbad
    2857	J041620.2-240221	064.084328	-24.039440	 0.3515	3	1	24.52	   	Simbad
    2858	J041630.6-240220	064.127522	-24.039103	 3.0610	2	1	23.94	   	Simbad
    2859	J041653.6-240212	064.223480	-24.036851	 0.4064	3	1	20.88	   	Simbad
    2860	J041636.4-240209	064.151698	-24.036035	 0.3987	3	2	20.57	   	Simbad
    2861	J041659.1-240219	064.246109	-24.038708	 0.1705	3	2	23.80	   	Simbad
    2862	J041541.3-240206	063.922007	-24.035095	 0.3548	3	1	19.86	R  	Simbad
    2863	J041615.7-240213	064.065322	-24.037083	 0.4029	3	1	21.78	   	Simbad
    2864	J041604.4-240220	064.018438	-24.038983	 0.4671	3	1	23.97	   	Simbad
    2865	J041653.7-240219	064.223655	-24.038863	 0.5769	9	1	24.10	   	Simbad
    2866	J041540.1-240215	063.917186	-24.037560	 0.4223	3	3	22.96	   	Simbad
    2867	J041537.1-240215	063.904625	-24.037764	 0.4146	3	1	22.59	   	Simbad
    2868	J041535.5-240215	063.898036	-24.037765	 0.3962	9	1	23.27	   	Simbad
    2869	J041653.9-240215	064.224552	-24.037753	 0.5470	3	1	23.50	   	Simbad
    2870	J041624.6-240217	064.102707	-24.038129	 0.3981	3	1	23.19	   	Simbad
    2871	J041542.4-240201	063.926540	-24.033733	 0.2811	3	1	20.05	   	Simbad
    2872	J041607.6-240207	064.031803	-24.035381	 0.4016	3	1	20.69	   	Simbad
    2873	J041630.0-240216	064.125176	-24.037804	 0.4242	3	1	23.32	   	Simbad
    2874	J041555.5-240215	063.981360	-24.037709	 1.3035	9	3	23.08	   	Simbad
    2875	J041514.1-240211	063.808610	-24.036586	 0.5060	3	1	23.16	   	Simbad
    2876	J041651.0-240207	064.212539	-24.035470	 0.5484	2	1	22.10	   	Simbad
    2877	J041525.9-240158	063.857911	-24.032860	 0.3441	3	1	20.60	   	Simbad
    2878	J041636.6-240207	064.152555	-24.035534	 0.3972	3	1	21.23	   	Simbad
    2879	J041629.2-240204	064.121666	-24.034537	 0.3496	3	1	20.74	   	Simbad
    2880	J041608.8-240205	064.036873	-24.034912	 0.5275	3	1	20.91	   	Simbad
    2881	J041618.6-240213	064.077386	-24.037105	 0.3508	2	1	23.97	   	Simbad
    2882	J041654.9-240213	064.228577	-24.036968	 0.5459	3	2	23.67	   	Simbad
    2883	J041659.6-240211	064.248490	-24.036434	 0.2608	3	1	22.34	   	Simbad
    2884	J041525.2-240154	063.855141	-24.031845	 0.0000	3	1	18.21	   	Simbad
    2885	J041552.8-240211	063.969929	-24.036492	 0.4227	3	3	23.34	   	Simbad
    2886	J041556.6-240213	063.985890	-24.037145	 0.3972	2	1	23.03	   	Simbad
    2887	J041658.5-240209	064.243591	-24.035959	 0.5516	3	1	22.58	   	Simbad
    2888	J041610.2-240204	064.042433	-24.034569	 0.5262	3	1	21.32	   	Simbad
    2889	J041515.4-240211	063.814133	-24.036548	 0.0000	3	1	21.39	   	Simbad
    2890	J041607.0-240213	064.029189	-24.037032	 1.4599	9	3	23.46	   	Simbad
    2891	J041702.6-240200	064.261009	-24.033381	 0.4081	3	1	20.84	   	Simbad
    2892	J041641.9-240209	064.174780	-24.035960	 0.2368	3	1	22.76	   	Simbad
    2893	J041623.2-240204	064.096684	-24.034527	 0.4007	3	1	21.20	   	Simbad
    2894	J041643.2-240149	064.180001	-24.030292	 0.3069	3	1	19.49	   	Simbad
    2895	J041600.0-240201	064.000173	-24.033788	 0.3081	3	1	20.73	   	Simbad
    2896	J041527.1-240208	063.862999	-24.035816	 0.8107	3	1	22.73	   	Simbad
    2897	J041609.2-240211	064.038402	-24.036491	 1.0633	3	2	24.27	   	Simbad
    2898	J041520.3-240204	063.834488	-24.034641	 0.5654	3	1	22.31	   	Simbad
    2899	J041528.0-240212	063.866696	-24.036726	 0.5636	9	1	24.46	   	Simbad
    2900	J041639.9-240207	064.166129	-24.035398	 2.1216	3	1	21.15	1  	Simbad
    2901	J041643.8-240212	064.182629	-24.036696	 2.1496	2	1	23.84	   	Simbad
    2902	J041643.3-240207	064.180314	-24.035420	 0.0327	3	1	22.87	   	Simbad
    2903	J041659.3-240206	064.247277	-24.035095	 0.4352	3	1	21.87	   	Simbad
    2904	J041624.2-240210	064.100753	-24.036241	 0.3876	9	1	24.10	   	Simbad
    2905	J041607.0-240208	064.029094	-24.035620	 0.9032	9	2	24.23	   	Simbad
    2906	J041609.9-240152	064.041348	-24.031211	 0.4011	3	1	20.86	   	Simbad
    2907	J041633.3-240146	064.138605	-24.029590	 0.3323	2	1	19.48	   	Simbad
    2908	J041609.9-240207	064.041385	-24.035330	 0.3975	2	1	22.83	   	Simbad
    2909	J041524.0-240207	063.849915	-24.035427	 0.2188	3	1	23.34	   	Simbad
    2910	J041628.2-240208	064.117673	-24.035713	 0.6290	3	1	23.06	   	Simbad
    2911	J041616.1-240152	064.067283	-24.031274	 0.4046	3	1	20.75	   	Simbad
    2912	J041607.7-240205	064.031962	-24.034858	 0.5317	3	1	21.28	   	Simbad
    2913	J041632.8-240156	064.136721	-24.032313	 0.6315	3	1	20.45	   	Simbad
    2914	J041648.8-240209	064.203356	-24.035859	 0.0000	3	1	24.01	   	Simbad
    2915	J041611.0-240202	064.045817	-24.034144	 0.3951	3	1	21.97	   	Simbad
    2916	J041614.8-240203	064.061860	-24.034252	 0.4005	3	3	22.74	   	Simbad
    2917	J041636.7-240205	064.153123	-24.034765	 0.3351	3	1	23.84	   	Simbad
    2918	J041531.4-240201	063.880629	-24.033725	 0.4067	3	3	21.90	   	Simbad
    2919	J041606.1-240203	064.025209	-24.034420	 0.7997	9	1	23.14	   	Simbad
    2920	J041619.1-240154	064.079548	-24.031682	 0.4323	3	3	20.29	   	Simbad
    2921	J041559.8-240202	063.999124	-24.034137	 0.3736	2	1	22.90	   	Simbad
    2922	J041539.5-240201	063.914719	-24.033759	 0.5012	3	1	22.05	   	Simbad
    2923	J041624.4-240149	064.101839	-24.030342	 0.4015	3	1	20.08	   	Simbad
    2924	J041653.8-240144	064.224129	-24.028905	 0.0000	3	1	18.34	   	Simbad
    2925	J041603.7-240203	064.015337	-24.034315	 1.6125	2	1	23.25	   	Simbad
    2926	J041618.0-240202	064.074872	-24.033955	 0.6881	2	1	23.03	   	Simbad
    2927	J041625.3-240153	064.105282	-24.031512	 0.1774	3	1	22.48	   	Simbad
    2928	J041628.5-240201	064.118707	-24.033725	 0.3962	2	1	22.90	   	Simbad
    2929	J041631.7-240203	064.132009	-24.034362	 0.2693	3	1	23.87	   	Simbad
    2930	J041600.4-240149	064.001778	-24.030358	 0.4319	3	3	21.38	   	Simbad
    2931	J041531.1-240158	063.879654	-24.032963	 0.5112	3	1	21.86	   	Simbad
    2932	J041651.1-240200	064.212873	-24.033476	 0.5464	9	1	23.27	   	Simbad
    2933	J041543.2-240202	063.930188	-24.034082	 0.5483	3	1	23.09	   	Simbad
    2934	J041554.8-240159	063.978326	-24.033105	 0.4240	3	1	22.71	   	Simbad
    2935	J041519.6-240159	063.831859	-24.033176	 0.3090	3	1	22.85	   	Simbad
    2936	J041630.0-240149	064.125051	-24.030326	 0.3342	3	1	21.47	   	Simbad
    2937	J041637.7-240158	064.157220	-24.032874	 0.3991	3	2	21.53	   	Simbad
    2938	J041526.5-240200	063.860340	-24.033499	 0.5680	3	1	22.71	   	Simbad
    2939	J041543.6-240202	063.931618	-24.034013	 0.5508	3	1	23.04	   	Simbad
    2940	J041653.9-240136	064.224762	-24.026835	 0.2847	3	2	22.76	   	Simbad
    2941	J041623.2-240153	064.096582	-24.031577	 0.4001	3	1	21.19	   	Simbad
    2942	J041623.4-240157	064.097666	-24.032627	 0.3935	2	1	22.56	   	Simbad
    2943	J041557.3-240144	063.988577	-24.028965	 0.6879	3	1	22.52	   	Simbad
    2944	J041703.8-240151	064.265854	-24.031004	 0.3011	3	1	22.82	   	Simbad
    2945	J041650.8-240157	064.211652	-24.032701	 0.7029	3	1	22.77	   	Simbad
    2946	J041546.4-240159	063.943328	-24.033098	 0.2981	3	1	22.80	   	Simbad
    2947	J041546.7-240155	063.944550	-24.032025	 0.4392	3	1	21.68	   	Simbad
    2948	J041541.4-240157	063.922433	-24.032608	 0.4524	2	1	23.67	   	Simbad
    2949	J041544.5-240134	063.935360	-24.026293	 0.4268	3	1	20.64	   	Simbad
    2950	J041628.6-240144	064.119090	-24.029121	 0.4011	3	1	21.40	   	Simbad
    2951	J041514.3-240157	063.809730	-24.032689	 0.5925	3	1	23.64	   	Simbad
    2952	J041524.6-240150	063.852334	-24.030694	 0.6327	3	1	21.13	   	Simbad
    2953	J041653.6-240155	064.223290	-24.032209	 0.5470	3	1	22.13	   	Simbad
    2954	J041624.2-240121	064.100658	-24.022749	 0.3933	3	1	18.97	   	Simbad
    2955	J041622.7-240156	064.094459	-24.032465	 0.4076	3	1	23.13	   	Simbad
    2956	J041622.1-240156	064.092135	-24.032414	 0.4008	2	1	22.96	   	Simbad
    2957	J041628.3-240139	064.118111	-24.027713	 0.4037	3	1	20.12	   	Simbad
    2958	J041604.2-240158	064.017657	-24.032780	 0.4023	3	1	23.37	   	Simbad
    2959	J041534.0-240157	063.891531	-24.032667	 0.4649	2	1	24.10	   	Simbad
    2960	J041629.7-240141	064.123599	-24.028303	 0.3335	3	1	19.83	R  	Simbad
    2961	J041633.6-240152	064.139860	-24.031149	 0.4005	3	2	22.74	   	Simbad
    2962	J041531.0-240112	063.878963	-24.020032	 0.3459	3	1	19.57	   	Simbad
    2963	J041519.4-240151	063.830861	-24.030860	 0.5416	3	2	21.78	   	Simbad
    2964	J041647.5-240127	064.197808	-24.024255	 0.4564	2	1	22.04	   	Simbad
    2965	J041521.7-240145	063.840462	-24.029250	 0.5116	3	1	21.68	   	Simbad
    2966	J041522.2-240148	063.842627	-24.030169	 0.5105	3	1	21.83	   	Simbad
    2967	J041513.6-240152	063.806480	-24.031292	 0.3949	2	1	23.39	   	Simbad
    2968	J041606.3-240149	064.026090	-24.030379	 0.5600	2	1	22.76	   	Simbad
    2969	J041633.5-240141	064.139669	-24.028274	 0.5623	3	1	20.74	   	Simbad
    2970	J041531.3-240152	063.880590	-24.031190	 0.4073	2	1	24.00	   	Simbad
    2971	J041621.0-240138	064.087412	-24.027411	 0.4225	3	1	20.93	   	Simbad
    2972	J041627.6-240135	064.114890	-24.026573	 0.4016	3	1	20.68	   	Simbad
    2973	J041609.9-240148	064.041293	-24.030221	 0.2844	2	1	23.37	   	Simbad
    2974	J041646.0-240144	064.191777	-24.028980	 0.6466	3	1	21.67	   	Simbad
    2975	J041612.0-240145	064.050048	-24.029202	 0.3675	2	1	22.36	   	Simbad
    2976	J041627.6-240147	064.115057	-24.029850	 0.3503	3	1	21.98	   	Simbad
    2977	J041617.7-240149	064.073660	-24.030388	 0.5375	3	1	23.16	   	Simbad
    2978	J041533.4-240132	063.888998	-24.025603	 0.4663	3	1	22.82	   	Simbad
    2979	J041541.5-240148	063.922846	-24.030134	 0.4297	2	3	23.59	   	Simbad
    2980	J041613.2-240145	064.054874	-24.029231	 0.0000	2	1	22.41	   	Simbad
    2981	J041613.7-240147	064.056918	-24.029893	 0.6879	3	1	23.39	   	Simbad
    2982	J041604.4-240138	064.018446	-24.027386	 0.3971	3	1	20.95	   	Simbad
    2983	J041631.6-240149	064.131813	-24.030311	 0.4029	9	1	24.02	   	Simbad
    2984	J041652.5-240132	064.218635	-24.025652	 0.4115	3	1	21.49	   	Simbad
    2985	J041554.6-240146	063.977531	-24.029602	 0.5292	3	1	22.52	   	Simbad
    2986	J041618.4-240141	064.076608	-24.028174	 0.3083	2	1	21.52	   	Simbad
    2987	J041545.2-240149	063.938535	-24.030393	 0.4276	3	1	24.15	   	Simbad
    2988	J041622.4-240148	064.093162	-24.030176	 0.4230	3	1	24.20	   	Simbad
    2989	J041513.4-240140	063.805928	-24.027837	 0.5697	3	1	21.42	   	Simbad
    2990	J041701.2-240142	064.255064	-24.028473	 0.5198	3	1	21.62	   	Simbad
    2991	J041624.3-240145	064.101218	-24.029346	 0.4046	3	1	23.13	   	Simbad
    2992	J041555.8-240145	063.982586	-24.029298	 0.5876	2	1	23.81	   	Simbad
    2993	J041610.3-240140	064.042791	-24.027899	 0.0000	3	1	21.29	   	Simbad
    2994	J041610.4-240144	064.043481	-24.028893	 0.7609	3	1	23.20	   	Simbad
    2995	J041552.4-240136	063.968346	-24.026866	 0.4830	3	3	21.73	   	Simbad
    2996	J041615.5-240137	064.064470	-24.027144	 0.4317	3	3	20.71	R  	Simbad
    2997	J041541.5-240139	063.922940	-24.027756	 0.6372	2	1	22.74	   	Simbad
    2998	J041615.7-240144	064.065426	-24.029148	 0.4323	3	3	23.41	   	Simbad
    2999	J041660.0-240124	064.249893	-24.023490	 0.5136	3	1	21.31	   	Simbad
    3000	J041544.4-240129	063.935122	-24.024729	 0.1138	3	1	20.96	   	Simbad
    3001	J041644.2-240138	064.184267	-24.027423	 0.3983	2	1	22.87	   	Simbad
    3002	J041616.1-240100	064.067040	-24.016713	 0.2754	3	1	20.22	   	Simbad
    3003	J041645.9-240144	064.191288	-24.029054	 0.5374	3	2	23.09	   	Simbad
    3004	J041623.2-240136	064.096653	-24.026844	 0.3898	5	4	21.62	   	Simbad
    3005	J041521.6-240143	063.840025	-24.028742	 0.3418	3	1	24.18	   	Simbad
    3006	J041634.2-240136	064.142582	-24.026828	 0.6302	3	1	21.42	   	Simbad
    3007	J041541.8-240138	063.924107	-24.027479	 0.5519	3	2	21.72	   	Simbad
    3008	J041637.6-240138	064.156850	-24.027461	 0.3091	2	1	22.62	   	Simbad
    3009	J041600.7-240138	064.002738	-24.027319	 0.2409	3	1	22.47	   	Simbad
    3010	J041540.4-240139	063.918417	-24.027647	 0.5509	3	1	23.53	   	Simbad
    3011	J041548.7-240136	063.952767	-24.026824	 0.4486	9	1	23.39	   	Simbad
    3012	J041529.7-240140	063.873701	-24.027994	 0.5012	2	1	23.87	   	Simbad
    3013	J041617.7-240135	064.073722	-24.026423	 0.7468	3	1	21.86	   	Simbad
    3014	J041626.8-240131	064.111623	-24.025384	 0.3951	3	1	21.47	   	Simbad
    3015	J041620.3-240133	064.084598	-24.025869	 0.4040	3	1	22.51	   	Simbad
    3016	J041554.7-240139	063.977992	-24.027541	 0.5130	3	1	23.50	   	Simbad
    3017	J041520.1-240137	063.833868	-24.027109	 0.6382	9	1	23.98	   	Simbad
    3018	J041702.1-240133	064.258765	-24.026103	 0.3963	3	1	22.82	   	Simbad
    3019	J041524.5-240134	063.852167	-24.026131	 0.3450	3	1	22.45	   	Simbad
    3020	J041643.1-240125	064.179496	-24.023617	 0.3846	3	1	20.65	   	Simbad
    3021	J041519.1-240133	063.829379	-24.026061	 0.5759	3	1	22.38	   	Simbad
    3022	J041655.9-240134	064.232989	-24.026293	 0.5458	9	1	23.88	   	Simbad
    3023	J041546.5-240131	063.943950	-24.025432	 2.4938	3	1	23.03	   	Simbad
    3024	J041519.6-240128	063.831668	-24.024576	 0.3811	3	1	20.93	   	Simbad
