#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:26 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJ/872/192/table1&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18720192
#Name: J/ApJ/872/192
#Title: A spectroscopic census of A2029 members (Sohn+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/apj/872/192	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/872/192	    IVOID of underlying data collection
#INFO	creator=Sohn J.	    First author or institution
#INFO	cites=bibcode:2019ApJ...872..192S	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/872/192	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18720192	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-10-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_872_192_table1:
#Name: J/ApJ/872/192/table1
#Title: Physical properties of the spectroscopic members of A2029
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	SDSS	(A19)	SDSS name (JHHMMSS.ss+DDMMSS.s)	[ucd=meta.id;meta.main]
#Column	objID	(I19)	SDSS object identifier	[ucd=meta.id]
#Column	RAJ2000	(F10.6)	[226.15/229.3] Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[4.1/7.4] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	[0.069/0.09] Spectroscopic redshift	[ucd=src.redshift]
#Column	e_z	(F7.4)	[0/0.001]? Uncertainty in z	[ucd=stat.error;src.redshift]
#Column	logM*	(F6.2)	[7/11.9]? log stellar mass	[ucd=phys.mass]
#Column	e_logM*	(F5.2)	[0/0.6] Uncertainty in logM*	[ucd=stat.error]
#Column	Dn4000	(F5.2)	[0.1/4.9]? The D_n_4000 spectroscopic index	[ucd=spect.index]
#Column	e_Dn4000	(F5.2)	[0/3.8]? Uncertainty in Dn4000	[ucd=stat.error]
#Column	sigma	(I3)	[7/983]? Velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigma	(I3)	[0/873]? Uncertainty in sigma	[ucd=stat.error]
#Column	Class	(A1)	Spectral type code (1)	[ucd=meta.code.class]
#Column	E+A?	(A1)	[NY] An E+A galaxy?	[ucd=meta.code]
#Column	T13	(I3)	Display data from Tyler+, 2013, J/ApJ/773/86 within 3"	[ucd=meta.ref.url]
#Column	S17	(I3)	Display data from Sohn+, 2017, J/ApJS/229/20 within 3"	[ucd=meta.ref.url]
#Column	PapI	(I3)	Display data from Sohn+, 2019, J/ApJ/871/129	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the online SDSS DR14 or DR7 data for this object	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
recno	SDSS	objID	RAJ2000	DEJ2000	z	e_z	logM*	e_logM*	Dn4000	e_Dn4000	sigma	e_sigma	Class	E+A?	T13	S17	PapI	Sloan	Simbad
     739	J151052.56+051925.4	1237662267537162469	227.719029	+05.323728	 0.0804	 0.0000	 10.30	 0.08	 1.52	 0.04	 69	 10	C	N	  0	  1	  1	Sloan	Simbad
     740	J151059.27+052004.8	1237662267537162518	227.746980	+05.334690	 0.0798	 0.0001	 10.36	 0.11	 1.77	 0.03	 94	  6	N	N	  0	  1	  1	Sloan	Simbad
     741	J151102.20+051855.5	1237662267537162560	227.759186	+05.315438	 0.0816	 0.0001	 10.70	 0.08	 2.01	 0.04	239	  7	C	N	  1	  1	  1	Sloan	Simbad
     742	J151104.23+051853.0	1237662267537162561	227.767628	+05.314729	 0.0794	 0.0001	  9.82	 0.07	 1.83	 0.06	 82	 13	N	N	  0	  1	  1	Sloan	Simbad
     743	J151103.20+051846.5	1237662267537162562	227.763354	+05.312927	 0.0822	 0.0001	  9.41	 0.12	 1.25	 0.04	 37	122	S	N	  1	  1	  1	Sloan	Simbad
     744	J151107.39+051902.2	1237662267537162601	227.780800	+05.317282	 0.0783	 0.0000	 11.59	 0.12	 2.02	     	356	  5	N	N	  0	  1	  1	Sloan	Simbad
     745	J151107.75+051937.6	1237662267537162602	227.782312	+05.327125	 0.0806	 0.0000	 11.01	 0.05	 1.96	 0.03	264	  7	N	N	  0	  1	  1	Sloan	Simbad
     746	J151105.57+051849.6	1237662267537162603	227.773244	+05.313777	 0.0814	 0.0000	 10.62	 0.07	 2.03	 0.04	185	  6	N	N	  0	  1	  1	Sloan	Simbad
     747	J151106.79+051944.2	1237662267537162605	227.778320	+05.328963	 0.0820	 0.0002	  9.69	 0.08	 1.78	 0.10	 23	   	N	N	  1	  1	  1	Sloan	Simbad
     748	J151108.54+051921.2	1237662267537162606	227.785619	+05.322558	 0.0806	 0.0001	  9.63	 0.13	 1.43	 0.05	 87	 34	S	N	  0	  1	  1	Sloan	Simbad
     749	J151107.86+052048.6	1237662267537162667	227.782758	+05.346846	 0.0796	 0.0001	 10.19	 0.12	 1.90	 0.05	101	  9	N	N	  1	  1	  1	Sloan	Simbad
     750	J151113.31+052009.1	1237662267537162698	227.805494	+05.335861	 0.0752	 0.0000	 10.62	 0.16	 1.77	 0.04	165	  7	N	N	  0	  1	  1	Sloan	Simbad
     751	J151121.61+051927.8	1237662267537162751	227.840062	+05.324399	 0.0767	 0.0001	  9.48	 0.10	 1.24	 0.04	978	  5	S	N	  1	  1	  1	Sloan	Simbad
     752	J151125.87+052004.7	1237662267537162777	227.857807	+05.334658	 0.0760	 0.0000	 10.06	 0.10	 1.55	 0.03	106	 11	S	N	  0	  1	  1	Sloan	Simbad
     753	J151127.03+051811.0	1237662267537162793	227.862659	+05.303064	 0.0765	 0.0000	  9.77	 0.14	 1.73	 0.05	 70	 12	N	N	  0	  1	  1	Sloan	Simbad
     754	J151101.73+052104.2	1237662267537162919	227.757226	+05.351187	 0.0801	 0.0001	  9.02	 0.10	 1.56	 0.07	102	 36	N	N	  0	  1	  1	Sloan	Simbad
     755	J151113.58+051929.0	1237662267537162959	227.806600	+05.324745	 0.0819	 0.0001	  9.09	 0.10	 1.29	 0.06	 45	 54	N	N	  0	  1	  1	Sloan	Simbad
     756	J151116.23+052027.6	1237662267537162968	227.817653	+05.341010	 0.0804	 0.0000	  8.50	 0.15	 1.11	 0.05	980	  4	S	N	  0	  0	  1	Sloan	Simbad
     757	J151124.09+052051.9	1237662267537162977	227.850381	+05.347773	 0.0847	 0.0001	  8.96	 0.05	     	     	349	438	N	N	  0	  1	  1	Sloan	Simbad
     758	J151124.74+052017.6	1237662267537162982	227.853103	+05.338222	 0.0759	 0.0001	  8.92	 0.10	 1.34	 0.05	400	104	S	N	  0	  1	  1	Sloan	Simbad
     759	J151101.16+052002.8	1237662267537163221	227.754834	+05.334116	 0.0785	 0.0003	  8.74	 0.12	 1.63	 0.14	 22	  0	N	N	  0	  1	  1	Sloan	Simbad
     760	J151105.67+052105.1	1237662267537163288	227.773652	+05.351430	 0.0811	 0.0001	  9.18	 0.09	 1.72	 0.10	 22	   	N	N	  0	  1	  1	Sloan	Simbad
     761	J151109.64+051858.0	1237662267537163376	227.790188	+05.316126	 0.0811	 0.0002	  9.13	 0.11	 2.02	 0.23	 38	 64	N	N	  0	  1	  1	Sloan	Simbad
     762	J151140.12+052015.4	1237662267537227814	227.917198	+05.337632	 0.0809	 0.0000	 10.20	 0.05	 1.86	 0.04	195	  8	N	N	  0	  1	  1	Sloan	Simbad
     763	J151132.24+052143.5	1237662267537227910	227.884370	+05.362096	 0.0847	 0.0001	  9.80	 0.13	 1.65	 0.04	 45	 16	S	N	  0	  1	  1	Sloan	Simbad
     764	J151132.56+052212.6	1237662267537227911	227.885669	+05.370178	 0.0849	 0.0000	 10.01	 0.09	 1.13	 0.01	 55	 13	S	N	  0	  1	  1	Sloan	Simbad
     765	J151138.85+052312.5	1237662267537227972	227.911877	+05.386830	 0.0803	 0.0000	  8.22	 0.17	 1.28	 0.08	141	 84	S	N	  0	  1	  1	Sloan	Simbad
     766	J151139.71+052209.3	1237662267537228053	227.915456	+05.369273	 0.0795	 0.0001	  9.64	 0.16	 1.79	 0.06	 71	 19	N	N	  0	  1	  1	Sloan	Simbad
     767	J151142.74+052129.0	1237662267537228072	227.928118	+05.358060	 0.0789	 0.0001	  9.95	 0.06	 2.04	 0.10	 34	 37	N	N	  0	  1	  1	Sloan	Simbad
     768	J151141.26+051809.2	1237662267537228077	227.921940	+05.302564	 0.0842	 0.0001	 10.70	 0.12	 1.26	 0.01	   	   	A	N	  1	  1	  1	Sloan	Simbad
     769	J151142.88+052025.0	1237662267537228093	227.928697	+05.340295	 0.0817	 0.0001	  9.59	 0.07	 1.23	 0.03	433	 52	S	N	  1	  1	  1	Sloan	Simbad
     770	J151145.36+052351.5	1237662267537228103	227.939000	+05.397657	 0.0793	 0.0001	 10.03	 0.09	 1.91	 0.08	 82	 20	N	N	  1	  1	  1	Sloan	Simbad
     771	J151201.18+052311.5	1237662267537228184	228.004932	+05.386532	 0.0774	 0.0001	  9.80	 0.13	 1.91	 0.06	146	 14	N	N	  0	  1	  1	Sloan	Simbad
     772	J151129.98+052236.4	1237662267537228265	227.874921	+05.376786	 0.0791	 0.0001	  9.01	 0.13	 1.30	 0.07	 96	 54	S	N	  0	  1	  1	Sloan	Simbad
     773	J151146.65+051827.7	1237662267537228298	227.944400	+05.307703	 0.0845	 0.0001	  8.68	 0.13	 1.16	 0.05	982	  4	S	N	  0	  0	  1	Sloan	Simbad
     774	J151156.03+052038.8	1237662267537228335	227.983492	+05.344112	 0.0834	 0.0000	  8.35	 0.16	 1.29	 0.07	176	 65	S	N	  0	  0	  1	Sloan	Simbad
     775	J151158.20+052539.8	1237662267537228340	227.992508	+05.427722	 0.0797	 0.0000	  8.70	 0.09	 1.11	 0.09	206	 92	N	N	  0	  0	  1	Sloan	Simbad
     776	J151202.00+052521.0	1237662267537228356	228.008366	+05.422512	 0.0787	 0.0001	  9.46	 0.16	 1.81	 0.10	 22	  0	N	N	  0	  1	  1	Sloan	Simbad
     777	J151130.75+051952.1	1237662267537228434	227.878155	+05.331146	 0.0805	 0.0001	  9.38	 0.15	 1.63	 0.09	 22	  0	N	N	  0	  0	  1	Sloan	Simbad
     778	J151142.76+052105.2	1237662267537228589	227.928206	+05.351469	 0.0853	 0.0001	  8.44	 0.11	 1.17	 0.05	172	 60	N	N	  0	  0	  1	Sloan	Simbad
     779	J151142.34+051846.3	1237662267537228602	227.926443	+05.312864	 0.0799	 0.0001	  9.23	 0.06	 1.89	 0.16	 89	 41	N	N	  0	  1	  1	Sloan	Simbad
     780	J151148.21+052011.7	1237662267537228698	227.950902	+05.336601	 0.0831	 0.0005	  8.59	 0.22	 1.26	 0.08	432	106	N	N	  0	  0	  1	Sloan	Simbad
     781	J151156.56+052525.2	1237662267537228829	227.985671	+05.423676	 0.0810	 0.0004	  8.75	 0.15	 1.36	 0.16	510	422	N	N	  0	  0	  1	Sloan	Simbad
     782	J151201.35+052019.4	1237662267537228951	228.005651	+05.338745	 0.0771	 0.0001	  9.66	 0.19	 1.95	 0.12	 22	   	N	N	  0	  1	  1	Sloan	Simbad
     783	J151204.86+052505.3	1237662267537228982	228.020283	+05.418142	 0.0767	 0.0001	  9.80	 0.12	 1.86	 0.09	 39	 39	N	N	  0	  1	  1	Sloan	Simbad
     784	J151213.06+052801.9	1237662267537293335	228.054436	+05.467194	 0.0841	 0.0001	  8.26	 0.11	 1.01	 0.10	363	189	S	N	  0	  1	  1	Sloan	Simbad
     785	J151205.27+052253.4	1237662267537293473	228.021981	+05.381519	 0.0773	 0.0001	 10.44	 0.17	 1.99	 0.05	111	  8	N	N	  1	  1	  1	Sloan	Simbad
     786	J151205.07+051806.2	1237662267537293483	228.021124	+05.301741	 0.0769	 0.0001	  9.96	 0.08	 1.78	 0.06	 52	 20	N	N	  0	  1	  1	Sloan	Simbad
     787	J151214.58+052658.2	1237662267537293526	228.060760	+05.449506	 0.0755	 0.0000	 10.45	 0.09	 1.85	 0.05	 85	  6	N	N	  0	  1	  1	Sloan	Simbad
     788	J151218.42+052238.6	1237662267537293570	228.076786	+05.377398	 0.0808	 0.0001	 10.01	 0.18	 1.84	 0.06	 80	 15	N	N	  0	  1	  1	Sloan	Simbad
     789	J151229.32+052400.8	1237662267537293623	228.122201	+05.400241	 0.0793	 0.0000	  9.18	 0.12	 1.31	 0.04	120	 38	S	N	  0	  1	  1	Sloan	Simbad
     790	J151230.17+052827.6	1237662267537293792	228.125720	+05.474333	 0.0790	 0.0001	  8.56	 0.07	 1.03	 0.17	354	   	N	N	  0	  1	  1	Sloan	Simbad
     791	J151230.34+052824.3	1237662267537293793	228.126423	+05.473440	 0.0786	 0.0000	  7.81	 0.14	 1.06	 0.08	338	147	S	N	  0	  0	  1	Sloan	Simbad
     792	J151204.99+051949.1	1237662267537293851	228.020822	+05.330319	 0.0805	 0.0001	  8.91	 0.10	 1.21	 0.08	120	 62	S	N	  0	  0	  1	Sloan	Simbad
     793	J150903.71+055829.6	1237662268073771352	227.265460	+05.974913	 0.0768	 0.0000	 10.42	 0.05	 1.67	     	130	 10	N	N	  1	  1	  1	Sloan	Simbad
     794	J150902.91+055619.2	1237662268073771361	227.262139	+05.938678	 0.0758	 0.0001	  9.22	 0.07	 1.89	 0.11	 63	 30	N	N	  0	  1	  1	Sloan	Simbad
     795	J150913.83+055444.9	1237662268073771404	227.307649	+05.912481	 0.0784	 0.0000	 10.22	 0.07	 1.83	 0.03	 86	  4	N	N	  0	  1	  1	Sloan	Simbad
     796	J150914.26+055828.1	1237662268073771464	227.309421	+05.974476	 0.0783	 0.0002	  9.50	 0.04	 1.74	 0.11	 39	 38	N	N	  0	  0	  1	Sloan	Simbad
     797	J150903.63+055658.9	1237662268073771952	227.265160	+05.949708	 0.0790	 0.0001	  9.71	 0.16	 1.73	 0.10	 87	 30	N	N	  0	  1	  1	Sloan	Simbad
     798	J150905.45+055623.0	1237662268073771979	227.272713	+05.939743	 0.0779	 0.0002	  9.31	 0.11	 1.29	 0.11	 22	  0	N	N	  0	  0	  1	Sloan	Simbad
     799	J150911.23+055424.9	1237662268073772083	227.296826	+05.906921	 0.0780	 0.0002	  9.53	 0.15	 1.69	 0.14	 22	   	N	N	  0	  1	  1	Sloan	Simbad
     800	J150911.88+054817.3	1237662268073772127	227.299522	+05.804808	 0.0775	 0.0002	  8.99	 0.17	 1.57	 0.16	 22	  0	N	N	  0	  1	  1	Sloan	Simbad
     801	J150916.45+054852.1	1237662268073836706	227.318541	+05.814487	 0.0725	 0.0001	  9.07	 0.09	 1.27	 0.05	345	 74	S	N	  1	  1	  1	Sloan	Simbad
     802	J150917.95+055021.9	1237662268073836709	227.324812	+05.839441	 0.0823	 0.0000	  9.34	 0.14	 1.38	 0.03	500	 62	S	N	  0	  1	  1	Sloan	Simbad
     803	J150919.95+055414.1	1237662268073836719	227.333145	+05.903916	 0.0781	 0.0000	 10.41	 0.06	 1.92	 0.03	218	  7	N	N	  0	  1	  1	Sloan	Simbad
     804	J150920.56+055405.3	1237662268073836720	227.335685	+05.901472	 0.0779	 0.0001	  9.29	 0.15	 1.94	 0.11	 63	 25	N	N	  0	  1	  1	Sloan	Simbad
     805	J150919.31+054748.5	1237662268073836737	227.330458	+05.796832	 0.0789	 0.0000	  9.55	 0.05	 1.19	 0.02	 42	 39	S	N	  0	  1	  1	Sloan	Simbad
     806	J150918.97+054748.1	1237662268073836738	227.329067	+05.796698	 0.0795	 0.0001	  9.71	 0.07	 1.39	 0.04	128	 25	S	N	  0	  1	  1	Sloan	Simbad
     807	J150924.53+055643.0	1237662268073836760	227.352239	+05.945304	 0.0772	 0.0001	  9.70	 0.09	 1.33	 0.08	978	  5	N	N	  0	  1	  1	Sloan	Simbad
     808	J150923.80+055306.2	1237662268073836768	227.349181	+05.885078	 0.0761	 0.0001	  9.60	 0.17	 1.58	 0.06	130	 20	C	N	  0	  1	  1	Sloan	Simbad
     809	J150917.44+055415.2	1237662268073837217	227.322682	+05.904223	 0.0780	 0.0001	  8.76	 0.12	 1.12	 0.17	 23	   	S	N	  0	  0	  1	Sloan	Simbad
     810	J151247.06+054206.7	1237662268074164666	228.196098	+05.701861	 0.0814	 0.0001	  8.24	 0.29	 1.08	 0.06	980	  4	N	N	  0	  1	  1	Sloan	Simbad
     811	J151242.51+054910.7	1237662268074165383	228.177136	+05.819662	 0.0772	 0.0001	  8.73	 0.15	 1.60	 0.08	 22	   	N	N	  0	  0	  1	Sloan	Simbad
     812	J151306.45+054812.8	1237662268074230031	228.276887	+05.803573	 0.0788	 0.0000	 10.32	 0.07	 1.65	 0.05	 94	  9	N	N	  0	  1	  1	Sloan	Simbad
     813	J150956.53+061157.6	1237662268610707736	227.485551	+06.199351	 0.0803	 0.0001	 10.41	 0.07	 1.80	 0.07	123	 16	N	N	  1	  1	  1	Sloan	Simbad
     814	J151003.34+061223.2	1237662268610773210	227.513945	+06.206468	 0.0745	 0.0001	  9.80	 0.09	 1.67	 0.04	 49	 15	N	N	  1	  1	  1	Sloan	Simbad
     815	J151012.20+061251.3	1237662268610773239	227.550848	+06.214250	 0.0798	 0.0001	 10.55	 0.07	 2.02	 0.06	141	 11	N	N	  1	  1	  1	Sloan	Simbad
     816	J151023.80+061607.6	1237662268610773347	227.599178	+06.268800	 0.0770	 0.0000	 10.04	 0.14	 1.37	 0.05	 87	 26	S	N	  1	  1	  1	Sloan	Simbad
     817	J151031.86+061442.9	1237662268610773407	227.632754	+06.245276	 0.0803	 0.0001	 10.29	 0.07	 2.00	 0.05	 84	  9	N	N	  1	  1	  1	Sloan	Simbad
     818	J151033.72+061217.6	1237662268610773426	227.640503	+06.204891	 0.0826	 0.0001	 10.35	 0.15	 2.09	 0.10	163	 18	N	N	  1	  1	  1	Sloan	Simbad
     819	J151026.71+061223.3	1237662268610773511	227.611291	+06.206480	 0.0785	 0.0001	  9.77	 0.13	 1.73	 0.15	 84	 46	N	N	  1	  1	  1	Sloan	Simbad
     820	J151027.04+061253.4	1237662268610774295	227.612701	+06.214837	 0.0820	 0.0002	  8.96	 0.18	 1.53	 0.11	 22	  0	N	N	  0	  1	  1	Sloan	Simbad
     821	J151036.58+061613.5	1237662268610838539	227.652450	+06.270420	 0.0815	 0.0001	 10.28	 0.05	 1.99	 0.05	136	  8	N	N	  0	  1	  1	Sloan	Simbad
     822	J151038.25+061352.8	1237662268610838758	227.659385	+06.231358	 0.0808	 0.0000	 10.07	 0.13	 1.85	 0.09	 82	 11	N	N	  1	  1	  1	Sloan	Simbad
     823	J151042.48+061554.6	1237662268610838783	227.677021	+06.265184	 0.0799	 0.0001	  9.89	 0.15	 2.00	 0.05	 98	  9	N	N	  0	  1	  1	Sloan	Simbad
     824	J151043.16+061153.2	1237662268610838802	227.679872	+06.198118	 0.0734	 0.0001	  9.91	 0.04	 1.59	 0.06	 57	 28	C	N	  1	  1	  1	Sloan	Simbad
     825	J151050.87+061215.4	1237662268610838847	227.711962	+06.204290	 0.0777	 0.0001	 10.23	 0.17	 2.07	 0.08	129	 12	N	N	  1	  1	  1	Sloan	Simbad
     826	J151052.41+061015.6	1237662268610838863	227.718379	+06.171009	 0.0808	 0.0001	 11.04	 0.11	 2.07	 0.03	205	  3	A	N	  1	  1	  1	Sloan	Simbad
     827	J151055.93+061333.3	1237662268610838889	227.733067	+06.225923	 0.0853	 0.0001	 10.46	 0.14	 1.70	 0.08	114	 31	N	N	  1	  0	  1	Sloan	Simbad
     828	J151057.74+061539.5	1237662268610838899	227.740604	+06.260975	 0.0771	 0.0001	 10.14	 0.08	 2.07	 0.06	129	 10	N	N	  1	  1	  1	Sloan	Simbad
     829	J151105.07+061241.8	1237662268610838954	227.771142	+06.211624	 0.0816	 0.0001	  9.73	 0.13	 1.67	 0.06	 26	 21	N	N	  1	  1	  1	Sloan	Simbad
     830	J151109.78+061204.2	1237662268610838991	227.790754	+06.201177	 0.0801	 0.0000	 10.64	 0.16	 2.06	 0.03	177	  5	N	N	  1	  1	  1	Sloan	Simbad
     831	J151110.27+061233.7	1237662268610838995	227.792797	+06.209377	 0.0757	 0.0001	  9.79	 0.09	 1.87	 0.11	 80	 25	N	N	  1	  1	  1	Sloan	Simbad
     832	J151053.45+061404.1	1237662268610839045	227.722732	+06.234489	 0.0805	 0.0001	  9.83	 0.11	 1.35	 0.04	 91	 22	N	N	  1	  1	  1	Sloan	Simbad
     833	J151056.08+061033.7	1237662268610839209	227.733671	+06.176048	 0.0774	 0.0001	  9.32	 0.17	 1.60	 0.10	 22	   	N	N	  0	  1	  1	Sloan	Simbad
     834	J151057.21+061320.6	1237662268610839210	227.738413	+06.222393	 0.0855	 0.0001	  8.91	 0.09	 1.50	 0.07	161	 47	N	N	  0	  0	  1	Sloan	Simbad
     835	J151056.69+061409.2	1237662268610839649	227.736235	+06.235893	 0.0804	 0.0001	  9.74	 0.14	 1.66	 0.07	 63	 22	N	N	  1	  1	  1	Sloan	Simbad
     836	J151102.90+061507.2	1237662268610839723	227.762091	+06.252022	 0.0772	 0.0001	  9.48	 0.13	 1.65	 0.08	 88	 27	N	N	  1	  1	  1	Sloan	Simbad
     837	J151128.22+061603.7	1237662268610904192	227.867588	+06.267697	 0.0767	 0.0000	 10.75	 0.04	 2.09	 0.04	172	  5	N	N	  0	  1	  1	Sloan	Simbad
     838	J151131.24+061546.7	1237662268610904198	227.880190	+06.262978	 0.0778	 0.0001	 10.39	 0.07	 1.87	 0.03	217	  5	N	N	  0	  1	  1	Sloan	Simbad
     839	J151111.12+061414.9	1237662268610904259	227.796367	+06.237473	 0.0788	 0.0001	 10.13	 0.13	 1.63	 0.10	119	 28	N	N	  1	  1	  1	Sloan	Simbad
     840	J151112.92+061817.8	1237662268610904262	227.803834	+06.304951	 0.0810	 0.0001	 10.58	 0.11	 1.94	 0.04	213	  6	N	N	  0	  1	  1	Sloan	Simbad
     841	J151115.55+061531.9	1237662268610904282	227.814826	+06.258876	 0.0775	 0.0000	 10.44	 0.08	 1.97	 0.03	194	  7	N	N	  0	  1	  1	Sloan	Simbad
     842	J151115.97+061023.7	1237662268610904290	227.816545	+06.173256	 0.0799	 0.0001	  9.64	 0.17	 1.85	 0.05	 55	 18	N	N	  1	  0	  1	Sloan	Simbad
     843	J151118.77+061646.0	1237662268610904292	227.828212	+06.279460	 0.0804	 0.0001	 11.01	 0.12	 2.10	 0.04	286	  6	N	N	  0	  1	  1	Sloan	Simbad
     844	J151118.99+061407.0	1237662268610904309	227.829139	+06.235288	 0.0848	 0.0001	  9.68	 0.11	 1.34	 0.07	168	 58	S	N	  1	  0	  1	Sloan	Simbad
     845	J151121.52+061654.7	1237662268610904324	227.839702	+06.281876	 0.0834	 0.0000	 10.22	 0.09	 1.85	 0.08	127	 13	N	N	  1	  0	  1	Sloan	Simbad
     846	J151122.77+061647.3	1237662268610904420	227.844911	+06.279823	 0.0810	 0.0001	  9.71	 0.07	 1.91	 0.05	 82	 10	N	N	  0	  1	  1	Sloan	Simbad
     847	J151122.76+061253.6	1237662268610904426	227.844842	+06.214889	 0.0755	 0.0001	 10.13	 0.08	 1.29	 0.04	 68	 36	S	N	  1	  1	  1	Sloan	Simbad
     848	J151122.17+061011.9	1237662268610904434	227.842388	+06.169985	 0.0791	 0.0001	 10.90	 0.08	 1.98	 0.06	168	 10	N	N	  1	  1	  1	Sloan	Simbad
     849	J151124.17+061056.9	1237662268610904448	227.850713	+06.182482	 0.0766	 0.0001	  9.90	 0.08	 1.74	 0.11	 22	  0	N	N	  1	  1	  1	Sloan	Simbad
     850	J151128.59+061412.9	1237662268610904470	227.869139	+06.236919	 0.0797	 0.0001	  9.97	 0.10	 1.51	 0.07	 88	 29	N	N	  1	  1	  1	Sloan	Simbad
     851	J151129.49+061135.3	1237662268610904474	227.872875	+06.193147	 0.0814	 0.0001	 10.47	 0.15	 1.99	 0.08	151	 15	N	N	  1	  1	  1	Sloan	Simbad
     852	J151131.59+061424.7	1237662268610904483	227.881648	+06.240213	 0.0811	 0.0001	  9.79	 0.05	 2.01	 0.07	 86	 13	N	N	  1	  1	  1	Sloan	Simbad
     853	J151134.35+061203.9	1237662268610904514	227.893142	+06.201095	 0.0771	 0.0000	 10.76	 0.06	 1.53	 0.03	204	 10	A	N	  1	  1	  1	Sloan	Simbad
     854	J151135.34+061509.6	1237662268610904528	227.897251	+06.252677	 0.0801	 0.0001	 10.54	 0.08	 1.97	 0.07	115	 11	N	N	  0	  1	  1	Sloan	Simbad
     855	J151138.41+061646.3	1237662268610904551	227.910040	+06.279536	 0.0798	 0.0001	 10.11	 0.19	 2.01	 0.04	149	  6	N	N	  0	  1	  1	Sloan	Simbad
     856	J151136.67+061052.5	1237662268610904555	227.902793	+06.181272	 0.0816	 0.0001	 10.24	 0.09	 1.88	 0.05	106	 10	N	N	  1	  1	  1	Sloan	Simbad
     857	J151138.77+061508.7	1237662268610904561	227.911554	+06.252416	 0.0741	 0.0000	 10.11	 0.09	 1.95	 0.04	 93	  8	N	N	  0	  0	  1	Sloan	Simbad
     858	J151139.40+061542.7	1237662268610904565	227.914193	+06.261868	 0.0783	 0.0000	 10.27	 0.15	 1.54	 0.04	108	 10	A	N	  0	  1	  1	Sloan	Simbad
     859	J151143.10+061454.6	1237662268610904591	227.929602	+06.248499	 0.0738	 0.0001	 10.72	 0.07	 2.02	 0.05	214	  9	N	N	  0	  0	  1	Sloan	Simbad
     860	J151142.04+061150.8	1237662268610904601	227.925201	+06.197467	 0.0848	 0.0001	 10.05	 0.10	 1.53	 0.08	 37	 61	N	N	  1	  0	  1	Sloan	Simbad
     861	J151142.23+061137.4	1237662268610904604	227.925969	+06.193731	 0.0788	 0.0001	  9.92	 0.11	 1.78	 0.08	 22	  0	N	N	  0	  1	  1	Sloan	Simbad
     862	J151144.42+061543.6	1237662268610904612	227.935110	+06.262132	 0.0793	 0.0000	 10.61	 0.09	 1.62	 0.04	 77	  7	C	N	  0	  1	  1	Sloan	Simbad
     863	J151143.56+061045.3	1237662268610904631	227.931501	+06.179255	 0.0791	 0.0000	 11.13	 0.05	 2.00	 0.01	316	  5	N	N	  0	  1	  1	Sloan	Simbad
     864	J151142.86+060950.4	1237662268610904665	227.928590	+06.164017	 0.0790	 0.0002	  9.49	 0.12	 1.76	 0.07	 53	 24	N	N	  1	  1	  1	Sloan	Simbad
     865	J151144.05+061213.0	1237662268610904669	227.933547	+06.203622	 0.0770	 0.0000	  9.91	 0.18	 1.97	 0.04	 89	  8	N	N	  1	  1	  1	Sloan	Simbad
     866	J151145.65+061112.8	1237662268610904680	227.940215	+06.186909	 0.0805	 0.0001	  9.68	 0.15	 1.75	 0.05	 83	 12	N	N	  1	  0	  1	Sloan	Simbad
     867	J151147.07+061333.2	1237662268610904681	227.946124	+06.225895	 0.0841	 0.0001	  9.79	 0.09	 1.37	 0.03	 22	  0	N	N	  0	  0	  1	Sloan	Simbad
     868	J151146.21+061145.9	1237662268610904687	227.942540	+06.196107	 0.0754	 0.0001	 10.17	 0.06	 2.08	 0.07	117	 14	N	N	  0	  0	  1	Sloan	Simbad
