#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:38:32 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:38:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/196/11/table3&-out=**&-out.max=unlimited&-c=227.7337%20%2B5.7444&-c.rm=110	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	-c=227.733700+05.744400,rm=110.	
#Constraint -c.rm=110

#RESOURCE=yCat_21960011
#Name: J/ApJS/196/11
#Title: Bulge+disk decompositions of SDSS galaxies (Simard+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/apjs/196/11	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/196/11	    IVOID of underlying data collection
#INFO	creator=Simard L.	    First author or institution
#INFO	cites=bibcode:2011ApJS..196...11S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/196/11	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21960011	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-04-26	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_196_11_table3:
#Name: J/ApJS/196/11/table3
#Title: SDSS structural parameters from pure Sersic decompositions
#Column	_r	(F8.4)	Distance from center (227.73370+05.74440)[FK5/J2000]	[ucd=pos.angDistance]
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	objID	(I18)	SDSS object identifier	[ucd=meta.id]
#Column	z	(F6.4)	? SDSS redshift (spectroscopic if available or photometric ("-1" in "Sp")	[ucd=src.redshift]
#Column	Sp	(I2)	[-2/6] SDSS SpecClass value (G1)	[ucd=meta.code.class]
#Column	Scale	(F7.3)	? Physical scale at redshift z	[ucd=instr.scale]
#Column	Vmax	(F10.3)	? Galaxy volume correction (Eq. 7)	[ucd=arith.factor]
#Column	gg2d	(F6.2)	? GIM2D pure Sersic model g-band magnitude	[ucd=phot.mag;meta.modelled]
#Column	e_gg2d	(F6.2)	? Uncertainty in gg2d	[ucd=phot.mag;meta.modelled]
#Column	rg2d	(F6.2)	? GIM2D pure Sersic model r-band magnitude	[ucd=phot.mag;meta.modelled]
#Column	e_rg2d	(F6.2)	? Uncertainty in rg2d	[ucd=phot.mag;meta.modelled]
#Column	gg2df	(F6.2)	? GIM2D pure Sersic model g-band fiber magnitude	[ucd=phot.mag;meta.modelled]
#Column	rg2df	(F6.2)	? GIM2D pure Sersic model r-band fiber magnitude	[ucd=phot.mag;meta.modelled]
#Column	dCol	(F6.2)	[-4.95,+5.73]? Delta fiber color (G2)	[ucd=phot.mag]
#Column	Rhlg	(F6.2)	? g-band galaxy semi-major axis, half-light radius	[ucd=phys.size.smajAxis;src.orbital]
#Column	Rhlr	(F6.2)	? r-band galaxy semi-major axis, half-light radius	[ucd=phys.size.smajAxis;src.orbital]
#Column	Rchl_g	(F7.2)	[-336,284] g-band galaxy circular half-light radius	[ucd=phys.size.radius]
#Column	Rchl_r	(F7.2)	[-336,284] r-band galaxy circular half-light radius	[ucd=phys.size.radius]
#Column	e	(F6.2)	? Galaxy ellipticiy (G3)	[ucd=src.ellipticity]
#Column	e_e	(F6.2)	? Uncertainty in e	[ucd=stat.error]
#Column	phi	(F7.2)	[-360,360] Galaxy position angle (G4)	[ucd=pos.posAng]
#Column	e_phi	(F6.2)	? Uncertainty in phi	[ucd=stat.error]
#Column	(dx)g	(F6.2)	[-42,32]? g-band pure Sersic model center X offset (G5)	[ucd=stat.fit.param]
#Column	e_(dx)g	(F6.2)	? Uncertainty in (dx)g	[ucd=stat.error]
#Column	(dy)g	(F6.2)	[-38,30]? g-band pure Sersic model center Y offset (G5)	[ucd=stat.fit.param]
#Column	e_(dy)g	(F6.2)	? Uncertainty in (dy)g	[ucd=stat.error]
#Column	(dx)r	(F6.2)	[-31,30]? r-band pure Sersic model center X offset (G5)	[ucd=stat.fit.param]
#Column	e_(dx)r	(F6.2)	? Uncertainty in (dx)r	[ucd=stat.error]
#Column	(dy)r	(F6.2)	[-38,30]? r-band pure Sersic model center Y offset (G5)	[ucd=stat.fit.param]
#Column	e_(dy)r	(F6.2)	? Uncertainty in (dy)r	[ucd=stat.error]
#Column	S2g	(F6.2)	[-89,98]? g-band image smoothness parameter (G6)	[ucd=stat.fit.param]
#Column	S2r	(F6.2)	[-75,99]? r-band image smoothness parameter (G6)	[ucd=stat.fit.param]
#Column	ggMag	(F6.2)	[-37,7]? Absolute, rest-frame g-band GIM2D galaxy magnitude (Eq. 3a)	[ucd=phys.magAbs]
#Column	e_ggMag	(F6.2)	? Uncertainty in ggMag	[ucd=stat.error;phot.mag]
#Column	rgMag	(F6.2)	[-36,6]? Absolute, rest-frame r-band GIM2D galaxy magnitude (Eq. 3b)	[ucd=phys.magAbs]
#Column	e_rgMag	(F6.2)	? Uncertainty in rgMag	[ucd=stat.error;phot.mag]
#Column	ng	(F6.2)	[0,8]? Galaxy Sersic index	[ucd=stat.fit.param]
#Column	e_ng	(F6.2)	? Uncertainty in ng	[ucd=stat.error]
#Column	All	(A3)	Display all results from the 3 models	[ucd=meta.ref.url]
#Column	Sloan	(a5)	Display the SDSS data for this object	[ucd=meta.ref.url]
#Column	DR7	(A3)	Details from the SDSS-DR7 catalog (II/294)	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Positions from SDSS-DR7 (Cat. II/294) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from SDSS-DR7 (Cat. II/294) (declination part)	[ucd=pos.eq.dec;meta.main]
_r	recno	objID	z	Sp	Scale	Vmax	gg2d	e_gg2d	rg2d	e_rg2d	gg2df	rg2df	dCol	Rhlg	Rhlr	Rchl_g	Rchl_r	e	e_e	phi	e_phi	(dx)g	e_(dx)g	(dy)g	e_(dy)g	(dx)r	e_(dx)r	(dy)r	e_(dy)r	S2g	S2r	ggMag	e_ggMag	rgMag	e_rgMag	ng	e_ng	All	Sloan	DR7	_RA	_DE
 37.5793	  229921	587730023332249926	0.1389	-1	  2.451	   119.665	 18.94	  0.02	 17.83	  0.04	 19.88	 18.80	      	  4.33	  4.33	   3.19	   3.19	  0.55	  0.03	 142.42	  2.14	  0.55	  0.03	  0.31	  0.04	  0.21	  0.02	  0.36	  0.03	  0.03	  0.04	-20.73	  0.02	-21.54	  0.04	  3.60	  0.30	All	Sloan	DR7	228.33669	+05.92452
 33.4726	  229922	587730023332249978	0.3021	-1	  4.476	  1137.270	 19.71	  0.08	 18.12	  0.06	 20.87	 19.30	      	 10.12	 10.12	   7.82	   7.82	  0.46	  0.03	  68.17	  2.97	  0.52	  0.05	  0.28	  0.07	  0.35	  0.05	  0.43	  0.03	  0.09	  0.16	-22.58	  0.08	-23.38	  0.06	  1.40	  0.23	All	Sloan	DR7	228.27311	+05.89691
 37.1419	  229923	587730023332250106	0.0243	-1	  0.491	     0.684	 18.50	  0.03	 18.05	  0.04	 20.52	 20.08	      	  1.54	  1.54	   1.40	   1.40	  0.18	  0.03	  86.72	  6.33	  0.19	  0.07	  0.96	  0.08	  0.15	  0.08	  0.87	  0.09	  0.09	  0.08	-16.79	  0.03	-17.14	  0.04	  0.52	  0.04	All	Sloan	DR7	228.30401	+05.99208
 40.9616	  229924	587730023332315183	0.1567	-1	  2.711	   184.200	 18.84	  0.04	 17.63	  0.04	 20.59	 19.39	      	 10.90	 10.90	   9.91	   9.91	  0.18	  0.05	 151.99	  8.26	  0.51	  0.05	  0.59	  0.07	  0.41	  0.03	  0.65	  0.03	  0.04	  0.02	-21.22	  0.04	-22.03	  0.04	  3.06	  0.18	All	Sloan	DR7	228.39867	+05.91308
 49.1232	  229925	587730023332315248	0.1550	-1	  2.687	   192.558	 18.59	  0.04	 17.75	  0.05	 19.80	 18.95	      	  6.06	  6.06	   4.95	   4.95	  0.38	  0.04	  21.28	  4.44	  0.36	  0.05	  0.19	  0.05	  0.25	  0.04	  0.48	  0.04	 -0.01	  0.03	-21.22	  0.04	-21.79	  0.05	  1.68	  0.21	All	Sloan	DR7	228.49070	+06.06584
 48.2299	  229926	587730023332315265	0.1898	-1	  3.167	   308.726	 18.86	  0.08	 17.64	  0.08	 20.05	 18.86	      	  7.70	  7.70	   6.86	   6.86	  0.29	  0.05	  79.50	  6.38	  0.25	  0.04	  0.48	  0.03	  0.48	  0.02	  0.59	  0.02	  0.03	  0.02	-21.77	  0.08	-22.50	  0.08	  7.28	  0.87	All	Sloan	DR7	228.51185	+05.96103
 46.7126	  229927	587730023332315349	0.1866	-1	  3.124	   297.406	 19.02	  0.07	 17.80	  0.08	 20.23	 18.99	      	  6.27	  6.27	   5.85	   5.85	  0.14	  0.11	 148.05	 44.79	  0.37	  0.06	  0.53	  0.06	  0.34	  0.03	  0.55	  0.03	  0.06	  0.08	-21.49	  0.07	-22.33	  0.08	  2.31	  0.41	All	Sloan	DR7	228.43479	+06.09056
 46.8009	  229928	587730023332315390	0.1774	 2	  3.000	  1399.920	 17.56	  0.04	 16.25	  0.03	 19.76	 18.45	  0.01	 22.24	 22.24	  18.15	  18.15	  0.37	  0.02	 153.00	  1.35	  0.23	  0.03	  0.43	  0.03	  0.41	  0.02	  0.51	  0.03	  0.03	  0.03	-22.92	  0.04	-23.74	  0.03	  3.36	  0.10	All	Sloan	DR7	228.47748	+05.99138
 45.9462	  229929	587730023332315403	0.1784	 2	  3.013	   562.713	 18.11	  0.03	 16.85	  0.03	 19.85	 18.61	 -0.04	 19.36	 19.36	  16.84	  16.84	  0.28	  0.03	  74.96	  3.34	  0.53	  0.04	  0.52	  0.04	  0.36	  0.02	  0.61	  0.02	  0.07	  0.03	-22.26	  0.03	-23.13	  0.03	  7.38	  0.50	All	Sloan	DR7	228.47267	+05.95888
 45.6077	  229930	587730023332315418	0.1783	 2	  3.011	   486.190	 18.64	  0.03	 17.43	  0.02	 19.85	 18.63	  0.01	  7.78	  7.78	   5.51	   5.51	  0.58	  0.02	 118.90	  1.20	  0.28	  0.04	  0.51	  0.03	  0.26	  0.03	  0.51	  0.02	  0.06	  0.04	-21.76	  0.03	-22.54	  0.02	  1.82	  0.11	All	Sloan	DR7	228.48555	+05.87972
 47.6451	  229931	587730023332315419	0.1960	-1	  3.247	   681.704	 18.31	  0.05	 17.01	  0.05	 19.83	 18.55	      	 14.54	 14.54	  13.08	  13.08	  0.23	  0.03	  23.60	  4.61	  0.37	  0.02	  0.33	  0.04	  0.53	  0.02	  0.42	  0.02	  0.05	  0.02	-22.42	  0.05	-23.23	  0.05	  7.31	  0.59	All	Sloan	DR7	228.49744	+05.97537
 47.9876	  229932	587730023332315425	0.2149	-1	  3.489	   582.734	 18.71	  0.05	 17.57	  0.06	 20.15	 19.03	      	  9.89	  9.89	   9.05	   9.05	  0.18	  0.04	  69.80	  7.15	  0.35	  0.06	  0.31	  0.07	  0.54	  0.04	  0.39	  0.02	  0.05	  0.07	-22.14	  0.05	-22.84	  0.06	  2.79	  0.27	All	Sloan	DR7	228.50378	+05.97426
 48.2413	  229933	587730023332315431	0.1769	 2	  2.993	   377.529	 18.60	  0.03	 17.30	  0.02	 19.95	 18.68	  0.02	  9.74	  9.74	   8.87	   8.87	  0.23	  0.04	  20.83	  6.45	  0.32	  0.04	  0.49	  0.04	  0.49	  0.02	  0.56	  0.02	  0.02	  0.04	-21.86	  0.03	-22.68	  0.02	  7.40	  0.42	All	Sloan	DR7	228.50978	+05.96895
 42.4097	  229934	587730023332315521	0.1962	-1	  3.251	   396.264	 18.92	  0.04	 17.86	  0.03	 20.26	 19.21	      	  9.40	  9.40	   6.57	   6.57	  0.59	  0.02	  72.75	  1.24	  0.25	  0.07	  0.28	  0.05	  0.26	  0.06	  0.35	  0.03	  0.04	  0.03	-21.66	  0.04	-22.32	  0.03	  0.99	  0.10	All	Sloan	DR7	228.41940	+05.92955
 54.6447	  229935	587730023332380746	0.0239	 2	  0.482	     8.437	 16.83	  0.01	 16.11	  0.01	 17.93	 17.21	  0.04	  0.98	  0.98	   0.79	   0.79	  0.40	  0.01	  41.85	  0.41	  0.52	  0.01	  0.26	  0.00	  0.26	  0.01	  0.41	  0.01	  0.04	  0.02	-18.44	  0.01	-19.08	  0.01	  1.85	  0.04	All	Sloan	DR7	228.59538	+06.05232
 52.0155	  229936	587730023332380906	0.0481	 2	  0.943	    97.293	 16.48	  0.00	 15.58	  0.00	 18.77	 17.86	 -0.13	  6.61	  6.61	   5.26	   5.26	  0.41	  0.01	 179.85	  0.09	  0.54	  0.00	  0.56	  0.00	  0.48	  0.01	  0.39	  0.01	  0.14	  0.13	-20.43	  0.00	-21.23	  0.00	  2.49	  0.03	All	Sloan	DR7	228.55693	+06.02898
 52.6835	  229937	587730023332380941	0.0522	-1	  1.017	     7.150	 18.30	  0.03	 18.03	  0.03	 19.35	 19.11	      	  1.71	  1.71	   1.58	   1.58	  0.16	  0.02	  35.27	  4.01	  0.40	  0.03	  0.09	  0.03	  0.15	  0.03	  0.16	  0.03	  0.09	  0.05	-18.67	  0.03	-18.90	  0.03	  1.02	  0.08	All	Sloan	DR7	228.57593	+06.00722
 53.6394	  229938	587730023332380944	0.0252	 2	  0.507	     7.382	 17.18	  0.01	 16.42	  0.01	 18.44	 17.67	 -0.05	  1.30	  1.30	   0.93	   0.93	  0.56	  0.01	  96.70	  0.27	  0.05	  0.01	  0.61	  0.01	 -0.10	  0.02	  0.37	  0.01	  0.18	  0.14	-18.21	  0.01	-18.90	  0.01	  0.83	  0.02	All	Sloan	DR7	228.58127	+06.04175
 51.3144	  229939	587730023332380950	0.0858	-1	  1.608	    28.456	 18.99	  0.03	 18.06	  0.03	 19.56	 18.65	      	  1.40	  1.40	   1.18	   1.18	  0.36	  0.03	  71.05	  3.36	  0.44	  0.03	  0.32	  0.02	  0.44	  0.02	  0.48	  0.02	  0.02	  0.02	-19.36	  0.03	-20.09	  0.03	  2.36	  0.29	All	Sloan	DR7	228.57861	+05.90222
 55.6337	  229940	587730023332381001	0.0351	 2	  0.699	    16.048	 16.90	  0.01	 16.11	  0.02	 18.50	 17.71	  0.01	  2.51	  2.51	   2.52	   2.52	  0.00	  0.00	  89.01	  6.12	  0.24	  0.01	  0.51	  0.01	  0.24	  0.01	  0.37	  0.01	  0.08	  0.07	-19.26	  0.01	-19.97	  0.02	  4.61	  0.14	All	Sloan	DR7	228.64248	+05.95041
 56.2311	  229941	587730023332381013	0.1836	-1	  3.083	   465.519	 18.45	  0.07	 17.20	  0.07	 20.06	 18.86	      	 14.57	 14.57	  12.76	  12.76	  0.26	  0.03	 162.26	  4.76	  0.48	  0.04	  0.37	  0.06	  0.51	  0.02	  0.62	  0.03	  0.01	  0.02	-22.05	  0.07	-22.84	  0.07	  5.59	  0.49	All	Sloan	DR7	228.65780	+05.92657
 55.7565	  229942	587730023332381097	0.2754	 2	  4.194	  1538.040	 18.66	  0.04	 17.15	  0.04	 20.46	 18.95	  0.00	 21.56	 21.56	  19.82	  19.82	  0.17	  0.04	 171.72	  8.70	  0.49	  0.06	  0.56	  0.06	  0.54	  0.03	  0.41	  0.03	 -0.02	  0.02	-23.22	  0.04	-24.05	  0.04	  4.73	  0.39	All	Sloan	DR7	228.65102	+05.91980
 59.1162	  229943	587730023332446427	0.1610	-1	  2.772	   237.614	 18.78	  0.03	 17.82	  0.03	 19.96	 19.00	      	  6.32	  6.32	   4.81	   4.81	  0.48	  0.01	 100.23	  1.87	  0.32	  0.04	  0.59	  0.03	  0.34	  0.03	  0.47	  0.02	  0.06	  0.03	-21.19	  0.03	-21.85	  0.03	  1.32	  0.11	All	Sloan	DR7	228.70200	+05.95147
 59.6611	  229944	587730023332446443	0.1859	-1	  3.114	   765.693	 18.10	  0.04	 16.82	  0.04	 19.54	 18.27	      	 12.23	 12.23	  10.48	  10.48	  0.32	  0.02	  12.32	  2.50	  0.36	  0.02	  0.50	  0.04	  0.41	  0.02	  0.44	  0.01	  0.03	  0.02	-22.53	  0.04	-23.30	  0.04	  6.76	  0.33	All	Sloan	DR7	228.71395	+05.93883
 59.9480	  229945	587730023332446444	0.1782	 2	  3.010	   606.924	 18.20	  0.03	 16.97	  0.03	 20.14	 18.91	 -0.01	 22.33	 22.33	  14.44	  14.44	  0.70	  0.01	  71.30	  0.86	  0.33	  0.05	  0.20	  0.04	  0.39	  0.02	  0.55	  0.02	  0.07	  0.06	-22.24	  0.03	-23.05	  0.03	  3.41	  0.19	All	Sloan	DR7	228.71872	+05.93950
 58.8503	  229946	587730023332446450	0.1750	 2	  2.967	   799.986	 17.85	  0.03	 16.62	  0.02	 19.24	 18.02	  0.01	 10.47	 10.47	   8.80	   8.80	  0.34	  0.02	  58.33	  2.19	  0.27	  0.02	  0.43	  0.02	  0.44	  0.01	  0.33	  0.01	  0.03	  0.03	-22.57	  0.03	-23.33	  0.02	  6.10	  0.33	All	Sloan	DR7	228.71092	+05.87427
 61.9208	  229947	587730023332446474	0.1620	 2	  2.787	   380.069	 18.20	  0.03	 17.39	  0.03	 19.60	 18.81	  0.05	  7.59	  7.59	   6.28	   6.28	  0.35	  0.02	  55.33	  2.16	  0.25	  0.03	  0.30	  0.04	  0.50	  0.03	  0.73	  0.02	  0.13	  0.14	-21.79	  0.03	-22.31	  0.03	  1.91	  0.14	All	Sloan	DR7	228.74189	+05.98776
 62.2705	  229948	587730023332446493	0.0350	 2	  0.696	    34.107	 16.62	  0.01	 15.81	  0.01	 19.60	 18.77	 -0.11	  8.66	  8.66	   5.05	   5.05	  0.85	  0.00	 155.62	  0.05	  0.63	  0.03	  0.45	  0.04	  0.40	  0.01	  0.65	  0.03	  0.17	  0.17	-19.54	  0.01	-20.26	  0.01	  0.87	  0.01	All	Sloan	DR7	228.76048	+05.92810
 64.5318	  229949	587730023332446499	0.1193	-1	  2.153	    82.129	 18.72	  0.04	 18.02	  0.03	 19.68	 19.00	      	  3.26	  3.26	   3.11	   3.11	  0.12	  0.03	 148.67	  6.62	  0.49	  0.04	  0.41	  0.03	  0.42	  0.03	  0.25	  0.03	  0.06	  0.04	-20.37	  0.04	-20.89	  0.03	  1.05	  0.10	All	Sloan	DR7	228.77190	+06.04485
 61.8072	  229950	587730023332446501	0.1723	-1	  2.930	   248.287	 19.02	  0.06	 17.76	  0.06	 20.21	 18.98	      	  7.47	  7.47	   5.99	   5.99	  0.41	  0.04	 175.72	  3.78	  0.40	  0.06	  0.29	  0.07	  0.29	  0.02	  0.56	  0.03	  0.04	  0.02	-21.31	  0.06	-22.18	  0.06	  4.66	  0.48	All	Sloan	DR7	228.76156	+05.86878
 63.2963	  229951	587730023332446514	0.1383	 2	  2.443	   203.478	 18.50	  0.03	 17.62	  0.03	 20.00	 19.09	  0.00	  6.96	  6.96	   5.36	   5.36	  0.45	  0.02	  35.19	  1.52	  0.46	  0.05	 -0.04	  0.05	  0.33	  0.05	  0.40	  0.04	  0.06	  0.06	-21.03	  0.03	-21.68	  0.03	  0.83	  0.05	All	Sloan	DR7	228.78146	+05.90688
 63.7322	  229952	587730023332446526	0.1397	 2	  2.463	   185.538	 18.24	  0.08	 17.19	  0.08	 19.98	 18.93	  0.00	 16.63	 16.63	  12.72	  12.72	  0.48	  0.04	 111.43	  2.27	  0.36	  0.06	  0.25	  0.03	  0.58	  0.03	  0.55	  0.02	  0.03	  0.02	-21.41	  0.08	-22.15	  0.08	  6.72	  0.70	All	Sloan	DR7	228.79311	+05.87640
 68.0069	  229953	587730023332511801	0.1620	-1	  2.786	   199.034	 18.51	  0.07	 17.48	  0.06	 20.35	 19.27	      	 15.55	 15.55	  13.89	  13.89	  0.22	  0.04	  -0.11	  6.95	  0.58	  0.06	  0.54	  0.06	  0.50	  0.03	  0.30	  0.03	  0.07	  0.03	-21.48	  0.07	-22.21	  0.06	  5.22	  0.46	All	Sloan	DR7	228.85797	+05.92822
 69.4476	  229954	587730023332511905	0.0667	-1	  1.278	    14.209	 18.65	  0.03	 17.98	  0.03	 20.02	 19.31	      	  3.24	  3.24	   2.53	   2.53	  0.43	  0.02	  45.09	  1.67	  0.70	  0.04	  0.72	  0.05	  0.38	  0.05	  0.46	  0.04	  0.08	  0.07	-18.98	  0.03	-19.54	  0.03	  0.86	  0.08	All	Sloan	DR7	228.86728	+06.00551
 68.8794	  229955	587730023332511927	0.1769	 2	  2.993	   426.378	 18.50	  0.05	 17.27	  0.03	 19.86	 18.57	  0.06	  7.75	  7.75	   7.84	   7.84	  0.01	  0.02	  79.98	 12.88	  0.50	  0.04	  0.59	  0.04	  0.23	  0.01	  0.37	  0.02	  0.06	  0.04	-21.93	  0.05	-22.73	  0.03	  5.91	  0.37	All	Sloan	DR7	228.88276	+05.84935
 75.0694	  229956	587730023332512011	0.1041	 2	  1.910	    84.617	 18.20	  0.03	 17.58	  0.03	 18.82	 18.15	  0.08	  1.12	  1.12	   1.21	   1.21	  0.06	  0.04	  22.88	 11.43	  0.24	  0.01	  0.42	  0.02	  0.33	  0.01	  0.45	  0.01	  0.06	  0.02	-20.55	  0.03	-21.01	  0.03	  4.01	  0.29	All	Sloan	DR7	228.96044	+06.02064
 77.7535	  229957	587730023332577368	0.1761	 2	  2.982	   874.856	 17.95	  0.04	 16.64	  0.03	 19.58	 18.24	  0.04	 13.06	 13.06	  12.88	  12.88	  0.04	  0.03	  83.05	 11.47	  0.41	  0.03	  0.36	  0.03	  0.23	  0.01	  0.39	  0.02	  0.03	  0.00	-22.51	  0.04	-23.34	  0.03	  6.36	  0.37	All	Sloan	DR7	229.02500	+05.91493
 79.5975	  229958	587730023332577386	0.0354	 2	  0.704	    72.689	 15.98	  0.00	 15.12	  0.00	 17.44	 16.55	  0.05	  2.40	  2.40	   2.09	   2.09	  0.27	  0.01	  20.68	  0.32	  0.49	  0.00	  0.26	  0.00	  0.52	  0.00	  0.26	  0.01	  0.04	  0.04	-20.23	  0.00	-20.98	  0.00	  4.96	  0.05	All	Sloan	DR7	229.03928	+06.01513
 78.6049	  229959	587730023332577539	0.1413	-1	  2.487	   145.912	 18.85	  0.05	 17.73	  0.04	 19.92	 18.76	      	  4.39	  4.39	   3.92	   3.92	  0.24	  0.04	 157.49	  6.43	  0.48	  0.04	  0.42	  0.03	  0.49	  0.02	  0.37	  0.02	  0.00	  0.01	-20.86	  0.05	-21.67	  0.04	  4.49	  0.26	All	Sloan	DR7	229.02013	+06.02515
 78.9390	  229960	587730023332577562	0.1386	-1	  2.446	   126.988	 18.67	  0.05	 17.64	  0.04	 19.98	 18.90	      	  7.88	  7.88	   5.65	   5.65	  0.59	  0.02	  -1.13	  1.74	  0.24	  0.03	  0.44	  0.04	  0.33	  0.02	  0.51	  0.02	  0.07	  0.07	-20.93	  0.05	-21.69	  0.04	  4.64	  0.32	All	Sloan	DR7	229.03282	+05.99113
 78.9299	  229961	587730023332577571	0.1232	 2	  2.213	   157.662	 18.23	  0.03	 17.23	  0.02	 19.59	 18.51	  0.06	  7.45	  7.45	   6.04	   6.04	  0.43	  0.03	  85.28	  1.90	  0.26	  0.03	  0.27	  0.02	  0.40	  0.02	  0.29	  0.02	  0.02	  0.04	-21.11	  0.03	-21.82	  0.02	  7.18	  0.30	All	Sloan	DR7	229.03707	+05.96679
 79.4289	  229962	587730023332577574	0.0349	 2	  0.694	    12.997	 17.03	  0.01	 16.60	  0.01	 18.85	 18.40	 -0.07	  2.44	  2.44	   1.84	   1.84	  0.47	  0.01	  79.49	  0.35	  0.18	  0.01	  0.54	  0.01	  0.07	  0.01	  0.47	  0.01	  0.14	  0.15	-19.07	  0.01	-19.46	  0.01	  0.62	  0.02	All	Sloan	DR7	229.04059	+05.99417
 80.6781	  229963	587730023332577608	0.1434	 2	  2.517	   496.140	 17.74	  0.02	 16.59	  0.03	 19.19	 17.99	  0.06	  8.41	  8.41	   8.04	   8.04	  0.12	  0.02	  92.98	  6.94	  0.29	  0.02	  0.44	  0.02	  0.29	  0.01	  0.46	  0.01	  0.04	  0.01	-22.07	  0.02	-22.86	  0.03	  6.15	  0.25	All	Sloan	DR7	229.08124	+05.84777
 81.6386	  229964	587730023332577621	0.0346	 2	  0.690	    54.165	 15.72	  0.00	 15.29	  0.00	 18.19	 17.71	  0.01	  4.16	  4.16	   3.66	   3.66	  0.24	  0.00	  97.42	  0.12	  0.50	  0.00	  0.10	  0.00	  0.40	  0.00	  0.19	  0.01	  0.25	  0.25	-20.39	  0.00	-20.76	  0.00	  1.78	  0.02	All	Sloan	DR7	229.09599	+05.86483
 81.5272	  229965	587730023332577630	0.1657	-1	  2.838	   454.241	 18.10	  0.03	 16.87	  0.03	 19.86	 18.57	      	 19.89	 19.89	  15.31	  15.31	  0.47	  0.03	  29.62	  1.89	  0.51	  0.03	  0.42	  0.04	  0.47	  0.02	  0.42	  0.02	  0.03	  0.02	-22.09	  0.03	-22.96	  0.03	  6.74	  0.25	All	Sloan	DR7	229.09563	+05.84619
 82.3797	  229966	587730023332577647	0.0805	 2	  1.518	    36.480	 18.34	  0.03	 17.68	  0.03	 19.34	 18.62	  0.09	  2.73	  2.73	   2.18	   2.18	  0.42	  0.02	 136.26	  1.75	  0.38	  0.03	  0.26	  0.04	  0.41	  0.02	  0.60	  0.02	  0.04	  0.02	-19.78	  0.03	-20.31	  0.03	  2.06	  0.16	All	Sloan	DR7	229.11119	+05.82763
 87.8707	  229967	587730023332643047	0.0799	 2	  1.509	    73.739	 17.61	  0.02	 16.86	  0.03	 19.12	 18.32	  0.05	  5.99	  5.99	   5.09	   5.09	  0.32	  0.02	  52.32	  2.02	  0.53	  0.02	  0.48	  0.02	  0.56	  0.02	  0.53	  0.01	  0.03	  0.04	-20.48	  0.02	-21.11	  0.03	  5.77	  0.26	All	Sloan	DR7	229.18681	+05.97954
 88.0226	  229968	587730023332643058	0.0352	 2	  0.699	    15.608	 16.99	  0.00	 16.48	  0.01	 19.62	 19.07	 -0.07	  4.88	  4.88	   3.40	   3.40	  0.59	  0.00	   3.31	  0.28	  0.30	  0.01	  0.76	  0.01	  0.43	  0.03	  0.50	  0.06	  0.07	  0.06	-19.16	  0.00	-19.61	  0.01	  0.92	  0.02	All	Sloan	DR7	229.19170	+05.96479
 90.9180	  229969	587730023332643129	0.1013	-1	  1.866	    86.760	 18.24	  0.02	 17.62	  0.02	 19.32	 18.63	      	  3.06	  3.06	   2.91	   2.91	  0.11	  0.02	  80.56	  4.78	  0.65	  0.03	  0.53	  0.03	  0.45	  0.02	  0.54	  0.03	  0.07	  0.06	-20.43	  0.02	-20.91	  0.02	  0.81	  0.05	All	Sloan	DR7	229.24277	+05.95050
 91.5040	  229970	587730023332643138	0.0780	-1	  1.476	    60.947	 18.08	  0.02	 17.17	  0.02	 18.99	 17.99	      	  2.77	  2.77	   1.80	   1.80	  0.72	  0.01	 157.33	  0.60	  0.53	  0.02	  0.45	  0.02	  0.38	  0.01	  0.43	  0.01	  0.02	  0.03	-20.04	  0.02	-20.78	  0.02	  3.65	  0.15	All	Sloan	DR7	229.25369	+05.94291
