#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:17:22 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:17:22	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/514/497/tablea1&-out=**&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75140497
#Name: J/MNRAS/514/497
#Title: HST/MUSE study of galaxies in Abell 370 (Lagattuta+, 2022)
#INFO	ivoid=ivo://cds.vizier/j/mnras/514/497	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/514/497	    IVOID of underlying data collection
#INFO	creator=Lagattuta D.J.	    First author or institution
#INFO	cites=bibcode:2022MNRAS.514..497L	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2022	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/514/497	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bg-g2-fh	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-08-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_514_497_tablea1:
#Name: J/MNRAS/514/497/tablea1
#Title: The Abell 370 Pilot-WINGS master data catalogue containing spectroscopic/photometric and spatial informations
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(I5)	Numerical identifier from SExtractor for each galaxy (iden) (1)	[ucd=meta.id;meta.main]
#Column	IDfrom	(A7)	An indication of how the object was detected (idfrom) (2)	[ucd=src.class]
#Column	Field	(A4)	The data set containing the galaxy (Field) (3)	[ucd=src.class.starGalaxy]
#Column	RAJ2000	(F11.8)	Right Ascension aligned to Gaia DR2 world coordinate system (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.8)	Declination aligned to Gaia DR2 world coordinate system (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.5)	The measured redshift of each galaxy (z)	[ucd=src.redshift]
#Column	q_z	(I1)	An assessment of the reliability of the redshift measurement from low q_z = 1 to high q_z = 3 (zconf) (4)	[ucd=meta.code.qual;src.redshift]
#Column	F435Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F435W-band (F435W) (5)	[ucd=phot.mag;em.opt.B]
#Column	e_F435Wmag	(D16.9)	[]? The measured uncertainty of F435Wmag (F435W_err)	[ucd=stat.error]
#Column	F606Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F606W-band (F606W) (5)	[ucd=phot.mag;em.opt.R]
#Column	e_F606Wmag	(D16.9)	[]? The measured uncertainty of F606Wmag (F606W_err)	[ucd=stat.error]
#Column	F814Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F814W-band (F814W) (5)	[ucd=phot.mag;em.opt.I]
#Column	e_F814Wmag	(D16.9)	[]? The measured uncertainty of F814Wmag (F814W_err)	[ucd=stat.error]
#Column	F105Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F105W-band (F105W) (5)	[ucd=phot.mag;em.IR.J]
#Column	e_F105Wmag	(D16.9)	[]? The measured uncertainty of F105Wmag (F105W_err)	[ucd=stat.error]
#Column	F125Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F125W-band (F125W) (5)	[ucd=phot.mag;em.IR.J]
#Column	e_F125Wmag	(D16.9)	[]? The measured uncertainty of F125Wmag (F125W_err)	[ucd=stat.error]
#Column	F140Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F140W-band (F140W) (5)	[ucd=phot.mag;em.IR.J]
#Column	e_F140Wmag	(D16.9)	[]? The measured uncertainty of F140Wmag (F140W_err)	[ucd=stat.error]
#Column	F160Wmag	(F10.6)	? The measured apparent AB magnitude in the given HST F60W-band (F160W) (5)	[ucd=phot.mag;em.IR.H]
#Column	e_F160Wmag	(D16.9)	[]? The measured uncertainty of F160Wmag (F160W_err)	[ucd=stat.error]
#Column	MULID	(a9)	If the object is part of a multiply-imaged system it gives a unique identifier for each image (MUL) (6)	[ucd=meta.id.assoc]
recno	ID	IDfrom	Field	RAJ2000	DEJ2000	z	q_z	F435Wmag	e_F435Wmag	F606Wmag	e_F606Wmag	F814Wmag	e_F814Wmag	F105Wmag	e_F105Wmag	F125Wmag	e_F125Wmag	F140Wmag	e_F140Wmag	F160Wmag	e_F160Wmag	MULID
     764	 4850	PRIOR  	CORE	39.97196600	-1.58789950	5.64890	3	 29.301470	 9.117871000e-01	 32.434826	 1.218685300e+01	 27.909616	 4.812329400e-01	 28.728884	 1.349069800e+00	 28.665163	 1.897821100e+00	 28.741158	 1.135458200e+00	 28.695425	 3.564000000e-01	19.1
     765	 4854	PRIOR  	CORE	39.96391630	-1.58804820	3.77196	3	 27.553308	 3.794872800e-02	 26.919043	 9.870885000e-03	 26.479261	 1.089242000e-02	 26.414295	 7.625350000e-03	 26.384117	 7.684734000e-03	 26.422655	 6.489398000e-03	 26.394186	 1.007515800e-02	16.1
     766	 4914	PRIOR  	CORE	39.97744300	-1.58874480	0.37280	2	 26.346985	 2.119532100e-01	 24.508663	 7.539821000e-02	 23.584866	 4.762556800e-02	 23.240839	 6.852189500e-02	 23.088045	 4.403194000e-02	 22.997606	 1.169950200e-01	 22.941220	 5.886438000e-02	
     767	 4930	PRIOR  	CORE	39.96524920	-1.58783230	5.75050	3	 28.882378	 6.389331000e-01	          	 1.085700000e+00	 26.895220	 2.393726900e-01	 27.052542	 5.581625000e-01	 27.143597	 7.603342500e-01	 27.462265	 7.162461000e-01	 27.379782	 2.366074900e-01	20.1
     768	 4976	PRIOR  	CORE	39.96175180	-1.58847680	0.37633	1	 26.358660	 2.111090000e-01	 24.931368	 1.006450100e-01	 24.170221	 7.250275000e-02	 23.896513	 1.149017700e-01	 23.784798	 8.190911000e-02	 23.697567	 1.788250700e-01	 23.643063	 8.555385500e-02	
     769	 4986	PRIOR  	CORE	39.98203090	-1.58742960	0.38650	3	 26.073600	 1.850000000e-02	 25.787900	 1.520000000e-02	 26.007500	 1.200000000e-02	 26.037900	 1.590000000e-02	 26.163700	 2.600000000e-02	 26.197400	 2.630000000e-02	 26.141200	 2.080000000e-02	
     770	 5004	PRIOR  	CORE	39.97870460	-1.58825180	0.38410	2	 25.936281	 1.633737800e-01	 24.202057	 6.413422500e-02	 23.280914	 3.999417300e-02	 22.937570	 5.656431600e-02	 22.766478	 3.430785200e-02	 22.664340	 1.000513500e-01	 22.589327	 5.121655000e-02	
     771	 5015	PRIOR  	CORE	39.98058590	-1.58876850	0.39660	3	 24.858131	 1.049005300e-01	 23.848350	 7.080121000e-02	 23.358559	 5.948313000e-02	 23.191097	 9.594402000e-02	 23.129210	 6.589310600e-02	 23.089087	 1.808315800e-01	 23.038834	 9.023018000e-02	
     772	 5051	PRIOR  	CORE	39.98264180	-1.58880730	0.38430	3	 24.557878	 7.962733500e-02	 23.430670	 5.056121000e-02	 22.908930	 4.143500300e-02	 22.778908	 7.820501000e-02	 22.690474	 4.971520000e-02	 22.627910	 1.532680700e-01	 22.607687	 7.721670000e-02	
     773	 5078	PRIOR  	CORE	39.97579620	-1.58708390	4.42707	3	          	 1.451462650e+01	 28.454240	 2.385888400e-01	 27.914972	 2.206402300e-01	 28.118643	 5.321203500e-01	 28.632990	 1.141857500e+00	 28.460358	 6.217505000e-01	 28.265326	 1.862701000e-01	18.1
     774	 5090	PRIOR  	CORE	39.97320710	-1.58743490	4.33605	2	 27.856804	 6.656438000e-02	 26.594557	 9.709761500e-03	 25.798086	 7.714365600e-03	 25.655397	 5.027438500e-03	 25.607971	 4.986739300e-03	 25.540846	 3.820557600e-03	 25.448063	 5.590484500e-03	40.3
     775	 5091	PRIOR  	CORE	39.97190470	-1.58701270	3.70692	3	-29.086878	 9.900000000e+01	 28.770245	 3.523723000e-02	 28.748585	 5.715023000e-02	 28.625149	 3.791102400e-02	 28.368850	 3.102325000e-02	 28.316467	 2.409315000e-02	 28.224430	 3.527883800e-02	15.2
     776	 5109	PRIOR  	CORE	39.97221880	-1.58933120	0.34640	3	 22.171082	 3.335450000e-02	 20.915134	 2.028832400e-02	 20.237022	 1.297143700e-02	 19.919930	 1.488223800e-02	 19.691797	 5.911263600e-03	 19.563550	 3.889037000e-02	 19.460140	 2.491600300e-02	
     777	 5148	PRIOR  	CORE	39.96972580	-1.58783250	0.37395	2	 26.993773	 2.994872000e-01	 24.777100	 8.162533500e-02	 23.914347	 5.333757800e-02	 23.577030	 7.756138000e-02	 23.399376	 5.061849000e-02	 23.305815	 1.243940100e-01	 23.182425	 5.924067000e-02	
     778	 5184	PRIOR  	CORE	39.97389020	-1.58734090	0.00000	3	 24.941515	 8.573046000e-02	 23.623938	 4.555219400e-02	 22.773922	 2.890657000e-02	 22.458794	 4.141675000e-02	 22.362078	 2.506666300e-02	 22.286642	 8.429288000e-02	 22.231533	 4.501926000e-02	
     779	 5199	PRIOR  	CORE	39.96359420	-1.58690480	5.75050	3	 30.797087	 1.483329000e+00	 29.893131	 8.097313000e-01	 27.694650	 2.512295200e-01	 27.541443	 4.619746500e-01	 27.505915	 5.713628500e-01	 27.579708	 4.762041300e-01	 27.641863	 1.716474600e-01	20.2
     780	 5242	PRIOR  	CORE	39.98194280	-1.58894480	0.00000	3	 24.318775	 6.601056500e-02	 22.386007	 2.484035500e-02	 21.116930	 1.154910700e-02	 20.587238	 1.366120000e-02	 20.447258	 6.399329300e-03	 20.438435	 3.695880000e-02	 20.468775	 2.381451400e-02	
     781	 5247	PRIOR  	CORE	39.98028310	-1.58757010	0.36550	1	 25.653100	 1.722348500e-01	 23.818657	 6.489607000e-02	 23.005585	 4.301642300e-02	 22.699032	 6.214952500e-02	 22.560831	 3.736834600e-02	 22.470015	 1.171784850e-01	 22.393440	 6.085597700e-02	
     782	 5263	PRIOR  	CORE	39.96886240	-1.58714120	0.58020	3	 24.263205	 4.882785700e-02	 23.761130	 4.624634600e-02	 23.245312	 3.744427000e-02	 23.243631	 6.856293000e-02	 23.309807	 5.247369000e-02	 23.237429	 1.365917200e-01	 23.105104	 6.409345000e-02	
     783	 5325	PRIOR  	CORE	39.98212020	-1.58739240	0.38638	3	 24.507050	 5.362818400e-02	 23.974566	 5.023017000e-02	 23.778320	 5.245890000e-02	 23.730257	 9.438860000e-02	 23.740921	 7.406762000e-02	 23.732082	 1.731110700e-01	 23.696499	 8.252502000e-02	
     784	 5326	PRIOR  	CORE	39.97533820	-1.58698980	0.36970	3	 26.045544	 1.600569300e-01	 24.003841	 4.996898400e-02	 23.033777	 2.956629700e-02	 22.660048	 4.123014200e-02	 22.444756	 2.368924400e-02	 22.254097	 7.040577400e-02	 22.152773	 3.651399000e-02	
     785	 5333	PRIOR  	CORE	39.95900450	-1.58633240	0.30520	3	 27.509045	 2.153436000e-01	 26.230130	 1.077104100e-01	 25.781254	 1.015915000e-01	 25.632248	 1.775204700e-01	 25.625834	 1.726495900e-01	 25.542150	 2.355202900e-01	 25.528269	 9.842323500e-02	
     786	 5339	PRIOR  	CORE	39.97517030	-1.58795240	0.37810	3	 23.807947	 5.011613700e-02	 22.200750	 2.306038700e-02	 21.452505	 1.507912100e-02	 21.163216	 2.140813300e-02	 20.984430	 1.051354100e-02	 20.877365	 4.897105300e-02	 20.793350	 2.856564500e-02	
     787	 5369	PRIOR  	CORE	39.97439160	-1.58611900	3.12770	3	 27.406874	 1.555193000e-01	 26.635360	 1.055994100e-01	 26.747284	 1.472382200e-01	 27.039814	 4.476829800e-01	 27.132110	 5.747676000e-01	 27.000090	 4.762153000e-01	 26.852304	 1.656200600e-01	22.1
     788	 5373	PRIOR  	CORE	39.96163770	-1.58659370	0.68030	3	 25.889305	 8.214529000e-02	 25.335945	 7.179321000e-02	 24.712812	 5.737552800e-02	 24.613758	 1.012722500e-01	 24.590227	 9.039839000e-02	 24.531404	 1.576353000e-01	 24.477884	 7.074103000e-02	
     789	 5380	PRIOR  	CORE	39.96755310	-1.58610240	0.68019	3	 27.514265	 3.590341700e-02	 26.724674	 8.094025000e-03	 26.012863	 6.952178700e-03	 25.852375	 4.457052300e-03	 25.553968	 3.508529600e-03	 25.456408	 2.613733000e-03	 25.280857	 3.543859600e-03	
     790	 5398	PRIOR  	CORE	39.96589850	-1.58935000	0.30500	3	 21.157100	 3.300000000e-03	 19.812900	 1.000000000e-03	 19.061600	 3.000000000e-04	 18.700200	 3.000000000e-04	 18.446900	 4.000000000e-04	 18.308100	 3.000000000e-04	 18.179700	 2.000000000e-04	
     791	 5455	PRIOR  	CORE	39.95883030	-1.58734420	0.30510	3	 24.201889	 6.130652500e-02	 23.144173	 4.110148500e-02	 22.699110	 3.519546000e-02	 22.496294	 5.601876200e-02	 22.425888	 3.508559600e-02	 22.360922	 1.129873840e-01	 22.317480	 6.052089000e-02	
     792	 5458	PRIOR  	CORE	39.95931270	-1.58682000	1.19690	3	 25.037848	 6.460279000e-02	 24.939750	 7.932164000e-02	 24.435814	 6.859103600e-02	 23.988361	 9.427767000e-02	 24.006046	 7.765090000e-02	 23.855150	 1.547799600e-01	 23.771210	 7.130160000e-02	
     793	 5464	PRIOR  	CORE	39.95749380	-1.58649550	0.37273	2	 23.340816	 4.545022500e-02	 20.616547	 1.034183700e-02	 21.144508	 1.624948900e-02	 21.247395	 3.295097500e-02	 21.063414	 1.667622300e-02	 21.006514	 7.586675000e-02	 20.931387	 4.437485700e-02	
     794	 5495	PRIOR  	CORE	39.96073640	-1.58589940	0.42360	3	 25.964037	 7.504796000e-02	 25.426147	 6.584382000e-02	 25.057318	 6.314481000e-02	 25.104174	 1.259580600e-01	 25.171278	 1.237257400e-01	 25.069506	 1.857453600e-01	 25.043339	 8.127746000e-02	
     795	 5523	PRIOR  	CORE	39.97422520	-1.58562450	3.12890	3	 26.873816	 1.554925000e-01	 25.998423	 1.007362100e-01	 25.991152	 1.253758400e-01	 26.231650	 3.278293000e-01	 26.212336	 3.298464400e-01	 26.021944	 3.629566000e-01	 25.871910	 1.325368000e-01	14.3
     796	 5535	PRIOR  	CORE	39.96797100	-1.58614910	0.68020	3	 25.083796	 9.593512000e-03	 24.000980	 1.650885000e-03	 23.159472	 1.258328200e-03	 22.826876	 6.884581500e-04	 22.636366	 5.985689000e-04	 22.540947	 4.467932200e-04	 22.432886	 6.446412000e-04	
     797	 5549	PRIOR  	CORE	39.96874730	-1.58564600	2.75120	2	 26.674107	 4.991453300e-01	 24.478035	 1.389936000e-01	 23.798504	 9.985953000e-02	 23.565720	 1.590517500e-01	 23.264898	 9.451651600e-02	 23.051380	 2.224401800e-01	 22.668913	 9.321037000e-02	7.3
     798	 5586	PRIOR  	CORE	39.95752880	-1.58572090	0.00000	2	          	 1.085700000e+00	 22.078585	 1.835498800e-02	 22.210497	 2.308220400e-02	 22.983870	 7.220404600e-02	 22.714066	 4.161681200e-02	 22.778522	 1.284581600e-01	 22.761301	 6.925622400e-02	
     799	 5645	PRIOR  	CORE	39.97797680	-1.58486530	0.38614	3	 28.597374	 4.372724500e-02	 27.392199	 6.722755700e-03	 26.943897	 7.360503500e-03	 26.752453	 4.586183500e-03	 26.660843	 4.367656000e-03	 26.562683	 3.251953700e-03	 26.503784	 4.909306800e-03	
     800	 5674	PRIOR  	CORE	39.97099740	-1.58580360	0.36767	3	 25.823288	 3.953533500e-01	 23.192165	 7.950939000e-02	 22.170393	 4.256808000e-02	 21.924582	 6.414989400e-02	 21.680737	 3.316051500e-02	 21.625196	 1.254606100e-01	 21.476770	 6.436679000e-02	
     801	 5706	PRIOR  	CORE	39.96642860	-1.58562470	1.20370	2	 26.827185	 1.802865000e-01	 26.493565	 1.735356000e-01	 26.107020	 1.687002600e-01	 25.780420	 2.661063000e-01	 25.770685	 2.713577400e-01	 25.730476	 3.519838500e-01	 25.501276	 1.244310200e-01	
     802	 5746	PRIOR  	CORE	39.97267570	-1.58673630	0.36120	2	 25.958433	 2.455937000e-01	 24.162174	 9.000805000e-02	 23.356950	 5.958419000e-02	 23.174988	 9.563994400e-02	 23.012600	 5.986868600e-02	 22.970123	 1.713113500e-01	 22.929005	 8.784636000e-02	
     803	 5783	PRIOR  	CORE	39.97806360	-1.58528850	1.06040	3	 25.236359	 7.057126600e-02	 25.043848	 7.925579000e-02	 24.411856	 6.183313600e-02	 24.139915	 9.602816000e-02	 24.108244	 7.635750600e-02	 23.995350	 1.531289800e-01	 23.992899	 7.258123000e-02	
     804	 5798	PRIOR  	CORE	39.97033830	-1.58599840	0.00000	3	 25.862137	 3.275348000e-01	 24.178362	 1.275312800e-01	 22.336811	 3.995570500e-02	 21.521767	 3.419358700e-02	 21.326780	 1.709396800e-02	 21.326939	 7.907832400e-02	 21.251080	 4.472725500e-02	
     805	 5822	PRIOR  	CORE	39.96703350	-1.58457960	2.91000	3	 26.720573	 1.145909000e-01	 26.281418	 1.022427300e-01	 26.121504	 1.163966300e-01	 26.452122	 2.975504700e-01	 26.552300	 3.578663800e-01	 26.366674	 3.489379600e-01	 25.985905	 1.127954300e-01	28.2
     806	 5833	PRIOR  	CORE	39.97175280	-1.58612160	0.37110	3	 22.183508	 6.633021000e-02	 20.773815	 3.550628000e-02	 20.034775	 2.187593000e-02	 19.774834	 2.875854000e-02	 19.559963	 1.182166000e-02	 19.565119	 8.080279000e-02	 19.421759	 4.968858500e-02	
     807	 5840	PRIOR  	CORE	39.95408950	-1.58431560	3.83670	2	          	 1.085700000e+00	 27.447540	 2.797573000e-01	 27.085209	 3.030930500e-01	 27.545435	 8.839347000e-01	 27.864292	 1.604000300e+00	 27.631979	 8.769007300e-01	 27.749125	 3.311200400e-01	
     808	 5860	PRIOR  	CORE	39.97107540	-1.58691030	0.37530	3	 22.630800	 1.290000000e-02	 20.770300	 2.400000000e-03	 19.802400	 6.000000000e-04	 19.354200	 4.000000000e-04	 19.085300	 5.000000000e-04	 18.941500	 4.000000000e-04	 18.813900	 3.000000000e-04	
     809	 5877	PRIOR  	CORE	39.98438350	-1.58413220	3.77430	2	          	 1.085700000e+00	 28.914060	 4.572430300e-01	 28.357344	 4.423712000e-01	 28.566717	 1.065584000e+00	 28.882256	 1.944957000e+00	 28.213920	 7.860025000e-01	 28.237114	 2.752920700e-01	16.3
     810	 5888	PRIOR  	CORE	39.97724680	-1.58431630	0.38460	3	 26.716143	 1.712172100e-02	 25.851370	 3.601671000e-03	 -2.000000	-2.000000000e+00	 -2.000000	-2.000000000e+00	 25.023882	 2.141665700e-03	 24.944363	 1.622199300e-03	 24.833040	 2.333515600e-03	
     811	 5902	PRIOR  	CORE	39.96743430	-1.58717870	0.32590	3	 22.764568	 3.472355000e-02	 21.280027	 1.838478600e-02	 20.438335	 1.089496200e-02	 20.014133	 1.372588300e-02	 19.704453	 5.187190600e-03	 19.530783	 3.353230700e-02	 19.372744	 2.068080000e-02	
     812	 5961	PRIOR  	CORE	39.97997050	-1.58471950	1.04620	3	 24.701593	 7.839455500e-02	 24.861480	 1.148191300e-01	 24.084326	 8.072010000e-02	 23.835135	 1.267075100e-01	 23.863040	 1.027256000e-01	 23.749231	 2.112191500e-01	 23.743174	 1.032701500e-01	
     813	 5964	PRIOR  	CORE	39.97709820	-1.58367720	0.38590	3	-29.323404	 9.900000000e+01	-29.197670	 9.900000000e+01	-29.306143	 9.900000000e+01	-29.416588	 9.900000000e+01	-29.197382	 9.900000000e+01	-29.159800	 9.900000000e+01	-29.175097	 9.900000000e+01	
     814	 5982	PRIOR  	CORE	39.97195990	-1.58424850	0.36952	3	 25.185759	 7.130550000e-03	 -2.000000	-2.000000000e+00	 22.163713	 3.402908600e-04	 21.761051	 1.745452000e-04	 21.497856	 1.419287300e-04	 21.355135	 1.014243100e-04	 21.235470	 1.447809200e-04	
     815	 6006	PRIOR  	CORE	39.96874320	-1.58450520	0.72510	3	 24.167933	 3.820337600e-03	 22.913582	 5.613417600e-04	 21.728292	 3.117396000e-04	 21.170652	 1.386302500e-04	 20.882431	 1.101563760e-04	 20.732525	 7.820014400e-05	 20.556675	 1.059991700e-04	2.3
     816	 6023	PRIOR  	CORE	39.96910640	-1.58498910	0.37430	3	 23.048218	 5.162504000e-02	 21.163256	 2.051744400e-02	 20.163110	 1.052305900e-02	 19.699986	 1.246346300e-02	 19.426088	 4.737916000e-03	 19.275663	 3.218864300e-02	 19.142183	 2.070785900e-02	
     817	 6024	PRIOR  	CORE	39.95551230	-1.58417160	1.19360	3	 25.884283	 1.374850700e-02	 25.703476	 5.429977600e-03	 25.153540	 5.413824000e-03	 24.819540	 2.958187000e-03	 24.699520	 2.744467000e-03	 24.609222	 2.058256200e-03	 24.514020	 3.005070400e-03	
     818	 6025	PRIOR  	CORE	39.97181570	-1.58397800	0.37370	3	 26.896765	 2.710715300e-02	 -2.000000	-2.000000000e+00	 23.835545	 1.247790900e-03	 23.421413	 6.333024000e-04	 23.184875	 5.277599000e-04	 23.057442	 3.824922600e-04	 22.952793	 5.536036000e-04	
     819	 6034	PRIOR  	CORE	39.96622150	-1.58387800	0.32480	3	 27.036919	 1.501243900e-01	 26.220884	 1.041467800e-01	 26.059305	 1.173028200e-01	 26.048466	 2.293259400e-01	 25.995754	 2.262616300e-01	 26.064978	 3.040427000e-01	 26.018930	 1.191265900e-01	
     820	 6040	PRIOR  	CORE	39.96020970	-1.58366590	4.25846	3	 30.443296	 1.083856100e+00	 27.938452	 2.103740300e-01	 27.230510	 1.723772700e-01	 27.481987	 4.158978500e-01	 27.469234	 5.095304000e-01	 27.345266	 4.054394700e-01	 27.408314	 1.516534700e-01	17.3
     821	 6061	PRIOR  	CORE	39.96772220	-1.58659490	0.36440	3	 21.732100	 4.800000000e-03	 20.137500	 1.200000000e-03	 19.206600	 3.000000000e-04	 18.772700	 3.000000000e-04	 18.486600	 3.000000000e-04	 18.341700	 3.000000000e-04	 18.211100	 2.000000000e-04	
     822	 6065	PRIOR  	CORE	39.96700880	-1.58487080	1.25670	3	 25.231508	 8.975653000e-02	 25.375519	 1.255442000e-01	 25.092200	 1.276300300e-01	 25.026417	 2.398417400e-01	 25.185081	 2.605147000e-01	 25.272396	 4.053772400e-01	 24.779644	 1.343928400e-01	21.1,21.2
     823	 6066	PRIOR  	CORE	39.95374710	-1.58389200	0.36330	3	 26.217058	 1.402869500e-01	 24.924456	 7.404938000e-02	 24.317001	 6.012281000e-02	 24.071217	 9.586884000e-02	 23.929533	 6.918550000e-02	 23.953228	 1.618413200e-01	 23.889343	 7.933724000e-02	
     824	 6089	PRIOR  	CORE	39.97087690	-1.58463860	0.36340	3	 24.102566	 9.833139000e-02	 21.895128	 2.795074500e-02	 20.744812	 1.298020200e-02	 20.474506	 1.542238050e-02	 20.206251	 6.334170200e-03	 20.095695	 3.719678000e-02	 19.970753	 2.255505100e-02	
     825	 6091	PRIOR  	CORE	39.97241400	-1.58460390	0.37520	3	 22.677126	 4.215198000e-02	 20.469202	 1.290250200e-02	 19.545260	 7.013518000e-03	 19.156338	 8.969015000e-03	 18.910332	 3.388643300e-03	 18.790910	 2.479650600e-02	 18.673693	 1.643756400e-02	
     826	 6112	PRIOR  	CORE	39.96536800	-1.58605550	0.37060	3	 22.921505	 5.253522500e-02	 20.972166	 2.029000000e-02	 19.988281	 1.082294700e-02	 19.555311	 1.336620600e-02	 19.285019	 4.940488000e-03	 19.136982	 3.574086400e-02	 19.006850	 2.334263200e-02	
     827	 6139	PRIOR  	CORE	39.96262990	-1.58522260	1.06350	3	 23.016230	 4.790360000e-02	 22.691479	 5.466745000e-02	 22.091343	 4.047513800e-02	 21.789776	 6.155762000e-02	 21.660429	 3.476221000e-02	 21.567352	 1.342201700e-01	 21.557888	 7.593963000e-02	
     828	 6161	PRIOR  	CORE	39.97232750	-1.58434690	0.37800	3	 22.647167	 3.546090400e-02	 20.554325	 1.166583900e-02	 19.646542	 6.426571000e-03	 19.323935	 8.680060000e-03	 19.095913	 3.362771000e-03	 18.964777	 2.385364700e-02	 18.842272	 1.549089000e-02	
     829	 6203	PRIOR  	CORE	39.95811790	-1.58372360	0.37530	1	 26.659527	 2.059900600e-01	 25.076216	 8.775165000e-02	 24.224634	 5.954644500e-02	 23.922754	 8.971193400e-02	 23.771520	 6.224315600e-02	 23.689241	 1.405902000e-01	 23.602266	 6.882584000e-02	
     830	 6228	PRIOR  	CORE	39.96167610	-1.58323390	3.81088	3	 28.236252	 3.095964200e-01	 26.467594	 1.079836340e-01	 26.077793	 1.050400400e-01	 26.295826	 2.480288100e-01	 26.394943	 2.856522800e-01	 26.261131	 3.103790600e-01	 26.385849	 1.317958500e-01	25.2
     831	 6253	PRIOR  	CORE	39.96024400	-1.58345710	1.06160	3	 24.813076	 6.572655000e-02	 24.888046	 9.062064400e-02	 24.186932	 6.759982600e-02	 23.898518	 1.027181400e-01	 23.874560	 8.012448000e-02	 23.790024	 1.732574100e-01	 23.842182	 8.630308000e-02	
     832	 6289	PRIOR  	CORE	39.96791950	-1.58446150	0.36250	3	 23.096598	 4.925205600e-02	 21.661440	 2.625503800e-02	 20.734170	 1.478674000e-02	 20.331220	 1.904663600e-02	 20.094294	 8.101238000e-03	 19.974262	 4.603035700e-02	 19.833323	 2.770293900e-02	
     833	 6294	PRIOR  	CORE	39.97254390	-1.58385480	0.37408	3	 25.043898	 9.675861000e-03	 23.206140	 8.307136600e-04	 22.344425	 6.215067700e-04	 22.006598	 3.384049600e-04	 21.795506	 2.886958500e-04	 21.691637	 2.138227000e-04	 21.605724	 3.148646000e-04	
     834	 6295	PRIOR  	CORE	39.97843270	-1.58393790	0.36050	3	 24.001080	 5.008868000e-02	 22.784807	 3.009168400e-02	 22.197966	 2.244103700e-02	 21.943024	 3.313518300e-02	 21.782467	 1.820658900e-02	 21.661108	 6.709447500e-02	 21.578062	 3.705627500e-02	
     835	 6305	PRIOR  	CORE	39.96838440	-1.58307840	0.57890	3	 25.826698	 2.728346300e-01	 24.506876	 1.403127600e-01	 24.229185	 1.322141000e-01	 23.644747	 1.510151800e-01	 23.518587	 1.031866150e-01	 23.519842	 2.629017800e-01	 23.076248	 1.044055600e-01	
     836	 6336	PRIOR  	CORE	39.97383280	-1.58421150	0.72500	3	 23.524351	 2.834422700e-03	 22.383322	 4.622937400e-04	 21.244781	 2.680292000e-04	 20.690710	 1.195848100e-04	 20.412743	 9.592438400e-05	 20.274885	 6.885679000e-05	 20.103588	 9.372671000e-05	2.1
     837	 6385	PRIOR  	CORE	39.98591080	-1.58350450	0.32590	3	 24.687538	 4.927736000e-02	 23.788702	 3.634219200e-02	 23.501720	 3.553046300e-02	 23.479780	 9.426001000e-02	 23.410510	 6.454533000e-02	 23.352901	 1.674668200e-01	 23.357065	 8.429153000e-02	
     838	 6401	PRIOR  	CORE	39.96667930	-1.58304700	0.36040	2	 26.664242	 1.485559300e-01	 25.226278	 6.845534600e-02	 24.510368	 5.025365200e-02	 24.233303	 7.786032600e-02	 24.100811	 5.693134000e-02	 24.006842	 1.174309850e-01	 23.906818	 5.312672300e-02	
     839	 6425	PRIOR  	CORE	39.96789650	-1.58276910	0.25270	2	 28.007431	 2.711895400e-01	 26.908056	 1.482245200e-01	 26.501892	 1.413026500e-01	 26.269510	 2.407694600e-01	 26.169930	 2.435211700e-01	 26.286873	 3.093703000e-01	 26.032530	 1.063911240e-01	
