#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:29:01 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:29:02	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/582/A86/table3&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35820086
#Name: J/A+A/582/A86
#Title: Catalogue of features in the S4G (Herrera-Endoqui+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	creator=Herrera-Endoqui M.	    First author or institution
#INFO	cites=bibcode:2015A&A...582A..86H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/582/A86	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35820086	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-04-23	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_582_A86_table3:
#Name: J/A+A/582/A86/table3
#Title: Properties of spiral arms in the S4G; corrected version sent by the author
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	Class	(a24)	Morphological classification	[ucd=src.morph]
#Column	Type	(A1)	Type of arms (3)	[ucd=src.morph.type]
#Column	Segment	(A3)	Segment	[ucd=obs.field]
#Column	Pitchang	(F5.1)	Pitch angle	[ucd=src.morph.param]
#Column	ri	(F5.1)	Inner radius	[ucd=phys.angSize;src]
#Column	ro	(F5.1)	Outer radius	[ucd=phys.angSize;src]
#Column	Qual	(F4.1)	[1/2] Quality flag (4)	[ucd=meta.code.qual]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
recno	Name	Class	Type	Segment	Pitchang	ri	ro	Qual	Simbad	_RA	_DE
    1132	NGC4602   	(R'_ext-plan)SAB(s)bcpec	M	sp2	 23.2	 38.6	 74.2	 2.0	Simbad	190.15353	-05.13301
    1133	NGC4642   	S_AB(s)c_dsp            	M	sp1	-16.9	 11.2	 22.0	 2.0	Simbad	190.82410	-00.64425
    1134	NGC4642   	S_AB(s)c_dsp            	M	sp2	-30.2	 10.2	 32.2	 2.0	Simbad	190.82410	-00.64425
    1135	NGC4647   	SAB(rs)cd               	F	sp1	-21.0	 10.7	 29.3	 2.0	Simbad	190.88559	+11.58247
    1136	NGC4647   	SAB(rs)cd               	F	sp2	-15.0	 30.0	 51.0	 2.0	Simbad	190.88559	+11.58247
    1137	NGC4647   	SAB(rs)cd               	F	sp3	-21.4	 10.1	 26.8	 2.0	Simbad	190.88559	+11.58247
    1138	NGC4647   	SAB(rs)cd               	F	sp4	-12.5	 25.7	 50.6	 2.0	Simbad	190.88559	+11.58247
    1139	NGC4651   	SA(rs)bpec              	M	sp1	 -8.8	 57.5	 89.6	 2.0	Simbad	190.92761	+16.39340
    1140	NGC4651   	SA(rs)bpec              	M	sp2	-12.0	 50.9	 80.9	 2.0	Simbad	190.92761	+16.39340
    1141	NGC4651   	SA(rs)bpec              	M	sp3	-13.3	 61.0	106.7	 2.0	Simbad	190.92761	+16.39340
    1142	NGC4651   	SA(rs)bpec              	M	sp4	 -5.3	 57.5	 64.0	 2.0	Simbad	190.92761	+16.39340
    1143	NGC4653   	SA(s)b_c                	M	sp1	 28.5	  8.4	 14.7	 2.0	Simbad	190.96217	-00.56130
    1144	NGC4653   	SA(s)b_c                	M	sp2	 11.0	 14.2	 22.7	 2.0	Simbad	190.96217	-00.56130
    1145	NGC4653   	SA(s)b_c                	M	sp3	  6.1	 13.3	 17.0	 2.0	Simbad	190.96217	-00.56130
    1146	NGC4653   	SA(s)b_c                	M	sp4	 19.0	 20.1	 59.0	 2.0	Simbad	190.96217	-00.56130
    1147	NGC4653   	SA(s)b_c                	M	sp5	  0.8	 31.8	 32.2	 2.0	Simbad	190.96217	-00.56130
    1148	NGC4653   	SA(s)b_c                	M	sp6	 29.1	 34.9	 64.9	 2.0	Simbad	190.96217	-00.56130
    1149	NGC4653   	SA(s)b_c                	M	sp7	-12.7	 59.4	 64.7	 2.0	Simbad	190.96217	-00.56130
    1150	NGC4654   	SB(r_s)cd               	M	sp1	-35.6	 42.3	126.5	 2.0	Simbad	190.98599	+13.12635
    1151	NGC4654   	SB(r_s)cd               	M	sp2	-21.7	 39.4	130.7	 2.0	Simbad	190.98599	+13.12635
    1152	NGC4654   	SB(r_s)cd               	M	sp3	-33.8	 62.2	143.5	 2.0	Simbad	190.98599	+13.12635
    1153	NGC4654   	SB(r_s)cd               	M	sp4	 -4.0	 70.0	 77.4	 2.0	Simbad	190.98599	+13.12635
    1154	NGC4658   	SB(rs)d                 	F	sp1	 19.6	 17.9	 38.7	 2.0	Simbad	191.15744	-10.08312
    1155	NGC4658   	SB(rs)d                 	F	sp2	 29.9	 14.0	 40.7	 2.0	Simbad	191.15744	-10.08312
    1156	NGC4680   	SAB(r_s)bpec            	G	sp1	-21.4	  9.0	 24.3	 2.0	Simbad	191.72812	-11.63704
    1157	NGC4682   	SA(r)bc                 	M	sp1	-13.5	 11.2	 23.5	 2.0	Simbad	191.81453	-10.06346
    1158	NGC4682   	SA(r)bc                 	M	sp2	-18.6	 26.2	 63.6	 2.0	Simbad	191.81453	-10.06346
    1159	NGC4682   	SA(r)bc                 	M	sp3	 -6.2	 20.5	 27.4	 2.0	Simbad	191.81453	-10.06346
    1160	NGC4682   	SA(r)bc                 	M	sp4	-18.6	 26.7	 63.4	 2.0	Simbad	191.81453	-10.06346
    1161	NGC4682   	SA(r)bc                 	M	sp5	 -5.7	 13.0	 19.0	 2.0	Simbad	191.81453	-10.06346
    1162	NGC4682   	SA(r)bc                 	M	sp6	 -4.0	 25.3	 28.0	 2.0	Simbad	191.81453	-10.06346
    1163	NGC4682   	SA(r)bc                 	M	sp7	-28.6	 28.1	 48.6	 2.0	Simbad	191.81453	-10.06346
    1164	NGC4701   	SA(s)_bc:               	M	sp1	-31.5	  7.4	 21.4	 2.0	Simbad	192.29831	+03.38872
    1165	NGC4701   	SA(s)_bc:               	M	sp2	  9.4	 16.9	 20.8	 2.0	Simbad	192.29831	+03.38872
    1166	NGC4701   	SA(s)_bc:               	M	sp3	-12.1	 11.6	 22.2	 2.0	Simbad	192.29831	+03.38872
    1167	NGC4713   	SAB(rs)_cd              	F	sp1	-14.4	 15.8	 49.9	 2.0	Simbad	192.49117	+05.31137
    1168	NGC4713   	SAB(rs)_cd              	F	sp2	-11.1	 11.5	 16.7	 2.0	Simbad	192.49117	+05.31137
    1169	NGC4713   	SAB(rs)_cd              	F	sp3	-33.4	 23.6	 52.6	 2.0	Simbad	192.49117	+05.31137
    1170	NGC4713   	SAB(rs)_cd              	F	sp4	-42.3	 22.7	 72.1	 2.0	Simbad	192.49117	+05.31137
    1171	NGC4722   	SA_B(rs)a               	M	sp1	 -8.7	 24.7	 44.6	 2.0	Simbad	192.88500	-13.33007
    1172	NGC4722   	SA_B(rs)a               	M	sp2	-17.6	 18.4	 30.4	 2.0	Simbad	192.88500	-13.33007
    1173	NGC4722   	SA_B(rs)a               	M	sp3	 -6.4	 30.4	 41.2	 2.0	Simbad	192.88500	-13.33007
    1174	NGC4731   	SB(s)d                  	G	sp1	-30.8	 74.9	112.1	 2.0	Simbad	192.75456	-06.39305
    1175	NGC4731   	SB(s)d                  	G	sp2	-28.6	 98.2	150.5	 2.0	Simbad	192.75456	-06.39305
    1176	NGC4775   	SA(s)cd                 	F	sp1	-23.2	 11.8	 32.6	 2.0	Simbad	193.44045	-06.62215
    1177	NGC4775   	SA(s)cd                 	F	sp2	-19.9	 32.6	 59.5	 2.0	Simbad	193.44045	-06.62215
    1178	NGC4775   	SA(s)cd                 	F	sp3	-30.2	 34.4	 53.8	 2.0	Simbad	193.44045	-06.62215
    1179	NGC4775   	SA(s)cd                 	F	sp4	-10.8	 48.4	 63.1	 2.0	Simbad	193.44045	-06.62215
    1180	NGC4779   	SB(rs)b                 	M	sp1	 -9.2	 40.3	 55.2	 2.0	Simbad	193.46193	+09.70992
    1181	NGC4779   	SB(rs)b                 	M	sp2	-16.8	 32.4	 45.3	 2.0	Simbad	193.46193	+09.70992
    1182	NGC4779   	SB(rs)b                 	M	sp3	-20.7	 26.4	 46.1	 2.0	Simbad	193.46193	+09.70992
    1183	NGC4779   	SB(rs)b                 	M	sp4	  8.1	 24.8	 28.1	 2.0	Simbad	193.46193	+09.70992
    1184	NGC4779   	SB(rs)b                 	M	sp5	-17.6	 25.7	 46.5	 2.0	Simbad	193.46193	+09.70992
    1185	NGC4781   	SB(s)_dmpec             	F	sp1	-23.7	 19.6	 48.4	 2.0	Simbad	193.59906	-10.53717
    1186	NGC4781   	SB(s)_dmpec             	F	sp2	-11.1	 52.1	 77.8	 2.0	Simbad	193.59906	-10.53717
    1187	NGC4781   	SB(s)_dmpec             	F	sp3	 -9.1	 20.5	 25.1	 2.0	Simbad	193.59906	-10.53717
    1188	NGC4781   	SB(s)_dmpec             	F	sp4	-22.3	 25.9	 58.6	 2.0	Simbad	193.59906	-10.53717
    1189	NGC4781   	SB(s)_dmpec             	F	sp5	-30.7	 22.4	 55.5	 2.0	Simbad	193.59906	-10.53717
    1190	NGC4781   	SB(s)_dmpec             	F	sp6	 -4.3	 51.1	 56.2	 2.0	Simbad	193.59906	-10.53717
    1191	NGC4800   	(R')SA(r_s)a            	M	sp1	-29.9	 11.1	 22.0	 2.0	Simbad	193.65743	+46.53119
    1192	NGC4800   	(R')SA(r_s)a            	M	sp2	  6.9	 19.8	 22.0	 2.0	Simbad	193.65743	+46.53119
    1193	NGC4800   	(R')SA(r_s)a            	M	sp3	-17.8	 21.2	 38.9	 2.0	Simbad	193.65743	+46.53119
    1194	NGC4800   	(R')SA(r_s)a            	M	sp4	-24.1	 18.6	 24.4	 2.0	Simbad	193.65743	+46.53119
    1195	NGC4800   	(R')SA(r_s)a            	M	sp5	 17.1	 17.5	 23.8	 2.0	Simbad	193.65743	+46.53119
    1196	NGC4800   	(R')SA(r_s)a            	M	sp6	-21.9	 18.4	 34.5	 2.0	Simbad	193.65743	+46.53119
    1197	NGC4806   	SA(s)_cd                	M	sp1	 17.4	  7.5	 15.4	 2.0	Simbad	194.05166	-29.50278
    1198	NGC4806   	SA(s)_cd                	M	sp2	  3.3	 15.7	 18.5	 2.0	Simbad	194.05166	-29.50278
    1199	NGC4806   	SA(s)_cd                	M	sp3	 25.4	 20.6	 32.2	 2.0	Simbad	194.05166	-29.50278
    1200	NGC4806   	SA(s)_cd                	M	sp4	 12.0	 11.0	 17.3	 2.0	Simbad	194.05166	-29.50278
    1201	NGC4806   	SA(s)_cd                	M	sp5	 18.7	  7.7	 13.0	 2.0	Simbad	194.05166	-29.50278
    1202	NGC4808   	SA_B_a(s)_cd            	M	sp1	-14.9	  8.2	 20.4	 2.0	Simbad	193.95392	+04.30409
    1203	NGC4808   	SA_B_a(s)_cd            	M	sp2	 -6.2	 21.2	 26.6	 2.0	Simbad	193.95392	+04.30409
    1204	NGC4808   	SA_B_a(s)_cd            	M	sp3	-12.0	  8.7	 22.1	 2.0	Simbad	193.95392	+04.30409
    1205	NGC4808   	SA_B_a(s)_cd            	M	sp4	-27.2	 23.3	 46.5	 2.0	Simbad	193.95392	+04.30409
    1206	NGC4814   	(R')SA(s)bc             	M	sp1	-23.3	 37.0	 65.2	 2.0	Simbad	193.84132	+58.34406
    1207	NGC4814   	(R')SA(s)bc             	M	sp2	 -6.9	 65.8	 72.3	 2.0	Simbad	193.84132	+58.34406
    1208	NGC4814   	(R')SA(s)bc             	M	sp3	-23.9	 39.2	 67.1	 2.0	Simbad	193.84132	+58.34406
    1209	NGC4814   	(R')SA(s)bc             	M	sp4	 -8.4	 70.5	 86.6	 2.0	Simbad	193.84132	+58.34406
    1210	NGC4897   	SAB(r)b                 	M	sp1	 -8.4	 24.4	 46.7	 2.0	Simbad	195.22061	-13.44983
    1211	NGC4897   	SAB(r)b                 	M	sp2	 -7.4	 29.3	 54.2	 2.0	Simbad	195.22061	-13.44983
    1212	NGC4899   	S_AB(s)c                	M	sp1	 20.5	  9.8	 47.7	 2.0	Simbad	195.23599	-13.94424
    1213	NGC4899   	S_AB(s)c                	M	sp2	  3.6	 49.0	 54.3	 2.0	Simbad	195.23599	-13.94424
    1214	NGC4899   	S_AB(s)c                	M	sp3	 21.9	  8.5	 29.8	 2.0	Simbad	195.23599	-13.94424
    1215	NGC4899   	S_AB(s)c                	M	sp4	 10.3	 31.6	 58.9	 2.0	Simbad	195.23599	-13.94424
    1216	NGC4902   	SB(_rsbl)a_b            	M	sp1	 26.8	 27.1	 48.2	 1.0	Simbad	195.24885	-14.51369
    1217	NGC4902   	SB(_rsbl)a_b            	M	sp2	 19.9	 46.1	 67.2	 1.0	Simbad	195.24885	-14.51369
    1218	NGC4902   	SB(_rsbl)a_b            	M	sp3	 19.2	 30.2	 60.2	 1.0	Simbad	195.24885	-14.51369
    1219	NGC4902   	SB(_rsbl)a_b            	M	sp4	 36.2	 34.8	 68.2	 1.0	Simbad	195.24885	-14.51369
    1220	NGC4902   	SB(_rsbl)a_b            	M	sp5	 10.8	 69.4	 74.1	 1.0	Simbad	195.24885	-14.51369
    1221	NGC4902   	SB(_rsbl)a_b            	M	sp6	  5.1	 56.6	 66.3	 1.0	Simbad	195.24885	-14.51369
    1222	NGC4904   	(R')SB(s)cd             	F	sp1	 17.1	 15.9	 24.4	 2.0	Simbad	195.24445	-00.02745
    1223	NGC4904   	(R')SB(s)cd             	F	sp2	 42.3	 26.7	 46.5	 2.0	Simbad	195.24445	-00.02745
    1224	NGC4904   	(R')SB(s)cd             	F	sp3	 -3.4	 37.3	 42.6	 2.0	Simbad	195.24445	-00.02745
    1225	NGC4904   	(R')SB(s)cd             	F	sp4	 15.1	 33.2	 57.8	 2.0	Simbad	195.24445	-00.02745
    1226	NGC4904   	(R')SB(s)cd             	F	sp5	 41.3	 11.9	 36.3	 2.0	Simbad	195.24445	-00.02745
    1227	NGC4928   	SA(s)b_c/E2-3           	F	sp1	 10.2	 12.8	 15.5	 2.0	Simbad	195.75233	-08.08499
    1228	NGC4928   	SA(s)b_c/E2-3           	F	sp2	 14.2	 14.2	 21.2	 2.0	Simbad	195.75233	-08.08499
    1229	NGC4928   	SA(s)b_c/E2-3           	F	sp3	 40.6	 13.7	 30.4	 2.0	Simbad	195.75233	-08.08499
    1230	NGC4965   	SA(s)_cd                	F	sp1	-15.4	 14.2	 60.9	 2.0	Simbad	196.78897	-28.22828
    1231	NGC4965   	SA(s)_cd                	F	sp2	-22.7	  8.6	 63.9	 2.0	Simbad	196.78897	-28.22828
    1232	NGC4981   	SA_B(snl)_bc            	M	sp1	 -2.7	 22.1	 23.8	 2.0	Simbad	197.20309	-06.77748
    1233	NGC4981   	SA_B(snl)_bc            	M	sp2	-35.2	 26.6	 58.2	 2.0	Simbad	197.20309	-06.77748
    1234	NGC4981   	SA_B(snl)_bc            	M	sp3	-13.2	 61.6	118.1	 2.0	Simbad	197.20309	-06.77748
    1235	NGC4981   	SA_B(snl)_bc            	M	sp4	-15.9	 21.7	 33.8	 2.0	Simbad	197.20309	-06.77748
    1236	NGC4981   	SA_B(snl)_bc            	M	sp5	-41.7	 34.6	 83.5	 2.0	Simbad	197.20309	-06.77748
    1237	NGC4981   	SA_B(snl)_bc            	M	sp6	-14.7	 22.6	 42.1	 2.0	Simbad	197.20309	-06.77748
    1238	NGC4995   	SAB_a(rs)ab             	M	sp1	 -6.3	 26.6	 30.4	 2.0	Simbad	197.41939	-07.83339
    1239	NGC4995   	SAB_a(rs)ab             	M	sp2	-13.0	 32.8	 47.2	 2.0	Simbad	197.41939	-07.83339
    1240	NGC4995   	SAB_a(rs)ab             	M	sp3	  0.8	 48.5	 49.1	 2.0	Simbad	197.41939	-07.83339
    1241	NGC4995   	SAB_a(rs)ab             	M	sp4	-27.6	 26.8	 43.8	 2.0	Simbad	197.41939	-07.83339
    1242	NGC4995   	SAB_a(rs)ab             	M	sp5	 -2.6	 43.1	 46.4	 2.0	Simbad	197.41939	-07.83339
    1243	NGC4995   	SAB_a(rs)ab             	M	sp6	-19.8	 24.3	 47.2	 2.0	Simbad	197.41939	-07.83339
    1244	NGC5012   	SA(s)_bc                	M	sp1	-15.1	 15.5	 30.8	 2.0	Simbad	197.90439	+22.91550
    1245	NGC5012   	SA(s)_bc                	M	sp2	-18.9	 29.0	 47.6	 2.0	Simbad	197.90439	+22.91550
    1246	NGC5012   	SA(s)_bc                	M	sp3	-37.1	 12.5	 79.5	 2.0	Simbad	197.90439	+22.91550
    1247	NGC5012   	SA(s)_bc                	M	sp4	-20.8	 17.8	 39.4	 2.0	Simbad	197.90439	+22.91550
    1248	NGC5012   	SA(s)_bc                	M	sp5	-17.8	 38.6	 77.3	 2.0	Simbad	197.90439	+22.91550
    1249	NGC5012   	SA(s)_bc                	M	sp6	-13.3	 29.6	 43.5	 2.0	Simbad	197.90439	+22.91550
    1250	NGC5012   	SA(s)_bc                	M	sp7	 -8.7	 55.2	 73.0	 2.0	Simbad	197.90439	+22.91550
    1251	NGC5016   	S_AB(_rs)b_c            	M	sp1	-15.2	  9.0	 13.3	 2.0	Simbad	198.02779	+24.09499
    1252	NGC5016   	S_AB(_rs)b_c            	M	sp2	 -7.8	 13.9	 31.8	 2.0	Simbad	198.02779	+24.09499
    1253	NGC5016   	S_AB(_rs)b_c            	M	sp3	 -9.1	  9.6	 32.7	 2.0	Simbad	198.02779	+24.09499
    1254	NGC5033   	(R')SA(rs)_cd           	M	sp1	-25.0	 20.2	120.3	 2.0	Simbad	198.36473	+36.59365
    1255	NGC5033   	(R')SA(rs)_cd           	M	sp2	  2.2	114.8	119.9	 2.0	Simbad	198.36473	+36.59365
    1256	NGC5033   	(R')SA(rs)_cd           	M	sp3	-30.8	119.5	294.1	 2.0	Simbad	198.36473	+36.59365
    1257	NGC5033   	(R')SA(rs)_cd           	M	sp4	-25.2	 26.2	142.4	 2.0	Simbad	198.36473	+36.59365
    1258	NGC5033   	(R')SA(rs)_cd           	M	sp5	 12.7	110.1	142.5	 2.0	Simbad	198.36473	+36.59365
    1259	NGC5033   	(R')SA(rs)_cd           	M	sp6	-22.3	111.8	294.5	 2.0	Simbad	198.36473	+36.59365
    1260	NGC5033   	(R')SA(rs)_cd           	M	sp7	-13.3	197.9	281.5	 2.0	Simbad	198.36473	+36.59365
    1261	NGC5042   	SAB(s)cd                	F	sp1	-24.9	 30.4	 81.0	 2.0	Simbad	198.88058	-23.98241
    1262	NGC5042   	SAB(s)cd                	F	sp2	  4.0	 73.6	 81.3	 2.0	Simbad	198.88058	-23.98241
    1263	NGC5042   	SAB(s)cd                	F	sp3	-11.8	 33.8	 85.9	 2.0	Simbad	198.88058	-23.98241
    1264	NGC5054   	(R')SA(snr)bc           	M	sp1	 36.1	 38.5	124.8	 1.0	Simbad	199.24370	-16.63485
    1265	NGC5054   	(R')SA(snr)bc           	M	sp2	 -1.3	134.5	136.4	 1.0	Simbad	199.24370	-16.63485
    1266	NGC5054   	(R')SA(snr)bc           	M	sp3	 29.8	 25.1	142.6	 1.0	Simbad	199.24370	-16.63485
    1267	NGC5054   	(R')SA(snr)bc           	M	sp4	-14.0	125.9	152.2	 1.0	Simbad	199.24370	-16.63485
    1268	NGC5054   	(R')SA(snr)bc           	M	sp5	 34.1	 29.6	 77.4	 1.0	Simbad	199.24370	-16.63485
    1269	NGC5054   	(R')SA(snr)bc           	M	sp6	 -4.7	122.9	131.5	 1.0	Simbad	199.24370	-16.63485
    1270	NGC5054   	(R')SA(snr)bc           	M	sp7	 17.7	 87.8	131.6	 1.0	Simbad	199.24370	-16.63485
    1271	NGC5055   	SA(rsrl)bc              	M	sp1	 13.4	 59.6	110.5	 2.0	Simbad	198.95531	+42.02937
    1272	NGC5055   	SA(rsrl)bc              	M	sp2	 20.4	 48.5	111.3	 2.0	Simbad	198.95531	+42.02937
    1273	NGC5055   	SA(rsrl)bc              	M	sp3	  2.6	115.6	126.5	 2.0	Simbad	198.95531	+42.02937
    1274	NGC5055   	SA(rsrl)bc              	M	sp4	  2.9	144.1	156.9	 2.0	Simbad	198.95531	+42.02937
    1275	NGC5055   	SA(rsrl)bc              	M	sp5	  1.4	190.0	198.4	 2.0	Simbad	198.95531	+42.02937
    1276	NGC5055   	SA(rsrl)bc              	M	sp6	 10.2	140.3	181.1	 2.0	Simbad	198.95531	+42.02937
    1277	NGC5055   	SA(rsrl)bc              	M	sp7	  5.5	223.7	263.5	 2.0	Simbad	198.95531	+42.02937
    1278	NGC5085   	SA(rs)bc                	M	sp1	 26.5	 11.3	 32.3	 2.0	Simbad	200.07458	-24.44028
    1279	NGC5085   	SA(rs)bc                	M	sp2	  7.6	 31.6	 45.0	 2.0	Simbad	200.07458	-24.44028
    1280	NGC5085   	SA(rs)bc                	M	sp3	 22.0	 44.2	 87.9	 2.0	Simbad	200.07458	-24.44028
    1281	NGC5085   	SA(rs)bc                	M	sp4	 17.6	 13.8	 47.6	 2.0	Simbad	200.07458	-24.44028
    1282	NGC5085   	SA(rs)bc                	M	sp5	  2.8	 50.4	 54.7	 2.0	Simbad	200.07458	-24.44028
    1283	NGC5085   	SA(rs)bc                	M	sp6	 15.4	 69.2	101.5	 2.0	Simbad	200.07458	-24.44028
    1284	NGC5105   	SAB(s)cd                	F	sp1	-19.3	 13.7	 26.3	 2.0	Simbad	200.45452	-13.20679
    1285	NGC5105   	SAB(s)cd                	F	sp2	-21.8	 15.6	 37.4	 2.0	Simbad	200.45452	-13.20679
    1286	NGC5105   	SAB(s)cd                	F	sp3	 -3.7	 13.5	 15.2	 2.0	Simbad	200.45452	-13.20679
    1287	NGC5105   	SAB(s)cd                	F	sp4	-33.8	 15.2	 37.7	 2.0	Simbad	200.45452	-13.20679
    1288	NGC5105   	SAB(s)cd                	F	sp5	 20.3	 31.8	 38.3	 2.0	Simbad	200.45452	-13.20679
    1289	NGC5112   	SB(s)c_d                	M	sp1	 36.5	 23.1	 87.9	 2.0	Simbad	200.48518	+38.73447
    1290	NGC5112   	SB(s)c_d                	M	sp2	 48.1	 26.5	 87.8	 2.0	Simbad	200.48518	+38.73447
    1291	NGC5112   	SB(s)c_d                	M	sp3	 20.7	 50.6	 81.1	 2.0	Simbad	200.48518	+38.73447
    1292	NGC5112   	SB(s)c_d                	M	sp4	 49.5	 26.7	 66.8	 2.0	Simbad	200.48518	+38.73447
    1293	NGC5112   	SB(s)c_d                	M	sp5	 33.3	 28.9	 82.4	 2.0	Simbad	200.48518	+38.73447
    1294	NGC5116   	SA_B(s)b                	G	sp1	 36.8	 13.3	 21.2	 2.0	Simbad	200.73182	+26.98070
    1295	NGC5116   	SA_B(s)b                	G	sp2	 13.5	 21.8	 24.8	 2.0	Simbad	200.73182	+26.98070
    1296	NGC5116   	SA_B(s)b                	G	sp3	 19.9	 13.6	 18.8	 2.0	Simbad	200.73182	+26.98070
    1297	NGC5116   	SA_B(s)b                	G	sp4	  2.8	 18.2	 19.7	 2.0	Simbad	200.73182	+26.98070
    1298	NGC5169   	SAB(s)c                 	M	sp1	-20.5	  8.9	 32.8	 2.0	Simbad	202.04183	+46.67207
    1299	NGC5169   	SAB(s)c                 	M	sp2	-12.0	 10.0	 18.8	 2.0	Simbad	202.04183	+46.67207
    1300	NGC5169   	SAB(s)c                 	M	sp3	-36.3	 23.5	 37.7	 2.0	Simbad	202.04183	+46.67207
    1301	NGC5194   	S_AB(rsrs)bc            	G	sp1	-15.4	 65.2	148.5	 1.0	Simbad	202.46957	+47.19526
    1302	NGC5194   	S_AB(rsrs)bc            	G	sp2	 -4.8	151.4	173.8	 1.0	Simbad	202.46957	+47.19526
    1303	NGC5194   	S_AB(rsrs)bc            	G	sp3	-20.6	175.4	278.9	 1.0	Simbad	202.46957	+47.19526
    1304	NGC5194   	S_AB(rsrs)bc            	G	sp4	-15.8	 53.2	188.4	 1.0	Simbad	202.46957	+47.19526
    1305	NGC5194   	S_AB(rsrs)bc            	G	sp5	 11.4	162.1	191.8	 1.0	Simbad	202.46957	+47.19526
    1306	NGC5194   	S_AB(rsrs)bc            	G	sp6	-21.5	162.1	244.3	 1.0	Simbad	202.46957	+47.19526
    1307	NGC5205   	SB(rs)ab                	G	sp1	 14.4	 25.1	 39.3	 2.0	Simbad	202.51538	+62.51153
    1308	NGC5205   	SB(rs)ab                	G	sp2	 16.6	 24.2	 52.9	 2.0	Simbad	202.51538	+62.51153
    1309	NGC5236   	SAB(snr)c               	M	sp1	 13.9	109.6	325.0	 2.0	Simbad	204.25383	-29.86576
    1310	NGC5236   	SAB(snr)c               	M	sp2	  7.3	104.4	122.2	 2.0	Simbad	204.25383	-29.86576
    1311	NGC5236   	SAB(snr)c               	M	sp3	 21.3	132.0	311.2	 2.0	Simbad	204.25383	-29.86576
    1312	NGC5236   	SAB(snr)c               	M	sp4	 30.1	187.1	349.7	 2.0	Simbad	204.25383	-29.86576
    1313	NGC5240   	SAB(s)b                 	M	sp1	 10.3	 12.9	 18.8	 2.0	Simbad	203.98000	+35.58825
    1314	NGC5240   	SAB(s)b                 	M	sp2	 14.5	 13.3	 22.7	 2.0	Simbad	203.98000	+35.58825
    1315	NGC5240   	SAB(s)b                 	M	sp3	 31.1	 14.7	 27.8	 2.0	Simbad	203.98000	+35.58825
    1316	NGC5240   	SAB(s)b                 	M	sp4	  4.4	 28.6	 31.5	 2.0	Simbad	203.98000	+35.58825
    1317	NGC5240   	SAB(s)b                 	M	sp5	 17.1	 24.7	 41.8	 2.0	Simbad	203.98000	+35.58825
    1318	NGC5247   	SA(_rs)c                	G	sp1	 38.7	 21.9	 88.1	 1.0	Simbad	204.51257	-17.88407
    1319	NGC5247   	SA(_rs)c                	G	sp2	 10.6	 99.9	136.0	 1.0	Simbad	204.51257	-17.88407
    1320	NGC5247   	SA(_rs)c                	G	sp3	 39.4	 22.2	143.8	 1.0	Simbad	204.51257	-17.88407
    1321	NGC5247   	SA(_rs)c                	G	sp4	  7.4	 90.9	105.5	 1.0	Simbad	204.51257	-17.88407
    1322	NGC5247   	SA(_rs)c                	G	sp5	 25.1	 63.3	152.1	 1.0	Simbad	204.51257	-17.88407
    1323	NGC5248   	(R')SAB(snr)bc          	G	sp1	  6.1	 31.6	 35.7	 2.0	Simbad	204.38362	+08.88506
    1324	NGC5248   	(R')SAB(snr)bc          	G	sp2	 42.6	 39.8	113.9	 2.0	Simbad	204.38362	+08.88506
    1325	NGC5248   	(R')SAB(snr)bc          	G	sp3	 45.6	 39.2	140.9	 2.0	Simbad	204.38362	+08.88506
    1326	NGC5248   	(R')SAB(snr)bc          	G	sp4	-15.7	 89.8	114.5	 2.0	Simbad	204.38362	+08.88506
