#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:29:00 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:29:00	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/582/A86/table2&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35820086
#Name: J/A+A/582/A86
#Title: Catalogue of features in the S4G (Herrera-Endoqui+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/582/a86	    IVOID of underlying data collection
#INFO	creator=Herrera-Endoqui M.	    First author or institution
#INFO	cites=bibcode:2015A&A...582A..86H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/582/A86	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35820086	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-04-23	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_582_A86_table2:
#Name: J/A+A/582/A86/table2
#Title: Properties of bars, ring- and lens-structures in the S4G
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	Class	(a27)	Morphological classification	[ucd=src.morph]
#Column	Type	(a5)	Type of feature (1)	[ucd=src.morph.type]
#Column	sma	(F5.1)	Semi-major axis	[ucd=phys.angSize;src]
#Column	PA	(I3)	Position angle	[ucd=pos.posAng]
#Column	Ell	(F7.2)	? Ellipticity	[ucd=src.ellipticity]
#Column	smaEll	(F6.1)	? Semi-major axis from ellipticity	[ucd=phys.angSize;src]
#Column	dsma	(F6.1)	? Deprojected semi-major axis	[ucd=phys.angSize;src]
#Column	dPA	(I4)	? Deprojected position angle	[ucd=pos.posAng]
#Column	dEll	(F7.2)	? Deprojected ellipticity	[ucd=src.ellipticity]
#Column	dsmaEll	(F6.1)	? Deprojexted semi-major axis from Ell	[ucd=phys.angSize;src]
#Column	Qual	(I1)	[1/3] Quality flag (2)	[ucd=meta.code.qual]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
recno	Name	Class	Type	sma	PA	Ell	smaEll	dsma	dPA	dEll	dsmaEll	Qual	Simbad	_RA	_DE
    1303	NGC4517A  	SAB(s)dm                   	bar  	 40.5	 18	   0.58	  32.6	  40.9	  11	   0.35	  32.7	2	Simbad	188.11750	+00.38972
    1304	NGC4519   	SA_B(rs_)c_d               	bar  	 14.4	 69	   0.51	  14.6	  18.4	  65	   0.61	  18.7	2	Simbad	188.37616	+08.65446
    1305	NGC4519   	SA_B(rs_)c_d               	rs_  	 19.9	 75	   0.20	      	  25.3	  65	   0.37	      	3	Simbad	188.37616	+08.65446
    1306	NGC4522   	(R')SABa(rs,r)_bc:,pec     	bar  	 11.4	 39	       	      	      	    	       	      	3	Simbad	188.41524	+09.17487
    1307	NGC4522   	(R')SABa(rs,r)_bc:,pec     	r    	 39.2	 35	   0.77	      	  39.9	  54	   0.17	      	1	Simbad	188.41524	+09.17487
    1308	NGC4522   	(R')SABa(rs,r)_bc:,pec     	R'   	 71.2	 32	   0.79	      	  72.0	  19	   0.20	      	1	Simbad	188.41524	+09.17487
    1309	NGC4522   	(R')SABa(rs,r)_bc:,pec     	rs   	 22.4	 35	   0.80	      	  22.5	  42	   0.25	      	1	Simbad	188.41524	+09.17487
    1310	NGC4523   	SA_B(s)m                   	bar  	 22.2	 34	       	      	      	    	       	      	2	Simbad	188.44996	+15.16835
    1311	NGC4525   	(R')SB(s)c_d               	bar  	 15.7	 79	   0.57	  13.7	  19.8	 105	   0.52	  17.5	1	Simbad	188.46306	+30.27744
    1312	NGC4525   	(R')SB(s)c_d               	R'   	 47.8	 37	   0.66	      	  52.9	  18	   0.50	      	2	Simbad	188.46306	+30.27744
    1313	NGC4527   	(R'2)SAB(rs,nr)_bc         	bar  	 19.6	 55	       	      	      	    	       	      	3	Simbad	188.53540	+02.65381
    1314	NGC4527   	(R'2)SAB(rs,nr)_bc         	nr   	  7.3	 63	   0.71	      	   8.1	  11	   0.16	      	1	Simbad	188.53540	+02.65381
    1315	NGC4527   	(R'2)SAB(rs,nr)_bc         	R2'  	140.1	 66	   0.79	      	 140.2	  63	   0.24	      	1	Simbad	188.53540	+02.65381
    1316	NGC4527   	(R'2)SAB(rs,nr)_bc         	rs   	 46.2	 68	   0.84	      	  46.5	  74	   0.42	      	1	Simbad	188.53540	+02.65381
    1317	NGC4528   	SB(r)0o                    	bar  	  6.7	 85	   0.12	   5.1	  11.6	  94	   0.46	   8.5	2	Simbad	188.52502	+11.32192
    1318	NGC4528   	SB(r)0o                    	r    	 10.9	  5	   0.49	      	  10.9	   1	   0.12	      	1	Simbad	188.52502	+11.32192
    1319	NGC4531   	(L)SA(_rs)0/_a             	L    	 91.2	159	   0.37	      	  93.0	 185	   0.08	      	1	Simbad	188.56612	+13.07531
    1320	NGC4531   	(L)SA(_rs)0/_a             	_rs  	 20.2	156	   0.33	      	  20.6	 209	   0.03	      	1	Simbad	188.56612	+13.07531
    1321	NGC4532   	IBm                        	bar  	 31.2	157	       	      	      	    	       	      	2	Simbad	188.58054	+06.46770
    1322	NGC4534   	SAB(s)m                    	bar  	 12.0	 90	   0.38	  11.2	  12.6	  77	   0.32	  11.9	2	Simbad	188.52255	+35.51835
    1323	NGC4535   	SAB(s)c                    	bar  	 37.6	 42	   0.68	  43.1	  38.1	  44	   0.65	  43.5	1	Simbad	188.58462	+08.19776
    1324	NGC4536   	SAB(rs,nr)_bc              	bar  	 33.5	 77	   0.50	  39.8	  64.9	  50	   0.61	  68.6	1	Simbad	188.61304	+02.18788
    1325	NGC4536   	SAB(rs,nr)_bc              	rs   	 88.3	117	   0.73	      	  93.0	 101	   0.45	      	1	Simbad	188.61304	+02.18788
    1326	NGC4536   	SAB(rs,nr)_bc              	nr   	  4.2	125	   0.55	      	   4.4	 205	   0.03	      	1	Simbad	188.61304	+02.18788
    1327	NGC4539   	SB0/a:,sp,pec              	bar  	 29.0	102	       	      	      	    	       	      	3	Simbad	188.64475	+18.20264
    1328	NGC4540   	SAB(rs)m/Sph,N             	bar  	 18.1	 62	   0.55	  17.9	  18.1	  62	   0.53	  17.9	1	Simbad	188.71198	+15.55170
    1329	NGC4540   	SAB(rs)m/Sph,N             	rs   	 21.9	 36	   0.15	      	  22.1	  29	   0.12	      	2	Simbad	188.71198	+15.55170
    1330	NGC4545   	SAB(s)c                    	bar  	  8.7	 37	   0.66	  11.9	  10.9	  57	   0.59	  14.3	1	Simbad	188.64234	+63.52507
    1331	NGC4548   	SB(rs,bl)_ab               	bar  	 59.7	 61	   0.53	  58.0	  76.9	  60	   0.64	  74.6	1	Simbad	188.86012	+14.49632
    1332	NGC4548   	SB(rs,bl)_ab               	bl   	 27.0	127	   0.15	      	  30.7	  79	   0.16	      	1	Simbad	188.86012	+14.49632
    1333	NGC4548   	SB(rs,bl)_ab               	rs   	 61.3	 83	   0.24	      	  77.1	  71	   0.39	      	1	Simbad	188.86012	+14.49632
    1334	NGC4559   	SA_B(s)cd                  	bar  	 12.6	110	   0.62	  15.1	  19.3	  81	   0.61	  22.1	2	Simbad	188.99017	+27.95996
    1335	NGC4561   	SB(s)d                     	bar  	 13.5	115	   0.83	   8.2	  15.5	 117	   0.85	   9.5	2	Simbad	189.03390	+19.32259
    1336	NGC4565   	SBx(r)_ab,spw              	bar  	 97.0	134	       	      	      	    	       	      	3	Simbad	189.08668	+25.98739
    1337	NGC4567   	SA(rs)bc                   	rs   	 17.0	 37	   0.35	      	  23.0	  15	   0.46	      	1	Simbad	189.13626	+11.25787
    1338	NGC4568   	SA(s,nl)b_c                	nl   	  6.0	 20	   0.47	      	   7.3	 -38	   0.23	      	1	Simbad	189.14288	+11.23863
    1339	NGC4569   	(R'L)SA_Bx(rs,x1r)a        	bar  	 98.1	 18	       	      	      	    	       	      	2	Simbad	189.20757	+13.16287
    1340	NGC4569   	(R'L)SA_Bx(rs,x1r)a        	R'L  	291.4	 24	   0.62	      	 291.6	  19	   0.07	      	1	Simbad	189.20757	+13.16287
    1341	NGC4569   	(R'L)SA_Bx(rs,x1r)a        	rs   	118.9	 15	   0.63	      	 135.8	 -19	   0.30	      	1	Simbad	189.20757	+13.16287
    1342	NGC4571   	SA(rl_)c                   	rl_  	 18.6	 45	   0.14	      	  19.1	  33	   0.14	      	1	Simbad	189.23488	+14.21730
    1343	NGC4579   	(_RL,R')SB(rs,bl)a         	bar  	 40.7	 53	   0.48	  42.2	  47.3	  39	   0.45	  47.7	1	Simbad	189.43165	+11.81809
    1344	NGC4579   	(_RL,R')SB(rs,bl)a         	bl   	 24.2	 87	   0.26	      	  24.6	  52	   0.05	      	1	Simbad	189.43165	+11.81809
    1345	NGC4579   	(_RL,R')SB(rs,bl)a         	R'   	 97.2	101	   0.31	      	  99.7	 122	   0.13	      	1	Simbad	189.43165	+11.81809
    1346	NGC4579   	(_RL,R')SB(rs,bl)a         	_RL  	157.0	 96	   0.30	      	 158.3	 112	   0.08	      	1	Simbad	189.43165	+11.81809
    1347	NGC4579   	(_RL,R')SB(rs,bl)a         	rs   	 69.5	 54	   0.32	      	  82.0	  32	   0.34	      	1	Simbad	189.43165	+11.81809
    1348	NGC4580   	(R)SA(rs,_rs)a             	R    	 53.0	153	   0.31	      	  53.0	 147	   0.09	      	1	Simbad	189.45156	+05.36851
    1349	NGC4580   	(R)SA(rs,_rs)a             	rs   	 34.5	160	   0.32	      	  34.7	 172	   0.11	      	1	Simbad	189.45156	+05.36851
    1350	NGC4580   	(R)SA(rs,_rs)a             	_rs  	 21.3	157	   0.42	      	  21.3	 159	   0.24	      	1	Simbad	189.45156	+05.36851
    1351	NGC4584   	SB(s)0/a[m],pec/Sph        	bar  	  5.9	123	       	      	      	    	       	      	2	Simbad	189.57448	+13.10987
    1352	NGC4586   	SA_Bx(s,nd)_0/a,sp         	bar  	 63.9	115	       	      	      	    	       	      	3	Simbad	189.61836	+04.31918
    1353	NGC4591   	SAB(rs)_ab                 	bar  	  8.0	 41	   0.64	   8.5	   8.1	  50	   0.33	   8.5	1	Simbad	189.80183	+06.01228
    1354	NGC4591   	SAB(rs)_ab                 	rs   	  7.2	 34	   0.17	      	  11.3	 -52	   0.36	      	1	Simbad	189.80183	+06.01228
    1355	NGC4593   	(R')SB(rs,bl,AGN)a         	bar  	 49.3	 54	   0.60	  52.5	  55.4	  47	   0.62	  58.4	1	Simbad	189.91435	-05.34418
    1356	NGC4593   	(R')SB(rs,bl,AGN)a         	R'   	102.6	101	   0.27	      	 102.7	  98	   0.13	      	1	Simbad	189.91435	-05.34418
    1357	NGC4593   	(R')SB(rs,bl,AGN)a         	rs   	 68.4	 88	   0.43	      	  69.8	  81	   0.35	      	1	Simbad	189.91435	-05.34418
    1358	NGC4593   	(R')SB(rs,bl,AGN)a         	bl   	 22.7	 71	   0.21	      	  24.8	  48	   0.20	      	1	Simbad	189.91435	-05.34418
    1359	NGC4594   	(R)SA(l)0+,sp/E(d)1-2      	l    	 68.1	 89	   0.92	      	  68.1	  89	   0.82	      	1	Simbad	189.99763	-11.62305
    1360	NGC4594   	(R)SA(l)0+,sp/E(d)1-2      	R    	144.2	 89	   0.91	      	 144.2	  90	   0.78	      	1	Simbad	189.99763	-11.62305
    1361	NGC4596   	(L)SB(rs,bl)_0/a           	bar  	 53.6	 74	   0.53	  53.6	  60.4	  65	   0.54	  60.4	1	Simbad	189.98314	+10.17616
    1362	NGC4596   	(L)SB(rs,bl)_0/a           	bl   	 27.2	112	   0.08	      	  30.9	  33	   0.12	      	1	Simbad	189.98314	+10.17616
    1363	NGC4596   	(L)SB(rs,bl)_0/a           	L    	118.1	126	   0.18	      	 121.6	 171	   0.05	      	1	Simbad	189.98314	+10.17616
    1364	NGC4596   	(L)SB(rs,bl)_0/a           	rs   	 68.0	 72	   0.33	      	  77.9	  58	   0.37	      	1	Simbad	189.98314	+10.17616
    1365	NGC4597   	(R')SA_B(s)dm              	bar  	 26.6	121	   0.44	  29.1	  61.3	 129	   0.74	  64.9	2	Simbad	190.05388	-05.79929
    1366	NGC4597   	(R')SA_B(s)dm              	R'   	 82.2	 41	   0.65	      	  82.5	  34	   0.19	      	3	Simbad	190.05388	-05.79929
    1367	NGC4602   	(R'ext-plan)SAB(s)bc,pec   	bar  	 21.5	107	       	      	      	    	       	      	2	Simbad	190.15353	-05.13301
    1368	NGC4602   	(R'ext-plan)SAB(s)bc,pec   	R'   	 48.5	110	   0.68	      	  56.3	 142	   0.38	      	2	Simbad	190.15353	-05.13301
    1369	NGC4604   	SB(s)d_m                   	bar  	 11.3	115	   0.72	  11.0	  11.3	 120	   0.49	  11.0	2	Simbad	190.18724	-05.30254
    1370	NGC4605   	IB(s)m,sp,pec              	bar  	 91.2	115	       	      	      	    	       	      	3	Simbad	189.99742	+61.60919
    1371	NGC4618   	(R')SB(rs)m                	bar  	 20.5	 59	   0.63	  20.3	  24.5	  69	   0.67	  25.0	1	Simbad	190.38705	+41.15085
    1372	NGC4618   	(R')SB(rs)m                	R'   	 83.5	 19	   0.27	      	  85.7	  54	   0.06	      	3	Simbad	190.38705	+41.15085
    1373	NGC4618   	(R')SB(rs)m                	rs   	 34.9	 25	   0.25	      	  37.5	  67	   0.12	      	3	Simbad	190.38705	+41.15085
    1374	NGC4625   	(R')SAB(rs)m               	bar  	  7.7	 14	   0.37	   8.2	   7.8	  18	   0.37	   8.4	2	Simbad	190.46959	+41.27372
    1375	NGC4625   	(R')SAB(rs)m               	R'   	 31.2	145	   0.18	      	  31.4	 139	   0.13	      	1	Simbad	190.46959	+41.27372
    1376	NGC4625   	(R')SAB(rs)m               	rs   	 12.6	 78	   0.17	      	  13.4	  76	   0.22	      	1	Simbad	190.46959	+41.27372
    1377	NGC4628   	(R')SBa(s,AGN)_ab,sp       	bar  	 11.1	 38	       	      	      	    	       	      	2	Simbad	190.60532	-06.97096
    1378	NGC4628   	(R')SBa(s,AGN)_ab,sp       	R'   	 33.3	 44	   0.81	      	  33.4	  41	   0.35	      	1	Simbad	190.60532	-06.97096
    1379	NGC4630   	SAB(s)d_m,pec/Sph,N        	bar  	 22.4	164	       	      	      	    	       	      	3	Simbad	190.62977	+03.96036
    1380	NGC4631   	SB(s)d,sp,pec              	bar  	 55.0	 81	       	      	      	    	       	      	3	Simbad	190.53337	+32.54151
    1381	NGC4632   	SA_B(s)dm                  	bar  	 18.5	178	       	      	      	    	       	      	3	Simbad	190.63329	-00.08252
    1382	NGC4639   	(R')SA_B(rs,bl)ab          	bar  	 25.6	173	   0.56	  25.3	  32.2	  10	   0.55	  31.1	1	Simbad	190.71824	+13.25742
    1383	NGC4639   	(R')SA_B(rs,bl)ab          	R'   	 69.2	116	   0.38	      	  77.7	  85	   0.25	      	1	Simbad	190.71824	+13.25742
    1384	NGC4639   	(R')SA_B(rs,bl)ab          	rs   	 27.0	106	   0.14	      	  37.1	  54	   0.31	      	1	Simbad	190.71824	+13.25742
    1385	NGC4639   	(R')SA_B(rs,bl)ab          	bl   	 14.7	130	   0.27	      	  16.5	  56	   0.12	      	1	Simbad	190.71824	+13.25742
    1386	NGC4641   	dSA[(s)m](rl)0o/Sph        	rl   	  7.2	 60	   0.08	      	   7.4	  14	   0.03	      	3	Simbad	190.78190	+12.05111
    1387	NGC4643   	(L)SB(_rs,bl,nl)0o+        	bar  	 49.9	133	   0.47	  47.6	  61.8	 137	   0.57	  58.8	1	Simbad	190.83389	+01.97840
    1388	NGC4643   	(L)SB(_rs,bl,nl)0o+        	bl   	 29.9	 61	   0.06	      	  35.1	 145	   0.15	      	1	Simbad	190.83389	+01.97840
    1389	NGC4643   	(L)SB(_rs,bl,nl)0o+        	L    	111.1	 44	   0.19	      	 117.5	   1	   0.09	      	1	Simbad	190.83389	+01.97840
    1390	NGC4643   	(L)SB(_rs,bl,nl)0o+        	nl   	  5.1	 55	   0.19	      	   5.1	  -2	   0.01	      	1	Simbad	190.83389	+01.97840
    1391	NGC4643   	(L)SB(_rs,bl,nl)0o+        	_rs  	 50.4	 62	   0.08	      	  58.1	 144	   0.13	      	1	Simbad	190.83389	+01.97840
    1392	NGC4647   	SAB(rs)cd                  	bar  	  5.1	128	   0.37	   4.1	   5.1	 128	   0.23	   4.4	2	Simbad	190.88559	+11.58247
    1393	NGC4647   	SAB(rs)cd                  	rs   	  8.9	  6	   0.44	      	  11.2	 197	   0.53	      	1	Simbad	190.88559	+11.58247
    1394	NGC4651   	SA(rs)b,pec                	rs   	 23.0	105	   0.32	      	  31.5	 146	   0.38	      	1	Simbad	190.92761	+16.39340
    1395	NGC4654   	SB(rs_)cd                  	bar  	 28.8	121	   0.68	  25.7	  28.8	 123	   0.41	  25.7	2	Simbad	190.98599	+13.12635
    1396	NGC4654   	SB(rs_)cd                  	rs_  	 46.1	119	   0.55	      	  46.2	 117	   0.18	      	3	Simbad	190.98599	+13.12635
    1397	NGC4656   	SB(s)dm,sp,pec             	bar  	 92.4	 35	       	      	      	    	       	      	3	Simbad	190.99037	+32.17037
    1398	NGC4658   	SB(rs)d                    	bar  	  9.3	 32	   0.73	  10.7	  11.7	  50	   0.72	  13.8	2	Simbad	191.15744	-10.08312
    1399	NGC4658   	SB(rs)d                    	rs   	  9.7	 23	   0.43	      	  12.0	  59	   0.36	      	3	Simbad	191.15744	-10.08312
    1400	NGC4659   	(_RL)SAB(l,bl)0o           	bar  	  8.4	 89	   0.17	   7.4	  11.6	  85	   0.39	  10.1	2	Simbad	191.12245	+13.49857
    1401	NGC4659   	(_RL)SAB(l,bl)0o           	l    	 13.0	 42	   0.15	      	  17.1	 251	   0.32	      	1	Simbad	191.12245	+13.49857
    1402	NGC4659   	(_RL)SAB(l,bl)0o           	bl   	  6.0	 31	   0.05	      	   8.0	  79	   0.27	      	1	Simbad	191.12245	+13.49857
    1403	NGC4659   	(_RL)SAB(l,bl)0o           	_RL  	 37.9	177	   0.31	      	  38.2	  15	   0.07	      	1	Simbad	191.12245	+13.49857
    1404	NGC4666   	SA_B(s)c,sp                	bar  	 22.5	 42	       	      	      	    	       	      	3	Simbad	191.28615	-00.46191
    1405	NGC4668   	SB(s)m_                    	bar  	 16.1	178	   0.62	  16.7	  16.8	 163	   0.37	  17.5	2	Simbad	191.38309	-00.53399
    1406	NGC4680   	SAB(rs_)b,pec              	bar  	 10.1	  6	   0.61	   9.5	  11.1	 176	   0.58	  11.2	2	Simbad	191.72812	-11.63704
    1407	NGC4680   	SAB(rs_)b,pec              	rs_  	 15.5	 58	   0.47	      	  16.2	  69	   0.38	      	1	Simbad	191.72812	-11.63704
    1408	NGC4682   	SA(r)bc                    	r    	  7.2	 75	   0.36	      	   9.5	   5	   0.26	      	1	Simbad	191.81453	-10.06346
    1409	NGC4688   	SB(s)dm                    	bar  	 16.3	 33	   0.64	  15.4	  20.1	  38	   0.70	  18.9	2	Simbad	191.94385	+04.33604
    1410	NGC4689   	(_RL)SA(rs,rs)b            	rs   	 61.6	160	   0.26	      	  61.7	 152	   0.09	      	1	Simbad	191.93982	+13.76282
    1411	NGC4689   	(_RL)SA(rs,rs)b            	rs   	 22.9	150	   0.39	      	  23.4	 140	   0.27	      	1	Simbad	191.93982	+13.76282
    1412	NGC4689   	(_RL)SA(rs,rs)b            	_RL  	142.7	154	   0.19	      	 148.1	 -67	   0.07	      	1	Simbad	191.93982	+13.76282
    1413	NGC4691   	(R'L,R')SB(s)0/a[dm]       	bar  	 29.6	 85	       	      	      	    	       	      	2	Simbad	192.05667	-03.33269
    1414	NGC4691   	(R'L,R')SB(s)0/a[dm]       	R'   	 47.9	 85	   0.16	      	  56.3	 104	   0.26	      	1	Simbad	192.05667	-03.33269
    1415	NGC4691   	(R'L,R')SB(s)0/a[dm]       	R'L  	 99.7	 27	   0.16	      	 102.3	 -39	   0.03	      	1	Simbad	192.05667	-03.33269
    1416	NGC4698   	(R)SA(rr)0/a/E(d)1-2       	R    	228.9	166	   0.62	      	 229.0	 165	   0.33	      	3	Simbad	192.09546	+08.48740
    1417	NGC4698   	(R)SA(rr)0/a/E(d)1-2       	r    	 47.9	167	   0.61	      	  47.9	 169	   0.30	      	1	Simbad	192.09546	+08.48740
    1418	NGC4698   	(R)SA(rr)0/a/E(d)1-2       	r    	 64.8	169	   0.64	      	  65.0	 174	   0.36	      	1	Simbad	192.09546	+08.48740
    1419	NGC4699   	(R')SB(l)0/a/E1            	bar  	 15.0	 44	   0.46	  12.5	  15.1	  46	   0.38	  12.5	2	Simbad	192.25911	-08.66430
    1420	NGC4699   	(R')SB(l)0/a/E1            	l    	 42.8	 38	   0.32	      	  42.8	  38	   0.20	      	1	Simbad	192.25911	-08.66430
    1421	NGC4699   	(R')SB(l)0/a/E1            	R'   	 78.9	 42	   0.28	      	  79.0	  45	   0.16	      	1	Simbad	192.25911	-08.66430
    1422	NGC4700   	SB(s)m,sp                  	bar  	 48.8	 48	       	      	      	    	       	      	3	Simbad	192.28395	-11.40986
    1423	NGC4713   	SAB(rs)_cd                 	bar  	 11.4	 84	   0.62	  11.4	  11.6	  77	   0.43	  11.5	2	Simbad	192.49117	+05.31137
    1424	NGC4713   	SAB(rs)_cd                 	rs   	 14.2	 51	   0.23	      	  19.7	  18	   0.38	      	2	Simbad	192.49117	+05.31137
    1425	NGC4722   	SA_B(rs)a                  	bar  	  6.4	 83	       	      	      	    	       	      	2	Simbad	192.88500	-13.33007
    1426	NGC4722   	SA_B(rs)a                  	rs   	 18.0	 31	   0.69	      	  18.1	  22	   0.18	      	1	Simbad	192.88500	-13.33007
    1427	NGC4725   	(R')SABx(r,nb)a            	bar  	123.3	 45	   0.68	 130.6	 126.6	  53	   0.57	 135.9	1	Simbad	192.61071	+25.50076
    1428	NGC4725   	(R')SABx(r,nb)a            	nb   	  5.3	141	   0.13	   4.7	   7.7	 128	   0.38	   6.8	2	Simbad	192.61071	+25.50076
    1429	NGC4725   	(R')SABx(r,nb)a            	r    	129.7	 41	   0.44	      	 132.0	  53	   0.22	      	1	Simbad	192.61071	+25.50076
    1430	NGC4725   	(R')SABx(r,nb)a            	R'   	212.4	 30	   0.30	      	 221.5	 -26	   0.06	      	3	Simbad	192.61071	+25.50076
    1431	NGC4731   	SB(s)d                     	bar  	 57.5	127	   0.81	  57.6	  94.6	 147	   0.86	  96.3	2	Simbad	192.75456	-06.39305
    1432	NGC4733   	SB(rl_)0+                  	bar  	 15.0	 93	   0.38	  11.9	  15.1	  95	   0.32	  12.0	1	Simbad	192.77822	+10.91208
    1433	NGC4733   	SB(rl_)0+                  	rl_  	 20.7	 42	   0.09	      	  22.0	  20	   0.12	      	1	Simbad	192.77822	+10.91208
    1434	NGC4736   	(R)SA(rl,_rs,nl,nb)a       	nb   	 11.9	 31	   0.19	  11.0	  14.4	  57	   0.33	  13.2	1	Simbad	192.72145	+41.12015
    1435	NGC4736   	(R)SA(rl,_rs,nl,nb)a       	_rs  	 46.6	120	   0.28	      	  46.7	 116	   0.14	      	1	Simbad	192.72145	+41.12015
    1436	NGC4736   	(R)SA(rl,_rs,nl,nb)a       	R    	313.8	128	   0.15	      	 323.1	 188	   0.04	      	1	Simbad	192.72145	+41.12015
    1437	NGC4736   	(R)SA(rl,_rs,nl,nb)a       	rl   	173.4	114	   0.22	      	 176.2	  94	   0.09	      	1	Simbad	192.72145	+41.12015
    1438	NGC4736   	(R)SA(rl,_rs,nl,nb)a       	nl   	 18.2	136	   0.03	      	  21.5	 211	   0.15	      	1	Simbad	192.72145	+41.12015
    1439	NGC4746   	(R')Sc,sp                  	R'   	 41.3	119	   0.85	      	  41.3	 119	   0.29	      	1	Simbad	192.98071	+12.08303
    1440	NGC4750   	(R')SA(rs)a,pec            	R'   	 46.3	169	   0.15	      	  49.5	 247	   0.07	      	1	Simbad	192.53045	+72.87462
    1441	NGC4750   	(R')SA(rs)a,pec            	rs   	 16.8	146	   0.21	      	  18.2	 112	   0.15	      	1	Simbad	192.53045	+72.87462
    1442	NGC4754   	(L)SBa(bl)0-o              	bar  	 26.6	141	   0.23	  23.1	  50.4	 119	   0.52	  41.0	1	Simbad	193.07318	+11.31366
    1443	NGC4754   	(L)SBa(bl)0-o              	bl   	 27.1	 31	   0.38	      	  34.5	  95	   0.24	      	1	Simbad	193.07318	+11.31366
    1444	NGC4754   	(L)SBa(bl)0-o              	L    	115.6	 22	   0.48	      	 118.9	 110	   0.03	      	1	Simbad	193.07318	+11.31366
    1445	NGC4758   	SBm,sp                     	bar  	 35.3	160	       	      	      	    	       	      	3	Simbad	193.18439	+15.84800
    1446	NGC4765   	IA_Bm                      	bar  	  8.8	 72	       	      	      	    	       	      	3	Simbad	193.31088	+04.46319
    1447	NGC4771   	SA(r)a_b,sp                	r    	 18.5	140	   0.67	      	  27.9	 204	   0.40	      	1	Simbad	193.33864	+01.26917
    1448	NGC4772   	(R'L)SA(r)0/a              	r    	 68.9	145	   0.73	      	  68.9	 144	   0.48	      	1	Simbad	193.37152	+02.16837
    1449	NGC4772   	(R'L)SA(r)0/a              	R'L  	133.9	147	   0.49	      	 134.6	 171	   0.03	      	1	Simbad	193.37152	+02.16837
    1450	NGC4779   	SB(rs)b                    	bar  	 21.3	  3	   0.69	  28.4	  25.8	 178	   0.73	  33.8	1	Simbad	193.46193	+09.70992
    1451	NGC4779   	SB(rs)b                    	rs   	 23.4	 17	   0.22	      	  27.8	  -1	   0.31	      	1	Simbad	193.46193	+09.70992
    1452	NGC4781   	SB(s)_dm,pec               	bar  	 18.2	 82	   0.62	  16.3	  24.3	  56	   0.63	  23.3	2	Simbad	193.59906	-10.53717
    1453	NGC4791   	(R')SA(s)0/a               	R'   	 10.3	 52	   0.48	      	  10.7	  39	   0.32	      	1	Simbad	193.68311	+08.05309
    1454	NGC4793   	SA(rs_)c                   	rs_  	 13.6	 43	   0.36	      	  16.1	 -25	   0.17	      	3	Simbad	193.66922	+28.93868
    1455	NGC4795   	(R')SA_Ba(l,bl)a,pec       	bar  	 13.6	 23	   0.30	   9.8	  18.9	  24	   0.49	  13.7	1	Simbad	193.76190	+08.06553
    1456	NGC4795   	(R')SA_Ba(l,bl)a,pec       	l    	 13.2	  8	   0.09	      	  18.1	 201	   0.34	      	1	Simbad	193.76190	+08.06553
    1457	NGC4795   	(R')SA_Ba(l,bl)a,pec       	R'   	 42.3	140	   0.17	      	  51.6	 188	   0.22	      	1	Simbad	193.76190	+08.06553
    1458	NGC4795   	(R')SA_Ba(l,bl)a,pec       	bl   	  8.1	119	   0.25	      	   8.6	 180	   0.07	      	1	Simbad	193.76190	+08.06553
    1459	NGC4799   	SA(l)0o:                   	l    	 21.0	 90	   0.71	      	  21.6	 113	   0.17	      	1	Simbad	193.81471	+02.89667
    1460	NGC4800   	(R')SA(rs)a                	R'   	 41.1	 30	   0.27	      	  41.8	  58	   0.06	      	1	Simbad	193.65743	+46.53119
