#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T05:30:12 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T05:30:12	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/587/A160/tablea1&-out.all=1&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35870160
#Name: J/A+A/587/A160
#Title: 3.6um S4G Galactic bars characterization (Diaz-Garcia+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/a+a/587/a160	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/587/a160	    IVOID of underlying data collection
#INFO	creator=Diaz-Garcia S.	    First author or institution
#INFO	cites=bibcode:2016A&A...587A.160D	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/587/A160	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35870160	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-01-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_587_A160_tablea1:
#Name: J/A+A/587/A160/tablea1
#Title: Fundamental properties of S4G galaxies: distance, mass distribution, velocities and stellar disk
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	rfp	(A3)	Display the Radial force profiles of this galaxy	[ucd=meta.ref.url]
#Column	rcdm	(A4)	Display the Rotation curve decomposition model of this galaxy	[ucd=meta.ref.url]
#Column	Galaxy	(a10)	Galaxy identification	[ucd=meta.id;src.class.starGalaxy;meta.main]
#Column	M*	(I12)	? Total stellar mass	[ucd=phys.mass]
#Column	Dist	(F7.3)	Distance to the galaxy	[ucd=pos.distance]
#Column	hz	(F6.3)	Disk scale-height	[ucd=phys.angSize;src]
#Column	e_hz1	(F7.3)	[] Uncertainty on the disk scale-height associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_hz2	(F7.3)	[] Uncertainty on the disk scale-height associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	Ropt	(F8.3)	? Estimated optical radius	[ucd=phys.angSize;em.opt]
#Column	VHI	(F8.3)	? Inclination-corrected HI maximum velocity	[ucd=spect.dopplerVeloc]
#Column	V36max	(F8.3)	? Maximum of the stellar contribution to the rotation curve	[ucd=phys.veloc.rotat]
#Column	e_V36max1	(F7.3)	[] Uncertainty on the maximum of the stellar contribution to the rotation curve associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_V36max2	(F6.3)	[] Uncertainty on the maximum of the stellar contribution to the rotation curve associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	V36maxRad	(F8.3)	? Radius of maximum velocity of the stellar component of the rotation curve	[ucd=phys.angSize]
#Column	e_V36maxRad1	(F8.3)	[]? Uncertainty on the radius of maximum velocity of the stellar component of the rotation curve associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_V36maxRad2	(F8.3)	[]? Uncertainty on the radius of maximum velocity of the stellar component of the rotation curve associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	V36Ropt	(F8.3)	? The stellar contribution to the rotation curve evaluated at the optical radius	[ucd=phys.veloc.rotat]
#Column	e_V36Ropt1	(F8.3)	[]? Uncertainty on the stellar contribution to the rotation curve evaluated at the optical radius associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_V36Ropt2	(F8.3)	[]? Uncertainty on the stellar contribution to the rotation curve evaluated at the optical radius associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	dRV36	(F8.3)	? Inner slope of the stellar component of the rotation curve	[ucd=arith.grad;phys.veloc]
#Column	e_dRV361	(F8.3)	[]? Uncertainty on the inner slope of the stellar component of the rotation curve associated with a thicker disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	e_dRV362	(F8.3)	[]? Uncertainty on the inner slope of the stellar component of the rotation curve associated with a thinner disk in de Grijs/Speltincx relation	[ucd=stat.error]
#Column	ahalo	(F8.3)	? Halo core radius	[ucd=phys.size.radius]
#Column	Vinfhalo	(F8.3)	? Halo velocity amplitude, corrected to match the HI maximum velocity	[ucd=phys.veloc.dispersion]
#Column	Mh/M*	(F8.3)	? Stellar-to-halo mass ratio within the optical radius	[ucd=phys.mass;arith.ratio]
#Column	bar	(A1)	indicates bar informations in tables A2 and/or A3	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
recno	rfp	rcdm	Galaxy	M*	Dist	hz	e_hz1	e_hz2	Ropt	VHI	V36max	e_V36max1	e_V36max2	V36maxRad	e_V36maxRad1	e_V36maxRad2	V36Ropt	e_V36Ropt1	e_V36Ropt2	dRV36	e_dRV361	e_dRV362	ahalo	Vinfhalo	Mh/M*	bar	Simbad	_RA	_DE
    1165	rfp	rcdm	UGC05403  	  9332549632	 28.917	 1.856	  5.567	 -0.371	  22.395	 165.459	 155.034	-41.446	 5.833	   6.750	   3.000	   0.000	 115.190	 -12.458	   0.823	 472.363	-189.690	  34.100	   2.870	 162.722	   1.427	 	Simbad	150.64816	+19.17707
    1166	rfp	rcdm	UGC05427  	    65765800	  7.110	 1.542	  1.234	 -0.386	  45.323	  40.560	  17.704	 -0.500	 0.171	  35.250	   0.000	   0.000	  17.017	  -0.306	   0.093	  58.431	  -7.290	   3.410	   0.768	 118.507	   6.281	 	Simbad	151.16987	+29.36442
    1167	rfp	rcdm	UGC05456  	    48640700	  4.053	 1.942	  1.553	 -0.485	  57.066	  43.421	  22.633	 -0.789	 0.273	  35.250	   0.000	   0.000	  18.689	  -0.228	   0.066	 161.624	 -28.940	  14.660	   0.622	 114.712	   5.901	 	Simbad	151.83409	+10.36116
    1168	rfp	rcdm	UGC05464  	   261216000	 14.139	 1.736	  1.388	 -0.434	  37.500	  60.274	  20.177	 -1.325	 0.859	  35.250	   0.000	   0.000	  20.177	  -1.325	   0.859	  31.235	  -6.040	   6.810	   1.550	  71.180	  10.631	 	Simbad	152.03233	+29.54197
    1169	rfp	rcdm	UGC05478  	  1247379968	 23.400	 2.432	  1.945	 -0.608	  45.000	  51.754	  37.806	 -1.640	 0.583	  42.750	   0.000	   0.000	  37.806	  -1.640	   0.583	  24.504	  -3.650	   1.780	   3.909	  58.180	   1.173	 	Simbad	152.38208	+30.15042
    1170	rfp	rcdm	UGC05522  	  6934249984	 38.000	 2.403	  1.602	 -0.687	  38.657	 122.396	  57.974	 -1.936	 0.930	  32.250	   1.500	  -1.500	  55.992	  -1.392	   0.598	  32.269	  -4.740	   3.190	   6.979	 153.078	   5.070	 	Simbad	153.49498	+07.02413
    1171	rfp	rcdm	UGC05575  	   494311008	 20.333	 1.307	  1.045	 -0.327	  35.639	  72.140	  24.103	 -1.258	 0.830	  26.250	   3.000	  -1.500	  23.189	  -0.886	   0.467	  37.083	  -4.080	   3.060	   2.369	  84.565	  11.644	 	Simbad	154.94542	+22.59472
    1172	rfp	rcdm	UGC05612  	  3206269952	 19.100	 3.593	  2.874	 -0.898	 111.997	  95.041	  52.893	 -1.497	 0.509	  77.250	   1.500	   0.000	  48.384	  -0.800	   0.254	  34.117	  -4.940	   2.320	  12.053	 125.464	   3.836	 	Simbad	156.02792	+70.88222
    1173	rfp	rcdm	UGC05633  	  1592210048	 23.400	 3.268	  2.615	 -0.817	  67.500	 102.272	  38.874	 -1.547	 0.556	  65.250	   0.000	   0.000	  38.874	  -1.547	   0.556	  40.282	  -7.480	   3.760	   7.092	  54.556	   7.945	*	Simbad	156.16721	+14.75675
    1174	rfp	rcdm	UGC05676  	  1510080000	 19.722	 2.232	  1.785	 -0.558	  58.164	  62.713	  34.778	 -0.800	 0.260	  47.250	   0.000	   0.000	  34.375	  -0.740	   0.244	  35.124	  -5.690	   2.850	   4.027	  64.847	   3.124	*	Simbad	157.27219	+54.71811
    1175	rfp	rcdm	UGC05688  	  3451440128	 30.800	 3.704	  2.963	 -0.926	  82.500	  31.116	  46.174	 -1.748	 0.631	  80.250	   0.000	   0.000	  46.174	  -1.748	   0.631	  16.957	  -2.690	   1.320	        	        	        	 	Simbad	157.60337	+70.05050
    1176	rfp	rcdm	UGC05707  	  3723919872	 30.150	 1.901	  1.521	 -0.475	  55.845	  97.252	  44.159	 -0.878	 0.290	  53.250	   0.000	   0.000	  43.737	  -0.805	   0.264	  78.985	 -15.040	   7.660	   6.260	 109.098	   5.292	 	Simbad	157.80908	+43.13734
    1177	rfp	rcdm	UGC05739  	 15135599616	 41.278	 3.950	  3.950	 -1.975	  55.706	 120.852	 132.249	-13.338	 8.921	  21.750	   0.000	   0.000	  90.668	  -2.423	   1.003	  76.829	 -16.370	  17.360	        	        	   1.042	 	Simbad	158.58246	+13.75460
    1178	rfp	rcdm	UGC05740  	   200447008	 11.300	 1.713	  1.370	 -0.428	  52.565	  81.337	  22.763	 -0.557	 0.188	  57.750	   0.000	   0.000	  22.345	  -0.464	   0.145	  32.722	  -5.280	   2.680	   1.607	 119.350	  16.437	 	Simbad	158.69029	+50.76889
    1179	rfp	rcdm	UGC05764  	    24154600	  6.900	 2.015	  1.612	 -0.504	  59.356	  57.895	  10.265	 -0.349	 0.172	  26.250	  12.000	   0.000	  10.122	  -0.249	   0.085	  40.562	  -6.960	   3.620	   1.023	  43.565	  42.554	 	Simbad	159.18142	+31.54639
    1180	rfp	rcdm	UGC05814  	  7227700224	 26.125	 2.420	  2.420	 -1.210	  45.000	 177.354	 104.955	-12.821	11.369	   8.250	   3.000	  -1.500	  79.293	  -2.329	   1.149	 405.587	 -99.310	 112.670	   4.704	 226.255	   5.371	*	Simbad	160.65932	+77.49490
    1181	rfp	rcdm	UGC05829  	   299916000	  8.000	 4.470	  3.576	 -1.118	 132.649	  47.835	  18.386	 -0.527	 0.190	 132.750	   0.000	   0.000	  18.386	  -0.527	   0.190	        	        	        	   3.327	  61.359	   7.741	 	Simbad	160.67592	+34.44897
    1182	rfp	rcdm	UGC05832  	  1489360000	 16.889	 2.550	  2.550	 -1.275	  51.464	  93.237	  47.961	 -2.029	 1.122	  39.750	   0.000	   0.000	  44.417	  -1.257	   0.603	  98.476	 -21.260	  22.950	   3.223	 100.904	   4.571	*	Simbad	160.70167	+13.45944
    1183	rfp	rcdm	UGC05841  	  3126080000	 26.194	 2.860	  1.906	 -0.817	  41.990	 192.897	  57.100	 -3.360	 1.794	  15.750	  10.500	   0.000	  51.717	  -1.305	   0.569	 207.722	 -37.240	  26.670	   4.464	 244.108	  17.325	*	Simbad	161.23286	+76.68796
    1184	rfp	rcdm	UGC05846  	   207014000	 19.300	 2.502	  2.001	 -0.625	  45.000	  37.057	  21.639	 -0.979	 0.350	  42.750	   0.000	   0.000	  21.639	  -0.979	   0.350	        	        	        	   2.814	  30.135	   2.593	 	Simbad	161.12558	+60.36817
    1185	rfp	rcdm	UGC05922  	  1811340032	 25.639	 2.236	  6.707	 -0.447	  29.166	 100.171	  54.482	 -8.163	 0.743	  24.750	   1.500	   0.000	  52.397	  -6.458	   0.508	 107.079	 -43.350	   8.130	   3.138	 112.661	   3.562	*	Simbad	162.25622	-00.64041
    1186	rfp	rcdm	UGC05934  	  1056819968	 22.347	 3.068	  2.454	 -0.767	  52.500	  51.966	  29.943	 -1.219	 0.421	  50.250	   0.000	   0.000	  29.943	  -1.219	   0.421	  32.270	  -6.760	   3.660	   4.205	  50.792	   2.700	 	Simbad	162.49617	+31.90964
    1187	rfp	rcdm	UGC05947  	   632411008	 22.800	 1.966	  1.573	 -0.491	  59.519	  38.081	  26.015	 -0.701	 0.239	  57.750	   0.000	   0.000	  26.015	  -0.701	   0.239	  20.325	  -3.670	   1.890	   5.244	  35.908	   1.533	 	Simbad	162.62671	+19.64436
    1188	rfp	rcdm	UGC05976  	  1056819968	 16.597	 1.985	  1.588	 -0.496	  45.000	  73.358	  35.932	 -0.930	 0.324	  35.250	   7.500	   0.000	  35.863	  -0.861	   0.275	  65.374	 -11.220	   5.720	   2.488	 116.074	   4.272	 	Simbad	163.01154	+55.60119
    1189	rfp	rcdm	UGC05979  	   395367008	 20.600	 1.718	  1.374	 -0.430	  52.157	  54.101	  31.746	 -0.915	 0.313	  50.250	   0.000	   0.000	  31.746	  -0.915	   0.313	  18.017	  -2.170	   1.030	   3.650	  96.644	   2.555	 	Simbad	163.17150	+67.98856
    1190	rfp	rcdm	UGC05989  	   857036992	 15.653	 1.439	  1.151	 -0.360	  37.941	  70.612	  39.364	 -1.298	 0.440	  24.750	   0.000	   0.000	  36.078	  -0.594	   0.184	  80.209	 -13.150	   6.470	   2.377	  78.378	   3.798	 	Simbad	163.13306	+19.79217
    1191	rfp	rcdm	UGC06014  	   297852000	 15.750	 1.448	  1.158	 -0.362	  41.389	  46.020	  22.809	 -0.849	 0.316	  20.250	   1.500	   0.000	  21.678	  -0.389	   0.127	  39.046	  -4.860	   2.330	   2.124	  79.250	   4.705	 	Simbad	163.42783	+09.72761
    1192	rfp	rcdm	UGC06023  	  9976989696	 32.956	 1.252	  1.001	 -0.313	  36.832	 132.329	 106.839	 -2.617	 0.874	  30.750	   0.000	   0.000	 103.226	  -1.867	   0.595	 134.523	 -22.250	  10.670	   7.682	 135.785	   0.863	 	Simbad	163.58691	+27.23966
    1193	rfp	rcdm	UGC06145  	    48417200	 10.264	 2.717	  2.717	 -1.358	  40.089	  30.069	  10.552	 -0.492	 0.280	  50.250	   0.000	   0.000	  10.148	  -0.511	   0.312	  16.254	  -3.190	   3.650	   0.942	  89.834	  10.439	 	Simbad	166.39362	-01.86217
    1194	rfp	rcdm	UGC06151  	   719449984	 24.300	 1.905	  1.524	 -0.476	  55.903	  31.871	  28.600	 -0.665	 0.230	  56.250	   0.000	   0.000	  28.369	  -0.610	   0.205	  12.604	  -1.280	   0.640	   4.958	  17.957	   0.352	 	Simbad	166.48456	+19.82626
    1195	rfp	rcdm	UGC06157  	  4149540096	 43.000	 1.697	  1.358	 -0.424	  50.626	 111.599	  53.754	 -1.397	 0.467	  35.250	   0.000	   0.000	  51.962	  -0.880	   0.273	  39.961	  -6.730	   3.370	   8.989	 130.047	   4.847	*	Simbad	166.60529	+17.50767
    1196	rfp	rcdm	UGC06162  	  6622170112	 34.033	 2.576	  2.061	 -0.644	  79.439	 133.354	  66.263	 -1.959	 0.699	  60.750	   1.500	   0.000	  60.464	  -0.947	   0.283	  44.580	  -7.630	   3.750	  15.316	 183.604	   5.185	 	Simbad	166.72790	+51.20338
    1197	rfp	rcdm	UGC06181  	   364753984	 16.222	 2.080	  2.080	 -1.040	  42.878	  51.931	  28.608	 -1.434	 0.861	  27.750	   3.000	   0.000	  28.170	  -1.046	   0.586	  37.722	  -6.300	   6.350	   2.178	 141.044	   3.218	 	Simbad	166.94387	+19.54919
    1198	rfp	rcdm	UGC06194  	  4688130048	 36.708	 1.110	  0.888	 -0.278	  34.076	  89.562	  70.746	 -1.707	 0.579	  45.750	   0.000	   0.000	  68.027	  -1.066	   0.336	  80.423	 -12.520	   6.100	   5.777	  80.540	   0.984	 	Simbad	167.25260	+22.92960
    1199	rfp	rcdm	UGC06249  	  1156109952	 14.722	 2.203	  1.762	 -0.551	  54.574	  98.131	  33.767	 -0.828	 0.273	  41.250	   0.000	   0.000	  32.264	  -0.511	   0.141	  50.019	  -7.760	   3.830	   2.705	 110.615	  11.070	 	Simbad	168.33708	+59.90842
    1200	rfp	rcdm	UGC06271  	  4487459840	 27.903	 2.766	  8.297	 -0.553	  33.266	 124.588	  90.177	-22.594	 2.839	  11.250	   4.500	   0.000	  66.379	  -6.931	   0.445	 154.519	 -59.430	  10.410	   3.910	 138.672	   3.385	*	Simbad	168.65487	+30.31417
    1201	rfp	rcdm	UGC06309  	 25351299072	 48.600	 1.448	  1.158	 -0.362	  46.443	 202.580	 139.460	 -4.986	 1.870	  27.750	   0.000	  -1.500	 117.806	  -1.579	   0.477	 189.032	 -35.740	  18.220	  13.243	 260.710	   2.626	*	Simbad	169.44342	+51.47673
    1202	rfp	rcdm	UGC06320  	  2654599936	 22.600	 0.956	  0.765	 -0.239	  27.275	  56.998	  74.380	 -2.255	 0.775	  20.250	   0.000	   0.000	  68.176	  -1.065	   0.329	 209.976	 -36.470	  17.930	        	        	        	 	Simbad	169.57182	+18.84694
    1203	rfp	rcdm	UGC06335  	  6324109824	 40.667	 1.844	  1.475	 -0.461	  51.092	  57.942	  57.077	 -1.634	 0.569	  38.250	   1.500	   0.000	  56.622	  -1.402	   0.466	  54.666	 -10.400	   5.310	   9.004	  15.664	   0.063	 	Simbad	169.94077	+59.28036
    1204	rfp	rcdm	UGC06345  	  1729820032	 26.900	 2.184	  1.747	 -0.546	  64.723	  55.738	  40.716	 -1.368	 0.502	  39.750	   1.500	   0.000	  37.904	  -0.627	   0.190	  20.616	  -3.280	   1.670	   8.795	  58.637	   1.560	 	Simbad	170.06496	+02.52583
    1205	rfp	rcdm	UGC06433  	  1531090048	 29.306	 1.479	  1.183	 -0.370	  39.180	  54.983	  38.616	 -0.914	 0.315	  42.750	   0.000	   0.000	  38.476	  -0.913	   0.318	 102.376	 -19.590	  10.020	   5.312	  53.786	   1.398	 	Simbad	171.38261	+38.06051
    1206	rfp	rcdm	UGC06446  	   881048000	 15.900	 3.573	  2.859	 -0.893	  90.000	  88.496	  34.142	 -1.177	 0.430	  80.250	   0.000	   0.000	  33.690	  -0.989	   0.332	  32.740	  -5.740	   2.910	   5.095	 111.380	   7.916	 	Simbad	171.66896	+53.74653
    1207	rfp	rcdm	UGC06512  	  1104080000	 25.972	 2.855	  8.566	 -0.571	  34.510	  80.634	  36.860	 -2.234	 1.389	  18.750	   3.000	   0.000	  33.357	  -1.072	   0.541	  72.227	 -14.200	  14.590	   3.511	  93.547	   6.499	 	Simbad	172.93642	+34.33336
    1208	rfp	rcdm	UGC06517  	  6426869760	 34.597	 1.853	  1.236	 -0.530	  27.184	 142.192	  77.504	 -4.909	 3.002	  20.250	   1.500	  -1.500	  72.057	  -2.826	   1.429	 117.242	 -26.820	  29.260	   5.030	 180.313	   3.883	 	Simbad	173.01004	+36.69812
    1209	rfp	rcdm	UGC06570  	  4187930112	 22.264	 3.218	  9.653	 -0.644	  36.537	  60.940	  97.383	-12.288	10.836	   8.250	   1.500	  -1.500	  65.053	  -1.645	   0.714	 428.481	-104.140	 117.510	        	        	        	 	Simbad	173.95835	+35.33512
    1210	rfp	rcdm	UGC06628  	  1686550016	 17.000	 3.798	  3.038	 -0.949	 117.182	  41.620	  43.901	 -1.334	 0.468	  87.750	   0.000	   0.000	  39.757	  -0.596	   0.178	  23.757	  -2.960	   1.300	        	        	   0.129	 	Simbad	175.02392	+45.94228
    1211	rfp	rcdm	UGC06682  	  1064140032	 23.800	 2.264	  1.811	 -0.566	  71.224	  64.581	  28.731	 -0.851	 0.316	  50.250	   1.500	   0.000	  27.966	  -0.491	   0.158	  20.883	  -3.400	   1.720	   6.162	  72.704	   5.814	 	Simbad	175.78804	+59.10594
    1212	rfp	rcdm	UGC06713  	   572796992	 17.000	 1.877	  1.502	 -0.469	  52.500	  68.714	  30.915	 -0.899	 0.306	  50.250	   0.000	   0.000	  30.915	  -0.899	   0.306	  34.442	  -5.600	   2.830	   2.880	  88.412	   5.287	 	Simbad	176.10425	+48.83525
    1213	rfp	rcdm	UGC06773  	   454988000	 14.300	 1.699	  1.359	 -0.425	  50.568	  52.860	  27.816	 -0.722	 0.239	  41.250	   0.000	   0.000	  26.734	  -0.504	   0.151	  40.585	  -6.940	   3.580	   2.512	  56.167	   3.904	 	Simbad	177.00267	+49.80831
    1214	rfp	rcdm	UGC06782  	   120226000	  9.350	 2.599	  2.079	 -0.650	  67.500	  56.003	  14.237	 -0.447	 0.155	  65.250	   0.000	   0.000	  14.237	  -0.447	   0.155	  25.707	  -5.160	   2.790	   1.605	  51.002	  19.419	 	Simbad	177.23850	+23.83789
    1215	rfp	rcdm	UGC06816  	  1091440000	 22.000	 2.830	  2.264	 -0.707	  60.000	  90.020	  33.405	 -1.292	 0.456	  57.750	   0.000	   0.000	  33.405	  -1.292	   0.456	  22.042	  -4.200	   2.260	   4.952	 131.612	   8.402	*	Simbad	177.69817	+56.45558
    1216	rfp	rcdm	UGC06817  	    34435000	  2.922	 4.094	  3.275	 -1.024	  90.000	  33.828	  10.657	 -0.426	 0.154	  87.750	   0.000	   0.000	  10.657	  -0.426	   0.154	        	        	        	   0.660	  41.342	  12.178	 	Simbad	177.72077	+38.88081
    1217	rfp	rcdm	UGC06840  	   814705024	 17.000	 3.388	  2.710	 -0.847	  82.500	  65.591	  27.032	 -0.885	 0.321	  80.250	   0.000	   0.000	  27.032	  -0.885	   0.321	        	        	        	   5.572	  86.834	   6.558	 	Simbad	178.02949	+52.10794
    1218	rfp	rcdm	UGC06849  	   571478976	 13.819	 2.288	  1.830	 -0.572	  56.441	  76.991	  25.447	 -0.682	 0.232	  47.250	   1.500	   0.000	  24.002	  -0.401	   0.120	  64.285	 -13.220	   7.030	   2.209	 103.291	  12.464	 	Simbad	178.16342	+50.03772
    1219	rfp	rcdm	UGC06900  	    85310096	  5.900	 5.529	 16.587	 -1.106	  72.453	  61.046	  16.778	 -2.811	 0.278	  51.750	   6.000	   0.000	  15.616	  -1.932	   0.150	  26.672	 -10.800	   2.170	   1.024	 102.885	  19.163	 	Simbad	178.91308	+31.51889
    1220	rfp	rcdm	UGC06903  	  8871560192	 30.500	 2.750	  2.200	 -0.688	  81.571	 145.394	  71.108	 -1.886	 0.638	  66.750	   0.000	   0.000	  66.516	  -1.201	   0.375	  68.183	 -12.120	   5.980	  11.064	 175.142	   5.069	*	Simbad	178.90361	+01.23734
    1221	rfp	rcdm	UGC06912  	   864968000	 24.400	 2.085	  2.085	 -1.042	  75.000	  54.063	  34.902	 -1.340	 0.770	  72.750	   0.000	   0.000	  34.902	  -1.340	   0.770	  16.583	  -2.990	   3.020	   6.655	 119.076	   1.878	 	Simbad	179.06046	+58.19828
    1222	rfp	rcdm	UGC06917  	  3047899904	 18.867	 3.622	  2.897	 -0.905	 108.516	 110.364	  48.497	 -1.218	 0.403	  75.750	   0.000	   0.000	  46.700	  -0.781	   0.248	  35.099	  -5.060	   2.340	  10.583	 145.922	   6.152	*	Simbad	179.11989	+50.42839
    1223	rfp	rcdm	UGC06922  	   805379008	 12.389	 4.481	 13.443	 -0.896	  48.265	  99.018	  31.975	 -1.207	 0.414	  23.250	   0.000	   0.000	  28.128	  -0.406	   0.124	  78.406	 -12.070	   5.860	   2.037	 103.914	  15.286	 	Simbad	179.21787	+50.81686
    1224	rfp	rcdm	UGC06930  	  4295370240	 17.000	 3.360	  2.688	 -0.840	  98.302	  94.204	  58.752	 -1.507	 0.502	  71.250	   0.000	   0.000	  57.233	  -1.005	   0.313	  72.428	 -11.500	   5.400	   7.064	  99.144	   2.293	*	Simbad	179.32248	+49.28325
    1225	rfp	rcdm	UGC06931  	  1093959936	 16.597	 1.885	  1.508	 -0.471	  44.959	  74.049	  30.717	 -0.824	 0.279	  36.750	   0.000	   0.000	  28.760	  -0.424	   0.116	  34.166	  -4.870	   2.390	   2.558	  83.980	   7.553	*	Simbad	179.35504	+57.92936
    1226	rfp	rcdm	UGC06956  	   353183008	 17.000	 2.993	  2.395	 -0.748	  52.500	  28.306	  21.996	 -1.010	 0.363	  50.250	   0.000	   0.000	  21.996	  -1.010	   0.363	  14.156	  -2.060	   1.000	   2.971	  57.834	   0.880	 	Simbad	179.60817	+50.91761
    1227	rfp	rcdm	UGC06978  	   322107008	 21.333	 1.813	  1.450	 -0.453	  52.500	  58.480	  20.402	 -0.562	 0.189	  50.250	   0.000	   0.000	  20.402	  -0.562	   0.189	  22.452	  -3.850	   1.970	   3.943	  51.669	   9.683	 	Simbad	179.79358	-02.59150
    1228	rfp	rcdm	UGC06983  	  2564489984	 20.200	 3.839	  3.072	 -0.960	 115.114	 115.151	  45.664	 -1.136	 0.380	  87.750	   0.000	   0.000	  43.147	  -0.648	   0.197	  51.405	  -8.780	   4.270	  10.219	 144.242	   8.215	*	Simbad	179.78639	+52.70779
    1229	rfp	rcdm	UGC07019  	  1032760000	 21.056	 2.074	  1.659	 -0.518	  53.170	  66.874	  28.342	 -0.822	 0.281	  41.250	   0.000	   0.000	  25.766	  -0.343	   0.094	  27.881	  -5.000	   2.600	   4.050	  76.922	   7.697	 	Simbad	180.62242	+62.41719
    1230	rfp	rcdm	UGC07053  	   395367008	 25.900	 2.090	  1.672	 -0.523	  45.000	  95.854	  25.394	 -1.020	 0.355	  42.750	   0.000	   0.000	  25.394	  -1.020	   0.355	  16.664	  -1.270	   0.520	   4.257	  25.622	  17.776	 	Simbad	181.08475	-01.53075
    1231	rfp	rcdm	UGC07129  	  4315189760	 22.875	 2.409	  7.226	 -0.482	  30.615	  69.573	  83.006	-13.575	 1.537	  17.250	   7.500	  -1.500	  76.671	  -8.814	   0.655	 284.532	-126.190	  24.270	        	        	        	*	Simbad	182.22954	+41.74094
    1232	rfp	rcdm	UGC07133  	  2864179968	 35.681	 2.109	  1.687	 -0.527	  60.642	  97.887	  43.664	 -1.183	 0.398	  48.750	   0.000	   0.000	  40.174	  -0.668	   0.207	  27.609	  -4.690	   2.370	   9.041	 117.691	   6.624	*	Simbad	182.33241	+18.99742
    1233	rfp	rcdm	UGC07143  	  3749730048	 35.736	 1.384	  0.923	 -0.396	  21.038	 126.322	  70.451	 -5.063	 3.184	  17.250	   1.500	   0.000	  68.245	  -3.576	   1.961	  91.905	 -11.250	   8.300	   3.881	 152.439	   3.256	 	Simbad	182.44464	+25.02606
    1234	rfp	rcdm	UGC07175  	   559758016	 22.900	 1.244	  0.995	 -0.311	  35.891	  53.941	  30.109	 -0.803	 0.310	  23.250	   6.000	   0.000	  29.028	  -0.479	   0.151	  49.793	  -8.570	   4.290	   3.145	  58.266	   3.291	 	Simbad	182.73111	+39.75677
    1235	rfp	rcdm	UGC07184  	  2600160000	 34.200	 1.330	  1.064	 -0.333	  40.541	 102.316	  50.044	 -1.251	 0.417	  32.250	   0.000	   0.000	  46.453	  -0.728	   0.226	  32.937	  -4.530	   2.180	   6.074	 121.843	   5.168	*	Simbad	182.83317	+01.49194
    1236	rfp	rcdm	UGC07189  	  3250870016	 23.375	 2.732	  2.186	 -0.683	  72.196	  79.552	  49.723	 -1.520	 0.527	  47.250	   0.000	  -1.500	  44.599	  -0.547	   0.151	  56.867	  -8.670	   4.000	   6.947	  86.036	   2.927	*	Simbad	182.82777	+74.80824
    1237	rfp	rcdm	UGC07218  	   373249984	 16.000	 1.736	  1.389	 -0.434	  53.648	  51.033	  30.690	 -1.059	 0.374	  33.750	   1.500	   0.000	  25.499	  -0.272	   0.074	  27.249	  -4.170	   2.260	   3.484	  55.441	   4.033	 	Simbad	183.23458	+52.26417
