#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:03 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:03	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/276/59/table7&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22760059
#Name: J/ApJS/276/59
#Title: The DiskMass Survey (DMS). XI. Full Ha sample (Swaters+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/apjs/276/59	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/276/59	    IVOID of underlying data collection
#INFO	creator=Swaters R.A.	    First author or institution
#INFO	cites=bibcode:2025ApJS..276...59S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/276/59	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bb-8m-1v	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-08-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_276_59_table7:
#Name: J/ApJS/276/59/table7
#Title: H{alpha} data table for individual fiber measurements
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	UGC	(I5)	[16/12808] UGC galaxy identifier	[ucd=meta.id;meta.main]
#Column	R	(A3)	Run code (1)	[ucd=meta.id;obs]
#Column	N	(I1)	[1/5] Night during the observing run	[ucd=meta.note]
#Column	P	(I1)	[1/4] SparsePak pointing	[ucd=obs.field]
#Column	A	(I2)	[1/82] SparsePak fiber aperture	[ucd=instr.fov]
#Column	C	(I1)	[1/9] Fitting code (2)	[ucd=meta.code]
#Column	oRA	(F5.1)	[-70.5/38.7] East-West offset of fiber aperture (3)	[ucd=pos.eq.ra;arith.diff]
#Column	oDE	(F5.1)	[-47/62.5] North-South offset of fiber aperture (3)	[ucd=pos.eq.dec;arith.diff]
#Column	EWg	(F6.1)	[-0.2/1167]? H{alpha} emission equivalent width from sum of Gaussian line parameters	[ucd=spect.line.eqWidth]
#Column	EWsum	(F7.1)	[-0.2/29060]? H{alpha} emission equivalent width from zeroth moment of line emission	[ucd=spect.line.eqWidth]
#Column	logmuN	(F6.2)	[-16.6/-13] Log H{alpha} narrow component surface-brightness (flux within the 4.7" diameter fiber aperture); in erg/s/cm^2^/arcsec^2^	[ucd=phot.mag.sb]
#Column	e_logmuN	(F5.2)	[0/73] Uncertainty in logmuN	[ucd=stat.error;phot.mag.sb]
#Column	VelN	(F6.1)	[-382/348] Narrow component velocity relative to kinematic model galaxy barycenter	[ucd=phys.veloc;arith.diff]
#Column	e_VelN	(F6.1)	[0/5579] Uncertainty in VelN	[ucd=stat.error;phys.veloc;arith.diff]
#Column	sigmaN	(F5.1)	[2.9/142] Narrow component velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigmaN	(F5.1)	[0/999] Uncertainty in sigmaN	[ucd=stat.error;phys.veloc.dispersion]
#Column	logmuB	(F6.2)	[-99/-13]? Log H{alpha} broad component surface-brightness; in erg/s/cm^2^/arcsec^2^	[ucd=phot.mag.sb]
#Column	e_logmuB	(F5.2)	[0/13.4]? Uncertainty in logmuB	[ucd=stat.error;phot.mag.sb]
#Column	VelB	(F6.1)	[-487/340]? Broad component velocity relative to the kinematic model galaxy barycenter	[ucd=phys.veloc;arith.diff]
#Column	e_VelB	(F6.1)	[0/1174]? Uncertainty in VelB	[ucd=stat.error;phys.veloc;arith.diff]
#Column	sigmaB	(F5.1)	[0/888]? Broad component velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	e_sigmaB	(F5.1)	[0/999]? Uncertainty in sigmaB	[ucd=stat.error;phys.veloc.dispersion]
recno	UGC	R	N	P	A	C	oRA	oDE	EWg	EWsum	logmuN	e_logmuN	VelN	e_VelN	sigmaN	e_sigmaN	logmuB	e_logmuB	VelB	e_VelB	sigmaB	e_sigmaB
    7408	 5868	R5 	5	1	21	1	  8.2	 16.9	  16.5	   11.7	-15.48	 0.04	 144.9	   1.8	 20.1	  1.5	      	     	      	      	     	
    7409	 5868	R5 	5	1	23	1	 13.1	  8.4	  10.2	   10.1	-15.47	 0.05	 103.9	   2.3	 24.2	  1.9	      	     	      	      	     	
    7410	 5868	R5 	5	1	24	1	 13.1	 -8.5	  15.2	    8.4	-15.55	 0.05	 -28.0	   3.1	 29.3	  2.5	      	     	      	      	     	
    7411	 5868	R5 	5	1	27	1	 18.1	 16.9	  13.6	    9.1	-15.68	 0.06	 119.4	   2.6	 19.8	  2.1	      	     	      	      	     	
    7412	 5868	R5 	5	1	28	2	 18.1	  0.0	  21.3	    8.1	-15.85	 0.11	  43.0	   6.0	 26.9	  4.9	-15.60	 0.17	 -10.5	  68.4	197.0	 57.7
    7413	 5868	R5 	5	1	30	1	 18.1	-16.9	  33.2	   27.5	-15.69	 0.06	 -66.6	   2.9	 23.8	  2.4	      	     	      	      	     	
    7414	 5868	R5 	5	1	32	3	  3.3	-25.4	  25.0	   16.3	-16.27	 0.18	-196.2	   6.5	 16.7	  5.3	-15.59	 0.04	-127.7	   1.8	 20.1	  1.5
    7415	 5868	R5 	5	1	33	7	  8.2	-16.9	  -0.2	    6.5	-15.70	 0.09	-103.1	   9.4	 46.7	  7.7	      	     	      	      	     	
    7416	 5868	R5 	5	1	34	3	 13.1	-25.4	 106.1	   74.0	-16.18	 0.28	-104.1	   8.2	 10.3	  6.7	-15.66	 0.11	-121.9	   2.5	 50.8	  2.0
    7417	 5868	R5 	5	1	40	1	 -6.6	 25.3	  38.5	   12.8	-15.94	 0.07	 119.5	   2.4	 16.4	  1.9	      	     	      	      	     	
    7418	 5868	R5 	5	1	41	7	  3.3	  8.4	  -0.2	    0.0	-16.18	 0.17	 144.8	   7.4	 20.4	  6.1	      	     	      	      	     	
    7419	 5868	R5 	5	1	42	1	 -1.6	 16.9	  20.3	   14.1	-15.47	 0.03	 133.4	   1.0	 17.1	  0.8	      	     	      	      	     	
    7420	 5868	R5 	5	1	44	1	 -1.6	 11.2	  15.3	   13.2	-15.19	 0.02	 138.6	   0.7	 19.9	  0.6	      	     	      	      	     	
    7421	 5868	R5 	5	1	45	4	-11.5	  0.0	  -0.2	    3.7	-16.34	 0.14	-170.8	   2.9	  9.8	  2.4	-15.67	 0.05	  -8.1	   2.5	 24.5	  2.0
    7422	 5868	R5 	5	1	46	4	  3.3	 -2.8	  -0.2	    0.7	-16.08	 7.59	 115.3	 493.6	 14.1	247.0	-15.74	 2.54	 -22.8	 350.3	 29.9	175.2
    7423	 5868	R5 	5	1	49	7	 -6.6	-25.4	  -0.2	    1.2	-16.36	 1.19	-145.2	  23.9	  7.2	 19.6	      	     	      	      	     	
    7424	 5868	R5 	5	1	50	7	-11.5	-33.8	  -0.2	   -0.2	-16.04	 0.10	-143.2	   4.3	 19.6	  3.5	      	     	      	      	     	
    7425	 5868	R5 	5	1	51	1	 -6.6	 -8.5	   1.9	    1.2	-15.90	 0.07	-142.1	   3.2	 20.4	  2.6	      	     	      	      	     	
    7426	 5868	R5 	5	1	52	4	 -1.6	  0.0	  -0.2	    2.0	-15.18	 0.06	-107.7	   9.1	 53.5	  7.5	-15.35	 0.05	  57.9	   4.4	 67.4	  3.6
    7427	 5868	R5 	5	1	56	1	-11.5	 16.9	  28.6	   21.1	-15.59	 0.05	  87.6	   2.7	 26.6	  2.2	      	     	      	      	     	
    7428	 5868	R5 	5	1	60	3	-21.4	 16.9	  -0.2	  420.3	-15.61	 0.75	  42.8	  55.8	 27.7	 47.9	-15.51	 0.22	 110.3	   3.3	210.7	  2.7
    7429	 5868	R5 	5	1	62	1	 -6.6	  8.4	   3.3	    2.8	-15.85	 0.11	  95.5	   5.5	 23.9	  4.5	      	     	      	      	     	
    7430	 5868	R5 	5	1	63	1	-16.4	  8.4	  20.3	   15.3	-15.44	 0.04	  35.2	   1.9	 24.0	  1.5	      	     	      	      	     	
    7431	 5868	R5 	5	1	64	1	-16.4	 -8.5	  14.6	   11.7	-15.38	 0.03	 -79.5	   1.5	 21.4	  1.2	      	     	      	      	     	
    7432	 5868	R5 	5	1	65	1	-26.3	  8.4	  35.7	   21.5	-15.80	 0.07	  -0.3	   4.0	 26.2	  3.3	      	     	      	      	     	
    7433	 5868	R5 	5	1	67	7	-16.4	-25.4	  -0.2	   10.3	-15.44	 0.10	-140.2	  23.6	116.5	 19.5	      	     	      	      	     	
    7434	 5868	R5 	5	1	68	9	-21.4	-16.9	  -0.2	   10.0	-16.25	 0.83	-125.0	  26.5	 11.6	 22.1	-15.56	 0.22	-160.0	   4.0	118.0	  3.3
    7435	 5868	R5 	5	1	71	3	-11.5	-16.9	  23.6	   18.5	-15.83	 0.05	-141.2	   1.4	 10.8	  1.1	-15.26	 0.04	-130.2	   1.6	 24.0	  1.3
    7436	 5868	R5 	5	1	73	1	-31.2	  0.0	  15.4	   14.2	-15.86	 0.08	 -41.5	   3.1	 18.6	  2.5	      	     	      	      	     	
    7437	 5868	R5 	5	1	77	7	-31.2	-16.9	  -0.2	    9.8	-16.04	 0.13	 -84.1	   5.0	 17.6	  4.1	      	     	      	      	     	
    7438	 5868	R5 	5	1	79	1	 -1.6	-16.9	   6.6	    5.9	-15.61	 0.06	-147.2	   1.7	 14.0	  1.4	      	     	      	      	     	
    7439	 5868	R5 	5	1	82	1	-21.4	  0.0	   7.3	    4.6	-15.69	 0.09	 -29.7	   4.0	 19.9	  3.3	      	     	      	      	     	
    7440	 6077	P3 	1	1	 4	1	 19.7	  8.1	   8.5	    9.7	-15.01	 0.02	 -34.3	   1.1	 21.2	  0.9	      	     	      	      	     	
    7441	 6077	P3 	1	1	 5	1	 24.6	 16.6	  10.3	   10.9	-15.30	 0.04	 -47.5	   2.4	 26.2	  1.9	      	     	      	      	     	
    7442	 6077	P3 	1	1	 7	1	 19.7	 25.0	   9.7	   11.2	-15.37	 0.06	 -46.7	   4.5	 35.1	  3.7	      	     	      	      	     	
    7443	 6077	P3 	1	1	 8	1	 24.6	 -0.3	  17.9	   17.9	-14.94	 0.01	 -12.2	   0.7	 20.9	  0.5	      	     	      	      	     	
    7444	 6077	P3 	1	1	 9	2	 29.5	  8.1	 145.8	  143.5	-14.02	 0.00	 -36.4	   0.1	 24.1	  0.1	-14.42	 0.01	 -36.4	   1.2	 59.7	  1.0
    7445	 6077	P3 	1	1	11	1	 19.7	-25.7	  11.2	   10.7	-15.48	 0.05	  30.5	   1.6	 16.1	  1.3	      	     	      	      	     	
    7446	 6077	P3 	1	1	13	1	 29.5	 -8.8	  36.2	   36.1	-14.75	 0.01	  -0.7	   0.5	 20.0	  0.4	      	     	      	      	     	
    7447	 6077	P3 	1	1	14	1	 24.6	-17.2	  20.5	   17.4	-15.27	 0.04	  19.1	   2.0	 24.6	  1.6	      	     	      	      	     	
    7448	 6077	P3 	1	1	15	1	 19.7	 -8.8	  16.1	   15.9	-15.14	 0.03	   7.2	   1.2	 21.0	  1.0	      	     	      	      	     	
    7449	 6077	P3 	1	1	19	1	  4.9	 33.4	  32.2	   36.2	-14.97	 0.02	 -50.1	   0.6	 17.2	  0.5	      	     	      	      	     	
    7450	 6077	P3 	1	1	20	1	  9.8	 25.0	  19.0	   19.2	-15.02	 0.02	 -62.7	   0.9	 21.7	  0.7	      	     	      	      	     	
    7451	 6077	P3 	1	1	21	1	  4.9	 16.6	  17.5	   18.5	-14.82	 0.01	 -51.5	   0.6	 22.9	  0.5	      	     	      	      	     	
    7452	 6077	P3 	1	1	23	1	  9.8	  8.1	   6.9	    6.6	-15.16	 0.03	 -18.6	   1.1	 20.2	  0.9	      	     	      	      	     	
    7453	 6077	P3 	1	1	24	1	  9.8	 -8.8	   3.5	    3.3	-15.56	 0.07	  12.3	   2.5	 17.4	  2.1	      	     	      	      	     	
    7454	 6077	P3 	1	1	25	1	  0.0	 -8.8	   2.2	    2.3	-15.72	 0.08	  28.7	   2.8	 16.0	  2.3	      	     	      	      	     	
    7455	 6077	P3 	1	1	26	1	  0.0	  2.5	   1.5	    1.5	-15.54	 0.05	  -4.3	   1.7	 15.3	  1.4	      	     	      	      	     	
    7456	 6077	P3 	1	1	27	1	 14.7	 16.6	  43.8	   45.2	-14.37	 0.01	 -50.5	   0.3	 24.7	  0.2	      	     	      	      	     	
    7457	 6077	P3 	1	1	28	1	 14.7	 -0.3	   2.8	    2.9	-15.70	 0.07	  -0.6	   1.8	 11.8	  1.4	      	     	      	      	     	
    7458	 6077	P3 	1	1	29	1	  4.9	-34.1	  46.2	   43.4	-15.21	 0.03	  50.5	   1.1	 19.7	  0.9	      	     	      	      	     	
    7459	 6077	P3 	1	1	30	1	 14.7	-17.2	  11.8	   10.5	-15.28	 0.04	  23.2	   2.0	 23.3	  1.6	      	     	      	      	     	
    7460	 6077	P3 	1	1	31	1	 -5.0	 -6.0	   0.8	    0.8	-15.65	 0.09	  15.6	   3.7	 20.1	  3.1	      	     	      	      	     	
    7461	 6077	P3 	1	1	32	1	  0.0	-25.7	  34.0	   32.7	-14.80	 0.01	  49.8	   0.5	 19.8	  0.4	      	     	      	      	     	
    7462	 6077	P3 	1	1	33	1	  4.9	-17.2	  13.1	   13.2	-15.10	 0.02	  34.3	   0.8	 19.4	  0.6	      	     	      	      	     	
    7463	 6077	P3 	1	1	34	1	  9.8	-25.7	  30.7	   32.6	-15.04	 0.02	  40.8	   0.8	 19.7	  0.6	      	     	      	      	     	
    7464	 6077	P3 	1	1	36	1	-24.7	 33.4	  33.9	   34.4	-15.04	 0.02	 -28.7	   0.7	 18.6	  0.5	      	     	      	      	     	
    7465	 6077	P3 	1	1	38	1	 -5.0	 33.4	   4.4	    4.3	-15.66	 0.06	 -48.4	   2.3	 18.3	  1.9	      	     	      	      	     	
    7466	 6077	P3 	1	1	39	1	-14.8	 33.4	  21.7	   21.0	-15.16	 0.03	 -42.6	   1.2	 20.9	  0.9	      	     	      	      	     	
    7467	 6077	P3 	1	1	41	1	  0.0	  8.1	   2.8	    2.6	-15.43	 0.04	 -16.8	   1.5	 17.0	  1.2	      	     	      	      	     	
    7468	 6077	P3 	1	1	43	1	 -9.9	  2.5	   2.9	    2.7	-15.18	 0.03	   5.2	   1.5	 23.8	  1.2	      	     	      	      	     	
    7469	 6077	P3 	1	1	44	1	 -5.0	 10.9	   3.1	    2.9	-15.54	 0.05	 -23.1	   2.0	 19.4	  1.6	      	     	      	      	     	
    7470	 6077	P3 	1	1	47	9	 -5.0	  5.3	  -0.2	    3.7	-15.18	 0.05	  -4.5	   1.5	 35.0	  1.2	-15.90	 0.13	  -4.6	   2.7	  7.8	  2.2
    7471	 6077	P3 	1	1	48	1	 -5.0	-11.6	   2.8	    2.8	-15.54	 0.06	  35.7	   2.0	 16.3	  1.6	      	     	      	      	     	
    7472	 6077	P3 	1	1	49	1	 -9.9	-25.7	  16.5	   17.0	-14.94	 0.02	  57.5	   0.8	 24.2	  0.6	      	     	      	      	     	
    7473	 6077	P3 	1	1	50	1	-14.8	-34.1	   6.9	    7.2	-15.72	 0.08	  54.9	   2.9	 18.0	  2.3	      	     	      	      	     	
    7474	 6077	P3 	1	1	51	1	 -9.9	 -8.8	   4.1	    4.6	-15.21	 0.03	  23.2	   1.2	 21.6	  1.0	      	     	      	      	     	
    7475	 6077	P3 	1	1	52	3	 -5.0	 -0.3	   8.6	    8.7	-14.54	 0.01	   1.8	   0.4	 24.4	  0.3	-14.99	 0.03	 -14.8	   3.9	 57.9	  3.2
    7476	 6077	P3 	1	1	54	1	-69.0	 36.3	  91.6	   88.2	-15.28	 0.02	  -7.4	   1.1	 21.7	  0.9	      	     	      	      	     	
    7477	 6077	P3 	1	1	55	1	-29.6	 25.0	  11.9	   14.9	-15.52	 0.05	 -16.2	   1.7	 16.5	  1.4	      	     	      	      	     	
    7478	 6077	P3 	1	1	56	1	-14.8	 16.6	   5.4	    6.4	-15.56	 0.07	 -31.7	   3.3	 22.6	  2.7	      	     	      	      	     	
    7479	 6077	P3 	1	1	57	1	-34.5	 33.4	   7.7	   10.2	-15.87	 0.10	 -13.9	   3.3	 14.8	  2.7	      	     	      	      	     	
    7480	 6077	P3 	1	1	58	1	-19.8	 25.0	  11.6	   11.7	-15.35	 0.03	 -29.7	   1.2	 17.9	  1.0	      	     	      	      	     	
    7481	 6077	P3 	1	1	60	1	-24.7	 16.6	  67.2	   70.0	-14.45	 0.01	 -18.7	   0.3	 22.2	  0.2	      	     	      	      	     	
    7482	 6077	P3 	1	1	61	1	-29.6	 -8.8	  19.9	   20.4	-14.95	 0.01	  29.4	   0.6	 21.2	  0.5	      	     	      	      	     	
    7483	 6077	P3 	1	1	63	1	-19.8	  8.1	   2.5	    2.5	-15.84	 0.08	 -15.4	   2.5	 13.7	  2.0	      	     	      	      	     	
    7484	 6077	P3 	1	1	64	1	-19.8	 -8.8	   3.1	    3.1	-15.47	 0.05	  36.0	   2.3	 21.2	  1.8	      	     	      	      	     	
    7485	 6077	P3 	1	1	65	1	-29.6	  8.1	   8.8	    8.7	-15.33	 0.04	  -1.5	   1.3	 16.4	  1.0	      	     	      	      	     	
    7486	 6077	P3 	1	1	66	1	 -9.9	 -3.1	   1.6	    1.8	-15.44	 0.05	  16.9	   1.9	 18.6	  1.5	      	     	      	      	     	
    7487	 6077	P3 	1	1	67	1	-19.8	-25.7	  42.7	   43.6	-14.57	 0.01	  61.8	   0.4	 23.9	  0.3	      	     	      	      	     	
    7488	 6077	P3 	1	1	68	3	-24.7	-17.2	  37.8	   39.8	-14.83	 0.01	  54.2	   0.4	 17.8	  0.3	-14.91	 0.02	  49.3	   1.1	 30.1	  0.9
    7489	 6077	P3 	1	1	69	1	-24.7	-34.1	  74.6	   75.0	-15.61	 0.08	  55.9	   4.8	 28.0	  3.9	      	     	      	      	     	
    7490	 6077	P3 	1	1	71	1	-14.8	-17.2	  25.1	   28.1	-14.66	 0.01	  49.1	   0.4	 21.5	  0.3	      	     	      	      	     	
    7491	 6077	P3 	1	1	72	7	-34.5	-34.1	  -0.2	    6.5	-15.73	 0.11	  53.2	   4.3	 18.8	  3.5	      	     	      	      	     	
    7492	 6077	P3 	1	1	73	1	-34.5	 -0.3	  29.2	   31.9	-14.72	 0.01	  19.0	   0.5	 21.4	  0.4	      	     	      	      	     	
    7493	 6077	P3 	1	1	74	1	-39.5	 -8.8	  20.9	   20.4	-14.93	 0.02	  39.7	   0.8	 20.8	  0.6	      	     	      	      	     	
    7494	 6077	P3 	1	1	75	1	-34.5	 16.6	  11.4	   11.5	-15.41	 0.04	  -2.4	   1.5	 18.2	  1.2	      	     	      	      	     	
    7495	 6077	P3 	1	1	76	1	-39.5	  8.1	  56.3	   58.2	-14.52	 0.01	  17.3	   0.3	 21.7	  0.3	      	     	      	      	     	
    7496	 6077	P3 	1	1	79	1	 -5.0	-17.2	  14.2	   13.9	-15.02	 0.02	  43.8	   1.0	 21.3	  0.8	      	     	      	      	     	
    7497	 6077	P3 	1	1	82	1	-24.7	 -0.3	   6.1	    5.3	-15.33	 0.04	  11.5	   1.3	 16.9	  1.1	      	     	      	      	     	
    7498	 6077	P3 	1	2	 1	1	  9.1	 -7.2	   2.8	    2.3	-15.55	 0.09	  15.8	   4.3	 23.0	  3.5	      	     	      	      	     	
    7499	 6077	P3 	1	2	 3	1	 33.7	 18.1	   9.2	    7.2	-15.33	 0.05	 -39.6	   2.1	 21.1	  1.7	      	     	      	      	     	
    7500	 6077	P3 	1	2	 4	1	 23.9	  1.2	   6.0	    7.1	-15.29	 0.04	 -16.3	   1.8	 20.0	  1.5	      	     	      	      	     	
    7501	 6077	P3 	1	2	 5	3	 28.8	  9.6	  64.2	   63.2	-14.36	 0.00	 -37.8	   0.2	 21.3	  0.2	-14.66	 0.01	 -43.0	   1.2	 42.5	  0.9
    7502	 6077	P3 	1	2	 6	1	 28.8	 26.5	  14.8	   15.6	-15.68	 0.08	 -48.4	   3.7	 21.0	  3.0	      	     	      	      	     	
    7503	 6077	P3 	1	2	 7	1	 23.9	 18.1	  10.4	    8.7	-15.09	 0.02	 -55.0	   1.3	 24.2	  1.0	      	     	      	      	     	
    7504	 6077	P3 	1	2	 8	1	 28.8	 -7.2	  65.1	   67.4	-14.47	 0.01	  -1.9	   0.3	 19.5	  0.2	      	     	      	      	     	
    7505	 6077	P3 	1	2	 9	3	 33.7	  1.2	  64.5	   62.5	-14.44	 0.00	 -25.2	   0.2	 22.0	  0.2	-15.01	 0.03	 -34.5	   3.0	 54.2	  2.4
    7506	 6077	P3 	1	2	11	1	 23.9	-32.6	  39.0	   40.6	-15.26	 0.03	  34.2	   1.0	 16.6	  0.8	      	     	      	      	     	
    7507	 6077	P3 	1	2	13	1	 33.7	-15.7	  17.3	   16.3	-15.28	 0.02	   3.7	   1.1	 20.7	  0.9	      	     	      	      	     	
    7508	 6077	P3 	1	2	15	1	 23.9	-15.7	  29.8	   31.0	-14.87	 0.01	  18.3	   0.6	 21.3	  0.5	      	     	      	      	     	
    7509	 6077	P3 	1	2	18	1	  4.2	 18.1	  19.6	   19.4	-14.83	 0.01	 -52.8	   0.5	 20.0	  0.4	      	     	      	      	     	
    7510	 6077	P3 	1	2	19	1	  9.1	 26.5	   4.9	    5.1	-15.71	 0.08	 -58.4	   3.2	 17.8	  2.6	      	     	      	      	     	
    7511	 6077	P3 	1	2	20	1	 14.0	 18.1	  35.8	   36.5	-14.53	 0.01	 -54.4	   0.3	 22.8	  0.3	      	     	      	      	     	
    7512	 6077	P3 	1	2	21	1	  9.1	  9.6	   4.8	    3.7	-15.22	 0.03	 -24.1	   1.6	 21.9	  1.3	      	     	      	      	     	
    7513	 6077	P3 	1	2	23	1	 14.0	  1.2	   3.5	    3.1	-15.53	 0.05	 -10.8	   2.0	 19.1	  1.6	      	     	      	      	     	
    7514	 6077	P3 	1	2	24	1	 14.0	-15.7	  15.0	   13.9	-15.13	 0.02	  24.6	   1.1	 22.5	  0.9	      	     	      	      	     	
    7515	 6077	P3 	1	2	25	1	  4.2	-15.7	  14.7	   16.1	-15.03	 0.01	  34.7	   0.6	 19.1	  0.5	      	     	      	      	     	
    7516	 6077	P3 	1	2	26	7	  4.2	 -4.4	  -0.2	    0.0	-15.93	 0.12	  11.2	   4.1	 16.3	  3.3	      	     	      	      	     	
    7517	 6077	P3 	1	2	27	3	 18.9	  9.6	  28.0	   27.4	-14.61	 0.01	 -30.4	   0.4	 20.2	  0.3	-15.12	 0.05	 -41.5	   4.7	 48.9	  3.8
    7518	 6077	P3 	1	2	28	1	 18.9	 -7.2	   5.7	    5.7	-15.52	 0.05	   9.5	   2.1	 20.5	  1.7	      	     	      	      	     	
    7519	 6077	P3 	1	2	30	4	 18.9	-24.1	  -0.2	   17.8	-15.70	 0.07	  34.0	   2.1	 13.8	  1.7	-15.29	 0.05	  27.8	   4.2	 41.8	  3.4
    7520	 6077	P3 	1	2	31	1	 -0.8	-12.9	   3.8	    3.7	-15.48	 0.04	  38.6	   1.4	 16.2	  1.1	      	     	      	      	     	
    7521	 6077	P3 	1	2	32	1	  4.2	-32.6	  88.5	   95.4	-15.52	 0.04	  49.4	   1.6	 17.2	  1.3	      	     	      	      	     	
    7522	 6077	P3 	1	2	33	1	  9.1	-24.1	  36.6	   36.1	-14.76	 0.01	  37.2	   0.4	 19.9	  0.3	      	     	      	      	     	
    7523	 6077	P3 	1	2	34	1	 14.0	-32.6	  37.1	   39.5	-15.36	 0.03	  36.9	   1.1	 19.2	  0.9	      	     	      	      	     	
    7524	 6077	P3 	1	2	36	1	-20.5	 26.5	  16.0	   16.3	-15.33	 0.03	 -24.9	   1.0	 18.8	  0.8	      	     	      	      	     	
    7525	 6077	P3 	1	2	39	1	-10.6	 26.5	   7.6	    6.0	-15.52	 0.05	 -44.0	   2.6	 23.2	  2.1	      	     	      	      	     	
    7526	 6077	P3 	1	2	41	1	  4.2	  1.2	   1.3	    1.5	-15.62	 0.06	  -7.7	   2.4	 17.9	  2.0	      	     	      	      	     	
    7527	 6077	P3 	1	2	42	1	 -0.8	  9.6	   4.0	    3.7	-15.47	 0.04	 -22.7	   1.3	 15.9	  1.0	      	     	      	      	     	
    7528	 6077	P3 	1	2	43	1	 -5.7	 -4.4	   2.3	    2.2	-15.17	 0.02	   7.9	   1.2	 22.1	  1.0	      	     	      	      	     	
    7529	 6077	P3 	1	2	44	1	 -0.8	  4.0	   3.9	    3.7	-15.06	 0.02	  -3.1	   0.9	 23.7	  0.8	      	     	      	      	     	
    7530	 6077	P3 	1	2	45	1	-10.6	 -7.2	   7.4	    7.7	-15.00	 0.02	  18.5	   0.9	 24.0	  0.7	      	     	      	      	     	
    7531	 6077	P3 	1	2	46	1	  4.2	-10.1	   2.5	    2.2	-15.68	 0.08	  24.0	   3.1	 18.8	  2.5	      	     	      	      	     	
    7532	 6077	P3 	1	2	47	3	 -0.8	 -1.6	   8.4	    8.2	-14.58	 0.01	   0.3	   0.4	 23.4	  0.3	-14.93	 0.03	 -11.4	   3.7	 62.2	  3.0
    7533	 6077	P3 	1	2	48	1	 -0.8	-18.5	  17.3	   16.9	-14.94	 0.01	  44.1	   0.6	 21.3	  0.5	      	     	      	      	     	
    7534	 6077	P3 	1	2	49	1	 -5.7	-32.6	   9.3	   10.3	-15.59	 0.05	  57.3	   1.7	 15.8	  1.3	      	     	      	      	     	
    7535	 6077	P3 	1	2	50	1	-10.6	-41.0	  40.4	   40.6	-15.37	 0.03	  59.0	   1.3	 18.7	  1.1	      	     	      	      	     	
    7536	 6077	P3 	1	2	51	3	 -5.7	-15.7	  12.2	   10.7	-15.13	 0.02	  43.6	   0.8	 17.9	  0.6	-15.56	 0.11	  64.2	  18.0	 78.4	 14.7
    7537	 6077	P3 	1	2	52	1	 -0.8	 -7.2	   1.0	    0.8	-15.59	 0.06	  30.6	   2.6	 20.1	  2.1	      	     	      	      	     	
    7538	 6077	P3 	1	2	53	1	 -0.8	-41.0	  -0.2	   -0.2	-15.74	 0.09	  58.9	   3.7	 19.7	  3.0	      	     	      	      	     	
    7539	 6077	P3 	1	2	54	1	-64.8	 29.3	  -0.2	   -0.2	-15.44	 0.04	  -5.5	   1.5	 18.3	  1.2	      	     	      	      	     	
    7540	 6077	P3 	1	2	55	1	-25.4	 18.1	  69.5	   70.2	-14.50	 0.00	 -18.8	   0.2	 21.8	  0.2	      	     	      	      	     	
    7541	 6077	P3 	1	2	57	1	-30.3	 26.5	  13.5	   10.8	-15.53	 0.05	 -13.0	   2.0	 18.9	  1.6	      	     	      	      	     	
    7542	 6077	P3 	1	2	58	1	-15.6	 18.1	   6.5	    7.1	-15.63	 0.06	 -23.9	   2.7	 20.4	  2.2	      	     	      	      	     	
    7543	 6077	P3 	1	2	59	1	-35.3	 18.1	  40.8	   45.7	-15.10	 0.02	  -1.5	   0.8	 19.4	  0.6	      	     	      	      	     	
    7544	 6077	P3 	1	2	60	1	-20.5	  9.6	   9.9	   10.1	-15.21	 0.02	 -12.3	   0.9	 17.6	  0.7	      	     	      	      	     	
    7545	 6077	P3 	1	2	61	1	-25.4	-15.7	  18.5	   18.2	-14.99	 0.02	  44.1	   0.8	 22.1	  0.6	      	     	      	      	     	
