#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:28:49 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:28:49	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/501/2279&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75012279
#Name: J/MNRAS/501/2279
#Title: Stars in the Sagittarius stream (Vasiliev+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/mnras/501/2279	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/501/2279	    IVOID of underlying data collection
#INFO	creator=Vasiliev E.	    First author or institution
#INFO	cites=bibcode:2021MNRAS.501.2279V	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/501/2279	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75012279	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-06-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_501_2279_catalog:
#Name: J/MNRAS/501/2279/catalog
#Title: Catalogue of stars in the Sagittarius stream
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	RAJ2000	(F8.4)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	plx	(F6.3)	Gaia DR2 parallax	[ucd=pos.parallax.trig]
#Column	e_plx	(F6.3)	Error on plx	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F6.3)	Proper motion in right ascension	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	Error on pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F6.3)	Proper motion in declination	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	Error on pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Gmag	(F5.2)	Gaia DR2 G-band magnitude	[ucd=phot.mag;em.opt]
#Column	BPmag	(F5.2)	Gaia DR2 BP-band magnitude	[ucd=phot.mag;em.opt.B]
#Column	Jmag	(F5.2)	2MASS J-band magnitude	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F5.2)	2MASS H-band magnitude	[ucd=phot.mag;em.IR.H]
#Column	Kmag	(F5.2)	2MASS K-band magnitude	[ucd=phot.mag;em.IR.K]
#Column	E(B-V)	(F5.2)	Reddening from Schlegel, Finkbeiner & Davis (1998ApJ...500..525S)	[ucd=phot.color.excess]
#Column	Dist	(F5.2)	Estimate of the distance from nearby RR Lyrae stars	[ucd=pos.distance]
#Column	e_Dist	(F5.2)	Error on Dist	[ucd=stat.error]
#Column	vLOS	(F7.2)	? Heliocentric line-of-sight velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_vLOS	(F5.2)	? Error on vLOS	[ucd=stat.error]
#Column	[Fe/H]	(F5.2)	? Fe/H abundance ratio	[ucd=phys.abund.Fe;arith.ratio]
#Column	e_[Fe/H]	(F5.2)	? Error on [Fe/H]	[ucd=stat.error;phys.abund.Fe]
#Column	Ref	(I1)	? Reference for the spectroscopic data (1)	[ucd=meta.ref;pos.frame]
#Column	Lambda	(F8.3)	{Lambda} coordinate in the Sgr stream frame (2)	[ucd=pos.frame]
#Column	Beta	(F7.3)	{Beta} coordinate in the Sgr stream frame (2)	[ucd=pos.frame]
#Column	SimbadName	(A28)	Simbad column added by the CDS	[ucd=meta.id]
recno	RAJ2000	DEJ2000	plx	e_plx	pmRA	e_pmRA	pmDE	e_pmDE	Gmag	BPmag	Jmag	Hmag	Kmag	E(B-V)	Dist	e_Dist	vLOS	e_vLOS	[Fe/H]	e_[Fe/H]	Ref	Lambda	Beta	SimbadName
   31386	284.8863	-32.0475	-0.077	 0.053	-2.604	 0.095	-1.329	 0.088	15.95	 1.64	13.91	13.12	13.00	 0.12	29.10	 1.87	 148.10	     	     	     	4	  -1.228	  2.879	Gaia DR2 6757041737783298176
   31387	284.8867	-30.6898	-0.100	 0.064	-2.846	 0.112	-1.518	 0.098	16.06	 1.78	13.87	13.06	12.91	 0.14	27.83	 2.64	       	     	     	     	0	  -1.006	  1.540	Gaia DR2 6760559208617687040
   31388	284.8868	-30.6482	 0.041	 0.047	-3.013	 0.082	-1.355	 0.070	15.53	 1.68	13.42	12.68	12.54	 0.14	27.83	 2.39	       	     	     	     	0	  -0.999	  1.499	Gaia DR2 6760560170690453120
   31389	284.8869	-31.0056	 0.079	 0.160	-2.240	 0.335	-1.557	 0.304	17.83	 1.30	16.44	15.59	15.49	 0.13	26.47	 2.05	       	     	     	     	0	  -1.058	  1.851	Gaia DR2 6760164346500614656
   31390	284.8874	-33.1763	 0.020	 0.085	-2.902	 0.146	-1.406	 0.134	16.47	 1.44	14.68	13.97	13.89	 0.10	26.72	 0.27	       	     	     	     	0	  -1.413	  3.993	Gaia DR2 6756820628554804608
   31391	284.8880	-28.8146	-0.379	 0.191	-2.529	 0.300	-1.320	 0.273	18.06	 1.38	16.59	15.77	15.38	 0.21	27.75	 2.30	       	     	     	     	0	  -0.701	 -0.311	Gaia DR2 6761761833810708992
   31392	284.8882	-28.5796	 0.066	 0.157	-2.960	 0.272	-1.244	 0.249	18.02	 1.40	16.40	15.60	15.27	 0.21	27.93	 0.86	       	     	     	     	0	  -0.663	 -0.543	Gaia DR2 6761791623704269824
   31393	284.8889	-31.0636	 0.013	 0.041	-2.397	 0.081	-1.304	 0.072	15.49	 1.76	13.31	12.52	12.31	 0.13	25.62	 0.79	 167.67	 0.02	-0.64	 0.02	1	  -1.069	  1.908	Gaia DR2 6760163148221449216
   31394	284.8890	-36.4487	 0.081	 0.034	-2.813	 0.063	-1.292	 0.052	14.62	 1.75	12.44	11.70	11.51	 0.12	26.33	 2.00	       	     	     	     	0	  -1.954	  7.221	Gaia DR2 6731285574811764096
   31395	284.8890	-29.2047	 0.051	 0.051	-2.871	 0.089	-1.412	 0.080	15.66	 1.67	13.56	12.82	12.67	 0.15	27.38	 2.59	       	     	     	     	0	  -0.766	  0.074	Gaia DR2 6760984345962869376
   31396	284.8892	-30.7717	 0.005	 0.055	-2.870	 0.095	-1.432	 0.083	15.85	 1.65	13.82	13.11	12.90	 0.13	27.52	 1.18	       	     	     	     	0	  -1.022	  1.620	Gaia DR2 6760555360326808192
   31397	284.8893	-29.9981	 0.012	 0.059	-2.777	 0.098	-1.230	 0.097	15.59	 1.81	13.37	12.51	12.34	 0.15	26.59	 1.06	       	     	     	     	0	  -0.895	  0.857	Gaia DR2 6760805503528873088
   31398	284.8902	-32.0491	 0.086	 0.061	-2.650	 0.114	-1.579	 0.103	16.26	 1.52	14.35	13.67	13.52	 0.12	29.10	 1.87	       	     	     	     	0	  -1.231	  2.880	Gaia DR2 6757041733471543808
   31399	284.8906	-27.1666	-0.004	 0.092	-2.799	 0.145	-1.790	 0.120	16.29	 1.62	14.28	13.57	13.36	 0.23	29.29	 1.06	       	     	     	     	0	  -0.435	 -1.937	Gaia DR2 6763623208227772544
   31400	284.8908	-29.3724	-0.014	 0.063	-2.185	 0.126	-1.411	 0.112	16.28	 1.71	14.15	13.38	13.22	 0.15	25.67	 0.93	       	     	     	     	0	  -0.795	  0.239	Gaia DR2 6760977744581693184
   31401	284.8909	-31.1984	 0.039	 0.055	-2.577	 0.118	-1.289	 0.122	16.04	 1.49	14.21	13.51	13.42	 0.13	26.35	 1.04	       	     	     	     	0	  -1.093	  2.041	Gaia DR2 6760152496702449280
   31402	284.8911	-29.8134	-0.406	 0.199	-2.794	 0.301	-1.758	 0.269	18.16	 1.32	16.32	15.67	15.58	 0.17	26.66	 1.17	       	     	     	     	0	  -0.867	  0.674	Gaia DR2 6760856184144712704
   31403	284.8912	-33.3574	-0.034	 0.070	-2.795	 0.122	-1.305	 0.117	16.42	 1.35	14.68	14.07	13.96	 0.08	26.99	 0.68	       	     	     	     	0	  -1.446	  4.171	Gaia DR2 6756809633438423296
   31404	284.8915	-31.6490	-0.058	 0.312	-2.487	 0.345	-1.380	 0.270	18.01	 1.29	16.23	15.38	15.14	 0.12	27.83	 0.98	       	     	     	     	0	  -1.167	  2.485	Gaia DR2 6760060580085842688
   31405	284.8919	-29.1580	-0.001	 0.068	-2.679	 0.138	-1.458	 0.144	16.40	 1.54	14.47	13.76	13.58	 0.15	27.38	 2.02	       	     	     	     	0	  -0.761	  0.028	Gaia DR2 6761735484202448000
   31406	284.8920	-31.7389	-0.092	 0.240	-2.527	 0.339	-1.508	 0.297	18.25	 1.27	16.62	15.69	15.46	 0.12	27.83	 0.28	       	     	     	     	0	  -1.182	  2.574	Gaia DR2 6760057831306544128
   31407	284.8923	-29.7429	-0.073	 0.126	-2.745	 0.200	-1.460	 0.180	17.41	 1.41	15.57	14.96	14.82	 0.17	26.66	 1.17	       	     	     	     	0	  -0.856	  0.605	Gaia DR2 6760863223573374208
   31408	284.8924	-30.3889	-0.053	 0.225	-3.084	 0.305	-1.279	 0.263	18.04	 1.38	16.55	15.67	15.14	 0.14	27.81	 0.65	       	     	     	     	0	  -0.962	  1.242	Gaia DR2 6760760835867710336
   31409	284.8926	-30.0640	-0.218	 0.114	-2.686	 0.168	-1.827	 0.157	16.79	 1.58	14.82	14.12	14.00	 0.16	27.09	 0.74	       	     	     	     	0	  -0.909	  0.921	Gaia DR2 6760801822720134528
   31410	284.8927	-30.7580	 0.060	 0.044	-2.542	 0.078	-1.436	 0.069	15.44	 1.75	13.27	12.46	12.30	 0.14	27.52	 1.18	 159.58	 0.03	-0.94	 0.02	1	  -1.022	  1.606	Gaia DR2 6760555536430998272
   31411	284.8929	-29.3858	-0.100	 0.107	-2.953	 0.229	-1.468	 0.187	17.28	 1.51	15.29	14.57	14.39	 0.15	25.67	 0.93	       	     	     	     	0	  -0.799	  0.252	Gaia DR2 6760977680173736448
   31412	284.8934	-31.3846	-0.337	 0.281	-2.200	 0.378	-1.773	 0.317	18.23	 1.32	16.54	15.90	15.77	 0.14	25.64	 1.05	       	     	     	     	0	  -1.125	  2.224	Gaia DR2 6760101811772770944
   31413	284.8934	-31.0232	-0.118	 0.134	-2.486	 0.256	-1.159	 0.248	17.42	 1.27	15.94	15.23	15.13	 0.13	25.62	 0.79	       	     	     	     	0	  -1.066	  1.868	Gaia DR2 6760163487507924992
   31414	284.8939	-30.2560	-0.121	 0.197	-2.345	 0.278	-1.504	 0.251	17.85	 1.28	15.98	15.41	15.33	 0.13	27.81	 1.07	       	     	     	     	0	  -0.941	  1.111	Gaia DR2 6760764267525687808
   31415	284.8951	-28.2310	 0.054	 0.163	-2.123	 0.323	-1.050	 0.244	17.36	 1.57	15.34	14.65	14.49	 0.21	28.35	 3.36	       	     	     	     	0	  -0.612	 -0.887	Gaia DR2 6761854673823632640
   31416	284.8952	-32.6041	 0.025	 0.191	-2.715	 0.299	-1.185	 0.281	17.91	 1.28	16.55	15.63	15.52	 0.15	26.42	 1.68	       	     	     	     	0	  -1.326	  3.427	Gaia DR2 6756915534464150528
   31417	284.8954	-30.9771	-0.164	 0.100	-2.953	 0.201	-1.172	 0.179	17.06	 1.42	15.18	14.51	14.37	 0.13	27.52	 1.56	       	     	     	     	0	  -1.060	  1.822	Gaia DR2 6760165828281111808
   31418	284.8956	-30.7698	-0.063	 0.127	-2.362	 0.240	-1.096	 0.226	17.63	 1.43	15.93	15.33	15.23	 0.14	27.52	 1.18	       	     	     	     	0	  -1.027	  1.617	Gaia DR2 6760555463398343936
   31419	284.8959	-33.2799	-0.097	 0.058	-2.694	 0.098	-1.169	 0.092	16.04	 1.33	14.39	13.79	13.66	 0.09	26.53	 0.27	       	     	     	     	0	  -1.437	  4.094	Gaia DR2 6756816715853258112
   31420	284.8961	-30.4875	 0.043	 0.043	-2.749	 0.063	-1.438	 0.055	15.14	 1.75	12.88	12.06	11.92	 0.14	27.64	 2.11	       	     	     	     	0	  -0.981	  1.339	Gaia DR2 6760750734104582656
   31421	284.8963	-29.8890	 0.038	 0.044	-2.688	 0.071	-1.318	 0.064	15.23	 2.08	12.75	11.83	11.61	 0.16	26.59	 0.98	       	     	     	     	0	  -0.884	  0.748	Gaia DR2 6760808458466441728
   31422	284.8963	-30.0921	-0.067	 0.078	-2.467	 0.091	-1.537	 0.083	15.35	 1.71	13.21	12.41	12.27	 0.16	27.09	 0.74	       	     	     	     	0	  -0.917	  0.949	Gaia DR2 6760801449079675264
   31423	284.8966	-31.6312	-0.168	 0.259	-3.039	 0.306	-1.442	 0.245	17.62	 1.36	15.61	14.99	14.92	 0.12	27.83	 0.98	       	     	     	     	0	  -1.168	  2.467	Gaia DR2 6760060687478856832
   31424	284.8969	-30.1091	-0.094	 0.107	-2.679	 0.177	-1.469	 0.161	17.08	 1.39	15.35	14.56	14.46	 0.16	27.25	 1.97	       	     	     	     	0	  -0.920	  0.965	Gaia DR2 6760801341691794304
   31425	284.8970	-31.5741	-0.120	 0.125	-2.678	 0.150	-1.362	 0.115	16.49	 1.60	14.49	13.73	13.65	 0.12	26.96	 1.95	       	     	     	     	0	  -1.159	  2.411	Gaia DR2 6760073022624943616
   31426	284.8972	-29.4902	-0.182	 0.064	-2.696	 0.131	-1.325	 0.106	16.25	 1.59	14.20	13.48	13.37	 0.14	27.73	 1.28	       	     	     	     	0	  -0.819	  0.355	Gaia DR2 6760882258875404928
   31427	284.8983	-31.0585	-0.181	 0.204	-2.208	 0.371	-1.809	 0.330	18.14	 1.30	16.61	15.84	15.60	 0.13	26.49	 2.00	       	     	     	     	0	  -1.076	  1.902	Gaia DR2 6760163182581184128
   31428	284.8986	-30.7537	-0.118	 0.172	-2.559	 0.295	-1.562	 0.268	17.92	 1.30	16.24	15.62	15.54	 0.14	27.52	 1.18	       	     	     	     	0	  -1.027	  1.601	Gaia DR2 6760555566477624064
   31429	284.8986	-31.5937	 0.037	 0.114	-2.512	 0.137	-1.453	 0.102	16.23	 1.50	14.38	13.69	13.56	 0.12	26.96	 1.95	       	     	     	     	0	  -1.164	  2.430	Gaia DR2 6760072919545723904
   31430	284.8988	-30.4567	 0.024	 0.056	-3.046	 0.081	-1.505	 0.071	15.80	 1.57	13.79	13.07	12.92	 0.14	27.49	 1.13	       	     	     	     	0	  -0.978	  1.308	Gaia DR2 6760757365534098688
   31431	284.8989	-30.1712	 0.058	 0.116	-2.802	 0.192	-1.593	 0.171	17.01	 1.62	14.96	14.23	14.11	 0.15	27.25	 0.83	       	     	     	     	0	  -0.932	  1.026	Gaia DR2 6760776813146149632
   31432	284.8993	-33.1304	 0.081	 0.059	-3.094	 0.085	-1.585	 0.069	15.18	 1.58	13.18	12.46	12.38	 0.11	26.53	 0.43	       	     	     	     	0	  -1.416	  3.946	Gaia DR2 6756821006511958912
   31433	284.8993	-28.4262	 0.006	 0.042	-2.726	 0.079	-1.423	 0.072	15.28	 1.94	12.84	12.01	11.83	 0.22	28.35	 0.63	       	     	     	     	0	  -0.648	 -0.695	Gaia DR2 6761841449621376640
   31434	284.8995	-31.1261	 0.054	 0.042	-2.658	 0.088	-1.276	 0.077	15.55	 1.79	13.35	12.52	12.36	 0.13	26.35	 1.04	       	     	     	     	0	  -1.088	  1.968	Gaia DR2 6760159437369650816
   31435	284.9001	-30.6240	 0.099	 0.096	-2.948	 0.155	-1.346	 0.139	16.97	 1.48	15.04	14.43	14.29	 0.14	26.43	 5.19	       	     	     	     	0	  -1.007	  1.473	Gaia DR2 6760561751238469632
   31436	284.9002	-30.1492	-0.023	 0.160	-2.498	 0.257	-1.525	 0.232	17.74	 1.32	15.81	15.18	15.08	 0.15	27.25	 1.72	       	     	     	     	0	  -0.929	  1.004	Gaia DR2 6760777049350567168
   31437	284.9004	-30.9699	 0.018	 0.046	-2.598	 0.093	-1.377	 0.082	15.37	 1.74	13.22	12.39	12.29	 0.13	27.52	 1.56	       	     	     	     	0	  -1.063	  1.814	Gaia DR2 6760165931360328704
   31438	284.9008	-27.9392	 0.021	 0.038	-2.741	 0.076	-1.384	 0.064	14.70	 1.84	12.36	11.60	11.43	 0.21	27.51	 2.45	       	     	     	     	0	  -0.570	 -1.176	Gaia DR2 6763374061456769152
   31439	284.9010	-29.2495	 0.070	 0.081	-2.827	 0.146	-0.935	 0.135	16.73	 1.49	14.90	14.21	14.07	 0.15	25.26	 0.32	       	     	     	     	0	  -0.783	  0.117	Gaia DR2 6760983894975080832
   31440	284.9011	-31.7067	 0.027	 0.136	-3.050	 0.172	-1.599	 0.130	16.77	 1.52	14.84	14.07	13.97	 0.12	27.90	 0.17	       	     	     	     	0	  -1.184	  2.541	Gaia DR2 6760058041779161344
   31441	284.9012	-29.8213	-0.026	 0.089	-2.550	 0.139	-1.309	 0.124	16.78	 1.59	14.77	14.03	13.96	 0.17	26.66	 1.17	       	     	     	     	0	  -0.877	  0.681	Gaia DR2 6760856184144702336
   31442	284.9013	-32.8710	-0.128	 0.203	-2.457	 0.266	-1.322	 0.220	17.63	 1.23	16.14	15.36	15.23	 0.14	25.53	 0.78	       	     	     	     	0	  -1.375	  3.690	Gaia DR2 6756861108636385664
   31443	284.9018	-30.2627	-0.072	 0.056	-2.773	 0.077	-1.322	 0.062	14.59	 2.43	11.97	10.69	 9.89	 0.13	27.81	 1.07	       	     	     	     	0	  -0.949	  1.116	Gaia DR2 6760764168762387200
   31444	284.9020	-32.9951	-0.028	 0.111	-2.227	 0.138	-1.187	 0.111	16.33	 1.49	14.49	13.79	13.59	 0.13	26.53	 0.68	       	     	     	     	0	  -1.396	  3.812	Gaia DR2 6756835991666529152
   31445	284.9021	-30.8407	 0.051	 0.060	-2.704	 0.119	-1.182	 0.108	16.06	 1.80	13.87	13.02	12.90	 0.13	27.52	 1.33	       	     	     	     	0	  -1.044	  1.686	Gaia DR2 6760178919341538432
   31446	284.9025	-29.5387	 0.046	 0.065	-2.860	 0.149	-1.195	 0.114	16.08	 1.70	13.88	13.07	12.97	 0.15	27.73	 1.28	       	     	     	     	0	  -0.832	  0.402	Gaia DR2 6760870031119749504
   31447	284.9028	-30.8186	-0.002	 0.180	-2.002	 0.373	-0.835	 0.345	18.18	 1.34	16.52	15.76	15.55	 0.13	26.73	 1.01	       	     	     	     	0	  -1.041	  1.664	Gaia DR2 6760554299468214272
   31448	284.9029	-31.2648	-0.029	 0.079	-2.910	 0.121	-1.707	 0.113	16.32	 1.50	14.46	13.77	13.64	 0.13	26.35	 1.08	       	     	     	     	0	  -1.114	  2.105	Gaia DR2 6760104771024345984
   31449	284.9032	-30.2749	 0.062	 0.115	-2.747	 0.154	-1.423	 0.134	16.93	 1.54	15.03	14.35	14.28	 0.13	27.81	 1.07	       	     	     	     	0	  -0.952	  1.128	Gaia DR2 6760764061367223680
   31450	284.9033	-31.9012	-0.032	 0.055	-2.698	 0.085	-1.485	 0.077	15.87	 1.69	13.78	12.98	12.87	 0.12	26.65	 1.86	 125.45	 0.04	-0.50	 0.02	1	  -1.218	  2.733	Gaia DR2 6760046943583289728
   31451	284.9038	-30.9230	-0.080	 0.115	-2.476	 0.203	-1.260	 0.182	17.02	 1.51	15.00	14.40	14.29	 0.13	26.73	 1.18	       	     	     	     	0	  -1.059	  1.767	Gaia DR2 6760166339366317056
   31452	284.9042	-31.3961	 0.039	 0.052	-2.877	 0.077	-1.480	 0.068	15.36	 1.71	13.23	12.44	12.32	 0.14	25.64	 1.05	 131.78	 0.02	-0.18	 0.01	1	  -1.136	  2.234	Gaia DR2 6760101609928308224
   31453	284.9043	-30.6349	-0.002	 0.069	-2.816	 0.118	-1.273	 0.103	16.28	 1.72	14.01	13.26	13.11	 0.14	27.83	 2.39	       	     	     	     	0	  -1.012	  1.483	Gaia DR2 6760561648159229824
   31454	284.9049	-32.0148	 0.015	 0.056	-2.681	 0.093	-1.363	 0.084	15.81	 1.72	13.68	12.92	12.75	 0.12	29.10	 1.87	 167.62	 0.02	-0.42	 0.01	1	  -1.238	  2.844	Gaia DR2 6757043318331266048
   31455	284.9050	-29.0307	 0.027	 0.106	-2.612	 0.141	-1.113	 0.127	16.69	 1.44	14.81	14.11	14.01	 0.17	27.38	 2.02	       	     	     	     	0	  -0.751	 -0.100	Gaia DR2 6761742974625488640
   31456	284.9056	-31.7916	-0.007	 0.067	-2.545	 0.107	-1.202	 0.097	15.05	 3.07	10.07	 8.99	 8.21	 0.12	27.83	 0.28	       	     	     	     	0	  -1.202	  2.624	Gaia DR2 6760054193488113152
   31457	284.9057	-32.5177	-0.165	 0.158	-2.189	 0.302	-0.794	 0.295	17.94	 1.27	16.37	15.65	15.58	 0.14	25.86	 0.82	       	     	     	     	0	  -1.321	  3.340	Gaia DR2 6756922676980251264
   31458	284.9058	-29.9681	 0.000	 0.189	-2.565	 0.296	-1.740	 0.292	17.96	 1.25	16.54	15.87	15.66	 0.15	26.59	 1.06	       	     	     	     	0	  -0.905	  0.825	Gaia DR2 6760805709687311488
   31459	284.9059	-28.1693	-0.159	 0.189	-2.667	 0.387	-1.326	 0.301	17.93	 1.39	16.22	15.48	15.32	 0.21	27.51	 3.15	       	     	     	     	0	  -0.612	 -0.950	Gaia DR2 6761855567180260352
   31460	284.9059	-29.3332	-0.023	 0.104	-2.279	 0.199	-1.272	 0.167	17.11	 1.37	15.29	14.68	14.59	 0.15	25.67	 0.93	       	     	     	     	0	  -0.801	  0.199	Gaia DR2 6760981146195858432
   31461	284.9063	-29.9616	 0.061	 0.122	-3.021	 0.200	-1.545	 0.195	17.21	 1.46	15.35	14.65	14.53	 0.15	26.59	 1.06	       	     	     	     	0	  -0.904	  0.818	Gaia DR2 6760807187156065280
   31462	284.9068	-29.7370	 0.005	 0.056	-2.770	 0.097	-1.704	 0.090	15.62	 1.85	13.33	12.52	12.34	 0.17	28.59	 1.48	       	     	     	     	0	  -0.868	  0.597	Gaia DR2 6760863124811905664
   31463	284.9070	-31.3620	 0.031	 0.049	-2.679	 0.072	-1.182	 0.064	15.27	 1.69	13.17	12.39	12.30	 0.14	26.35	 1.05	       	     	     	     	0	  -1.133	  2.200	Gaia DR2 6760101953525719552
   31464	284.9076	-32.2492	-0.174	 0.154	-2.370	 0.297	-1.609	 0.316	17.49	 1.35	15.78	14.98	14.89	 0.12	25.86	 1.84	       	     	     	     	0	  -1.278	  3.075	Gaia DR2 6756941957102677376
   31465	284.9077	-29.6811	 0.057	 0.079	-2.854	 0.135	-1.503	 0.108	16.33	 1.69	14.26	13.45	13.24	 0.17	27.73	 1.53	       	     	     	     	0	  -0.859	  0.541	Gaia DR2 6760866801303948288
   31466	284.9077	-29.6934	-0.308	 0.173	-2.708	 0.275	-1.418	 0.227	17.73	 1.50	15.91	15.19	15.07	 0.17	27.73	 1.53	       	     	     	     	0	  -0.861	  0.554	Gaia DR2 6760863807691381376
   31467	284.9077	-30.7483	-0.117	 0.097	-2.608	 0.174	-1.310	 0.161	17.02	 1.47	15.08	14.41	14.23	 0.14	27.52	 1.18	       	     	     	     	0	  -1.033	  1.594	Gaia DR2 6760555497766471808
   31468	284.9086	-31.4752	-0.444	 0.234	-2.520	 0.278	-1.705	 0.247	17.98	 1.29	16.32	15.41	15.33	 0.13	28.21	 0.71	       	     	     	     	0	  -1.153	  2.311	Gaia DR2 6760097864716754048
   31469	284.9086	-30.9539	 0.016	 0.051	-2.783	 0.103	-1.667	 0.092	14.46	 2.48	11.62	10.72	10.48	 0.13	27.52	 1.56	 143.34	     	     	     	4	  -1.068	  1.797	Gaia DR2 6760166034439551232
   31470	284.9101	-29.7175	-0.087	 0.100	-2.215	 0.174	-1.198	 0.140	16.76	 1.63	14.75	13.97	13.88	 0.17	27.73	 1.53	       	     	     	     	0	  -0.867	  0.577	Gaia DR2 6760863361012373376
   31471	284.9106	-30.6085	-0.058	 0.171	-2.174	 0.296	-1.289	 0.254	17.95	 1.32	16.32	15.77	15.71	 0.14	26.43	 5.19	       	     	     	     	0	  -1.013	  1.456	Gaia DR2 6760561858623350144
   31472	284.9107	-29.1754	-0.142	 0.215	-1.890	 0.371	-0.973	 0.354	18.34	 1.28	16.40	15.65	15.32	 0.15	26.02	 1.45	       	     	     	     	0	  -0.780	  0.042	Gaia DR2 6760984788328397312
   31473	284.9108	-30.1928	 0.010	 0.088	-2.948	 0.146	-1.485	 0.132	16.76	 1.61	14.76	14.00	13.83	 0.14	27.25	 0.83	       	     	     	     	0	  -0.945	  1.046	Gaia DR2 6760776641347442944
   31474	284.9109	-28.1139	 0.057	 0.067	-2.594	 0.128	-1.358	 0.119	16.24	 1.56	14.26	13.55	13.40	 0.21	29.23	 2.56	       	     	     	     	0	  -0.607	 -1.005	Gaia DR2 6761867558728846464
   31475	284.9110	-32.1453	 0.099	 0.043	-3.146	 0.079	-1.484	 0.075	14.46	 2.22	11.86	10.98	10.71	 0.12	29.10	 1.87	 162.35	 0.01	-0.85	 0.01	1	  -1.264	  2.972	Gaia DR2 6757037442815962752
   31476	284.9111	-31.0305	 0.048	 0.058	-2.840	 0.103	-1.333	 0.086	15.25	 2.17	12.70	11.78	11.56	 0.13	26.47	 1.96	       	     	     	     	0	  -1.082	  1.872	Gaia DR2 6760163320020152448
   31477	284.9113	-30.5682	-0.054	 0.085	-2.655	 0.134	-1.507	 0.120	16.72	 1.56	14.76	14.05	13.99	 0.14	27.18	 1.59	       	     	     	     	0	  -1.007	  1.416	Gaia DR2 6760562545818126720
   31478	284.9114	-31.8718	 0.033	 0.058	-2.498	 0.098	-1.329	 0.089	16.18	 1.59	14.14	13.46	13.36	 0.12	26.96	 1.40	       	     	     	     	0	  -1.220	  2.702	Gaia DR2 6760052917862002048
   31479	284.9115	-28.8366	-0.098	 0.061	-2.343	 0.092	-1.296	 0.081	15.81	 1.79	13.57	12.72	12.60	 0.21	27.75	 1.23	 131.51	 0.04	-0.54	 0.02	1	  -0.725	 -0.292	Gaia DR2 6761750014064576768
   31480	284.9123	-31.1930	 0.085	 0.041	-2.632	 0.073	-1.133	 0.069	15.16	 1.81	13.00	12.19	12.02	 0.13	26.35	 1.08	 144.30	 0.02	-1.07	 0.02	1	  -1.110	  2.033	Gaia DR2 6760152531062175488
   31481	284.9128	-30.9271	 0.009	 0.099	-2.294	 0.178	-1.331	 0.162	16.55	 1.49	14.61	13.92	13.84	 0.13	26.73	 1.18	       	     	     	     	0	  -1.067	  1.770	Gaia DR2 6760166274957738112
   31482	284.9131	-28.6995	-0.028	 0.176	-3.053	 0.276	-1.418	 0.245	18.01	 1.36	16.16	15.46	15.29	 0.20	27.75	 0.89	       	     	     	     	0	  -0.704	 -0.428	Gaia DR2 6761786950779614848
   31483	284.9133	-30.5259	-0.035	 0.046	-2.869	 0.074	-1.604	 0.065	15.28	 1.74	13.10	12.29	12.19	 0.14	27.18	 1.59	       	     	     	     	0	  -1.002	  1.374	Gaia DR2 6760750356147774720
   31484	284.9138	-32.4025	-0.114	 0.112	-2.752	 0.170	-1.237	 0.151	16.70	 1.50	14.83	14.08	13.97	 0.14	26.42	 0.82	       	     	     	     	0	  -1.309	  3.226	Gaia DR2 6756928110127955200
   31485	284.9138	-31.0154	 0.095	 0.080	-3.098	 0.160	-1.157	 0.146	16.42	 1.64	14.32	13.54	13.44	 0.13	27.52	 1.56	       	     	     	     	0	  -1.082	  1.857	Gaia DR2 6760163526178593920
