#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:26:26 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:26:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AJ/145/101/catalog&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51450101
#Name: J/AJ/145/101
#Title: Updated nearby galaxy catalog (Karachentsev+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/aj/145/101	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/145/101	    IVOID of underlying data collection
#INFO	creator=Karachentsev I.D.	    First author or institution
#INFO	cites=bibcode:2013AJ....145..101K	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2013	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51450101	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_145_101_catalog:
#Name: J/AJ/145/101/catalog
#Title: Catalog of galaxies in the  the Local Volume
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(a18)	Galaxy name in well-known catalogs	[ucd=meta.id;meta.main]
#Column	Nd	(I3)	Number of data available for this galaxy (apparent magnitudes + velocities + kinematics + distances, in tables 3--6)	[ucd=meta.number]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	a26	(F6.2)	[0.1/645.65]? Major angular diameter (1)	[ucd=phys.angSize]
#Column	b/a	(F5.2)	[0/1]? Apparent axial ratio (1)	[ucd=phys.angSize;arith.ratio]
#Column	AB	(F5.2)	[0.01/7.88]? Galactic extinction in B band (2)	[ucd=phys.absorption.gal]
#Column	l_FUV	(A1)	[>] Lower limit flag on FUV	[ucd=meta.code.error]
#Column	FUV	(F5.2)	[8.21/24.56]? GALEX/FUV band magnitude (3)	[ucd=phot.mag;em.UV]
#Column	Bmag	(F5.2)	[-4.6/21.4]? Apparent integral B band magnitude (4)	[ucd=phot.mag;em.opt.B]
#Column	l_Hamag	(A1)	[>] Lower limit flag on Hamag	[ucd=meta.code.error]
#Column	Hamag	(F5.2)	[3.79/27.87]? Integral H{alpha} line emission magnitude (5)	[ucd=phot.flux;em.line.Halpha]
#Column	Kmag	(F5.2)	[-1.75/17.54]? 2MASS Ks band magnitude (6)	[ucd=phot.mag;em.IR.K]
#Column	f_Kmag	(A1)	[*] Estimated Kmag (7)	[ucd=meta.code]
#Column	l_HImag	(A1)	[>] Lower limit flag on HImag	[ucd=meta.code.error]
#Column	HImag	(F6.2)	[-3.35/21.5]? HI 21cm line magnitude (8)	[ucd=phot.mag;em.radio.750-1500MHz]
#Column	W50	(I3)	? HI line width at 50% level from maximum (9)	[ucd=spect.line.width;em.line.HI]
#Column	TT	(I2)	[-3/11]? Morphology T-type code (10)	[ucd=src.morph]
#Column	Mcl	(a5)	Dwarf galaxy morphology (BCD, HIcld, Im, Ir, S0em, Sm, Sph, Tr, dE, dEem, or dS0em) (11)	[ucd=src.morph.type]
#Column	Tdw	(A1)	Dwarf galaxy surface brightness morphology (H=high, N=normal, L=low, X=extremely low) (11)	[ucd=meta.code;src.morph]
#Column	HRV	(I4)	[-556/2219]? Heliocentric radial velocity (12)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Dist	(F5.2)	[0.01/26.2] Distance to galaxy	[ucd=pos.distance;pos.heliocentric]
#Column	f_Dist	(A4)	Method used to obtain Dist (G1)	[ucd=meta.code]
#Column	A26	(F5.2)	? Major linear diameter (13)	[ucd=phys.size.diameter]
#Column	i	(I2)	[0/90]? Inclination of galaxy from the face-on (i=0) position	[ucd=src]
#Column	vAmp	(I3)	? Amplitude of rotational velocity (14)	[ucd=phys.veloc.rotat]
#Column	ABi	(F5.2)	[0/1.25]? Internal B band extinction (15)	[ucd=phys.absorption;em.opt.B]
#Column	BMag	(F5.1)	[-21.8/-0.6]? Absolute B band magnitude (16)	[ucd=phys.magAbs;em.opt.B]
#Column	<Bmu>	(F4.1)	? Average B band surface brightness (17)	[ucd=phot.mag.sb;em.opt.B]
#Column	KLum	(F5.2)	[3.19/11.3]? log(luminosity) in Ks band (18)	[ucd=phys.luminosity;em.IR.K]
#Column	M26	(F5.2)	? log(mass) within Holmberg radius (19)	[ucd=phys.mass]
#Column	l_MHI	(A1)	[<] Upper limit flag on MHI	[ucd=meta.code.error]
#Column	MHI	(F5.2)	[1.12/10.19]? log(Hydrogen mass) (20)	[ucd=arith.zp]
#Column	Vlg	(I4)	[-303/2094]? Local group radial velocity (21)	[ucd=phys.veloc;pos.lg]
#Column	Ti1	(F4.1)	[-3/6.5]? Tidal index {Theta}_1_ (22)	[ucd=src.class.struct]
#Column	MD	(a15)	Main disturber name (23)	[ucd=meta.id.assoc]
#Column	Ti5	(F4.1)	[-2.5/6.5]? Tidal index {Theta}_5_ (24)	[ucd=src.class.struct]
#Column	Tij	(F5.2)	[-2.7/2.4]? Ks-density index {Theta}_j_ (25)	[ucd=src.class.struct]
#Column	K+04	(I3)	Cross-match with the Catalog of neighboring galaxies of Karachentsev et al. (2004, cat. J/AJ/127/2031) within 30"	[ucd=meta.ref.url]
#Column	SimbadName	(a29)	Simbad column added by the CDS	[ucd=meta.id]
#Column	NEDname	(a29)	Simbad column added by the CDS	[ucd=meta.id]
recno	Name	Nd	RAJ2000	DEJ2000	a26	b/a	AB	l_FUV	FUV	Bmag	l_Hamag	Hamag	Kmag	f_Kmag	l_HImag	HImag	W50	TT	Mcl	Tdw	HRV	Dist	f_Dist	A26	i	vAmp	ABi	BMag	<Bmu>	KLum	M26	l_MHI	MHI	Vlg	Ti1	MD	Ti5	Tij	K+04	SimbadName	NEDname
     491	LV J1207+3133     	  3	12 07 50.0	+31 33 08	  0.64	 0.82	 0.09	 	20.21	17.50	 	     	14.82	*	 	      	   	 8	Sm   	 	 562	 7.37	h   	 1.39	35	   	 0.00	-11.9	25.1	 7.12	     	 	     	 538	 0.2	MAPS1206+31    	 0.4	 1.31	  0	[KMK2013] LV J1207+3133      	[KMK2013] LV J1207+3133
     492	UGC07131          	  6	12 09 11.8	+30 54 24	  1.62	 0.29	 0.10	 	17.26	16.80	 	     	13.95	*	 	 15.47	117	 8	     	 	 253	16.80	TF  	 7.71	75	 53	 0.18	-14.6	26.1	 8.19	 9.39	 	 8.59	 226	-0.7	NGC4565        	-0.3	 0.17	  0	UGC07131                     	UGC07131
     493	NGC4136           	  7	12 09 17.7	+29 55 39	  3.98	 0.92	 0.08	 	13.66	11.69	 	15.92	 9.31	 	 	 13.65	 92	 5	     	 	 608	 7.90	h   	 9.27	24	100	 0.04	-17.9	23.2	 9.39	10.03	 	 8.67	 577	-0.6	NGC4631        	-0.2	 0.87	  0	NGC4136                      	NGC4136
     494	MCG +06-27-017    	  6	12 09 56.4	+36 26 07	  0.95	 0.31	 0.11	 	17.36	15.50	 	21.58	12.00	 	 	      	   	 9	Im   	N	 339	 4.83	TRGB	 1.31	90	   	 0.00	-13.0	23.9	 7.88	     	 	     	 341	 0.0	NGC4736        	 0.3	 1.50	  1	MCG +06-27-017               	MCG +06-27-017
     495	NGC4144           	  8	12 09 59.3	+46 27 26	  6.17	 0.21	 0.06	 	14.08	12.05	 	15.56	 9.39	 	 	 13.24	153	 7	     	 	 265	 7.24	TRGB	12.37	82	 67	 0.41	-17.7	24.1	 9.29	 9.82	 	 8.76	 317	 0.6	NGC4258        	 0.7	 1.71	  1	NGC4144                      	NGC4144
     496	IC3023            	  6	12 10 01.7	+14 22 01	  1.10	 0.71	 0.16	 	16.78	15.35	 	     	12.85	*	 	 16.33	 44	10	Ir   	N	 817	 7.70	TF  	 2.51	51	 23	 0.00	-14.2	24.1	 7.95	 8.17	 	 7.57	 710	-1.3	NGC3623        	-0.8	 0.00	  0	IC3023                       	IC3023
     497	NGC4150           	  6	12 10 33.6	+30 24 06	  2.19	 0.69	 0.08	 	18.31	12.49	 	     	 8.99	 	 	      	   	-1	     	 	 226	13.74	SBF 	 8.77	53	   	 0.00	-18.3	22.8	10.00	     	 	     	 197	 0.0	NGC4314        	 0.3	 1.67	  0	NGC4150                      	NGC4150
     498	NGC4163           	  8	12 12 08.9	+36 10 10	  2.19	 0.84	 0.09	 	15.51	13.63	 	18.64	10.88	 	 	 15.28	 32	 9	Im   	N	 162	 2.94	TRGB	 1.89	37	 17	 0.00	-13.8	23.9	 7.90	 7.81	 	 7.16	 163	 2.3	NGC4214        	 2.3	-0.14	  1	NGC4163                      	NGC4163
     499	KK127             	  7	12 13 22.7	+29 55 18	  1.38	 0.36	 0.09	 	17.44	15.60	 	     	13.99	 	 	 16.18	 64	 8	     	 	 131	17.30	TF  	 6.80	70	 29	 0.00	-15.7	24.8	 8.19	 8.83	 	 8.34	 101	-0.6	NGC4565        	-0.2	 0.37	  1	[KK98a] 127                  	[KK98a] 127
     500	NGC4190           	  8	12 13 44.6	+36 38 00	  2.14	 0.88	 0.13	 	15.02	13.50	 	17.18	10.79	 	 	 14.42	 49	 9	BCD  	N	 235	 2.82	TRGB	 1.79	32	 39	 0.00	-13.9	23.7	 7.90	 8.49	 	 7.46	 239	 0.8	NGC4214        	 0.9	-0.14	  1	NGC4190                      	NGC4190
     501	LV J1213+2957     	  3	12 13 48.4	+29 57 32	  0.47	 0.71	 0.08	 	19.05	17.40	 	     	14.98	*	 	      	   	10	Ir   	N	 225	 2.68	h   	 0.37	51	   	 0.00	 -9.8	24.3	 6.18	     	 	     	 196	-0.8	NGC4214        	-0.5	-0.12	  0	[KMK2013] LV J1213+2957      	[KMK2013] LV J1213+2957
     502	ESO321-014        	  8	12 13 49.6	-38 13 53	  1.41	 0.43	 0.40	 	17.19	15.21	 	19.29	12.70	 	 	 15.31	 19	10	Ir   	N	 609	 3.18	TRGB	 1.38	83	  3	 0.00	-12.7	24.3	 7.25	 6.01	 	 7.21	 333	-0.1	NGC5128        	 0.2	 0.42	  1	ESO321-014                   	ESO321-014
     503	UGC07242          	  7	12 14 07.4	+66 05 32	  1.23	 0.42	 0.08	 	16.20	14.60	 	19.42	12.18	*	 	 15.29	 66	10	Ir   	N	  66	 5.42	TRGB	 1.91	87	 29	 0.00	-14.2	23.6	 7.91	 8.26	 	 7.68	 211	-0.4	NGC4605        	-0.2	 0.45	  1	UGC07242                     	UGC07242
     504	VCC0114           	  6	12 14 35.2	+05 40 38	  0.60	 0.52	 0.07	 	18.61	16.16	 	     	13.75	*	 	 16.57	 34	10	Ir   	N	2067	 8.20	TF  	 1.42	70	 12	 0.00	-13.5	23.6	 7.64	 7.39	 	 7.53	1923	-1.1	NGC4594        	-0.6	-0.73	  0	VCC0114                      	VCC0114
     505	KDG090            	  5	12 14 57.9	+36 13 08	  1.55	 0.87	 0.09	>	23.00	15.86	 	23.97	13.43	*	>	 19.20	   	10	Tr   	L	    	 2.86	TRGB	 1.31	33	   	 0.00	-11.5	25.4	 6.86	     	<	 5.56	    	 1.3	NGC4214        	 1.5	-0.12	  1	KDG090                       	KDG090
     506	UGC7257           	  7	12 15 03.0	+35 57 31	  1.35	 0.62	 0.07	 	15.17	14.36	 	     	12.25	 	 	 14.76	 89	 8	     	 	 956	 8.80	TF  	 3.44	52	 49	 0.05	-15.5	23.5	 8.30	 8.98	 	 8.32	 957	-0.8	NGC4414        	-0.3	-0.72	  0	UGC7257                      	UGC7257
     507	NGC4204           	  8	12 15 14.4	+20 39 31	  4.47	 0.81	 0.15	 	14.62	12.90	 	16.06	10.00	 	 	 13.93	 88	 7	     	 	 861	 8.00	txt 	10.65	36	 64	 0.05	-16.8	24.6	 9.12	 9.71	 	 8.57	 787	-1.1	NGC4559        	-0.6	-0.22	  0	NGC4204                      	NGC4204
     508	UGC07267          	  7	12 15 23.6	+51 21 00	  2.09	 0.32	 0.11	 	16.50	14.79	 	18.79	11.94	*	 	 14.93	117	 8	     	 	 473	12.90	TF  	 7.67	73	 53	 0.17	-16.0	24.7	 8.77	 9.40	 	 8.58	 551	 0.5	NGC4102        	 0.6	 1.24	  0	UGC07267                     	UGC07267
     509	UGC07271          	  8	12 15 33.4	+43 26 03	  2.40	 0.34	 0.06	 	16.59	14.90	 	18.86	13.16	 	 	 15.46	105	 7	     	 	 546	18.60	TF  	12.59	72	 48	 0.10	-16.6	25.2	 8.59	 9.53	 	 8.69	 585	-1.9	NGC3953        	-1.3	     	  0	UGC07271                     	UGC07271
     510	NGC4214           	  8	12 15 38.9	+36 19 39	  8.51	 0.78	 0.09	 	11.68	10.24	 	13.28	 8.14	 	 	 11.98	 61	 8	     	 	 291	 2.94	TRGB	 7.34	39	 41	 0.01	-17.2	23.4	 9.00	 9.16	 	 8.48	 295	 1.2	NGC4163        	 1.2	-0.67	  1	NGC4214                      	NGC4214
     511	MCG +09-20-131    	  7	12 15 46.7	+52 23 15	  1.05	 0.30	 0.10	 	16.78	15.30	 	21.78	12.86	*	 	 15.72	 27	10	Ir   	N	 159	 4.59	TRGB	 1.36	90	  6	 0.00	-13.1	23.9	 7.50	 6.69	 	 7.37	 242	-0.4	NGC4736        	-0.1	 0.57	  1	MCG +09-20-131               	MCG +09-20-131
     512	VCC0169           	  6	12 15 56.2	+09 38 57	  0.85	 0.68	 0.08	 	21.20	16.67	 	     	14.25	*	 	 15.60	 24	10	Ir   	L	2219	 9.40	TF  	 2.33	54	  3	 0.00	-13.3	24.9	 7.56	 6.42	 	 8.04	2094	-0.3	PGC039264      	 0.2	 1.32	  0	VCC0169                      	VCC0169
     513	IC3077            	  8	12 15 56.3	+14 25 59	  1.78	 0.64	 0.14	 	20.30	15.01	 	     	12.69	 	 	 18.21	 51	 9	BCD  	N	1406	 9.10	TF  	 4.77	58	 25	 0.00	-14.9	24.8	 8.16	 8.54	 	 6.97	1303	-0.3	NGC4435        	-0.1	 1.13	  0	IC3077                       	IC3077
     514	UGC07298          	  8	12 16 28.6	+52 13 38	  0.85	 0.55	 0.10	 	17.45	15.95	 	22.60	13.29	 	 	 15.76	 21	10	Ir   	N	 174	 4.21	TRGB	 1.04	67	  3	 0.00	-12.3	24.1	 7.25	 5.95	 	 7.28	 256	-0.4	NGC4068        	 0.1	 0.53	  1	UGC07298                     	UGC07298
     515	NGC4236           	  8	12 16 43.3	+69 27 56	 21.88	 0.32	 0.06	 	11.91	10.05	 	13.76	 7.50	 	 	 11.19	154	 8	     	 	  -3	 4.45	TRGB	27.39	73	 70	 0.32	-18.6	24.9	 9.62	10.20	 	 9.15	 157	-0.3	MESSIER081     	-0.1	 0.18	  1	NGC4236                      	NGC4236
     516	LV J1217+4703     	  4	12 17 10.1	+47 03 49	  0.30	 0.76	 0.07	 	23.76	18.50	 	     	16.09	*	>	 19.20	   	10	Tr   	L	    	 7.80	mem 	 0.69	46	   	 0.00	-11.0	24.5	 6.66	     	<	 6.44	    	 3.6	NGC4258        	 3.6	 1.72	  0	[KMK2013] LV J1217+4703      	[KMK2013] LV J1217+4703
     517	UGC07320          	  6	12 17 28.5	+44 48 41	  1.20	 0.44	 0.05	 	18.39	15.40	 	     	13.00	*	 	 16.80	 55	10	Ir   	N	 541	 9.20	TF  	 3.15	81	 24	 0.00	-14.5	24.3	 8.04	 8.31	 	 7.54	 587	-0.4	NGC4460        	 0.1	 0.51	  0	UGC07320                     	UGC07320
     518	NGC4244           	  8	12 17 29.9	+37 48 27	 19.50	 0.11	 0.09	 	12.85	10.88	 	14.63	 7.72	 	 	 11.02	170	 6	     	 	 247	 4.49	TRGB	23.76	90	 74	 0.68	-18.2	25.0	 9.55	10.18	 	 9.23	 259	 0.3	NGC4736        	 0.5	 1.44	  1	NGC4244                      	NGC4244
     519	NGC4242           	  8	12 17 30.2	+45 37 10	  5.50	 0.76	 0.05	 	13.99	11.59	 	15.99	 9.12	 	 	 13.58	108	 7	     	 	 517	 7.90	TF  	12.63	41	 71	 0.08	-18.0	23.8	 9.47	 9.87	 	 8.70	 568	 1.8	NGC4258        	 1.8	 1.74	  0	NGC4242                      	NGC4242
     520	LV J1217+3231     	  3	12 17 32.0	+32 31 57	  0.66	 0.62	 0.05	 	20.15	18.20	 	     	15.80	*	 	      	   	 9	Im   	N	 447	 5.93	h   	 1.13	60	   	 0.00	-10.7	25.9	 6.54	     	 	     	 433	-1.0	NGC4736        	-0.4	 0.85	  0	[KMK2013] LV J1217+3231      	[KMK2013] LV J1217+3231
     521	UGC7321           	  7	12 17 34.0	+22 32 25	  6.76	 0.06	 0.12	 	16.32	14.09	 	     	10.67	 	 	 13.68	219	 7	     	 	 403	17.20	TF  	31.02	90	 98	 1.23	-18.4	25.3	 9.56	10.54	 	 9.33	 339	-0.4	NGC4565        	 0.0	     	  0	UGC7321                      	UGC7321
     522	KKH78             	  3	12 17 44.5	+33 20 43	  0.45	 0.63	 0.06	 	22.81	17.70	 	     	15.30	*	 	      	   	10	Ir   	L	    	 4.70	mem 	 0.61	59	   	 0.00	-10.7	24.5	 6.54	     	 	     	    	 0.8	NGC4395        	 0.9	 1.50	  0	[KKH2001] 78                 	[KKH2001] 78
     523	NGC4248           	  8	12 17 49.9	+47 24 33	  3.31	 0.43	 0.08	 	16.99	13.14	 	18.01	10.59	 	 	 15.70	 66	 8	     	 	 484	 7.40	TF  	 7.01	66	 31	 0.00	-16.3	24.3	 8.82	 8.90	 	 7.79	 544	 1.1	NGC4258        	 1.1	 1.72	  0	NGC4248                      	NGC4248
     524	LV J1218+4655     	  3	12 18 11.1	+46 55 01	  0.91	 0.28	 0.08	 	18.40	16.83	 	     	14.16	*	 	      	   	 8	     	 	 420	 6.54	h   	 1.68	76	   	 0.00	-12.3	25.1	 7.28	     	 	     	 477	-0.4	NGC4258        	-0.1	 0.83	  0	[KMK2013] LV J1218+4655      	[KMK2013] LV J1218+4655
     525	AGC229053         	  6	12 18 15.5	+25 34 06	  0.49	 0.48	 0.12	 	19.85	17.90	 	     	15.44	*	 	 17.68	 40	10	Ir   	N	 425	17.90	TF  	 2.54	75	 16	 0.00	-13.5	24.9	 7.65	 7.87	 	 7.76	 376	 0.1	NGC4494        	 0.3	 1.76	  0	AGC229053                    	AGC229053
     526	KDG098            	  3	12 18 29.4	+28 38 45	  0.76	 0.93	 0.10	 	22.18	16.50	 	     	12.31	*	 	      	   	-1	Tr   	N	    	 9.00	txt 	 2.02	24	   	 0.00	-13.4	24.5	 8.30	     	 	     	    	-0.3	NGC4414        	-0.1	 1.27	  0	KDG098                       	KDG098
     527	IC3104            	  7	12 18 46.1	-79 43 34	  3.72	 0.47	 1.70	 	     	13.65	 	17.43	 9.26	 	 	 15.35	 40	 9	Im   	N	 429	 2.27	TRGB	 3.44	76	 16	 0.00	-14.8	24.2	 8.38	 8.00	 	 6.90	 170	-1.2	NGC5128        	-0.6	-2.23	  1	IC3104                       	IC3104
     528	NGC4258           	  8	12 18 57.5	+47 18 14	 18.62	 0.39	 0.07	 	11.96	 9.10	 	12.58	 5.46	 	 	 11.20	421	 4	     	 	 447	 7.83	Cep 	41.49	71	209	 0.76	-21.2	23.2	10.94	11.33	 	 9.64	 506	 1.1	KK134          	 1.3	 0.60	  1	NGC4258                      	NGC4258
     529	KK132             	  3	12 19 06.5	+47 43 51	  0.36	 0.84	 0.07	 	24.46	18.50	 	     	14.34	*	 	      	   	-1	Sph  	L	    	 7.80	mem 	 0.83	37	   	 0.00	-11.0	24.9	 7.36	     	 	     	    	 3.5	NGC4258        	 3.5	 1.72	  0	[KK98a] 132                  	[KK98a] 132
     530	KDG101            	  5	12 19 09.1	+47 05 23	  1.29	 0.59	 0.08	 	22.65	15.75	 	22.96	13.33	*	 	      	   	10	Ir   	N	 132	 7.24	TRGB	 2.70	63	   	 0.00	-13.6	24.8	 7.70	     	 	     	 190	 0.7	NGC4258        	 1.0	 1.72	  1	KDG101                       	KDG101
     531	KK133             	  5	12 19 32.8	+43 23 11	  0.47	 0.68	 0.06	 	19.41	17.70	 	     	15.30	*	 	 18.20	 51	10	Ir   	L	 561	 8.23	h   	 1.12	54	 26	 0.00	-11.9	24.6	 7.03	 7.95	 	 6.88	 601	 0.5	NGC4258        	 0.6	 1.74	  0	[KK98a] 133                  	[KK98a] 133
     532	KK134             	  3	12 19 33.8	+47 27 06	  0.37	 0.94	 0.07	 	22.29	17.00	 	     	12.84	*	 	      	   	-3	Sph  	N	    	 7.80	mem 	 0.86	24	   	 0.00	-12.5	23.5	 7.96	     	 	     	    	 4.1	NGC4258        	 4.1	 1.72	  0	[KK98a] 134                  	[KK98a] 134
     533	d1219+4705        	  3	12 19 36.8	+47 05 33	  0.29	 0.95	 0.11	>	23.00	18.60	 	     	14.40	*	 	      	   	-3	Sph  	L	    	 7.80	mem 	 0.67	22	   	 0.00	-11.0	24.5	 7.34	     	 	     	    	 4.0	NGC4258        	 4.0	 1.75	  0	                             	
     534	IC 779            	  5	12 19 38.7	+29 53 00	  1.32	 0.86	 0.08	 	21.46	15.22	 	     	11.79	 	 	      	   	-1	dE   	N	 213	16.67	SBF 	 6.47	34	   	 0.00	-16.0	24.4	 9.04	     	 	     	 187	-0.2	NGC4565        	 0.1	 0.35	  0	IC 779                       	IC 779
     535	VCC0381           	  5	12 19 54.1	+06 39 57	  0.78	 0.92	 0.01	 	18.67	16.67	 	     	14.31	*	 	 16.34	 23	10	Ir   	L	 480	 4.71	h   	 1.06	26	  6	 0.00	-11.7	24.7	 6.93	 6.62	 	 7.14	 344	-0.9	NGC4826        	-0.7	-1.24	  0	VCC0381                      	VCC0381
     536	[KKH2011]S11      	  3	12 20 30.1	+47 29 25	  0.28	 0.90	 0.08	 	22.46	20.50	 	     	16.33	*	 	      	   	-3	Sph  	L	    	 7.80	mem 	 0.65	31	   	 0.00	 -9.0	26.3	 6.57	     	 	     	    	 3.7	NGC4258        	 3.8	 1.72	  0	                             	
     537	NGC4288           	  7	12 20 38.1	+46 17 30	  2.34	 0.71	 0.06	 	14.69	13.30	 	16.58	11.30	 	 	 13.84	154	 7	     	 	 533	 8.05	h   	 5.49	45	 94	 0.14	-16.4	23.6	 8.61	 9.75	 	 8.61	 588	 1.7	NGC4258        	 1.8	 1.75	  0	NGC4288                      	NGC4288
     538	KK136             	  2	12 20 40.6	+47 00 03	  0.47	 0.87	 0.08	 	     	17.50	 	     	13.33	*	 	      	   	-3	Sph  	N	    	 7.80	mem 	 1.08	36	   	 0.00	-12.0	24.4	 7.77	     	 	     	    	 3.5	NGC4258        	 3.5	 1.75	  0	[KK98a] 136                  	[KK98a] 136
     539	CVnHI             	  4	12 20 43.4	+46 12 33	      	     	 0.06	 	24.36	     	 	     	     	*	 	 18.80	 20	11	Ir   	X	 420	 6.50	h   	     	  	   	     	     	    	     	     	 	 6.44	 475	-0.4	NGC4258        	-0.1	 0.83	  0	                             	
     540	KUG 1218+387      	  5	12 20 54.9	+38 25 49	  1.17	 0.71	 0.08	 	16.92	15.40	 	     	12.98	*	 	 16.04	 30	 9	BCD  	N	 570	 8.03	h   	 2.76	51	 11	 0.00	-14.2	24.3	 7.93	 7.58	 	 7.73	 587	-0.3	NGC4258        	 0.0	 0.55	  0	KUG 1218+387                 	KUG 1218+387
     541	d1220+4649        	  3	12 20 55.0	+46 49 45	  0.25	 0.83	 0.08	 	23.59	19.40	 	     	15.23	*	 	      	   	-3	Sph  	L	    	 7.80	mem 	 0.58	41	   	 0.00	-10.1	25.0	 7.01	     	 	     	    	 3.2	NGC4258        	 3.2	 1.75	  0	                             	
     542	DDO120            	  7	12 21 15.0	+45 48 41	  2.40	 0.62	 0.05	 	16.20	13.55	 	23.49	10.77	 	 	 15.05	 37	 9	Im   	N	 463	 7.06	h   	 4.89	60	 16	 0.00	-15.8	24.0	 8.70	 8.15	 	 8.01	 516	 0.3	NGC4258        	 0.5	 1.72	  0	DDO120                       	DDO120
     543	KDG104            	  6	12 21 27.9	+15 01 28	  0.81	 0.67	 0.14	 	20.53	16.88	 	     	14.40	*	 	 18.04	 24	10	Ir   	L	1861	 9.40	TF  	 2.25	55	  3	 0.00	-13.1	25.0	 7.50	 6.39	 	 7.06	1764	 0.3	NGC4435        	 0.3	 1.16	  0	KDG104                       	KDG104
     544	KDG105            	  6	12 21 43.0	+37 59 14	  0.83	 0.59	 0.08	 	19.75	16.70	 	     	14.28	*	 	 16.87	 40	10	Ir   	L	 567	 7.60	TF  	 1.83	63	 17	 0.00	-12.8	24.8	 7.37	 7.78	 	 7.35	 582	-0.3	NGC4258        	 0.1	 1.35	  0	KDG105                       	KDG105
     545	UGC7427           	  5	12 21 55.0	+35 03 05	  1.07	 0.61	 0.06	 	     	15.90	 	     	13.50	*	 	 16.37	 32	10	Ir   	N	 726	 9.70	TF  	 3.00	61	 12	 0.00	-14.1	24.6	 7.89	 7.67	 	 7.76	 727	 0.1	NGC4414        	 0.2	 1.29	  0	UGC7427                      	UGC7427
     546	NGC4308           	  5	12 21 56.9	+30 04 27	  0.85	 0.95	 0.09	 	20.55	14.11	 	     	10.62	 	 	      	   	-1	     	 	 642	14.00	txt 	 3.53	20	   	 0.00	-16.7	22.3	 9.36	     	 	     	 617	 0.2	NGC4251        	 0.6	 1.72	  0	NGC4308                      	NGC4308
     547	KK138             	  4	12 21 58.4	+28 14 34	  0.42	 0.58	 0.09	>	23.00	18.70	 	     	16.27	*	>	 19.20	   	10	Tr   	L	    	 6.30	mem 	 0.76	64	   	 0.00	-10.4	25.3	 6.41	     	<	 6.25	    	-0.8	NGC4631        	-0.5	-1.11	  0	[KK98a] 138                  	[KK98a] 138
     548	GR34              	  6	12 22 07.6	+15 47 57	  0.93	 0.82	 0.11	 	19.04	15.95	 	     	13.50	*	 	 18.24	 25	10	Ir   	L	1298	 8.90	TF  	 2.45	39	  5	 0.00	-13.9	24.4	 7.81	 6.87	 	 6.93	1205	-0.5	NGC4435        	-0.3	 1.13	  0	GRDG 34                      	GRDG 34
     549	VCC0565           	  6	12 22 38.5	+06 00 52	  0.58	 0.60	 0.10	 	19.19	15.86	 	     	13.42	*	 	 18.10	 28	10	Ir   	N	 871	 9.60	TF  	 1.61	62	  8	 0.00	-14.2	23.2	 7.91	 7.07	 	 7.06	 734	-0.3	PGC039878      	 0.2	 1.38	  0	VCC0565                      	VCC0565
     550	KK141             	  5	12 22 52.7	+33 49 43	  0.40	 0.77	 0.05	 	18.18	16.60	 	     	14.20	*	 	 17.29	 26	10	Ir   	N	 573	 7.78	h   	 0.90	45	  8	 0.00	-12.9	23.2	 7.41	 6.78	 	 7.20	 568	 0.0	NGC4631        	 0.2	 1.44	  0	[KK98a] 141                  	[KK98a] 141
     551	IC3247            	  7	12 23 14.0	+28 53 38	  2.34	 0.17	 0.10	 	18.19	15.25	 	     	12.12	 	 	 16.47	157	 7	     	 	 569	24.40	TF  	15.84	86	 69	 0.48	-17.3	25.1	 9.26	 9.94	 	 8.52	 539	-2.1	NGC4321        	-1.6	     	  0	IC3247                       	IC3247
