#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:06 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:06	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/511/139&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75110139
#Name: J/MNRAS/511/139
#Title: CRDs galaxies candidates in SDSS-IV MaNGA (Bevacqua+, 2022)
#INFO	ivoid=ivo://cds.vizier/j/mnras/511/139	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/511/139	    IVOID of underlying data collection
#INFO	creator=Bevacqua D.	    First author or institution
#INFO	cites=bibcode:2022MNRAS.511..139B	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2022	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/511/139	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.75110139	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-07-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_511_139_table1:
#Name: J/MNRAS/511/139/table1
#Title: Properties of Counter-Rotating stellar Disks galaxy candidates
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	MaNGAId	(A8)	MaNGA-ID associated with a unique MaNGA galaxy (MaNGA-ID)	[ucd=meta.id;meta.main]
#Column	DR15	(A4)	Link to see the MaNGA DR15 catalog	[ucd=meta.ref.url]
#Column	n_MaNGAId	(I1)	[1/2]? Note on MaNGAId objects (1)	[ucd=meta.note]
#Column	Mtype	(A2)	Galaxy Hubble morphology (Morphology) (2)	[ucd=src.morph.type]
#Column	logM*	(F5.2)	Stellar mass taken from Graham et al. 2019arXiv191005139G (log10M*)	[ucd=phys.mass]
#Column	Pth50	(F5.2)	Elliptical Petrosian 50 per cent light radius in SDSS r-band (Re)	[ucd=phys]
#Column	DPA	(F5.1)	? Difference of the kinematic position angles between the stellar and the gas velocity fields ({Delta}PA) (3)	[ucd=pos.posAng]
#Column	n_DPA	(A5)	Note on DPA (star/gas_alignment) (4)	[ucd=meta.note]
#Column	Pop	(A5)	[young old nan] Correspond to the corotation of the gaseous disk with the younger or older disk (star/gas_vs.pop)	[ucd=src.class]
#Column	logAge	(F5.2)	Luminosity weighted mean age within 1 R_e_ as in the equation 8 of the section 4.1 Stellar population maps (log10<Age>)	[ucd=phys.luminosity;stat.mean]
#Column	[M/H]	(F5.2)	Luminosity weighted mean metallicity within 1 R_e_ as in the equation 9 of the section 4.1 Stellar population maps (<[M/H]>)	[ucd=phys.luminosity;stat.mean]
#Column	GradAge	(F5.2)	Gradient of Age (GradAge) (5)	[ucd=time.age]
#Column	Grad[M/H]	(F5.2)	Gradient of metallicity (Grad[M/H]) (5)	[ucd=arith.grad;phys.abund]
#Column	Modality	(A5)	Modality of the weights maps from regularized fits (Modality) (6)	[ucd=src.class]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Positions from MaNGA catalog DR15 Cat. J/AJ/154/86 (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from MaNGA catalog DR15 Cat. J/AJ/154/86 (declination part)	[ucd=pos.eq.dec;meta.main]
recno	MaNGAId	DR15	n_MaNGAId	Mtype	logM*	Pth50	DPA	n_DPA	Pop	logAge	[M/H]	GradAge	Grad[M/H]	Modality	Simbad	_RA	_DE
    2473	1-43139  	DR15	Y	S0  	F	R   	 0.753	 0.374	10.15	 1.79	116.51903	+39.88635
    2474	1-71939  	DR15	Y	S   	F	R   	 0.758	 0.707	 9.99	 1.78	118.59879	+38.67056
    2475	1-43541  	DR15	Y	S0  	F	R   	 0.558	 0.438	10.32	 2.07	116.84779	+39.19593
    2476	1-43829  	DR15	Y	S0  	F	R   	 0.578	 0.341	 9.46	 1.68	118.86887	+39.42019
    2477	1-43584  	DR15	Y	S   	F	CR  	 0.527	 0.638	 9.60	 1.61	117.06113	+39.04573
    2478	1-43137  	DR15	Y	E   	S	R   	 0.096	 0.110	11.87	 2.41	116.21292	+39.86289
    2479	1-43856  	DR15	Y	S0  	F	R   	 0.279	 0.193	10.42	 1.92	118.37030	+39.29971
    2480	1-43589  	DR15	Y	S0  	F	R   	 0.794	 0.258	11.33	 2.14	117.60269	+38.46915
    2481	1-43896  	DR15	Y	E   	S	NR  	 0.055	 0.104	11.73	 2.37	117.87815	+39.99584
    2482	1-71953  	DR15	Y	E   	S	R   	 0.065	 0.159	11.71	 2.28	118.38201	+38.73330
    2483	1-71956  	DR15	Y	E   	F	R   	 0.265	 0.132	10.21	 1.84	118.44165	+38.86904
    2484	1-43857  	DR15	Y	S0  	F	R   	 0.830	 0.548	10.12	 1.81	118.23516	+38.92820
    2485	1-43865  	DR15	Y	S   	F	R   	 0.593	 0.084	11.55	 2.05	118.31732	+39.05012
    2486	1-43349  	DR15	Y	E   	F	R   	 0.179	 0.204	11.41	 2.35	116.38845	+40.19010
    2487	1-71974  	DR15	N	S   	F	R   	 0.636	 0.400	11.17	 1.97	118.85539	+39.18609
    2488	1-548135 	DR15	Y	E   	S	CR  	 0.116	 0.297	11.74	 2.35	117.95385	+46.19286
    2489	1-339295 	DR15	Y	S0  	F	R   	 0.687	 0.158	10.46	 1.74	118.43297	+47.24800
    2490	1-604880 	DR15	Y	S   	F	R   	 0.714	 0.135	10.27	 1.70	118.68983	+46.22018
    2491	1-339291 	DR15	Y	S0  	F	R   	 0.860	 0.822	 9.48	 1.81	118.79712	+46.30035
    2492	1-44210  	DR15	Y	S   	F	R   	 0.191	 0.039	10.49	 1.68	118.71625	+45.82255
    2493	1-44763  	DR15	Y	S0  	F	R   	 1.417	 0.225	11.14	 2.07	120.05894	+46.04257
    2494	1-44798  	DR15	N	S0  	F	M/CP	      	 0.788	10.17	     	120.13855	+47.37087
    2495	1-44767  	DR15	Y	E   	F	R   	 0.563	 0.045	11.34	 2.18	120.07727	+46.18677
    2496	1-339120 	DR15	N	M/CP	S	M/CP	 0.171	 0.257	11.85	 2.42	117.36404	+45.53292
    2497	1-339132 	DR15	Y	E   	S	R   	 0.111	 0.183	11.53	 2.33	117.95015	+46.05198
    2498	1-339111 	DR15	Y	E   	F	R   	 0.157	 0.263	11.60	 2.44	117.96446	+46.06943
    2499	1-339125 	DR15	Y	S0  	F	R   	 0.797	 0.655	11.25	 2.20	117.73994	+45.98953
    2500	1-44818  	DR15	N	M/CP	F	R   	 0.647	 0.008	 9.72	 1.80	120.43734	+47.06466
    2501	1-548194 	DR15	Y	S   	F	R   	 0.758	 0.407	11.69	 2.12	119.19795	+45.88786
    2502	1-548196 	DR15	Y	E   	F	R   	 0.109	 0.089	11.89	 2.35	117.77602	+47.33335
    2503	1-339300 	DR15	Y	S0  	F	R   	 0.472	 0.318	 9.48	 1.62	118.65554	+46.98822
    2504	1-44722  	DR15	Y	E   	S	2S  	 0.093	 0.385	 9.88	 2.04	120.91890	+46.72739
    2505	1-378728 	DR15	Y	S0  	F	R   	 0.613	 0.542	10.40	 1.93	118.19811	+50.25119
    2506	1-378681 	DR15	Y	S0  	F	R   	 0.865	 0.574	10.12	 1.84	118.11970	+49.83871
    2507	1-548157 	DR15	Y	S   	F	R   	 0.779	 0.441	10.99	 2.02	118.35960	+50.22842
    2508	1-548172 	DR15	Y	E   	F	R   	 0.257	 0.073	11.83	 2.39	118.62325	+51.46766
    2509	1-378826 	DR15	Y	E   	S	NR  	 0.042	 0.011	11.90	 2.41	118.62567	+51.12145
    2510	1-378795 	DR15	Y	S0  	F	R   	 0.848	 0.549	11.69	 2.28	118.92561	+50.17277
    2511	1-378844 	DR15	Y	I   	F	R   	 0.458	 0.118	 9.46	 1.58	118.89027	+50.41310
    2512	1-378770 	DR15	Y	E   	F	R   	 0.297	 0.115	12.10	 2.44	119.12000	+50.28787
    2513	1-604907 	DR15	Y	E   	F	R   	 0.504	 0.121	11.11	 2.17	119.92067	+50.83997
    2514	1-379124 	DR15	Y	E   	F	R   	 0.311	 0.204	11.07	 2.21	120.54736	+51.73488
    2515	1-351815 	DR15	Y	E   	F	R   	 0.316	 0.167	11.81	 2.45	119.99774	+50.09694
    2516	1-379030 	DR15	Y	S0  	F	R   	 0.715	 0.208	11.18	 2.11	119.10579	+51.34457
    2517	1-378753 	DR15	Y	S0  	F	R   	 0.793	 0.787	 9.86	 1.80	119.98829	+50.42774
    2518	1-351919 	DR15	Y	E   	S	R   	 0.127	 0.262	11.25	 2.31	121.83440	+51.13161
    2519	1-379087 	DR15	Y	S   	F	R   	 0.738	 0.533	11.19	 2.06	119.91011	+51.79236
    2520	1-378749 	DR15	Y	S   	F	R   	 0.839	 0.391	10.54	 1.90	119.69217	+50.45972
    2521	1-379196 	DR15	N	I   	F	F   	 0.017	 0.519	 9.33	 1.14	119.63381	+52.59796
    2522	1-352130 	DR15	N	I   	F	NR  	 0.615	 0.248	 9.39	 1.54	122.67995	+52.52198
    2523	1-379571 	DR15	Y	S0  	F	R   	 0.849	 0.241	10.24	 1.70	122.41118	+54.55217
    2524	1-352245 	DR15	Y	S0  	F	R   	 0.862	 0.719	10.71	 1.98	123.25995	+53.51939
    2525	1-352114 	DR15	Y	I   	F	R   	 0.547	 0.309	10.27	 1.74	123.15022	+52.73422
    2526	1-379199 	DR15	Y	S0  	F	NR  	 0.189	 0.408	 9.64	 1.74	119.77969	+52.74717
    2527	1-351869 	DR15	Y	S0  	F	R   	 0.769	 0.245	11.25	 2.22	121.09071	+51.84556
    2528	1-605012 	DR15	Y	S   	F	R   	 0.482	 0.048	11.56	 1.97	121.54765	+53.14736
    2529	1-548341 	DR15	Y	E   	F	R   	 0.230	 0.107	11.57	 2.22	123.50620	+52.75245
    2530	1-352081 	DR15	Y	S0  	F	R   	 0.803	 0.806	10.50	 2.02	123.58785	+52.77351
    2531	1-351911 	DR15	Y	E   	F	R   	 0.834	 0.279	10.27	 1.77	122.03035	+51.75124
    2532	1-379214 	DR15	Y	E   	F	R   	 0.600	 0.388	10.95	 2.28	119.60189	+52.76854
    2533	1-548180 	DR15	Y	S0  	F	R   	 0.805	 0.776	 9.89	 1.82	119.75403	+52.67745
    2534	1-379380 	DR15	Y	S   	F	R   	 0.842	 0.448	11.69	 2.30	119.62728	+53.38833
    2535	1-379528 	DR15	N	M/CP	F	M/CP	 0.120	 0.001	10.40	 1.84	123.23127	+54.34163
    2536	1-379490 	DR15	Y	E   	S	NR  	 0.042	 0.175	11.19	 2.25	123.19159	+54.13972
    2537	1-352103 	DR15	Y	S   	F	R   	 0.719	 0.162	10.08	 1.77	123.03964	+52.45523
    2538	1-604835 	DR15	Y	S0  	F	R   	 0.855	 0.776	10.72	 1.90	117.21520	+36.39036
    2539	1-121747 	DR15	Y	E   	S	CR  	 0.070	 0.292	11.96	 2.38	118.17371	+35.32094
    2540	1-121773 	DR15	N	S0  	F	R   	 0.426	 0.427	 9.86	 1.92	118.96543	+36.31535
    2541	1-604883 	DR15	Y	S0  	F	R   	 0.563	 0.743	 9.62	 1.89	118.75230	+36.46305
    2542	1-584687 	DR15	Y	S0  	F	R   	 0.851	 0.849	 9.54	 1.66	119.36669	+35.72045
    2543	1-71481  	DR15	N	M/CP	S	M/CP	 0.166	 0.374	12.16	 2.44	117.45600	+34.88391
    2544	1-121532 	DR15	N	M/CP	S	M/CP	 0.102	 0.505	12.16	 2.43	118.09111	+34.32657
    2545	1-71488  	DR15	Y	E   	S	NR  	 0.062	 0.008	11.63	 2.34	116.67872	+36.07333
    2546	1-121735 	DR15	Y	S0  	F	R   	 0.541	 0.207	10.79	 1.74	118.31816	+35.57258
    2547	1-584637 	DR15	Y	E   	F	R   	 0.140	 0.107	11.04	 2.24	117.54746	+34.41530
    2548	1-121486 	DR15	Y	S   	F	R   	 0.572	 0.303	11.00	 2.09	117.51833	+34.47932
    2549	1-121697 	DR15	Y	S0  	F	R   	 0.815	 0.478	10.83	 2.06	119.18781	+35.50419
    2550	1-121717 	DR15	Y	S0  	F	R   	 0.859	 0.453	11.86	 2.34	118.80343	+35.59680
    2551	1-121737 	DR15	N	M/CP	S	M/CP	 0.511	 0.450	11.83	 2.56	118.29131	+35.93252
    2552	1-548622 	DR15	N	M/CP	S	NR  	 0.085	 0.117	12.11	 2.43	119.27938	+35.97968
    2553	1-71525  	DR15	Y	S   	F	R   	 0.714	 0.359	11.30	 1.99	118.34485	+36.27438
    2554	1-121598 	DR15	Y	E   	S	CR  	 0.060	 0.131	11.99	 2.44	119.11753	+34.75253
    2555	1-44303  	DR15	Y	S   	F	R   	 0.670	 0.563	11.07	 1.90	119.18215	+44.85671
    2556	1-44379  	DR15	Y	S0  	F	R   	 0.846	 0.548	11.21	 2.15	120.70071	+45.03455
    2557	1-45126  	DR15	Y	I   	F	R   	 0.520	 0.186	 9.94	 1.85	122.06889	+45.34837
    2558	1-45080  	DR15	N	I   	F	M/CP	 0.243	 0.534	 9.89	 1.64	120.74843	+45.49204
    2559	1-45036  	DR15	N	I   	F	    	      	 0.491	 9.58	     	121.52183	+44.62014
    2560	1-45108  	DR15	Y	E   	F	R   	 0.304	 0.317	11.14	 2.25	121.96467	+45.91823
    2561	1-44312  	DR15	Y	S0  	F	R   	 0.929	 0.457	 9.69	 1.68	119.63801	+45.32943
    2562	1-44113  	DR15	Y	E   	F	R   	 0.183	 0.396	11.96	 2.45	120.20641	+44.69117
    2563	1-44091  	DR15	Y	E   	S	R   	 0.082	 0.011	11.89	 2.43	120.21147	+44.75226
    2564	1-44726  	DR15	Y	E   	F	R   	 0.373	 0.057	11.37	 2.19	120.71502	+46.15703
    2565	1-45112  	DR15	Y	E   	F	R   	 0.709	 0.347	10.22	 1.75	122.23000	+45.68750
    2566	1-44063  	DR15	Y	E   	F	R   	 0.188	 0.349	11.35	 2.17	120.59089	+44.03006
    2567	1-44361  	DR15	Y	S0  	F	R   	 0.787	 0.583	11.04	 2.12	120.35185	+44.87605
    2568	1-45016  	DR15	Y	E   	S	R   	 0.069	 0.176	11.67	 2.32	122.25628	+44.86853
    2569	1-44633  	DR15	Y	I   	F	R   	 0.568	 0.262	10.50	 1.88	121.58077	+45.74343
    2570	1-44634  	DR15	Y	S0  	F	R   	 0.768	 0.054	10.97	 1.78	121.76271	+45.67643
    2571	1-44660  	DR15	N	S0  	F	    	 0.000	 0.658	10.33	 1.79	121.43474	+46.02442
    2572	1-44801  	DR15	Y	S0  	F	R   	 0.806	 0.706	11.29	 2.09	120.13965	+47.50978
    2573	1-44745  	DR15	N	U   	F	R   	 0.529	 0.628	10.10	 1.91	120.19928	+46.69053
    2574	1-44789  	DR15	Y	S0  	F	R   	 0.897	 0.514	11.36	 2.21	120.89036	+47.89241
    2575	1-44880  	DR15	N	S0  	F	R   	 0.645	 0.826	 9.46	 1.71	121.67829	+47.31232
    2576	1-44637  	DR15	N	S0  	F	R   	 0.685	 0.804	 9.91	 1.88	121.56672	+46.28863
    2577	1-548190 	DR15	Y	S   	F	R   	 0.219	 0.314	10.21	 1.81	121.33414	+46.71653
    2578	1-44700  	DR15	Y	S0  	F	R   	 0.394	 0.516	10.17	 1.91	121.40799	+46.70740
    2579	1-548191 	DR15	Y	E   	F	R   	 0.333	 0.233	 9.99	 1.96	121.17614	+46.73342
    2580	1-44690  	DR15	Y	S0  	F	R   	 0.521	 0.296	10.93	 2.16	121.30783	+46.33166
    2581	1-44667  	DR15	Y	S0  	F	R   	 0.847	 0.781	10.22	 1.95	121.35717	+46.28741
    2582	1-44865  	DR15	Y	S0  	F	R   	 0.730	 0.673	 9.69	 1.66	121.35244	+47.74408
    2583	1-44915  	DR15	Y	S0  	F	R   	 0.700	 0.205	10.13	 1.71	122.13704	+47.79299
    2584	1-351474 	DR15	Y	S   	F	R   	 0.751	 0.090	11.55	 2.10	119.62348	+47.65312
    2585	1-44905  	DR15	Y	I   	F	R   	 0.340	 0.058	10.28	 1.69	122.20571	+47.34307
    2586	1-584693 	DR15	N	I   	F	F   	 0.252	 0.417	 9.11	 2.73	119.52021	+47.30533
    2587	1-44693  	DR15	Y	S0  	F	R   	 0.845	 0.740	10.76	 1.98	121.74478	+46.56297
    2588	1-45291  	DR15	N	M/CP	S	M/CP	 0.286	 0.088	11.72	 2.23	122.29894	+49.01704
    2589	1-351719 	DR15	Y	S0  	F	R   	 0.814	 0.166	11.49	 2.17	122.24026	+50.01630
    2590	1-351751 	DR15	N	M/CP	S	M/CP	 0.151	 0.546	11.68	 2.33	121.61156	+50.11969
    2591	1-351743 	DR15	Y	S0  	F	R   	 0.803	 0.821	 9.65	 1.68	122.35480	+50.26390
    2592	1-351702 	DR15	Y	S0  	F	R   	 0.745	 0.312	 9.82	 1.62	122.26175	+50.17867
    2593	1-351716 	DR15	N	M/CP	S	M/CP	 0.334	 0.364	11.81	 2.44	122.07705	+49.63348
    2594	1-351792 	DR15	N	I   	F	R   	 0.307	 0.365	 9.43	 1.93	121.17245	+50.71853
    2595	1-351790 	DR15	Y	E   	F	R   	 0.502	 0.389	10.21	 1.85	121.14793	+50.70856
    2596	1-45399  	DR15	Y	S0  	F	R   	 0.757	 0.048	11.58	 2.30	123.07067	+49.37746
    2597	1-351746 	DR15	Y	E   	S	R   	 0.085	 0.208	11.84	 2.38	122.51029	+50.72084
    2598	1-351692 	DR15	Y	E   	F	R   	 0.545	 0.253	11.14	 2.40	121.42955	+48.93377
    2599	1-351694 	DR15	Y	E   	S	NR  	 0.055	 0.171	11.20	 2.23	121.41880	+49.13128
    2600	1-45299  	DR15	N	M/CP	F	M/CP	 0.688	 0.292	10.07	 1.75	122.28962	+48.87186
    2601	1-351818 	DR15	Y	S0  	F	R   	 0.667	 0.531	 9.60	 1.76	120.60707	+50.23646
    2602	1-45268  	DR15	N	I   	F	F   	 0.636	 0.510	 9.98	 2.67	122.67736	+48.91880
    2603	1-45370  	DR15	Y	E   	S	R   	 0.109	 0.135	11.62	 2.34	122.64024	+49.22023
    2604	1-45427  	DR15	Y	S0  	F	R   	 0.653	 0.448	11.10	 2.20	123.73857	+49.45866
    2605	1-48531  	DR15	Y	E   	F	R   	 0.428	 0.071	10.35	 2.00	134.43461	+54.22717
    2606	1-48535  	DR15	Y	S0  	F	R   	 0.811	 0.188	10.04	 1.72	134.67238	+54.21814
    2607	1-48557  	DR15	Y	E   	S	NR  	 0.059	 0.263	11.41	 2.31	134.79977	+54.04305
    2608	1-48545  	DR15	Y	S0  	F	R   	 0.707	 0.655	10.68	 2.04	134.59944	+55.05486
    2609	1-48805  	DR15	N	M/CP	S	M/CP	 0.599	 0.431	12.04	 2.46	135.42070	+56.10502
    2610	1-48773  	DR15	Y	E   	F	R   	 0.188	 0.212	11.52	 2.33	135.23651	+54.95451
    2611	1-48560  	DR15	Y	S0  	F	R   	 0.595	 0.183	10.07	 1.63	135.09052	+54.05224
    2612	1-48586  	DR15	Y	S0  	F	R   	 0.711	 0.434	 9.93	 1.87	135.16391	+53.98325
    2613	1-48772  	DR15	Y	E   	F	R   	 0.215	 0.069	10.83	 2.26	135.34338	+55.04076
    2614	1-47511  	DR15	Y	E   	F	R   	 0.540	 0.084	11.92	 2.19	132.11634	+54.95290
    2615	1-47948  	DR15	N	M/CP	F	R   	 0.634	 0.499	10.68	 2.12	133.79797	+54.92826
    2616	1-48558  	DR15	Y	S0  	F	R   	 0.650	 0.326	10.74	 2.08	135.05699	+53.91798
    2617	1-564239 	DR15	Y	E   	F	R   	 0.148	 0.065	12.04	 2.44	133.79826	+53.82832
    2618	1-55572  	DR15	Y	S   	F	R   	 0.597	 0.274	11.40	 2.19	133.12130	+56.11269
    2619	1-48884  	DR15	Y	S0  	F	R   	 0.432	 0.198	11.95	 2.32	135.60585	+55.60923
    2620	1-48760  	DR15	Y	E   	S	CR  	 0.064	 0.122	12.00	 2.46	135.79644	+54.06433
    2621	1-47305  	DR15	Y	S   	F	R   	 0.882	 0.450	10.91	 2.00	130.33525	+53.93865
    2622	1-48053  	DR15	Y	E   	F	R   	 0.088	 0.443	11.57	 2.41	132.59502	+55.37874
    2623	1-47474  	DR15	Y	S0  	F	R   	 0.883	 0.754	10.13	 1.74	131.49775	+54.44336
    2624	1-48460  	DR15	Y	S0  	F	R   	 0.919	 0.845	10.48	 1.98	133.58280	+54.45777
    2625	1-47463  	DR15	Y	E   	F	R   	 0.352	 0.285	10.89	 2.19	131.28773	+54.97826
    2626	1-47221  	DR15	Y	S0  	F	R   	 0.446	 0.096	10.11	 1.70	132.28502	+53.78015
    2627	1-48084  	DR15	Y	E   	F	R   	 0.378	 0.076	11.25	 2.31	131.11521	+55.62854
    2628	1-48067  	DR15	Y	S0  	F	R   	 0.868	 0.486	 9.97	 1.78	131.49115	+55.13605
    2629	1-48450  	DR15	Y	S0  	F	R   	 0.708	 0.558	 9.94	 1.84	132.26152	+53.83851
    2630	1-47244  	DR15	Y	E   	F	R   	 0.366	 0.347	11.80	 2.37	131.11299	+53.48779
    2631	1-47432  	DR15	N	S0  	F	M/CP	 0.175	 0.127	10.30	 1.61	130.05810	+54.69821
    2632	1-47499  	DR15	Y	S0  	F	R   	 0.731	 0.440	10.71	 2.01	132.03759	+54.30992
    2633	1-48437  	DR15	Y	S0  	F	R   	 0.641	 0.433	10.01	 1.86	133.17009	+54.43421
    2634	1-47196  	DR15	Y	S0  	F	R   	 0.773	 0.371	10.13	 1.73	132.60240	+53.89703
    2635	1-73005  	DR15	Y	S0  	F	R   	 0.935	 0.503	11.03	 2.04	125.40230	+45.58548
    2636	1-73002  	DR15	Y	S0  	F	R   	 0.563	 0.679	10.69	 2.20	125.42811	+45.55325
    2637	1-73241  	DR15	Y	E   	S	R   	 0.100	 0.147	10.64	 2.10	127.64816	+47.09443
    2638	1-45787  	DR15	N	M/CP	S	M/CP	 0.231	 0.218	12.70	 2.76	203.80966	+25.58231
    2639	1-72914  	DR15	Y	S   	F	R   	 0.907	 0.494	11.69	 2.21	127.58082	+45.07586
    2640	1-73042  	DR15	Y	S0  	F	R   	 0.369	 0.315	11.01	 1.94	126.14377	+45.47982
    2641	1-72913  	DR15	Y	E   	S	NR  	 0.033	 0.193	11.34	 2.32	127.48937	+44.94016
    2642	1-45520  	DR15	Y	E   	F	R   	 0.350	 0.360	 9.95	 1.82	125.27414	+45.84831
    2643	1-45527  	DR15	N	E   	S	F   	 0.098	 0.381	11.62	 2.30	124.94401	+46.12094
    2644	1-73009  	DR15	Y	S   	F	R   	 0.837	 0.241	11.18	 2.00	125.82096	+45.89686
    2645	1-73029  	DR15	Y	S0  	F	R   	 0.226	 0.383	11.00	 2.05	125.72414	+45.71877
    2646	1-72928  	DR15	N	M/CP	S	M/CP	 0.201	 0.269	11.81	 2.38	127.25649	+45.01677
    2647	1-73001  	DR15	Y	S   	F	R   	 0.676	 0.053	11.09	 1.97	125.45904	+45.51964
    2648	1-73028  	DR15	Y	E   	S	R   	 0.117	 0.310	11.58	 2.42	125.73617	+45.48594
    2649	1-73184  	DR15	Y	E   	F	NR  	 0.086	 0.021	12.09	 2.46	127.52817	+45.35175
    2650	1-574519 	DR15	Y	S0  	F	R   	 0.486	 0.391	11.02	 2.03	127.17809	+45.74255
    2651	1-163516 	DR15	Y	S   	F	R   	 0.408	 0.221	11.10	 1.66	115.71704	+22.11273
    2652	1-217637 	DR15	Y	S   	F	R   	 0.836	 0.489	11.56	 2.14	116.18382	+22.16018
    2653	1-163511 	DR15	Y	S0  	F	R   	 0.646	 0.712	 9.73	 1.80	116.59611	+23.09326
    2654	1-217649 	DR15	N	M/CP	F	M/CP	 0.774	 0.640	10.31	 2.01	116.87971	+22.60758
    2655	1-163594 	DR15	Y	E   	F	R   	 0.160	 0.237	11.53	 2.36	115.49432	+23.17638
    2656	1-217854 	DR15	Y	E   	S	NR  	 0.051	 0.108	12.08	 2.47	117.57766	+23.17823
    2657	1-217617 	DR15	Y	E   	F	R   	 0.269	 0.167	11.69	 2.36	115.74027	+22.04629
    2658	1-217650 	DR15	Y	S0  	F	R   	 0.530	 0.124	10.84	 1.94	116.92145	+22.78161
    2659	1-584618 	DR15	Y	E   	S	R   	 0.067	 0.076	11.55	 2.36	116.55273	+21.99586
    2660	1-217674 	DR15	N	M/CP	S	F   	      	 0.056	10.76	     	116.50579	+21.93291
    2661	1-217557 	DR15	Y	S0  	F	R   	 0.603	 0.197	10.96	 2.11	116.39095	+21.88745
    2662	1-217686 	DR15	Y	S0  	F	R   	 0.567	 0.518	10.77	 1.94	116.64765	+22.41606
    2663	1-163531 	DR15	Y	E   	F	R   	 0.816	 0.454	11.81	 2.32	116.17928	+22.67769
    2664	1-604826 	DR15	Y	E   	F	R   	 0.260	 0.313	11.53	 2.30	116.77243	+22.29413
    2665	1-217695 	DR15	Y	E   	S	NR  	 0.075	 0.058	10.60	 2.08	116.80322	+22.32833
    2666	1-217684 	DR15	Y	S0  	F	R   	 0.722	 0.473	10.75	 2.02	116.64973	+22.29704
    2667	1-51813  	DR15	Y	S   	F	R   	 0.786	 0.345	10.55	 1.83	054.89539	-06.03887
    2668	1-52037  	DR15	Y	S0  	F	R   	 0.692	 0.790	 9.59	 1.75	056.34768	-06.45913
    2669	1-51706  	DR15	Y	S0  	F	R   	 0.669	 0.736	 9.70	 1.88	055.22712	-06.67338
    2670	1-604172 	DR15	Y	S   	F	NR  	 0.222	 0.533	10.77	 1.71	057.10409	-06.62606
    2671	1-51767  	DR15	Y	S   	F	R   	 0.733	 0.334	10.51	 1.78	054.63758	-05.46721
    2672	1-51810  	DR15	Y	E   	S	R   	 0.105	 0.117	10.40	 1.90	054.90496	-05.63293
    2673	1-51766  	DR15	Y	E   	S	NR  	 0.102	 0.097	 9.14	 1.73	054.55405	-05.54040
    2674	1-583556 	DR15	Y	E   	F	R   	 0.327	 0.404	10.30	 1.95	054.75856	-06.81106
    2675	1-51631  	DR15	N	S0  	F	NR  	 0.188	 0.508	 9.90	 1.82	056.39710	-07.38429
    2676	1-51634  	DR15	Y	S0  	F	R   	 0.904	 0.525	10.02	 1.66	056.34062	-07.37838
    2677	1-51725  	DR15	N	S0  	F	M/CP	      	 0.307	10.02	     	054.39751	-06.49587
    2678	1-51779  	DR15	Y	E   	S	R   	 0.057	 0.142	11.66	 2.45	054.53387	-06.14144
    2679	1-51799  	DR15	Y	S0  	F	R   	 0.801	 0.684	 9.87	 1.72	054.66213	-06.16993
    2680	1-51776  	DR15	Y	S0  	F	R   	 0.456	 0.207	10.11	 1.82	054.51067	-05.93238
    2681	1-51668  	DR15	Y	S0  	F	R   	 0.513	 0.678	 9.46	 1.89	055.77451	-06.77933
    2682	1-51660  	DR15	Y	S0  	F	R   	 0.798	 0.544	11.31	 2.26	055.53904	-07.43797
    2683	1-51826  	DR15	Y	S0  	F	NR  	 0.393	 0.222	 9.91	 1.64	055.13062	-06.43992
    2684	1-51939  	DR15	Y	S   	F	R   	 0.388	 0.348	10.78	 1.68	057.72957	-07.06065
    2685	1-51938  	DR15	Y	E   	F	R   	 0.549	 0.184	11.00	 2.17	203.56064	+22.18276
    2686	1-51886  	DR15	Y	S0  	F	R   	 0.779	 0.573	11.51	 2.29	058.48563	-07.07295
    2687	1-51949  	DR15	Y	E   	S	KDC 	 0.063	 0.382	11.78	 2.42	058.05244	-06.34894
