#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:16:10 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:16:10	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/other/NatAs/7.463&-out.all&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1061000701
#Name: J/other/NatAs/7.463
#Title: Galaxies stellar and gas kinematic angles (Raimundo+, 2023)
#INFO	ivoid=ivo://cds.vizier/j/other/natas/7.463	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/other/natas/7.463	    IVOID of underlying data collection
#INFO	creator=Raimundo S.I.	    First author or institution
#INFO	cites=bibcode:2023NatAs...7..463R	    Article or Data origin sources
#INFO	journal=NatA	    Journal name
#INFO	original_date=2023	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/other/NatAs/7.463	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/dt/hkegd	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-03-04	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_other_NatAs_7_463_tabled1:
#Name: J/other/NatAs/7.463/tabled1
#Title: Summary of the main results for the of 1310 galaxies with measured stellar and gas kinematic angles
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Seq	(I4)	[0/1309] Sequential number	[ucd=meta.record]
#Column	CatId	(I10)	Catalogue ID from the SAMI survey DR3	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F8.4)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	zsp	(F7.4)	Spectroscopic redshift	[ucd=src.redshift]
#Column	PAs	(F5.1)	Principal stellar kinematic axis (PAstellar)	[ucd=pos.posAng]
#Column	e_PAs	(F4.1)	3{sigma} uncertainty in PAstellar	[ucd=stat.error]
#Column	PAg	(F5.1)	Principal gas kinematic axis (PAgas)	[ucd=pos.posAng]
#Column	e_PAg	(F4.1)	3{sigma} uncertainty in PAgas	[ucd=stat.error]
#Column	DPA	(F5.1)	Difference in stellar-gas kinematic angles ({DELTA}PA=|PAstellar-PAgas|)	[ucd=pos.posAng]
#Column	e_DPA	(F4.1)	3{sigma} uncertainty in PA	[ucd=stat.error]
#Column	Flag	(A1)	[als] Flag for excitation mechanism (1)	[ucd=meta.code.error]
#Column	FAGN	(A2)	Flag for AGN detection (2)	[ucd=meta.code]
#Column	Type	(F4.1)	Morphological type as in the SAMI survey classification	[ucd=src.morph.type]
#Column	logMstar	(F10.7)	? Stellar mass	[ucd=phys.mass]
#Column	SimbadName	(a29)	Simbad column added by the CDS	[ucd=meta.id]
recno	Seq	CatId	RAJ2000	DEJ2000	zsp	PAs	e_PAs	PAg	e_PAg	DPA	e_DPA	Flag	FAGN	Type	logMstar	SimbadName
     915	 914	    623017	136.3799	+00.8264	 0.0700	348.9	 2.5	 42.2	17.6	 53.3	20.1	 	  	 0.5	10.8500000	GAMA 623017
     916	 915	    623144	137.2979	+00.8354	 0.0394	101.6	 3.5	106.6	 0.5	  5.0	 4.0	s	  	 2.0	10.4800000	GAMA 623144
     917	 916	    623161	137.3352	+00.7387	 0.0536	168.9	 3.0	168.9	 0.5	  0.0	 3.5	s	  	 2.0	10.1800000	GAMA 623161
     918	 917	    623272	138.0333	+00.7849	 0.0392	358.0	 1.5	  2.0	 0.5	  4.0	 2.0	s	  	 2.0	10.2500000	GAMA 623272
     919	 918	    623366	138.5471	+00.8182	 0.0551	213.2	 3.0	215.2	 0.5	  2.0	 3.5	s	  	 2.5	10.4200000	GAMA 623366
     920	 919	    623432	139.0573	+00.7007	 0.0381	280.6	 2.0	274.5	 0.5	  6.0	 2.5	s	  	 2.0	10.5100000	GAMA 623432
     921	 920	    623620	139.7122	+00.6400	 0.0567	177.0	 2.5	185.0	 0.5	  8.1	 3.0	s	  	 3.0	10.2500000	GAMA 623620
     922	 921	    623679	139.9831	+00.6413	 0.0564	103.6	 3.0	 99.5	 0.5	  4.0	 3.5	s	  	 2.5	10.2300000	GAMA 623679
     923	 922	     62435	212.8481	-00.3005	 0.0260	205.1	14.1	199.1	 0.5	  6.0	14.6	s	  	 3.0	 9.0000000	GAMA 62435
     924	 923	     63210	215.0195	-00.3148	 0.0514	  1.0	 1.5	 20.1	 0.5	 19.1	 2.0	s	  	 1.5	10.3000000	GAMA 63210
     925	 924	     63276	215.2985	-00.3727	 0.0532	328.8	 2.0	330.8	 6.5	  2.0	 8.6	s	  	 2.0	10.3600000	GAMA 63276
     926	 925	     63302	215.3793	-00.2131	 0.0521	  4.0	 2.0	  2.0	 0.5	  2.0	 2.5	l	  	 2.5	10.4700000	GAMA 63302
     927	 926	     63389	215.7506	-00.2545	 0.0549	321.8	 3.0	322.8	 0.5	  1.0	 3.5	s	  	 2.5	10.0700000	GAMA 63389
     928	 927	     63777	216.8822	-00.2901	 0.0537	 74.4	 5.5	 93.5	 0.5	 19.1	 6.0	s	  	 2.5	10.4500000	GAMA 63777
     929	 928	     63779	216.8958	-00.2776	 0.0529	119.7	 2.5	120.7	 0.5	  1.0	 3.0	s	  	 2.5	10.1600000	GAMA 63779
     930	 929	     63780	216.8961	-00.4070	 0.0528	137.8	 2.5	137.8	 1.0	  0.0	 3.5	 	  	 1.5	10.3200000	GAMA 63780
     931	 930	     63997	217.7437	-00.3031	 0.0933	 54.3	 1.5	 52.3	 0.5	  2.0	 2.0	 	  	 2.0	11.0600000	GAMA 63997
     932	 931	     64087	218.0920	-00.2267	 0.0554	 33.2	 3.0	 27.1	 0.5	  6.0	 3.5	s	  	 2.5	10.3700000	GAMA 64087
     933	 932	     64553	219.4722	-00.3989	 0.0063	140.8	 5.5	135.8	 0.5	  5.0	 6.0	s	  	 3.0	 9.8700000	GAMA 64553
     934	 933	     64646	219.5688	-00.3497	 0.0370	 64.4	 2.5	 63.4	 0.5	  1.0	 3.0	s	  	 1.5	10.8300000	GAMA 64646
     935	 934	     65359	222.8149	-00.3721	 0.0434	156.9	 8.6	160.9	 0.5	  4.0	 9.1	s	  	 3.0	 9.6300000	GAMA 65359
     936	 935	     65384	222.8426	-00.3756	 0.0434	208.2	 2.5	209.2	 0.5	  1.0	 3.0	l	  	 2.0	 9.9700000	GAMA 65384
     937	 936	     65406	223.0460	-00.2561	 0.0432	280.6	 1.0	276.5	 0.5	  4.0	 1.5	l	  	 2.0	11.0000000	GAMA 65406
     938	 937	     65410	223.0809	-00.2692	 0.0436	220.2	 6.5	 64.4	 0.5	155.9	 7.0	s	  	 0.5	10.0500000	GAMA 65410
     939	 938	    663440	140.6379	-00.9705	 0.0231	199.1	 6.0	267.5	 8.6	 68.4	14.6	l	  	 0.5	 9.9500000	GAMA 663440
     940	 939	     69513	175.1595	+00.1513	 0.0421	130.7	 3.5	127.7	 0.5	  3.0	 4.0	s	  	 3.0	 9.8700000	GAMA 69513
     941	 940	     69535	175.3114	+00.1429	 0.0284	179.0	 6.0	169.9	 0.5	  9.1	 6.5	s	  	 3.0	 9.6000000	GAMA 69535
     942	 941	    695871	217.1577	+00.5531	 0.0053	 81.5	 6.0	 55.3	 0.5	 26.1	 6.5	s	  	 3.0	 8.8000000	2MFGC 11744
     943	 942	     69620	175.7247	+00.1619	 0.0184	 10.1	 9.6	 33.2	 0.5	 23.1	10.1	s	  	 3.0	 9.3000000	GAMA 69620
     944	 943	     69740	176.3596	+00.0040	 0.0132	213.2	 4.0	178.0	 0.5	 35.2	 4.5	s	  	-9.0	 9.5900000	GAMA 69740
     945	 944	     69752	176.3984	+00.0190	 0.0583	340.9	 6.5	334.9	 0.5	  6.0	 7.0	s	  	 2.0	10.3700000	GAMA 69752
     946	 945	     69822	176.7551	+00.1839	 0.1114	299.7	 1.0	316.8	 0.5	 17.1	 1.5	l	  	 2.0	11.2000000	GAMA 69822
     947	 946	     69986	177.8443	+00.1173	 0.0473	324.8	 2.0	329.8	 0.5	  5.0	 2.5	 	  	 2.0	10.8900000	GAMA 69986
     948	 947	     70114	178.5511	+00.1366	 0.0038	183.0	17.6	258.4	 0.5	 75.4	18.1	s	  	 0.0	 9.0300000	GAMA 70114
     949	 948	     70403	179.7905	+00.0019	 0.0473	 86.5	 1.5	 87.5	 0.5	  1.0	 2.0	a	  	 2.0	10.9100000	GAMA 70403
     950	 949	     70532	180.2708	+00.1138	 0.0207	139.8	 2.5	314.8	 8.6	175.0	11.1	l	  	 1.5	10.2100000	GAMA 70532
     951	 950	     70929	182.1304	+00.1365	 0.0349	114.6	 1.0	113.6	 0.5	  1.0	 1.5	s	  	 2.5	10.5700000	GAMA 70929
     952	 951	     71382	184.6274	+00.0132	 0.0213	169.9	 8.0	203.1	 0.5	 33.2	 8.5	s	  	 3.0	 8.9500000	GAMA 71382
     953	 952	      7139	175.8283	+00.7479	 0.0757	267.5	 5.0	182.0	 2.5	 85.5	 7.5	l	  	 1.0	10.6300000	GAMA 7139
     954	 953	      7206	176.1641	+00.7496	 0.0934	276.5	 2.5	277.5	 0.5	  1.0	 3.0	s	  	 2.0	10.4800000	GAMA 7206
     955	 954	    751043	182.8390	+01.0636	 0.0470	317.8	 3.0	318.8	 0.5	  1.0	 3.5	s	  	 3.0	10.0700000	GAMA 751043
     956	 955	      7715	179.2287	+00.7239	 0.0780	  8.0	 1.5	164.9	 1.0	156.9	 2.5	l	  	 0.5	10.9900000	GAMA 7715
     957	 956	     77226	212.3728	+00.1437	 0.0541	 73.4	 2.5	 60.3	 0.5	 13.1	 3.0	l	r 	 1.5	10.3200000	GAMA 77226
     958	 957	     77227	212.4417	+00.0623	 0.0544	177.0	 1.5	181.0	 5.0	  4.0	 6.5	 	  	 2.0	10.2900000	GAMA 77227
     959	 958	     77446	213.2606	+00.1464	 0.0546	231.3	 3.0	232.3	 0.5	  1.0	 3.5	s	  	 2.0	10.3300000	GAMA 77446
     960	 959	     77452	213.3750	+00.1858	 0.0258	 38.2	 3.0	 31.2	 0.5	  7.0	 3.5	s	  	 3.0	 9.7700000	GAMA 77452
     961	 960	     77754	214.6477	+00.1577	 0.0531	158.9	 1.5	163.9	 0.5	  5.0	 2.0	s	  	 2.0	10.4800000	GAMA 77754
     962	 961	     77967	215.6151	+00.0591	 0.0317	178.0	 0.5	122.7	 0.5	 55.3	 1.0	s	  	 3.0	10.3700000	GAMA 77967
     963	 962	     78355	216.6521	+00.0419	 0.0553	349.9	 2.5	354.0	 0.5	  4.0	 3.0	 	  	 1.5	10.6200000	GAMA 78355
     964	 963	      7839	179.6154	+00.7179	 0.0475	 59.3	 1.5	 93.5	 0.5	 34.2	 2.0	l	  	 0.5	11.0500000	GAMA 7839
     965	 964	     78425	217.0686	+00.0023	 0.0530	 14.1	12.1	  9.1	 0.5	  5.0	12.6	s	  	 2.5	10.0500000	GAMA 78425
     966	 965	     78523	217.5019	+00.2072	 0.0560	156.9	 3.0	 12.1	 6.5	144.8	 9.6	 	  	 2.5	10.1200000	GAMA 78523
     967	 966	     78531	217.5916	+00.1218	 0.0554	 35.2	 2.5	 43.2	 0.5	  8.0	 3.0	s	  	 2.0	10.7300000	GAMA 78531
     968	 967	     78667	218.0908	+00.1781	 0.0548	294.6	 3.0	289.6	 0.5	  5.0	 3.5	s	  	 3.0	10.1600000	GAMA 78667
     969	 968	     78791	218.6491	+00.0755	 0.0266	 79.4	14.6	 57.3	 2.0	 22.1	16.6	s	  	 3.0	 9.2700000	GAMA 78791
     970	 969	     78921	219.1609	+00.1174	 0.0298	258.4	 3.5	245.4	 0.5	 13.1	 4.0	s	  	 3.0	 9.4400000	GAMA 78921
     971	 970	     79335	221.0764	+00.0439	 0.0282	 30.2	 3.0	 56.3	 0.5	 26.1	 3.5	s	  	 3.0	10.0500000	GAMA 79335
     972	 971	      7946	179.9348	+00.6354	 0.1029	236.3	 1.0	241.3	 0.5	  5.0	 1.5	l	  	 2.0	10.9200000	GAMA 7946
     973	 972	     79635	222.5155	+00.0975	 0.0401	136.8	 0.5	136.8	 0.5	  0.0	 1.0	s	  	 2.5	10.4600000	GAMA 79635
     974	 973	     79670	222.6020	+00.1040	 0.0416	245.4	 4.5	249.4	 0.5	  4.0	 5.0	s	  	 3.0	 9.4500000	GAMA 79670
     975	 974	     79693	222.7274	+00.0277	 0.0431	187.0	 2.5	195.1	 0.5	  8.0	 3.0	s	  	 1.5	10.0700000	GAMA 79693
     976	 975	     79733	222.8476	+00.0071	 0.0232	348.9	 4.5	342.9	 1.0	  6.0	 5.5	a	  	 0.5	10.2300000	GAMA 79733
     977	 976	     79734	222.8661	+00.0012	 0.0426	 90.5	 8.6	 52.3	 0.5	 38.2	 9.1	s	  	 3.0	 9.2700000	GAMA 79734
     978	 977	     79810	223.2611	+00.2031	 0.0432	267.5	10.1	 72.4	13.1	164.9	23.1	l	  	 0.0	10.0000000	GAMA 79810
     979	 978	     79866	223.4544	+00.0897	 0.0439	284.6	 2.0	157.9	22.1	126.7	24.1	 	  	 0.0	10.6400000	GAMA 79866
     980	 979	      7992	180.2212	+00.8138	 0.0816	 43.2	 9.1	134.8	 0.5	 91.5	 9.6	l	  	 1.0	10.9500000	GAMA 7992
     981	 980	      8353	182.0165	+00.6976	 0.0197	332.9	12.1	337.9	 0.5	  5.0	12.6	s	  	 3.0	 9.4400000	GAMA 8353
     982	 981	     84073	175.9286	+00.5113	 0.1215	212.2	 2.0	212.2	 0.5	  0.0	 2.5	s	  	 1.5	          	GAMA 84073
     983	 982	     84107	175.9984	+00.4280	 0.0287	  5.0	 6.5	  6.0	 0.5	  1.0	 7.0	s	  	 2.5	 9.7100000	GAMA 84107
     984	 983	     84209	176.6316	+00.4255	 0.1040	133.7	 3.5	125.7	 0.5	  8.0	 4.0	 	  	 0.0	11.0600000	GAMA 84209
     985	 984	     84677	179.3460	+00.4872	 0.0472	155.9	 2.5	157.9	 0.5	  2.0	 3.0	s	  	 2.0	10.5600000	GAMA 84677
     986	 985	     84680	179.3750	+00.6026	 0.0472	 96.5	 1.5	282.6	12.6	174.0	14.1	 	  	 1.0	10.5100000	GAMA 84680
     987	 986	     84734	179.5975	+00.5519	 0.0764	164.9	 4.5	213.2	 4.0	 48.3	 8.6	l	  	 0.5	11.0700000	GAMA 84734
     988	 987	      8485	182.5514	+00.7540	 0.0195	359.0	 0.5	359.0	 0.5	  0.0	 1.0	s	  	 3.0	 9.2100000	GAMA 8485
     989	 988	     84900	180.0997	+00.4907	 0.0257	356.0	 0.5	353.0	 0.5	  3.0	 1.0	a	  	 2.0	10.4400000	GAMA 84900
     990	 989	     85239	181.5245	+00.4639	 0.0608	185.0	 0.5	350.9	 0.5	165.9	 1.0	l	  	 1.5	10.6700000	GAMA 85239
     991	 990	     85280	181.7971	+00.4326	 0.0643	133.7	 1.5	137.8	 0.5	  4.0	 2.0	s	  	 2.0	10.6600000	GAMA 85280
     992	 991	     85416	182.3694	+00.5333	 0.0194	256.4	 1.0	253.4	 0.5	  3.0	 1.5	s	  	 2.0	10.2100000	GAMA 85416
     993	 992	     85474	182.5694	+00.6266	 0.0207	 55.3	 3.0	 57.3	 0.5	  2.0	 3.5	s	  	 3.0	10.0000000	GAMA 85474
     994	 993	     85479	182.6847	+00.6259	 0.0209	 29.2	 3.0	 28.2	 0.5	  1.0	 3.5	s	  	 2.5	 9.3700000	GAMA 85479
     995	 994	     85481	182.7096	+00.5959	 0.0200	 40.2	 8.6	 42.2	 0.5	  2.0	 9.1	s	  	 3.0	 9.0200000	GAMA 85481
     996	 995	     85505	182.7417	+00.6039	 0.0779	 54.3	 0.5	 52.3	 0.5	  2.0	 1.0	l	  	 2.0	11.0600000	GAMA 85505
     997	 996	     85707	183.7645	+00.4885	 0.0823	 80.5	 1.5	 79.4	 0.5	  1.0	 2.0	l	  	 1.5	10.8900000	GAMA 85707
     998	 997	      8703	183.6218	+00.8301	 0.0204	313.7	 1.0	316.8	 0.5	  3.0	 1.5	s	  	 2.0	10.3600000	GAMA 8703
     999	 998	      8706	183.6894	+00.7435	 0.0208	247.4	 5.0	254.4	 0.5	  7.0	 5.5	s	  	 2.0	10.0000000	GAMA 8706
    1000	 999	9008500074	010.3762	-09.2627	 0.0449	  6.0	 2.0	359.0	 0.5	  7.0	 2.5	a	bl	 3.0	10.7269440	Ka 364
    1001	1000	9008500107	010.3629	-09.2285	 0.0473	194.1	 1.0	207.2	 0.5	 13.1	 1.5	s	  	 2.5	10.4397290	2MASX J00412708-0913419
    1002	1001	9008500110	010.5782	-09.2579	 0.0557	119.7	 2.0	154.9	 0.5	 35.2	 2.5	 	  	 1.0	10.7502340	2MASX J00421873-0915281
    1003	1002	9008500114	010.4591	-09.4298	 0.0578	 91.5	 3.5	 88.5	 3.5	  3.0	 7.0	 	  	 0.0	11.1318120	PMN J0041-0925
    1004	1003	9008500139	010.4411	-09.1624	 0.0517	 10.1	 3.5	354.0	17.1	 16.1	20.6	 	  	 0.0	10.4790020	2MASX J00414585-0909449
    1005	1004	9008500158	010.3327	-09.3909	 0.0492	 30.2	 3.0	 27.1	 0.5	  3.0	 3.5	s	  	 1.5	10.1467470	LEDA 93182
    1006	1005	9008500166	010.4151	-09.4587	 0.0556	243.3	 2.0	245.4	 2.0	  2.0	 4.0	s	  	 1.5	10.4125210	2MASX J00413964-0927309
    1007	1006	9008500220	010.4674	-09.5041	 0.0574	 66.4	 1.0	 60.3	 2.5	  6.0	 3.5	 	  	 1.0	11.1399090	MCG-02-02-088
    1008	1007	9008500245	010.2578	-09.2092	 0.0539	261.4	 2.5	251.4	 3.5	 10.1	 6.0	 	  	 0.5	10.8550870	2MASX J00410189-0912334
    1009	1008	9008500264	010.6413	-09.1462	 0.0556	220.2	 1.5	231.3	 0.5	 11.1	 2.0	s	  	 2.5	10.2289505	2MASX J00423389-0908462
    1010	1009	9008500268	010.5209	-09.5344	 0.0528	 14.1	 1.0	 10.1	 0.5	  4.0	 1.5	s	  	 2.0	10.6527940	MCG-02-02-091
    1011	1010	9008500316	010.3033	-09.5344	 0.0572	284.6	 2.0	280.6	 0.5	  4.0	 2.5	 	  	 2.0	10.5404340	2MASX J00411284-0932034
    1012	1011	9008500318	010.1843	-09.3731	 0.0572	114.6	 2.0	151.8	12.1	 37.2	14.1	 	  	 2.5	10.0967060	2MASX J00404424-0922235
    1013	1012	9008500326	010.4889	-09.5899	 0.0532	251.4	 3.5	212.2	 8.0	 39.2	11.6	s	  	 1.5	10.0893910	2MASX J00415731-0935241
    1014	1013	9008500333	010.6648	-09.5149	 0.0575	 33.2	 3.0	 15.1	 2.0	 18.1	 5.0	 	  	 0.0	10.6267450	2MASX J00423957-0930532
    1015	1014	9008500356	010.5251	-09.6018	 0.0529	230.3	 1.5	231.3	 1.0	  1.0	 2.5	l	  	 2.0	10.3818600	2MASX J00420603-0936071
    1016	1015	9008500398	010.1319	-09.2222	 0.0514	133.7	 2.0	133.7	 0.5	  0.0	 2.5	s	  	 1.5	10.2042990	2MASX J00403167-0913195
    1017	1016	9008500472	010.4394	-09.6759	 0.0570	 67.4	 3.5	 58.3	 0.5	  9.1	 4.0	s	  	 3.0	 9.8180750	LEDA 93218
    1018	1017	9008500500	010.7673	-09.5453	 0.0527	278.6	 2.5	279.6	 0.5	  1.0	 3.0	s	  	 2.5	10.2396710	2MASX J00430412-0932423
    1019	1018	9008500511	010.6449	-09.6551	 0.0546	 91.5	 0.5	 84.5	 3.0	  7.0	 3.5	l	  	 1.5	11.0408660	2MASX J00423477-0939182
    1020	1019	9008500535	010.6729	-08.9469	 0.0504	 61.3	 1.5	 62.4	 0.5	  1.0	 2.0	s	  	 2.0	10.4151340	2MASX J00424152-0856482
    1021	1020	9008500646	010.9013	-09.4300	 0.0503	305.7	 3.5	305.7	 0.5	  0.0	 4.0	s	  	 2.0	10.6508410	2MASX J00433631-0925474
    1022	1021	9008500673	010.7984	-09.6378	 0.0543	 80.5	 2.5	 80.5	 0.5	  0.0	 3.0	s	  	 2.0	10.7711840	2MASX J00431162-0938163
    1023	1022	9008500679	010.7200	-09.7038	 0.0495	355.0	 2.5	355.0	 4.0	  0.0	 6.5	 	  	 1.5	10.2779670	2MASX J00425282-0942132
    1024	1023	9008500681	009.9962	-09.4344	 0.0564	308.7	11.1	294.6	 0.5	 14.1	11.6	s	  	 3.0	 9.5543230	LEDA 991116
    1025	1024	9008500689	010.8851	-09.0700	 0.0655	306.7	19.1	271.5	 0.5	 35.2	19.6	s	  	 3.0	 9.5359400	LEDA 2800651
    1026	1025	9008500690	010.6681	-09.7380	 0.0562	339.9	 1.5	  1.0	 2.0	 21.1	 3.5	s	  	 1.0	10.3545140	LEDA 93269
    1027	1026	9008500701	010.6829	-09.7392	 0.0509	185.0	 0.5	205.1	 0.5	 20.1	 1.0	s	  	 2.0	10.4308880	2MASX J00424390-0944212
    1028	1027	9008500717	010.9115	-09.5224	 0.0499	289.6	 9.1	281.6	 0.5	  8.1	 9.6	s	  	 3.0	 9.6644390	LEDA 93305
    1029	1028	9008500724	010.7954	-09.6817	 0.0550	 19.1	 1.0	 15.1	 1.5	  4.0	 2.5	 	  	 1.5	10.8920390	2MASX J00431088-0940543
    1030	1029	9008500783	010.5027	-09.8344	 0.0521	 47.3	 2.0	 43.2	 5.5	  4.0	 7.5	 	  	 2.5	10.7251470	2MFGC 513
    1031	1030	9008500848	010.7161	-09.8078	 0.0552	279.6	 0.5	341.9	 0.5	 62.4	 1.0	s	  	 1.0	10.6716260	2MASX J00425188-0948282
    1032	1031	9008500907	010.8771	-09.7332	 0.0505	 31.2	 9.1	 43.2	 0.5	 12.1	 9.6	s	  	 2.5	10.2004370	2MASX J00433049-0943594
    1033	1032	9008500938	010.7841	-09.8271	 0.0507	136.8	 1.0	124.7	 0.5	 12.1	 1.5	s	  	 2.0	10.3351560	2MASX J00430818-0949373
    1034	1033	9008500939	010.7750	-09.8374	 0.0491	293.6	 1.5	292.6	 0.5	  1.0	 2.0	s	  	 1.5	10.5362770	2MASX J00430601-0950143
    1035	1034	9008501016	011.0767	-09.0486	 0.0571	309.7	 3.5	298.7	 0.5	 11.1	 4.0	s	  	 1.5	10.3878810	2MASX J00441835-0902545
    1036	1035	9008501058	010.8493	-09.8649	 0.0497	262.5	13.6	289.6	 3.0	 27.1	16.6	a	  	 0.5	10.0526170	2MASX J00432386-0951534
    1037	1036	9008501098	010.7673	-08.6678	 0.0566	 14.1	 1.5	 30.2	 0.5	 16.1	 2.0	s	  	 1.5	10.1443650	2MASX J00430411-0840043
    1038	1037	9011900006	014.0756	-01.2418	 0.0436	333.9	 2.0	343.9	17.1	 10.1	19.1	 	  	 0.0	10.8414090	2MASX J00561816-0114307
    1039	1038	9011900030	014.0952	-01.2098	 0.0498	297.6	 0.5	295.6	 1.5	  2.0	 2.0	l	  	 2.0	11.1783380	MCG+00-03-033
    1040	1039	9011900048	014.0875	-01.1766	 0.0391	210.2	 1.0	205.1	 2.0	  5.0	 3.0	 	  	 1.0	10.8903020	6dFGS gJ005621.0-011036
    1041	1040	9011900084	014.1625	-01.2951	 0.0503	262.5	 1.5	284.6	 0.5	 22.1	 2.0	a	  	 2.0	10.6583360	MCG+00-03-036
    1042	1041	9011900087	013.9649	-01.2345	 0.0386	199.1	 2.0	214.2	 3.5	 15.1	 5.5	 	  	 3.0	10.1862750	[FKG93] 005318.1-013017
    1043	1042	9239900555	329.8381	-07.8469	 0.0522	334.9	11.6	292.6	 5.5	 42.2	17.1	l	  	 0.5	10.9220830	LEDA 163555
    1044	1043	9239900565	329.7587	-07.5265	 0.0591	199.1	 6.0	197.1	 0.5	  2.0	 6.5	s	  	 3.0	10.0637550	LEDA 1017520
    1045	1044	9239900588	329.8627	-07.7831	 0.0512	337.9	 0.5	336.9	 0.5	  1.0	 1.0	 	  	 1.0	10.6706840	LEDA 1013095
    1046	1045	9239900615	329.6095	-07.3650	 0.0607	 69.4	 1.0	 55.3	 0.5	 14.1	 1.5	s	  	 3.0	10.5371640	LEDA 1020244
    1047	1046	9239900630	329.7931	-08.0753	 0.0526	310.7	 1.0	313.7	 0.5	  3.0	 1.5	l	  	 2.5	10.7281280	LEDA 163543
    1048	1047	9239900641	329.1025	-08.1999	 0.0606	133.7	 2.5	125.7	 0.5	  8.0	 3.0	s	  	 1.5	10.8899320	LEDA 1006828
    1049	1048	9239900659	329.0350	-08.1572	 0.0556	316.8	 4.5	311.7	 0.5	  5.0	 5.0	s	  	 2.5	10.0359130	SDSS J215608.40-080925.9
    1050	1049	9239900663	329.8517	-07.5785	 0.0580	133.7	 2.0	136.8	 0.5	  3.0	 2.5	s	  	 2.0	10.4245205	2MASX J21592440-0734424
    1051	1050	9239900778	329.2720	-07.2364	 0.0602	  2.0	 4.0	356.0	 0.5	  6.0	 4.5	s	  	 3.0	10.1752010	2MASX J21570531-0714113
    1052	1051	9239900803	329.8444	-07.4251	 0.0524	145.8	 5.5	133.7	 0.5	 12.1	 6.0	s	  	 2.5	10.0152660	SDSS J215922.66-072530.3
    1053	1052	9239900821	329.9187	-07.5172	 0.0575	142.8	 4.0	296.6	22.1	153.9	26.1	 	  	 1.5	10.2663030	2MASS J21594048-0731018
    1054	1053	9239900827	329.0170	-07.3272	 0.0580	 33.2	 4.5	 26.1	 0.5	  7.0	 5.0	s	  	 2.5	10.1713660	LEDA 1020838
    1055	1054	9239900852	329.9277	-07.5079	 0.0636	255.4	 1.0	251.4	 0.5	  4.0	 1.5	s	  	 2.5	10.3830680	2MASX J21594262-0730284
    1056	1055	9239901001	329.9393	-07.3867	 0.0643	 32.2	 6.5	182.0	 6.5	149.8	13.1	 	  	 0.0	11.0406870	LEDA 1019859
    1057	1056	9239901116	330.0710	-07.5090	 0.0641	151.8	 2.0	145.8	 0.5	  6.0	 2.5	s	  	 1.5	10.7396140	LEDA 1017794
    1058	1057	9239901179	330.0946	-07.4970	 0.0569	300.7	 4.5	287.6	11.1	 13.1	15.6	l	  	 0.0	10.3448840	2MASS J22002270-0729492
    1059	1058	9239901253	329.0572	-08.5122	 0.0594	 41.2	 7.0	232.3	 4.0	168.9	11.1	s	  	 0.5	10.0567700	2MASS J21561369-0830435
    1060	1059	9239901328	328.9899	-08.5079	 0.0597	145.8	 1.0	140.8	 1.0	  5.0	 2.0	a	  	 2.0	10.4834110	2MASX J21555756-0830289
    1061	1060	9239901360	330.1886	-07.5541	 0.0576	123.7	 2.5	121.7	 1.0	  2.0	 3.5	l	  	 2.0	          	2MASX J22004523-0733145
    1062	1061	9239901557	330.2346	-07.4838	 0.0626	 74.4	 3.0	 80.5	 0.5	  6.0	 3.5	s	  	 2.0	          	2MASX J22005625-0729013
    1063	1062	     92676	217.1565	+00.5528	 0.0053	 63.4	 3.0	 71.4	 0.5	  8.1	 3.5	s	  	 3.0	 8.8000000	GAMA 92676
    1064	1063	     92739	217.3860	+00.4938	 0.0556	275.5	 2.0	273.5	 0.5	  2.0	 2.5	 	  	 1.5	10.3300000	GAMA 92739
    1065	1064	     92770	217.5624	+00.6214	 0.0262	195.1	 6.0	194.1	 0.5	  1.0	 6.5	l	  	-9.0	 9.9300000	GAMA 92770
    1066	1065	     92773	217.4449	+00.4241	 0.0543	205.1	 6.5	196.1	 0.5	  9.1	 7.0	 	  	 0.0	10.8500000	GAMA 92773
