#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T06:08:59 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T06:08:59	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FA%2BA%2F661%2FA7%2Ftable2&-out.max=unlimited&-out.all=1	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36610007
#Name: J/A+A/661/A7
#Title: X-ray properties of eFEDS clusters and groups (Bahar+, 2022)
#INFO	ivoid=ivo://cds.vizier/j/a+a/661/a7	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/661/a7	    IVOID of underlying data collection
#INFO	creator=Bahar Y.E.	    First author or institution
#INFO	cites=bibcode:2022A&A...661A...7B	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2022	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/661/A7	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36610007	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-10-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_661_A7_table2:
#Name: J/A+A/661/A7/table2
#Title: X-ray observable measurements of eFEDS clusters
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	ID	(A15)	Cluster ID (HHMMSS.s+DDMMSS)	[ucd=meta.id;meta.main]
#Column	ID-SRC	(I5)	Unique source ID	[ucd=meta.id]
#Column	RAJ2000	(F8.4)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	ExtLike	(F5.1)	Extent likelihood	[ucd=stat.likelihood]
#Column	DetLike	(F6.1)	Detection likelihood	[ucd=stat.likelihood]
#Column	z	(F6.3)	Redshift	[ucd=src.redshift]
#Column	R500	(F6.3)	R500	[ucd=phys.angSize;src]
#Column	T500	(F6.3)	Temperature within R500	[ucd=phys.temperature]
#Column	e_T500	(F6.3)	Minus side error bar on T500	[ucd=stat.error]
#Column	E_T500	(F6.3)	Plus side error bar on T500	[ucd=stat.error;stat.max]
#Column	l_Lx500	(A1)	Limit flag on Lx500	[ucd=meta.code.error]
#Column	Lx500	(F7.3)	Soft band lumin within R500 (in 10^42^erg/s)	[ucd=phys.luminosity;em.X-ray]
#Column	e_Lx500	(F7.3)	? Minus side error bar on Lx500	[ucd=stat.error]
#Column	E_Lx500	(F8.3)	? Minus side error bar on Lx500	[ucd=stat.error;stat.max]
#Column	l_Lbol500	(A1)	Limit flag on Lbol500	[ucd=meta.code.error]
#Column	Lbol500	(F8.3)	Bolometric lumin within R500	[ucd=phys.luminosity]
#Column	e_Lbol500	(F8.3)	? Minus side error bar on Lbol500	[ucd=stat.error]
#Column	E_Lbol500	(F8.3)	? Plus side error bar on Lbol500	[ucd=stat.error;stat.max]
#Column	l_Mgas500	(A1)	Limit flag on Mgas500	[ucd=meta.code.error]
#Column	Mgas500	(F7.4)	Gas mass within R500	[ucd=phys.mass]
#Column	e_Mgas500	(F8.4)	? Minus side error bar on Mgas500	[ucd=stat.error]
#Column	E_Mgas500	(F8.4)	? Plus side error bar on Mgas500	[ucd=stat.error;stat.max]
#Column	l_Yx500	(A1)	Limit flag on Yx500	[ucd=meta.code.error]
#Column	Yx500	(F9.4)	Yx (gas mass times mean X-ray spectral temperature) within R500	[ucd=arith.factor;pos.distance]
#Column	e_Yx500	(F9.4)	? Minus side error bar on Yx500	[ucd=stat.error]
#Column	E_Yx500	(F9.4)	? Plus side error bar on Yx500	[ucd=stat.error;stat.max]
#Column	Tcex500	(F6.3)	Temperature within 0.15*R500-R500	[ucd=phys.temperature]
#Column	e_Tcex500	(F6.3)	Minus side error bar on Tcex500	[ucd=stat.error]
#Column	E_Tcex500	(F6.3)	Plus side error bar on Tcex500	[ucd=stat.error;stat.max]
#Column	l_Lxcex500	(A1)	Limit flag on Lxcex500	[ucd=meta.code.error]
#Column	Lxcex500	(F7.3)	Soft band lumin within 0.15*R500-R500	[ucd=phys.luminosity;em.X-ray]
#Column	e_Lxcex500	(F7.3)	? Minus side error bar on Lxcex500	[ucd=stat.error]
#Column	E_Lxcex500	(F8.3)	? Plus side error bar on Lxcex500	[ucd=stat.error;stat.max]
#Column	l_Lbolcex500	(A1)	Limit flag on Lbolcex500	[ucd=meta.code.error]
#Column	Lbolcex500	(F11.3)	Bolometric lumin within 0.15*R500-R500	[ucd=phys.luminosity]
#Column	e_Lbolcex500	(F7.2)	? Minus side error bar on Lbolcex500	[ucd=stat.error]
#Column	E_Lbolcex500	(F8.3)	? Plus side error bar on Lbolcex500	[ucd=stat.error;stat.max]
#Column	Texp	(I4)	Vignetted exposure at cluster center	[ucd=time.expo]
recno	ID	ID-SRC	RAJ2000	DEJ2000	ExtLike	DetLike	z	R500	T500	e_T500	E_T500	l_Lx500	Lx500	e_Lx500	E_Lx500	l_Lbol500	Lbol500	e_Lbol500	E_Lbol500	l_Mgas500	Mgas500	e_Mgas500	E_Mgas500	l_Yx500	Yx500	e_Yx500	E_Yx500	Tcex500	e_Tcex500	E_Tcex500	l_Lxcex500	Lxcex500	e_Lxcex500	E_Lxcex500	l_Lbolcex500	Lbolcex500	e_Lbolcex500	E_Lbolcex500	Texp
     359	091417.7+031159	  396	138.5740	+03.1998	 16.7	  26.9	 0.231	 3.183	 1.020	 0.180	 0.300	 	 10.700	  2.000	   5.300	 	  21.100	   4.400	  10.100	<	 6.7000	        	        	<	   6.7000	         	         	 1.040	 0.140	 0.250	<	  9.700	       	        	<	     19.000	       	        	1219
     360	091423.9+022833	 7735	138.5999	+02.4759	 14.3	  32.7	 0.319	 2.356	 2.400	 0.640	 1.080	 	 25.000	  4.300	   4.700	 	  64.000	  12.000	  14.000	 	 9.2000	  1.5000	  1.7000	 	  22.3000	   6.7000	  12.3000	 1.810	 0.290	 0.640	 	 23.800	  4.200	   4.300	 	     56.000	  10.00	  11.000	1219
     361	091431.6+010910	 4637	138.6318	+01.1528	 10.9	  55.2	 0.543	 1.751	 2.300	 0.540	 2.360	 	 30.100	 11.600	   9.600	 	  79.000	  30.000	  28.000	<	13.0000	        	        	<	  38.0000	         	         	 4.300	 1.900	10.100	<	 32.000	       	        	<	    120.000	       	        	1214
     362	091433.8+022718	 3159	138.6411	+02.4550	 38.1	  99.6	 0.316	 2.657	 3.700	 1.500	 5.100	 	 24.500	  7.100	   5.500	 	  74.000	  22.000	  35.000	 	 9.2000	  2.5000	  2.1000	 	  33.0000	  15.0000	  50.0000	 2.580	 0.790	 2.410	 	 18.300	  8.000	   5.300	 	     49.000	  21.00	  18.000	1212
     363	091439.5-014416	 6130	138.6648	-01.7380	 11.3	  39.7	 0.484	 1.765	 3.700	 1.300	 3.300	 	 35.200	  6.300	   5.800	 	 107.000	  22.000	  33.000	 	 9.8000	  1.5000	  1.7000	 	  36.0000	  13.0000	  34.0000	 4.000	 1.700	 5.600	 	 30.200	  5.900	   5.600	 	     94.000	  21.00	  41.000	1569
     364	091445.7+032755	 8636	138.6906	+03.4655	  8.7	  17.7	 0.122	 4.059	 7.200	 4.400	17.400	 	  1.940	  0.390	   0.360	 	   8.200	   3.200	   8.600	 	 1.5200	  0.4400	  0.4000	<	  68.0000	         	         	 6.900	 3.800	14.100	 	  1.380	  0.510	   0.380	 	      5.400	   2.20	   5.000	1214
     365	091445.8+042621	13299	138.6909	+04.4394	 14.8	  17.7	 0.348	 2.375	 1.450	 0.260	 0.630	 	144.000	 15.000	  24.000	 	 325.000	  42.000	  64.000	 	19.0000	  2.0000	  2.1000	 	  27.8000	   6.7000	  13.6000	 1.450	 0.240	 0.840	 	110.000	 12.000	  21.000	 	    249.000	  33.00	  53.000	1221
     366	091446.1+001047	 1917	138.6925	+00.1799	 25.2	 156.6	 0.533	 2.104	 3.700	 1.300	 3.100	 	 87.000	 10.000	  11.000	 	 262.000	  40.000	  73.000	 	18.4000	  2.6000	  2.7000	 	  69.0000	  24.0000	  56.0000	 2.610	 0.770	 2.810	 	 57.000	 11.000	  11.000	 	    155.000	  33.00	  46.000	1219
     367	091450.6-022606	 2154	138.7110	-02.4351	 44.3	 121.9	 0.504	 2.045	25.000	11.600	 4.800	 	 40.400	  5.600	   5.700	 	 341.000	 107.000	  75.000	 	13.3000	  2.2000	  2.2000	 	 320.0000	 150.0000	 110.0000	15.000	 7.900	11.000	 	 27.300	  5.300	   5.600	 	    166.000	  58.00	  79.000	1684
     368	091453.6+041613	  372	138.7235	+04.2704	123.9	 398.6	 0.143	 5.827	 2.770	 0.410	 0.680	 	 25.500	  2.100	   2.800	 	  67.500	   6.700	   9.400	 	11.3000	  1.2000	  1.4000	 	  31.5000	   5.9000	   8.7000	 2.480	 0.410	 0.650	 	 15.800	  1.900	   1.500	 	     40.500	   4.90	   5.200	1216
     369	091509.5+051521	 6244	138.7897	+05.2560	 48.0	  70.0	 0.249	 3.720	 2.470	 0.460	 0.750	 	 50.400	  5.300	   6.000	 	 129.000	  15.000	  22.000	 	19.6000	  2.5000	  2.7000	 	  49.0000	  11.0000	  19.0000	 3.350	 0.850	 1.510	 	 41.800	  4.600	   5.500	 	    119.000	  17.00	  25.000	 577
     370	091512.2+043506	 4253	138.8012	+04.5851	 11.6	  59.8	 0.361	 2.138	 2.410	 0.700	 1.340	 	 11.600	  2.400	   2.200	 	  29.800	   6.400	   7.400	<	 4.6000	        	        	 	   6.9000	   3.3000	   5.6000	 1.960	 0.390	 0.790	<	  9.100	       	        	<	     22.000	       	        	1326
     371	091517.4-005909	13537	138.8229	-00.9860	  6.2	  24.8	 0.405	 1.822	 3.700	 1.600	 6.400	 	 13.000	  3.900	   4.900	 	  42.000	  14.000	  27.000	 	 5.4000	  1.3000	  1.5000	 	  20.0000	   9.1000	  36.4000	 3.400	 1.200	 4.900	 	 11.800	  3.300	   4.300	 	     36.000	  11.00	  22.000	1220
     372	091520.5+045203	14354	138.8357	+04.8676	 10.5	  11.8	 0.149	 3.013	 3.300	 1.700	10.800	 	  1.410	  0.410	   0.570	 	   4.400	   1.700	   4.100	 	 0.9600	  0.3900	  0.4500	<	  24.0000	         	         	 3.400	 1.500	 6.600	 	  0.870	  0.400	   0.610	 	      2.600	   1.30	   2.400	1233
     373	091522.5+041201	14525	138.8438	+04.2003	  7.6	  10.2	 0.460	 1.932	 3.700	 1.600	 3.300	 	 17.300	  5.000	   5.300	 	  53.000	  16.000	  25.000	 	 7.2000	  2.0000	  1.9000	 	  26.0000	  12.0000	  30.0000	 3.400	 1.400	 9.200	 	 13.400	  4.400	   5.700	 	     43.000	  17.00	  32.000	1219
     374	091543.5-004944	10164	138.9316	-00.8291	  6.3	  23.7	 0.296	 1.948	11.400	 7.900	13.000	 	  3.280	  1.060	   0.890	 	  16.400	   7.700	  11.900	 	 0.9000	  0.2700	  0.2700	<	  38.0000	         	         	 9.900	 7.900	11.000	 	  1.100	  0.540	   0.820	<	     16.000	       	        	1260
     375	091553.1+040545	12204	138.9715	+04.0961	  6.4	  23.4	 0.567	 1.560	 8.000	 5.500	12.900	 	 12.600	  3.200	   4.900	 	  55.000	  22.000	  40.000	 	 4.5000	  1.6000	  1.6000	<	 160.0000	         	         	 5.100	 3.000	16.200	 	  8.200	  3.400	   4.500	 	     31.000	  15.00	  29.000	1215
     376	091555.6-013248	  888	138.9820	-01.5468	 86.6	 275.5	 0.490	 2.957	 7.300	 2.600	12.100	 	151.000	 15.000	  14.000	 	 630.000	 130.000	 430.000	 	42.4000	  4.8000	  5.4000	 	 310.0000	 120.0000	 530.0000	 6.200	 2.600	 6.700	 	111.000	 14.000	  13.000	 	    418.000	  91.00	 198.000	1168
     377	091601.8+000831	 9930	139.0078	+00.1420	 12.9	  32.0	 0.563	 1.760	 6.800	 3.200	 6.800	 	 36.300	  8.400	   8.500	 	 144.000	  43.000	  70.000	 	11.5000	  2.2000	  2.3000	 	  74.0000	  35.0000	  85.0000	 7.400	 3.800	11.500	 	 31.100	  9.700	   7.400	 	    128.000	  44.00	  89.000	1222
     378	091609.4+013519	 8107	139.0393	+01.5888	 37.4	  33.0	 0.454	 2.322	 5.600	 2.700	 7.900	 	 28.100	  7.200	   7.700	 	 102.000	  32.000	  63.000	 	12.9000	  2.5000	  2.8000	 	  69.0000	  34.0000	 109.0000	14.800	 9.700	10.000	 	 24.500	  7.300	   7.000	 	    136.000	  57.00	  88.000	1215
     379	091610.1-002348	  534	139.0423	-00.3969	282.2	 623.3	 0.322	 4.189	 4.140	 0.740	 0.810	 	203.000	 10.000	   9.000	 	 623.000	  48.000	  56.000	 	54.5000	  3.7000	  3.6000	 	 225.0000	  40.0000	  47.0000	 3.910	 0.810	 1.360	 	166.000	 10.000	   9.000	 	    502.000	  48.00	  76.000	1247
     380	091612.9-015839	 6129	139.0540	-01.9776	 13.5	  40.4	 0.160	 3.358	 5.200	 3.000	10.200	 	  4.660	  0.900	   0.540	 	  15.700	   4.600	  12.500	 	 2.8800	  0.4700	  0.5600	<	  74.0000	         	         	 5.700	 3.200	10.900	 	  3.680	  0.780	   0.530	 	     13.000	   4.00	  11.500	1833
     381	091631.9-020207	15047	139.1331	-02.0355	  6.9	  13.4	 0.326	 2.136	 7.800	 4.800	10.900	 	  5.400	  1.500	   1.700	 	  23.500	   9.300	  17.200	 	 3.6500	  1.0900	  0.9000	<	 120.0000	         	         	 4.200	 1.700	 3.500	 	  4.600	  1.700	   1.600	 	     14.900	   5.40	   8.100	1485
     382	091642.3+040634	13204	139.1764	+04.1095	 20.7	  20.5	 0.312	 2.429	 0.680	 0.250	 1.060	 	  8.400	  2.200	   2.800	 	  17.300	   4.600	   8.800	 	 3.7000	  1.1000	  1.1000	 	   2.3300	   0.7600	   4.0800	 1.510	 0.960	 3.020	 	  5.800	  2.100	   2.300	 	     13.800	   5.10	   9.500	1218
     383	091646.9+015531	 8352	139.1957	+01.9255	 36.7	  41.8	 0.259	 2.957	18.100	11.500	 9.400	 	  8.200	  1.500	   1.600	 	  55.000	  23.000	  25.000	 	 4.7000	  1.0000	  1.0000	<	 200.0000	         	         	15.600	 8.400	 9.300	 	  5.500	  1.200	   1.600	 	     35.000	  14.00	  17.000	1219
     384	091648.1+030506	 5300	139.2007	+03.0851	 16.4	  58.2	 0.620	 1.752	 4.200	 1.700	 8.100	 	 54.000	 10.000	  11.000	 	 176.000	  40.000	 106.000	 	11.5000	  3.0000	  2.6000	 	  48.0000	  20.0000	  94.0000	 5.200	 2.700	 7.400	 	 34.800	  9.400	  11.700	 	    126.000	  42.00	  69.000	1220
     385	091655.7-011158	11550	139.2324	-01.1996	  9.3	  21.4	 0.314	 2.086	 0.500	 0.150	 0.900	 	  7.200	  2.500	   3.700	 	  15.900	   5.900	  12.300	<	 5.6000	        	        	<	   4.4000	         	         	 0.610	 0.210	 3.190	<	  8.900	       	        	<	     23.000	       	        	1410
     386	091722.4+010118	 1526	139.3435	+01.0218	 56.4	 187.8	 0.359	 2.785	 3.050	 0.750	 1.280	 	 48.500	  5.400	   4.800	 	 133.000	  17.000	  22.000	 	14.2000	  2.2000	  2.0000	 	  43.0000	  11.0000	  21.0000	 2.910	 0.910	 1.560	 	 32.300	  5.100	   4.300	 	     87.000	  15.00	  18.000	1220
     387	091741.1+024518	10140	139.4215	+02.7551	  8.7	  28.3	 0.486	 1.836	 6.200	 2.900	12.500	 	 13.400	  6.000	   6.700	 	  54.000	  25.000	  48.000	 	 6.3000	  2.0000	  2.2000	<	 210.0000	         	         	 9.100	 5.700	12.000	 	 12.300	  5.800	   5.800	<	    150.000	       	        	1222
     388	091749.4+014621	 9976	139.4560	+01.7728	 21.4	  42.6	 0.355	 2.335	 3.800	 1.200	 3.300	 	 31.100	  3.600	   3.300	 	  94.000	  15.000	  32.000	 	11.3000	  1.7000	  1.9000	 	  42.0000	  14.0000	  41.0000	 5.900	 3.000	11.300	 	 26.900	  3.200	   3.200	 	     98.000	  25.00	  76.000	1219
     389	091757.1+050915	 1934	139.4881	+05.1542	 23.9	  61.4	 0.586	 2.744	 1.580	 0.390	 0.700	 	291.000	 52.000	  52.000	 	 660.000	 120.000	 110.000	 	49.0000	 11.0000	 11.0000	 	  78.0000	  25.0000	  40.0000	 1.560	 0.350	 1.130	 	202.000	 44.000	  40.000	 	    459.000	 101.00	  92.000	 388
     390	091806.0-003228	 3910	139.5253	-00.5413	 10.6	  60.9	 0.223	 2.423	 2.400	 0.660	 2.640	 	  2.990	  0.690	   0.740	 	   8.000	   2.000	   2.900	 	 0.4900	  0.2000	  0.2300	 	   1.2600	   0.6100	   1.5500	 5.200	 2.900	14.300	<	  1.400	       	        	<	      6.700	       	        	1574
     391	091842.2+034754	10019	139.6759	+03.7985	 11.5	  22.4	 0.452	 1.807	 2.400	 0.790	 3.890	 	 12.200	  3.500	   4.800	 	  32.500	   9.500	  19.800	<	 7.2000	        	        	<	  32.0000	         	         	 1.720	 0.330	 1.030	<	 15.000	       	        	<	     37.000	       	        	1218
     392	091849.0+021204	  994	139.7042	+02.2013	 94.8	 245.3	 0.283	 3.428	 4.500	 1.300	 2.700	 	 75.400	  4.800	   5.800	 	 243.000	  34.000	  60.000	 	24.2000	  2.5000	  2.8000	 	 109.0000	  34.0000	  66.0000	 4.700	 1.200	 3.100	 	 62.400	  4.600	   4.700	 	    208.000	  30.00	  59.000	1220
     393	091850.7+030942	19979	139.7113	+03.1619	 12.8	  14.7	 0.838	 1.462	 5.100	 2.500	 8.900	 	 70.000	 19.000	  24.000	 	 259.000	  76.000	 136.000	 	15.2000	  2.8000	  3.3000	 	  75.0000	  36.0000	 129.0000	 5.300	 2.700	 5.400	 	 63.000	 16.000	  22.000	 	    229.000	  66.00	 104.000	1220
     394	091851.7+021432	 4105	139.7155	+02.2423	 10.0	  19.0	 0.283	 2.389	 5.500	 2.300	 9.500	<	 24.000	       	        	 	  48.000	  24.000	  37.000	 	 6.1000	  1.9000	  1.9000	 	  33.0000	  16.0000	  61.0000	 5.900	 2.000	 7.000	<	 22.000	       	        	<	    100.000	       	        	1220
     395	091855.8+004916	12125	139.7326	+00.8211	 12.1	  19.4	 0.845	 1.382	 2.800	 1.100	 5.400	 	 76.000	 19.000	  24.000	 	 219.000	  56.000	  79.000	 	13.8000	  2.9000	  2.9000	 	  39.0000	  15.0000	  62.0000	 2.800	 1.100	 3.200	 	 63.000	 18.000	  21.000	 	    179.000	  48.00	  70.000	1495
     396	091858.0+024946	 7194	139.7418	+02.8295	 26.3	  46.3	 0.199	 3.204	 1.710	 0.280	 0.850	 	 10.600	  1.300	   2.000	 	  24.800	   3.700	   5.100	 	 5.2400	  0.7800	  0.9000	 	   9.2000	   2.2000	   4.5000	 1.880	 0.390	 0.720	 	  8.900	  1.500	   1.800	 	     21.200	   3.80	   5.300	1223
     397	091900.0+035311	 5545	139.7503	+03.8864	 25.3	  53.8	 0.403	 2.258	 2.110	 0.350	 0.670	 	 39.900	  5.000	   4.800	 	  98.000	  12.000	  13.000	 	12.9000	  1.7000	  2.1000	 	  27.9000	   6.3000	   9.6000	 1.940	 0.410	 0.770	 	 32.900	  4.500	   4.700	 	     79.000	  11.00	  14.000	1221
     398	091925.6-010430	 4254	139.8567	-01.0752	  9.2	  55.6	 0.513	 1.734	 7.700	 3.400	 9.900	 	 28.300	  6.100	   7.100	 	 124.000	  39.000	  73.000	<	12.0000	        	        	<	 180.0000	         	         	11.900	 7.100	11.300	<	 32.000	       	        	<	    210.000	       	        	1433
     399	091934.6+033941	 1892	139.8943	+03.6615	 20.8	 126.9	 0.223	 2.788	 1.260	 0.110	 0.150	 	  7.800	  1.100	   1.300	 	  16.400	   2.400	   3.000	 	 1.1400	  0.5100	  0.8900	 	   1.4200	   0.6500	   1.1700	 1.130	 0.150	 0.150	<	  4.300	       	        	<	      8.600	       	        	1224
     400	091936.6+042553	11376	139.9028	+04.4314	  9.3	  21.3	 0.179	 2.567	 1.570	 0.530	 1.570	 	  1.130	  0.440	   0.640	 	   2.600	   1.000	   1.700	 	 0.4100	  0.2000	  0.3700	<	   2.8000	         	         	 1.790	 0.610	 1.760	<	  1.400	       	        	<	      3.400	       	        	1313
     401	091957.7+035012	 4131	139.9908	+03.8369	 38.5	  74.3	 0.525	 2.211	 2.010	 0.510	 1.230	 	 75.200	 12.900	   9.800	 	 182.000	  30.000	  27.000	 	18.3000	  3.4000	  3.4000	 	  38.0000	  12.0000	  23.0000	 2.320	 0.610	 2.620	 	 56.000	 12.000	  10.000	 	    145.000	  30.00	  39.000	1221
     402	092002.1+010219	  150	140.0090	+01.0389	179.6	1049.6	 0.017	15.354	 0.860	 0.110	 2.450	 	  0.295	  0.032	   0.075	 	   0.690	   0.210	   0.260	 	 0.1020	  0.0410	  0.0960	<	   0.8500	         	         	 1.030	 0.400	 7.910	 	  0.067	  0.029	   0.079	<	      0.750	       	        	1572
     403	092004.3+010023	11754	140.0183	+01.0066	 20.0	  35.9	 0.033	 7.193	 0.779	 0.018	 0.018	<	  0.170	       	        	<	   0.310	        	        	 	 0.0145	  0.0069	  0.0103	 	   0.0114	   0.0056	   0.0083	 0.782	 0.023	 0.019	<	  0.030	       	        	<	      0.060	       	        	1570
     404	092022.0+030106	 6534	140.0918	+03.0186	  6.6	  14.1	 0.481	 1.608	 2.800	 1.200	 6.600	 	  9.000	  4.400	  11.200	<	  97.000	        	        	<	 9.6000	        	        	<	  39.0000	         	         	 3.000	 1.400	 7.000	<	 27.000	       	        	<	     82.000	       	        	1304
     405	092022.8+045012	 5320	140.0954	+04.8369	 12.0	  60.2	 0.270	 2.774	 4.200	 1.900	 7.800	 	 23.700	  4.000	   4.100	 	  76.000	  19.000	  51.000	 	 8.7000	  1.5000	  1.7000	 	  36.0000	  17.0000	  71.0000	 4.100	 2.100	 9.300	 	 16.700	  3.500	   4.900	 	     55.000	  17.00	  43.000	 695
     406	092023.2+013444	  222	140.0967	+01.5789	 88.4	 719.6	 0.708	 2.178	 3.200	 0.550	 0.770	 	315.000	 33.000	  30.000	 	 869.000	  89.000	  86.000	 	36.5000	  3.8000	  4.5000	 	 116.0000	  22.0000	  31.0000	 2.870	 0.550	 0.790	 	157.000	 22.000	  23.000	 	    414.000	  57.00	  63.000	1547
     407	092031.3+024710	18068	140.1306	+02.7863	 11.6	  11.7	 0.278	 2.406	 2.360	 0.740	 1.780	 	  4.000	  1.100	   2.600	 	  10.600	   3.200	   6.800	 	 2.2500	  0.9200	  1.4000	 	   5.6000	   2.7000	   5.9000	 2.800	 1.100	 3.500	 	  2.170	  0.790	   2.550	 	      6.600	   2.80	   7.000	1377
     408	092031.8+040621	 4115	140.1329	+04.1059	 12.5	  53.2	 0.575	 1.755	 7.700	 4.100	14.100	 	 46.000	  8.100	   9.500	 	 196.000	  58.000	 145.000	 	10.8000	  2.1000	  2.1000	<	 390.0000	         	         	 9.400	 4.400	 8.500	 	 31.500	  9.500	   8.800	 	    142.000	  49.00	  83.000	1224
     409	092037.0-011506	 5739	140.1545	-01.2519	 34.3	  63.0	 0.154	 3.760	 1.260	 0.130	 0.200	 	  6.060	  0.770	   0.770	 	  12.700	   1.700	   1.800	 	 3.2800	  0.4500	  0.5200	 	   4.1800	   0.8400	   1.0900	 1.110	 0.070	 0.120	 	  4.640	  0.710	   0.790	 	      9.200	   1.40	   1.700	1354
     410	092037.9+033528	 6467	140.1580	+03.5913	  6.8	  44.8	 0.362	 1.984	 3.300	 1.300	 2.600	 	  8.100	  3.900	   6.000	 	  23.000	  11.000	  18.000	<	 6.0000	        	        	<	  28.0000	         	         	 5.100	 2.300	 6.300	<	 11.000	       	        	<	     44.000	       	        	1247
     411	092039.1+004725	 6669	140.1632	+00.7904	  8.8	  45.1	 0.472	 1.766	 9.600	 4.600	16.200	 	 20.300	  3.900	   3.900	 	 100.000	  32.000	  76.000	 	 6.8000	  2.1000	  1.4000	<	 300.0000	         	         	10.400	 5.600	10.300	 	 14.500	  5.600	   4.000	 	     67.000	  28.00	  44.000	1496
     412	092041.1+041117	10334	140.1716	+04.1883	 10.8	  23.6	 0.580	 1.632	 2.530	 0.730	 1.530	 	 20.900	  6.700	   8.100	 	  55.000	  18.000	  22.000	 	 5.7000	  2.5000	  1.9000	 	  13.8000	   6.7000	   9.6000	 4.000	 1.900	 7.200	<	 29.000	       	        	<	    100.000	       	        	1329
     413	092046.2+002849	 1915	140.1926	+00.4803	 40.0	  69.6	 0.413	 2.716	 2.540	 0.480	 0.840	 	 74.900	  7.800	   7.800	 	 193.000	  21.000	  27.000	 	22.5000	  2.9000	  3.4000	 	  57.0000	  13.0000	  22.0000	 2.680	 0.630	 1.170	 	 57.300	  7.100	   7.900	 	    152.000	  21.00	  25.000	1422
     414	092049.5+024513	  489	140.2063	+02.7538	142.1	 514.2	 0.284	 3.708	 3.160	 0.530	 0.730	 	105.000	  5.000	   5.000	 	 290.000	  22.000	  25.000	 	30.6000	  3.0000	  3.1000	 	  97.0000	  18.0000	  24.0000	 3.250	 0.640	 0.880	 	 81.200	  4.800	   4.600	 	    226.000	  19.00	  25.000	1439
     415	092053.4+021125	18194	140.2228	+02.1905	 12.8	  17.4	 0.280	 2.488	 2.100	 0.520	 1.540	 	  7.700	  1.800	   2.500	 	  19.400	   4.800	   7.300	 	 4.6800	  0.9400	  1.1900	 	  10.3000	   3.6000	   7.7000	 1.970	 0.500	 1.020	 	  6.800	  1.700	   2.500	 	     16.600	   4.40	   6.700	1540
     416	092105.0+004452	 6459	140.2710	+00.7480	  7.3	  33.9	 0.159	 2.680	11.500	 8.100	10.200	 	  1.680	  0.430	   0.430	 	   8.400	   4.000	   5.600	 	 0.6900	  0.2400	  0.4700	<	  29.0000	         	         	12.600	 9.600	13.900	 	  0.820	  0.340	   0.450	<	     12.000	       	        	1419
     417	092121.2+031726	  100	140.3385	+03.2906	478.6	1729.7	 0.333	 4.068	 5.510	 0.920	 1.080	 	251.000	 10.000	  10.000	 	 887.000	  78.000	  86.000	 	53.1000	  3.8000	  4.3000	 	 292.0000	  53.0000	  64.0000	 5.200	 0.930	 1.500	 	163.000	 11.000	  10.000	 	    565.000	  61.00	  81.000	1437
     418	092133.2+043431	 9512	140.3885	+04.5754	 14.1	  24.9	 0.417	 2.021	 1.940	 0.480	 1.470	 	 19.400	  4.000	   5.100	 	  47.000	  10.000	  13.000	 	 6.8000	  1.5000	  1.4000	 	  13.4000	   4.6000	   9.7000	 3.100	 1.400	14.200	 	 13.300	  3.700	   4.400	 	     42.000	  14.00	  44.000	1066
     419	092134.4+015832	  810	140.3936	+01.9757	 56.1	 133.2	 0.290	 3.175	 3.700	 1.200	 4.500	 	 30.600	  4.700	   5.600	 	  94.000	  20.000	  39.000	 	12.3000	  1.4000	  1.5000	 	  44.0000	  14.0000	  54.0000	 6.100	 2.600	 8.500	 	 21.200	  3.000	   2.500	 	     79.000	  19.00	  48.000	1537
     420	092135.4+005128	 7447	140.3977	+00.8580	  7.4	  35.0	 0.488	 1.780	 2.620	 0.680	 3.160	 	 14.600	  6.400	   8.200	 	  41.000	  18.000	  31.000	<	 9.5000	        	        	<	  47.0000	         	         	 2.760	 0.840	 7.840	<	 22.000	       	        	<	     76.000	       	        	1355
