#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:30:55 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:30:55	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FApJS%2F172%2F599%2Ftable1&-out=AGC,OName,RAJ2000,DEJ2000,TT,r23.5,r.83,Isb,ell,e_ell,Imag,e_Imag,TF&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21720599
#Name: J/ApJS/172/599
#Title: SFI++ II. A new I-band Tully-Fisher catalog (Springob+, 2007)
#INFO	ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/172/599	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2007ApJS..172..599S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2007	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/172/599	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21720599	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-12-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_172_599_table1:
#Name: J/ApJS/172/599/table1
#Title: Additional photometric parameters
#Column	AGC	(I6)	Entry number in the UGC or AGC (G1)	[ucd=meta.id;meta.main]
#Column	OName	(A8)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	TT	(I2)	Morphological type code T	[ucd=meta.code;src.morph]
#Column	r23.5	(F5.1)	Isophotal radius at a surface magnitude of 23.5 mag/arcsec2	[ucd=phys.angSize]
#Column	r.83	(F5.1)	Optical radius containing 83% of the light	[ucd=phys.angSize;src]
#Column	Isb	(F6.2)	Surface magnitude at outermost I isophote	[ucd=phot.mag.sb;em.opt.I]
#Column	ell	(F6.3)	Disk ellipticity	[ucd=src.ellipticity]
#Column	e_ell	(F6.3)	Error on the Ellip	[ucd=stat.error]
#Column	Imag	(F6.2)	Observed I-band magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Imag	(F5.2)	Error on Imag	[ucd=stat.error;phot.mag;em.opt.I]
#Column	TF	(A1)	[*] Code indicating inclusion in TF sample	[ucd=meta.note]
AGC	OName	RAJ2000	DEJ2000	TT	r23.5	r.83	Isb	ell	e_ell	Imag	e_Imag	TF
 28756	381 G 14	12 44 09.8	-36 30 35	 4	 36.7	 27.5	 23.36	 0.766	 0.012	 13.97	 0.05	
  7917	N4662   	12 44 26.2	+37 07 14	 4	 56.9	 45.3	 24.21	 0.156	 0.050	 11.57	 0.03	
 28761	442 G 18	12 44 27.4	-28 14 41	 5	 26.4	 41.4	 24.12	 0.365	 0.074	 13.77	 0.06	*
  7922	270-017 	12 44 32.3	+56 08 59	 4	 43.9	 30.5	 24.01	 0.727	 0.011	 13.12	 0.03	
  7921	I3726   	12 44 42.6	+40 40 42	 5	 40.4	 29.7	 24.00	 0.705	 0.066	 13.06	 0.03	
520136	N4663   	12 44 47.0	-10 11 52	-2	 38.5	 20.6	 24.78	 0.207	 0.039	 11.64	 0.02	*
 28771	574 G 28	12 44 48.4	-20 47 06	 5	 43.3	 34.5	 24.07	 0.809	 0.029	 13.92	 0.04	
520563	a96     	12 44 52.1	-00 25 48	 3	 23.3	 16.3	 23.42	 0.637	 0.016	 14.45	 0.04	
 28774	268 G 37	12 45 04.8	-44 00 23	 4	 44.8	 43.1	 25.08	 0.384	 0.035	 12.65	 0.04	
  7926	N4666   	12 45 08.3	-00 27 48	 4	154.5	 98.0	 24.27	 0.682	 0.072	  9.42	 0.03	
  7931	N4668   	12 45 31.8	-00 32 09	 5	 47.8	 35.1	 23.86	 0.457	 0.007	 12.28	 0.04	
 28778	507 G  7	12 45 41.0	-26 14 35	 5	 74.7	 48.0	 23.75	 0.806	 0.021	 11.92	 0.03	
  7937	I3754   	12 46 15.5	+08 20 53	 1	 43.4	 29.2	 23.47	 0.543	 0.065	 12.42	 0.03	
  7962	N4693   	12 47 09.1	+71 10 34	 5	 83.2	 67.6	 24.09	 0.777	 0.027	 12.42	 0.05	
  7955	M+530080	12 47 11.7	+26 42 48	 5	 41.9	 30.8	 23.78	 0.797	 0.020	 13.60	 0.03	
 28808	507 G  9	12 47 24.8	-24 38 14	 3	 22.4	 28.8	 24.43	 0.458	 0.059	 14.73	 0.05	
 28810	N4679   	12 47 30.7	-39 34 15	 5	 71.3	 50.1	 24.78	 0.586	 0.010	 11.56	 0.04	
 28813	507 G 11	12 47 40.2	-26 11 56	 4	 33.9	 26.3	 24.31	 0.491	 0.068	 12.94	 0.04	
  7963	015-022 	12 47 52.8	-01 11 10	 5	 35.9	 27.1	 23.56	 0.822	 0.005	 14.37	 0.04	
 28818	574 G 32	12 47 54.7	-21 55 42	 3	 41.4	 30.9	 24.35	 0.703	 0.025	 13.47	 0.04	
 28822	574 G 33	12 47 58.2	-22 16 03	 3	 46.1	 32.6	 24.34	 0.198	 0.035	 11.85	 0.04	
 28820	322 G 85	12 48 02.2	-40 35 38	 5	 41.2	 39.8	 23.60	 0.702	 0.015	 13.77	 0.08	
 28821	322 G 87	12 48 03.3	-40 49 08	 3	 72.9	 50.2	 24.63	 0.813	 0.004	 12.35	 0.04	
 28830	574 G 34	12 48 20.7	-20 17 33	 3	 42.7	 31.1	 25.29	 0.751	 0.035	 13.11	 0.03	
  7970	N4698   	12 48 22.9	+08 29 15	 1	147.2	 97.9	 24.37	 0.282	 0.071	  9.32	 0.02	
 28832	268 G 44	12 48 42.3	-45 00 25	 5	 35.0	 25.0	 24.41	 0.512	 0.082	 12.75	 0.03	
 28836	322 G 93	12 49 04.1	-41 20 21	 5	 37.7	 34.9	 24.05	 0.718	 0.041	 14.05	 0.05	
 28844	322 G 98	12 49 23.4	-42 38 50	 5	 27.2	 34.9	 24.20	 0.508	 0.027	 14.31	 0.05	
520163	N4705   	12 49 25.1	-05 11 46	 4	 88.7	 62.9	 23.34	 0.694	 0.027	 11.54	 0.05	
  7977	N4712   	12 49 34.3	+25 28 11	 5	 69.6	 53.9	 23.80	 0.564	 0.031	 11.96	 0.04	
520166	M-133017	12 49 34.6	-09 44 37	 3	 43.4	 34.6	 24.85	 0.636	 0.039	 12.81	 0.04	
  7978	159-082 	12 49 36.9	+30 50 42	 5	 32.4	 25.2	 24.42	 0.376	 0.027	 13.18	 0.02	
  7981	        	12 49 41.5	+30 45 08	 5	 26.9	 29.8	 24.12	 0.752	 0.011	 15.12	 0.06	
 28853	507 G 17	12 49 45.8	-23 51 36	 3	 24.4	 15.9	 25.22	 0.236	 0.058	 12.98	 0.04	
  7985	N4713   	12 49 57.9	+05 18 39	 5	 77.4	 56.9	 23.63	 0.318	 0.052	 11.04	 0.03	
  7989	N4725   	12 50 26.6	+25 30 01	 3	295.4	182.6	 23.35	 0.508	 0.108	  8.16	 0.02	
  7993	270-027 	12 50 31.6	+52 07 21	 5	 49.6	 38.3	 24.37	 0.826	 0.004	 13.65	 0.03	
520175	N4718   	12 50 32.5	-05 16 57	 3	 52.9	 37.7	 24.52	 0.568	 0.030	 12.27	 0.03	
  7992	M+530100	12 50 37.5	+27 25 28	 3	 25.3	 21.0	 24.22	 0.571	 0.053	 14.16	 0.03	*
  7991	015-027 	12 50 39.0	+01 27 50	 5	 69.3	 54.7	 24.01	 0.838	 0.024	 12.91	 0.03	
 28875	575 G  4	12 50 40.9	-20 20 12	 5	 30.1	 21.8	 24.96	 0.493	 0.023	 13.24	 0.04	
221060	159-090 	12 51 03.5	+27 22 10	 5	 24.9	 19.9	 23.60	 0.369	 0.022	 13.79	 0.04	
 28890	I3829   	12 51 32.3	-27 46 00	 3	 55.0	 46.8	 24.57	 0.464	 0.045	 12.31	 0.04	
  8004	159-096 	12 51 37.9	+31 21 09	 5	 38.6	 37.0	 24.24	 0.608	 0.022	 13.65	 0.06	
  8013	159-099 	12 52 36.2	+26 44 59	 3	 43.6	 42.0	 23.97	 0.715	 0.015	 13.68	 0.04	
 28923	323 G 25	12 52 37.6	-39 01 41	 5	 53.3	 33.9	 24.43	 0.436	 0.046	 11.74	 0.03	
520498	A1631-7 	12 52 41.3	-15 59 10	 2	 19.7	 13.2	 24.77	 0.574	 0.056	 14.23	 0.03	
 28928	323 G 27	12 52 50.3	-40 27 04	 5	 58.1	 41.8	 24.93	 0.474	 0.032	 11.75	 0.03	
  8020	N4771   	12 53 21.1	+01 16 07	 5	118.5	 79.0	 24.04	 0.742	 0.026	 10.91	 0.03	
520232	A1631-5 	12 54 04.9	-16 04 57	 6	 52.0	 35.1	 24.25	 0.797	 0.017	 13.07	 0.03	
520234	N4781   	12 54 23.3	-10 32 09	 6	106.5	 72.5	 24.00	 0.553	 0.011	 10.50	 0.02	
 28963	323 G 39	12 54 26.6	-40 22 20	 3	 27.7	 38.0	 23.86	 0.399	 0.068	 13.93	 0.05	
  8033	N4793   	12 54 40.8	+28 56 18	 5	 72.0	 46.3	 24.19	 0.464	 0.048	 10.84	 0.02	
 28969	N4767B  	12 54 44.5	-39 51 09	 5	 49.0	 38.7	 24.80	 0.194	 0.019	 11.93	 0.03	
520499	A1644-70	12 54 46.8	-17 29 56	 4	 18.8	 15.4	 24.47	 0.432	 0.015	 14.51	 0.04	*
  8036	I3881   	12 54 48.5	+19 10 34	 5	 58.5	 54.5	 24.49	 0.615	 0.050	 12.72	 0.05	
  8038	N4798   	12 54 55.3	+27 24 44	 1	 44.2	 34.0	 23.95	 0.203	 0.080	 11.92	 0.04	*
520305	A1644-9 	12 54 59.6	-17 55 30	 3	 17.3	 12.1	 24.33	 0.639	 0.055	 14.84	 0.03	
 28979	323 G 42	12 55 01.1	-40 58 14	 3	 69.0	 53.3	 24.31	 0.669	 0.017	 12.22	 0.04	
 28981	381 G 28	12 55 06.4	-34 51 26	 5	 15.9	 10.8	 25.14	 0.183	 0.130	 14.24	 0.05	
  8041	015-037 	12 55 12.7	+00 06 58	 5	104.3	 93.9	 23.72	 0.501	 0.040	 11.30	 0.05	
  8060	N4819   	12 56 27.9	+26 59 12	 1	 37.6	 24.6	 23.78	 0.295	 0.016	 12.15	 0.03	*
221130	I3913   	12 56 28.4	+27 17 27	 5	 23.6	 20.5	 24.15	 0.310	 0.050	 14.01	 0.06	
 29007	269 G 11	12 56 33.1	-44 14 55	 5	 38.7	 27.1	 24.16	 0.779	 0.009	 13.63	 0.04	
  8062	N4826   	12 56 43.8	+21 40 00	 2	331.6	169.6	 22.76	 0.453	 0.034	  7.30	 0.03	
  8064	071-076 	12 56 46.5	+11 05 29	 3	 27.4	 20.0	 24.13	 0.716	 0.019	 14.30	 0.03	
221140	071-077 	12 56 48.0	+11 09 56	 3	 26.1	 19.7	 24.70	 0.478	 0.033	 13.68	 0.04	
221147	160-031 	12 56 49.5	+27 05 37	 1	 25.7	 16.7	 23.28	 0.606	 0.023	 13.72	 0.03	
221149	160-034 	12 56 50.6	+28 55 46	 5	 28.4	 18.3	 23.89	 0.641	 0.006	 13.59	 0.03	
520284	M-233068	12 57 05.7	-12 16 20	 6	 64.4	 49.1	 23.90	 0.706	 0.016	 12.34	 0.04	
  8069	160-038 	12 57 11.5	+29 02 40	 3	 40.6	 27.7	 24.68	 0.569	 0.052	 12.68	 0.03	
  8067	015-044 	12 57 12.0	-01 42 24	 3	 61.9	 44.9	 23.98	 0.752	 0.012	 12.53	 0.03	
520292	M-233071	12 57 12.7	-15 02 05	 4	 42.8	 34.5	 23.76	 0.311	 0.037	 12.41	 0.03	
 29024	N4835A  	12 57 13.5	-46 22 42	 5	 91.1	 69.7	 25.01	 0.851	 0.032	 12.38	 0.03	
 29038	443 G 16	12 57 29.3	-28 12 17	 3	 37.7	 24.6	 23.72	 0.481	 0.019	 12.51	 0.03	
 29040	507 G 53	12 57 30.5	-26 00 47	 3	 25.0	 22.4	 24.82	 0.623	 0.037	 14.53	 0.04	
221174	I 837   	12 57 31.0	+26 30 42	 3	 28.6	 20.2	 24.27	 0.647	 0.030	 13.68	 0.03	
 29033	219 G 14	12 57 35.7	-49 44 59	 5	 73.4	 47.1	 23.96	 0.560	 0.043	 11.37	 0.03	*
 29045	507 G 56	12 57 41.9	-24 11 16	 5	 29.3	 25.7	 23.52	 0.352	 0.026	 13.38	 0.03	
520500	A1644-51	12 57 46.8	-17 30 11	 5	 17.8	 13.0	 24.38	 0.619	 0.031	 14.65	 0.04	
  8076	160-050 	12 57 49.9	+29 39 14	 5	 25.9	 22.9	 24.02	 0.358	 0.034	 13.98	 0.05	
520501	A1644-40	12 58 00.1	-17 35 23	 6	 13.1	 10.7	 24.15	 0.540	 0.017	 15.52	 0.03	
  8080	160-051 	12 58 02.4	+26 51 32	 0	 38.1	 28.8	 23.56	 0.502	 0.054	 12.91	 0.03	*
 29049	N4835   	12 58 07.7	-46 15 46	 4	129.2	 90.2	 25.07	 0.720	 0.049	 10.44	 0.04	
221206	160-058 	12 58 09.3	+28 42 29	 5	 34.9	 25.8	 24.11	 0.687	 0.012	 13.59	 0.03	
  8085	100-018 	12 58 17.3	+14 33 23	 5	 78.2	 66.6	 23.97	 0.804	 0.024	 12.81	 0.05	
  8088	071-085 	12 58 22.8	+13 52 20	 3	 34.0	 26.2	 23.89	 0.644	 0.032	 13.75	 0.02	
  8092	N4853   	12 58 35.3	+27 35 44	-2	 26.3	 14.5	 23.70	 0.175	 0.024	 12.54	 0.03	*
520503	A1644103	12 58 44.7	-17 09 04	 4	 17.6	 17.2	 24.58	 0.385	 0.037	 14.80	 0.04	
221242	N4854   	12 58 47.1	+27 40 29	-2	 37.2	 33.7	 24.27	 0.286	 0.027	 12.75	 0.06	*
 29063	381 G 34	12 58 51.1	-34 43 46	 3	 16.5	 17.7	 25.00	 0.296	 0.037	 14.92	 0.06	*
  8096	I3949   	12 58 56.0	+27 49 58	 1	 36.7	 21.9	 24.36	 0.794	 0.029	 13.18	 0.03	
 29066	381 G 36	12 58 59.9	-34 09 04	 5	 21.1	 35.0	 24.53	 0.265	 0.128	 14.33	 0.07	*
  8097	N4859   	12 59 01.7	+26 48 53	 0	 44.9	 30.9	 23.62	 0.462	 0.040	 12.42	 0.04	*
221262	160-073 	12 59 05.3	+27 38 36	 3	 21.5	 18.8	 23.69	 0.089	 0.034	 13.70	 0.07	*
520502	A1644-27	12 59 05.9	-17 37 52	 2	 28.7	 21.1	 24.39	 0.375	 0.020	 13.13	 0.04	
520306	A1644-26	12 59 20.8	-17 38 46	 3	 13.8	 11.7	 24.41	 0.548	 0.018	 15.53	 0.04	
 29076	507 G 62	12 59 22.3	-27 25 10	 3	 48.6	 29.9	 25.02	 0.663	 0.015	 12.08	 0.04	
  8102	N4866   	12 59 27.0	+14 10 14	 1	149.0	 89.6	 24.19	 0.754	 0.017	  9.93	 0.03	
520377	N4862   	12 59 33.2	-14 08 22	 5	 27.3	 25.7	 24.51	 0.105	 0.034	 13.39	 0.04	
 29082	443 G 21	12 59 45.2	-29 35 56	 5	 61.4	 44.6	 24.21	 0.819	 0.031	 12.77	 0.04	
  8120	335-031 	12 59 56.3	+73 41 33	 5	 51.8	 52.0	 22.99	 0.521	 0.021	 12.77	 0.07	
 29086	269 G 28	13 00 01.5	-43 17 56	 5	 33.8	 37.6	 23.88	 0.557	 0.042	 13.75	 0.05	
  8108	N4892   	13 00 03.5	+26 53 50	 3	 46.6	 28.5	 23.96	 0.739	 0.009	 12.56	 0.02	
221374	A1656-3 	13 00 14.3	+27 16 50	 3	 16.0	 11.8	 23.85	 0.574	 0.011	 14.96	 0.04	
221378	160-082 	13 00 17.8	+27 23 14	 3	 13.7	  9.5	 24.88	 0.153	 0.061	 14.47	 0.02	*
221401	160-086 	13 00 33.6	+27 38 02	 4	 16.9	 14.4	 24.26	 0.273	 0.122	 14.59	 0.04	*
221402	A1656-38	13 00 35.5	+27 34 25	 4	 24.0	 16.7	 24.04	 0.698	 0.024	 14.17	 0.03	
221406	I4040   	13 00 37.8	+28 03 30	 6	 23.2	 15.6	 23.70	 0.584	 0.007	 13.94	 0.04	
221404	A1656146	13 00 38.6	+28 00 51	 3	 19.8	 13.4	 23.21	 0.392	 0.065	 13.87	 0.04	*
  8118	I 842   	13 00 39.5	+29 01 08	 3	 38.2	 28.1	 23.92	 0.522	 0.043	 12.86	 0.03	
221418	N4907   	13 00 48.7	+28 09 30	 3	 33.5	 23.9	 24.60	 0.102	 0.059	 12.42	 0.04	*
  8122	160-090 	13 00 49.9	+27 24 18	 1	 35.3	 32.3	 23.85	 0.444	 0.010	 13.19	 0.06	*
 29113	381 G 45	13 00 54.1	-36 07 13	 3	 28.8	 17.3	 23.18	 0.687	 0.015	 13.43	 0.02	
  8128	N4911   	13 00 56.1	+27 47 24	 4	 46.4	 32.9	 23.54	 0.173	 0.035	 11.85	 0.04	
  8121	N4904   	13 00 58.6	-00 01 39	 4	 72.8	 53.5	 23.94	 0.302	 0.024	 11.07	 0.04	
221429	A1656-98	13 00 59.5	+27 54 04	 0	 23.3	 14.8	 23.78	 0.609	 0.046	 13.68	 0.03	*
 29116	381 G 46	13 01 01.1	-35 55 55	 5	 42.5	 30.0	 23.78	 0.632	 0.021	 12.80	 0.03	
  8134	N4921   	13 01 26.1	+27 53 08	 3	 73.3	 58.0	 23.79	 0.081	 0.025	 11.17	 0.05	*
  8140	I4088   	13 01 43.3	+29 02 38	 2	 47.4	 32.4	 23.61	 0.708	 0.022	 12.84	 0.03	
221599	        	13 01 43.9	+28 59 57	 3	 23.2	 16.2	 24.12	 0.662	 0.022	 14.13	 0.03	*
 29140	507 G 67	13 01 48.5	-27 07 24	 5	 50.0	 53.1	 24.60	 0.213	 0.045	 12.34	 0.06	
520402	M-133071	13 01 49.5	-08 20 07	 5	 78.6	 54.7	 24.10	 0.771	 0.019	 12.06	 0.03	
520403	M-133072	13 01 55.2	-06 55 34	 6	 69.7	 59.9	 25.19	 0.820	 0.027	 12.94	 0.04	
221460	160-107 	13 02 04.2	+29 15 12	 3	 30.6	 15.2	 23.37	 0.720	 0.015	 12.76	 0.03	
  8146	294-010 	13 02 07.6	+58 41 55	 5	 71.2	 68.8	 24.06	 0.803	 0.008	 13.11	 0.08	
221465	A1656202	13 02 11.6	+28 10 20	 6	 16.1	 14.2	 24.01	 0.338	 0.025	 15.05	 0.05	
221466	160-108 	13 02 12.6	+28 13 01	 3	 14.6	 10.9	 23.49	 0.090	 0.031	 14.36	 0.02	*
 29155	507 G 68	13 02 12.9	-25 22 41	 5	 26.2	 18.1	 23.63	 0.724	 0.016	 14.11	 0.02	
 29157	443 G 38	13 02 17.7	-32 22 36	 3	 40.6	 42.2	 23.56	 0.587	 0.007	 13.32	 0.05	
 29151	219 G 21	13 02 20.7	-50 19 00	 5	123.6	108.9	 24.67	 0.725	 0.040	 11.30	 0.04	*
 29153	219 G 22	13 02 23.1	-49 28 17	 5	 72.9	 53.3	 23.52	 0.752	 0.039	 12.22	 0.03	*
520412	M-333028	13 02 25.3	-17 40 45	 5	 72.5	 49.9	 24.09	 0.788	 0.011	 12.15	 0.03	
230012	160-114 	13 02 40.8	+28 22 14	 3	 31.7	 19.9	 23.19	 0.710	 0.019	 13.45	 0.03	*
 29163	575 G 50	13 02 44.8	-22 04 18	 3	 29.0	 20.8	 23.60	 0.416	 0.013	 13.08	 0.03	
  8149	043-110 	13 02 47.9	+06 47 07	 5	 28.7	 23.9	 23.67	 0.832	 0.005	 15.00	 0.05	
230020	A1656222	13 02 53.2	+28 18 47	 5	 16.3	 15.2	 23.78	 0.397	 0.016	 15.16	 0.08	*
  8160	N4934   	13 03 16.3	+28 01 47	 3	 34.8	 19.9	 23.93	 0.773	 0.008	 13.19	 0.03	*
 29173	443 G 41	13 03 20.9	-32 14 05	 3	 56.2	 36.1	 24.81	 0.619	 0.024	 11.79	 0.03	
  8161	160-121 	13 03 29.1	+26 32 00	 3	 34.5	 25.4	 24.56	 0.543	 0.016	 13.15	 0.03	
 29175	443 G 42	13 03 29.9	-29 49 35	 3	101.7	 71.5	 24.60	 0.817	 0.012	 11.80	 0.04	
 29176	382 G  3	13 03 32.2	-32 51 59	 3	 37.2	 27.7	 23.32	 0.301	 0.033	 12.60	 0.04	*
530005	M-133076	13 03 46.5	-05 08 01	 5	 55.3	 37.2	 23.76	 0.690	 0.007	 12.40	 0.05	
  8167	N4944   	13 03 50.0	+28 11 07	 2	 56.7	 34.4	 23.34	 0.672	 0.024	 11.89	 0.03	*
  8166	071-102 	13 03 52.4	+10 58 20	 5	 29.3	 28.2	 23.96	 0.791	 0.008	 15.00	 0.07	
 29181	323 G 73	13 04 01.8	-38 11 51	 3	 30.5	 21.0	 23.60	 0.336	 0.073	 12.81	 0.04	*
530010	N4939   	13 04 14.2	-10 20 22	 5	143.8	121.8	 24.28	 0.426	 0.092	 10.08	 0.04	
 29188	382 G  4	13 04 20.4	-35 13 39	 3	 45.4	 42.0	 23.29	 0.614	 0.029	 13.44	 0.12	
 29190	443 G 49	13 04 22.1	-32 21 09	 3	 37.2	 25.5	 24.53	 0.627	 0.023	 13.08	 0.04	
230051	160-127 	13 04 26.5	+27 18 19	 5	 19.7	 19.7	 24.26	 0.301	 0.092	 14.43	 0.05	
 29208	575 G 53	13 05 05.2	-22 23 03	 5	 33.5	 23.4	 23.55	 0.616	 0.028	 13.16	 0.03	
 29210	N4947   	13 05 20.7	-35 20 15	 5	 78.0	 51.5	 23.74	 0.513	 0.077	 11.08	 0.02	
 29216	443 G 59	13 05 35.6	-28 27 32	 3	 59.4	 48.9	 23.13	 0.715	 0.023	 13.15	 0.08	
  8185	N4961   	13 05 47.6	+27 43 00	 5	 46.3	 38.9	 23.88	 0.354	 0.059	 12.31	 0.04	
  8186	043-142 	13 05 58.5	+03 57 22	 4	 66.6	 48.5	 22.87	 0.787	 0.005	 12.75	 0.04	
  8191	I4189   	13 06 03.6	+35 58 47	 5	 37.4	 30.5	 24.32	 0.299	 0.021	 12.79	 0.03	
 29234	269 G 48	13 06 29.8	-44 10 01	 5	 41.9	 41.7	 24.25	 0.659	 0.010	 13.87	 0.05	
230082	160-139 	13 06 38.0	+28 50 54	 6	 30.1	 26.0	 23.96	 0.455	 0.017	 13.86	 0.05	
  8203	M+629038	13 07 24.4	+32 51 43	 5	 49.4	 42.2	 23.73	 0.870	 0.009	 14.19	 0.03	
 29256	269 G 49	13 07 32.6	-45 00 47	 5	 44.2	 36.2	 24.19	 0.345	 0.074	 12.42	 0.04	
  8209	N4979   	13 07 42.9	+24 48 37	 3	 39.1	 35.0	 23.83	 0.283	 0.053	 12.67	 0.03	
 29264	UA327   	13 07 44.7	-22 51 24	 5	 97.5	 86.8	 23.55	 0.837	 0.006	 12.60	 0.05	
 29274	575 G 61	13 08 15.0	-21 00 04	 5	 43.7	 48.3	 24.27	 0.835	 0.013	 14.55	 0.06	
230113	N4983   	13 08 27.2	+28 19 13	 1	 33.3	 21.8	 24.09	 0.463	 0.009	 12.76	 0.02	*
  8220	I4202   	13 08 31.5	+24 42 01	 5	 52.9	 33.1	 23.57	 0.816	 0.012	 12.74	 0.01	
 29277	323 G 85	13 08 38.7	-41 27 35	 4	 40.4	 35.2	 24.51	 0.336	 0.057	 12.83	 0.05	
 29280	269 G 52	13 08 47.1	-43 40 35	 5	 39.5	 41.4	 24.35	 0.848	 0.014	 14.72	 0.05	
530033	N4981   	13 08 48.9	-06 46 46	 5	 89.4	 58.9	 24.16	 0.316	 0.051	 10.41	 0.05	
  8229	160-148 	13 08 54.2	+28 10 00	 3	 37.9	 30.3	 23.21	 0.426	 0.097	 12.63	 0.03	
230117	M+531141	13 08 57.0	+28 16 50	 4	 20.2	 17.4	 23.80	 0.410	 0.139	 14.57	 0.05	
 29286	269 G 54	13 09 11.8	-44 37 51	 5	 25.4	 18.0	 23.74	 0.731	 0.008	 14.43	 0.02	
 29302	575 G 66	13 09 35.4	-18 58 21	 3	 26.1	 17.7	 24.56	 0.266	 0.022	 12.97	 0.04	
530038	N4995   	13 09 40.5	-07 49 00	 4	 92.6	 60.8	 22.44	 0.339	 0.030	 10.14	 0.03	
  8238	016-013 	13 09 41.0	-01 02 53	 5	 32.6	 25.8	 23.95	 0.467	 0.040	 13.33	 0.05	
530628	f97     	13 09 42.1	-07 53 08	 3	 26.9	 20.0	 23.62	 0.738	 0.017	 14.63	 0.03	
 29307	508 G 19	13 09 50.5	-24 14 27	 5	 46.7	 40.9	 23.48	 0.608	 0.022	 13.05	 0.04	
  8244	M+531146	13 09 52.2	+28 22 55	 5	 32.4	 49.5	 24.00	 0.588	 0.015	 14.20	 0.10	
  8246	189-031 	13 10 04.4	+34 10 49	 5	 71.1	 72.3	 24.00	 0.794	 0.010	 13.13	 0.07	
  8250	189-032 	13 10 20.2	+32 28 58	 5	 38.3	 28.6	 24.26	 0.775	 0.010	 13.84	 0.03	
 29318	443 G 79	13 10 22.7	-27 58 32	 7	 36.2	 40.8	 23.50	 0.639	 0.026	 14.17	 0.19	
 29321	576 G  1	13 10 23.5	-21 41 08	 3	 32.6	 22.1	 24.36	 0.470	 0.017	 12.83	 0.03	
530046	M-134010	13 10 28.3	-07 38 59	 3	 27.9	 18.4	 23.52	 0.455	 0.029	 13.31	 0.03	
 29320	323 G 88	13 10 32.9	-42 43 02	 3	 23.0	 18.3	 25.06	 0.415	 0.072	 13.93	 0.04	
 29327	576 G  3	13 10 35.6	-21 44 56	 4	 58.6	 51.5	 24.57	 0.615	 0.007	 12.66	 0.04	
230139	I4210   	13 10 47.5	+29 42 35	 5	 27.5	 20.8	 23.73	 0.332	 0.053	 13.54	 0.03	
  8256	N5005   	13 10 56.2	+37 03 30	 3	180.4	108.5	 24.18	 0.519	 0.062	  8.56	 0.03	*
  8255	072-012 	13 10 56.5	+11 28 36	 5	 41.8	 44.3	 24.24	 0.271	 0.042	 12.82	 0.07	
 29330	269 G 61	13 11 02.3	-44 35 26	 5	 82.6	 53.8	 22.92	 0.765	 0.022	 11.84	 0.03	
 29332	443 G 80	13 11 08.8	-28 00 28	 3	 31.8	 40.3	 22.77	 0.265	 0.133	 13.31	 0.14	
  8270	N5012   	13 11 37.0	+22 54 55	 5	 83.2	 55.8	 23.70	 0.467	 0.063	 10.72	 0.03	
  8282	294-026 	13 11 51.2	+60 14 50	 5	 33.2	 32.0	 24.04	 0.635	 0.018	 14.08	 0.08	
 29339	N5011A  	13 12 09.7	-43 18 24	 3	 49.0	 38.7	 24.86	 0.433	 0.023	 12.29	 0.04	
  8280	I4213   	13 12 11.1	+35 40 17	 5	 90.5	 67.8	 23.61	 0.833	 0.010	 12.54	 0.03	
  8286	N5023   	13 12 11.7	+44 02 12	 5	158.5	123.0	 23.85	 0.846	 0.004	 11.29	 0.03	
530053	M-334014	13 12 34.3	-17 32 27	 5	 88.4	 59.1	 24.83	 0.699	 0.032	 11.17	 0.03	
 29351	UA334   	13 12 55.8	-32 41 17	 5	104.8	 80.2	 25.01	 0.800	 0.016	 11.84	 0.04	
  8294	160-164 	13 12 58.2	+31 15 28	 5	 27.8	 28.4	 24.68	 0.332	 0.062	 13.92	 0.05	
