#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-28T19:22:51 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-28T19:22:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=VIII%2F77%2Ftable3&-out=UGC%2FAGC,OName,Sabs,e_Sabs,SNR,HRV,Tel&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_8077
#Name: VIII/77
#Title: HI spectral properties of galaxies (Springob+, 2005)
#INFO	ivoid=ivo://cds.vizier/viii/77	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/viii/77	    IVOID of underlying data collection
#INFO	creator=Springob C.M.	    First author or institution
#INFO	cites=bibcode:2005ApJS..160..149S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2005	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VIII/77	    Dataset landing page
#INFO	publication_date=2006-06-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VIII_77_table3:
#Name: VIII/77/table3
#Title: Properties of detected galaxies derived from spectra in digital archive
#Column	UGC/AGC	(I6)	Entry number in the UGC (Cat. <VII/26>) or AGC	[ucd=meta.id;meta.main]
#Column	OName	(a8)	Other name	[ucd=meta.id]
#Column	Sabs	(F6.2)	Self-absorption corrected line flux	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_Sabs	(F6.2)	Uncertainty in Sabs	[ucd=stat.error]
#Column	SNR	(F5.1)	Ratio of peak flux to rms noise	[ucd=instr.det.noise;stat.max]
#Column	HRV	(I6)	Heliocentric velocity of the profile midpoint	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Tel	(a5)	Code indicating the telescope used (G1)	[ucd=meta.id;instr.tel]
UGC/AGC	OName	Sabs	e_Sabs	SNR	HRV	Tel
  6764	M1211041	  8.76	  0.97	 12.1	  1458	GB300
 28087	440 G  9	  8.85	  0.53	 12.3	  1922	GB140
  6773	243-007 	  5.63	  0.71	  9.3	   924	GB300
510153	N3892   	  1.56	  0.26	  4.2	  1748	GB300
  6772	N3891   	 15.15	  1.88	 21.4	  6287	AOlf
210798	068-067 	  3.55	  0.37	 17.3	  6217	AOlf
  6774	M+919195	  9.06	  1.09	 11.7	  2417	GB300
  6775	068-069 	  9.70	  1.01	 37.4	  3165	AOlf
210799	068-068 	  4.82	  0.47	 21.2	  3986	AOlf
210803	127-056 	  2.79	  0.31	 10.4	  6814	AOlf
210804	I 737   	  6.10	  1.14	  9.0	  3825	AOlf
210806	068-073 	  1.28	  0.17	  6.5	  4388	AOlf
  6780	012-088 	 49.79	  7.89	 35.0	  1728	AOlf
  6781	N3896   	 52.29	  5.08	 36.4	   971	GB300
  6782	DDO 97  	  6.96	  0.20	 17.4	   525	GB140
510156	N3905   	  6.32	  0.72	 10.4	  5764	Nanc
  6786	N3900   	 18.30	  1.09	 10.1	  1800	GB140
  6790	N3902   	 11.58	  1.25	 25.8	  3600	AOlf
  6788	N3890   	  1.93	  0.32	  5.6	  6830	GB300
  6792	214-029 	 13.72	  1.51	 24.4	   849	GB300
  6791	157-039 	  6.37	  1.16	 11.5	  1854	AOlf
  6797	N3906   	 11.38	  1.18	 17.5	   885	GB300
210820	068-075 	  1.29	  0.18	  5.3	  6150	AOlf
210822	097-159 	  1.32	  0.14	 11.1	   763	AOlf
  6802	M+919209	 10.55	  1.31	 17.8	  1250	GB300
  6804	040-048 	 13.23	  1.90	 30.7	  5996	AOlf
  6808	        	  8.03	  1.15	  9.9	  6363	AOlf
211031	A1367-A3	  0.59	  0.08	  5.4	  7755	AOlf
  6815	N3917   	 31.32	  2.18	 14.1	   964	GB140
210829	127-068 	  0.84	  0.12	  5.0	  7684	AOlf
  6817	214-032 	 52.23	  2.28	 98.8	   243	GB140
210833	127-071 	  1.72	  0.19	  9.7	  6408	AOlf
210835	097-163 	  4.22	  0.42	 33.6	  1005	AOlf
211029	A1367-A1	  2.23	  0.27	  9.9	  8070	AOlf
  6833	N3930   	 30.59	  0.95	 23.3	   919	GB140
210856	127-081 	  1.13	  0.14	  7.2	  7207	AOlf
 28143	572 G  6	  5.52	  0.78	  7.1	  1484	GB140
210864	068-080 	  1.97	  0.21	 11.3	  6423	AOlf
 28144	N3936   	 21.07	  1.71	  7.6	  2021	GB140
  6845	068-082 	  3.03	  0.38	  8.2	  6286	AOlf
  6847	127-087 	  5.62	  0.69	 14.9	  4941	AOlf
  6858	292-041 	  8.59	  0.55	  9.3	  3141	GB140
 28152	379 G  6	  8.56	  1.03	  6.5	  2949	GB140
  6862	        	  4.88	  0.67	 10.9	  2739	AOlf
210882	127-094 	  2.07	  0.22	 10.8	  7434	AOlf
  6864	068-083 	  5.65	  0.71	 14.5	  6480	AOlf
  6867	N3951   	  3.18	  0.35	 11.0	  6458	AOlf
  6869	N3949   	 46.17	  1.83	 12.8	   801	GB140
212638	        	  0.83	  0.12	  5.2	  8506	AOlf
  6870	N3953   	 51.65	  2.46	 18.1	  1050	GB140
510177	I2974   	 13.09	  1.57	 11.2	  5750	Nanc
  6872	I2973   	  8.10	  0.87	 16.8	  3206	AOlf
 28168	572 G 11	 29.16	  1.55	 16.4	  1656	GB140
 28169	572 G 12	  5.35	  0.60	 13.4	  1685	Nanc
 28175	320 G 31	 10.34	  1.11	  6.0	  2893	GB140
  6879	012-115 	 13.35	  1.63	 14.5	  2387	AOlf
  6880	N3958   	  4.69	  0.53	 10.6	  3458	GB300
  6885	N3961   	  6.05	  0.69	 10.5	  6722	GB300
  6884	N3963   	 23.11	  2.26	 36.3	  3178	GB300
  6893	215-004 	  4.15	  0.48	 11.7	  6187	GB300
  6895	N3968   	 23.69	  3.42	 44.5	  6388	AOlf
211138	K1153+25	  2.34	  0.30	  8.6	 10152	AOlf
  6904	N3972   	 11.83	  0.94	  8.2	  1128	GB140
210922	127-107 	  1.65	  0.20	 15.4	  6355	AOlf
  6906	N3976   	 64.02	 10.13	 34.7	  2498	AOlf
 28198	N3981   	 90.03	  3.75	 37.1	  1710	GB140
  6911	098-008 	  7.57	  1.50	 14.7	  6350	AOlf
  6910	N3978   	  4.60	  0.51	 13.2	  9968	GB300
  6916	215-007 	 15.08	  1.55	 14.9	  6187	Effs
  6921	N3985   	 13.57	  1.36	 23.6	   943	GB300
 28206	320 G 35	 12.17	  1.31	 11.8	  2998	Nanc
  6924	069-008 	  3.38	  0.39	 13.3	  6402	AOlf
  6922	269-021 	  8.54	  0.95	 14.0	   892	GB300
  6931	292-053 	  5.12	  0.56	 14.5	  1190	GB300
  6934	013-013 	  8.87	  1.06	  7.9	  5498	GB300
 28218	572 G 26	  3.33	  0.55	  5.1	  3504	GB140
  6944	N3995   	 32.81	  4.48	 60.4	  3279	AOlf
 28226	321 G  1	  8.68	  0.80	  7.2	  3711	GB140
  6958	013-018 	  2.94	  0.42	  7.9	  5908	AOlf
  6960	N4012   	  9.20	  1.15	 31.5	  4181	AOlf
  6955	186-078 	 36.93	  1.61	 39.1	   905	GB140
  6963	N4013   	 43.44	  2.89	 16.6	   834	GB140
  6962	I 749   	 18.63	  1.88	 18.8	   777	GB300
  6964	N4010   	 42.41	  2.77	 13.8	   904	GB140
  6971	N4020   	 15.91	  1.84	 61.3	   760	AOlf
  6983	269-028 	 34.43	  1.29	 21.3	  1081	GB140
  6982	N4025   	 10.76	  1.18	  8.6	  3214	Nanc
211095	K1157+14	  0.66	  0.11	  5.6	  6897	AOlf
210979	069-013 	  1.74	  0.18	 12.2	 10488	AOlf
210981	069-014 	  0.74	  0.11	  8.3	  6925	AOlf
  6996	        	  3.60	  0.39	 14.4	  1957	GB300
  6993	N4030   	 66.28	 12.73	 22.3	  1458	AOlf
210986	069-016 	  2.34	  0.25	  9.5	 17088	AOlf
  6994	069-018 	  3.75	  0.42	 14.7	  6260	AOlf
210994	069-020 	  3.37	  0.35	 12.4	 12840	AOlf
  6998	        	  4.80	  0.53	 19.1	  1942	AOlf
  7012	158-001 	 14.04	  1.65	 31.1	  3080	AOlf
  7014	N4041   	 44.78	  4.39	 32.5	  1215	GB300
510212	M-131002	  7.92	  0.98	  5.9	  5725	Nanc
211028	069-032 	  0.68	  0.10	  5.2	 18476	AOlf
  7019	315-007 	  3.38	  0.37	 15.6	  1516	GB300
  7021	N4045   	 18.61	  2.73	 15.7	  1983	AOlf
 28289	440 G 44	 16.02	  0.75	 13.9	  2197	GB140
  7024	        	  2.08	  0.30	  5.9	  7494	AOlf
  7023	N4048   	  2.04	  0.23	  7.9	  4773	AOlf
  7025	N4047   	  6.38	  0.77	  8.9	  3420	GB300
  7026	I 756   	  4.63	  0.78	  8.8	  6274	AOlf
  7028	M+331023	  4.31	  0.54	  7.6	  6828	AOlf
220009	098-033 	  2.89	  0.33	 17.7	  6958	AOlf
  7031	158-005 	  8.16	  1.03	 27.2	  3573	AOlf
 28292	572 G 49	 13.21	  1.00	  8.7	  1660	GB140
  7032	098-035 	  2.52	  0.28	  8.1	  4055	AOlf
  7041	M+529002	  9.36	  1.25	 21.9	  3168	AOlf
  7039	098-038 	 12.48	  1.25	 68.2	  2062	AOlf
  7047	N4068   	 39.88	  1.22	 50.2	   210	GB140
  7045	N4062   	 26.80	  1.50	 12.1	   766	GB140
  7049	098-041 	  1.61	  0.24	  5.6	  7556	AOlf
  7054	N4064   	  2.12	  0.38	  9.4	   907	AOlf
  7048	N4067   	  5.58	  0.59	 14.8	  2420	AOlf
220039	098-043 	  1.18	  0.15	  6.4	  9702	AOlf
  7053	DDO108  	 10.42	  1.62	 14.5	  1467	AOlf
220045	069-039 	  3.61	  0.43	 11.4	  6902	AOlf
  7062	N4081   	  7.37	  0.76	 26.5	  1422	GB300
220054	I2990   	  2.26	  0.27	  6.9	  6785	AOlf
220062	I2991   	  1.53	  0.17	 11.6	 10019	AOlf
  7075	N4085   	 26.35	  2.69	 21.6	   743	GB300
220070	I2994   	  0.94	  0.11	  9.1	 19403	AOlf
  7081	N4088   	131.27	 14.39	 71.7	   746	GB300
220075	069-048 	  5.79	  0.60	 49.8	  6303	AOlf
220079	069-050 	  1.15	  0.14	  9.4	 10272	AOlf
520004	N4094   	 37.42	  2.39	  8.7	  1438	GB140
  7086	352-018 	 15.14	  1.68	 16.3	  2011	GB300
  7090	N4096   	 77.04	  5.41	 25.4	   572	GB140
  7095	N4100   	 49.80	  2.86	 15.2	  1072	GB140
  7100	098-056 	 10.35	  1.35	 13.4	  4316	AOlf
  7101	N4108   	 12.29	  1.26	 20.0	  2562	GB300
520006	M-231017	 23.30	  2.52	 13.8	  4477	GB300
 28340	379 G 27	  6.67	  0.72	  9.3	  2857	Nanc
220100	069-052 	  1.13	  0.15	  6.4	 15377	AOlf
  7103	N4111   	 11.97	  1.34	 20.2	   788	GB300
220101	128-031b	  1.54	  0.30	  5.2	  7014	AOlf
220106	I3004   	  2.78	  0.28	 20.9	  6353	AOlf
  7106	N4108b  	 13.32	  1.46	 15.4	  2561	GB300
 28345	I3005   	 25.61	  2.80	 13.3	  1721	Nanc
220117	I3008   	  5.90	  0.62	 23.5	  6977	AOlf
520010	M-331023	  2.48	  0.31	  6.5	  5262	Nanc
 28356	441 G  7	 10.26	  0.89	  9.4	  2220	GB140
  7122	N4127   	 24.83	  1.19	 15.3	  1813	GB140
520011	N4129   	 34.54	  3.50	 28.4	  1174	GB300
  7139	N4138   	 19.96	  1.97	 20.8	   874	GB300
  7140	N4142   	  6.82	  0.47	  8.2	  1158	GB140
 28378	505 G 23	  7.37	  0.55	  7.9	  1672	GB140
220157	069-066 	  2.12	  0.23	 14.7	  8657	AOlf
  7153	315-021 	 14.13	  1.58	 13.4	  2608	GB300
  7147	N4141   	  8.21	  0.83	 12.1	  1905	Effs
  7151	N4144   	 56.17	  3.82	 24.8	   265	GB140
  7150	I3023   	  2.73	  0.35	  6.0	   820	AOlf
  7161	I3024   	  3.61	  0.42	  9.0	  8753	AOlf
220166	VCC  19 	  1.30	  0.16	  5.3	  6896	AOlf
 28383	I 764   	 65.76	  4.54	 17.0	  2138	GB140
 28382	441 G 14	  6.30	  0.66	 15.2	  2167	Nanc
220168	VCC  22 	  0.48	  0.07	  5.7	  1702	AOlf
  7170	098-079 	 27.36	  4.56	 77.2	  2452	AOlf
  7169	N4152   	 31.76	  3.89	 63.0	  2169	AOlf
  7171	I3029a  	  7.95	  0.93	 20.8	  6814	AOlf
220176	069-072 	  1.75	  0.19	  7.5	  2241	AOlf
  7178	DDO110  	 10.91	  0.32	 28.8	  1335	GB140
  7183	N4157   	133.21	 10.72	 30.9	   771	GB140
 28393	441 G 17	 22.98	  1.49	 13.8	  2135	GB140
  7182	N4158   	  8.23	  0.92	 17.5	  2466	AOlf
  7184	013-098 	  6.49	  0.81	  9.9	  2116	AOlf
220184	098-089 	  1.12	  0.13	  8.2	  2334	AOlf
  7192	I 768   	  8.67	  0.95	 22.1	  4018	AOlf
  7193	N4162   	 21.27	  2.73	 34.9	  2572	AOlf
220194	069-079 	  1.22	  0.17	  6.6	 10336	AOlf
  7209	I 769   	 12.52	  1.03	  5.5	  2209	GB140
220199	I3039   	  2.21	  0.23	 15.1	  6996	AOlf
  7212	187-021 	  6.89	  0.96	  9.3	  6386	AOlf
  7213	215-052 	  3.38	  0.40	 13.1	  6886	GB300
  7215	N4178   	 81.66	  4.59	 25.7	   376	GB140
  7217	128-053 	  7.11	  0.94	 17.7	  7303	AOlf
  7220	I3046a  	 10.11	  1.16	 25.5	  8104	AOlf
  7222	N4183   	 60.08	  5.32	 19.2	   929	GB140
  7226	352-024 	  5.46	  0.63	 10.9	  2266	GB300
  7230	098-107a	  7.23	  0.75	 35.5	  7124	AOlf
  7234	N4193   	  7.05	  0.86	 23.1	  2631	AOlf
  7249	069-095 	  5.61	  0.69	  8.9	   625	AOlf
  7258	N4205   	  7.12	  0.80	 10.8	  1440	GB300
220240	I3060   	  5.73	  0.57	 47.8	  5825	AOlf
  7255	I3061   	 13.63	  1.88	 24.0	  2316	AOlf
  7259	I3063   	  0.28	  0.05	  3.6	  2402	AOlf
 28425	441 G 22	 17.18	  1.36	  7.1	  6474	GB140
222410	        	  0.83	  0.11	  5.6	  6619	AOlf
220247	I 771   	  4.24	  0.43	 19.0	  5863	AOlf
  7262	I3066   	  1.92	  0.23	 10.3	   384	AOlf
  7260	N4206   	 49.90	  3.91	 22.4	   703	GB140
221591	128-064 	  2.24	  0.34	  7.2	  6791	AOlf
  7275	N4212   	 15.09	  2.14	 29.3	   -88	AOlf
  7283	N4218   	  8.59	  0.92	 14.2	   713	GB300
  7282	N4217   	 29.94	  2.02	 10.1	  1028	GB140
220258	VCC 169 	  5.53	  0.56	 30.3	  2220	Nanc
  7290	N4220   	  3.48	  0.48	  6.9	   929	GB300
220272	098-123 	  3.07	  0.32	 15.3	 10734	AOlf
  7291	N4222   	 26.52	  4.17	 59.4	   230	AOlf
  7292	N4224   	  3.06	  0.40	  6.6	  2600	AOlf
220280	I3093   	  2.84	  0.29	 15.6	  7053	AOlf
  7301	243-058 	 10.96	  1.29	 12.3	   706	GB300
  7300	DDO117  	 14.51	  0.41	 36.0	  1210	GB140
  7308	N4238   	  9.82	  1.08	  6.3	  2767	Effs
  7315	N4237   	  4.29	  0.54	 10.9	   863	AOlf
  7319	N4241   	  1.37	  0.19	  9.4	  2240	AOlf
  7329	N4250   	 11.29	  1.11	 29.1	  2041	GB300
  7322	N4244   	528.24	 70.42	 99.9	   245	GB140
  7323	N4242   	 44.74	  1.66	 35.3	   515	GB140
  7321	128-070 	 63.10	  6.69	 26.5	   408	GB140
  7328	N4245   	  0.77	  0.14	  6.2	   886	AOlf
  7327	098-133 	 12.87	  1.79	 22.4	  6692	AOlf
  7330	I3107   	  8.75	  0.99	  9.9	  7285	AOlf
  7334	N4246   	 22.96	  2.87	 26.5	  3719	AOlf
  7333	I3115   	  8.18	  0.91	 20.1	   733	AOlf
  7337	013-121 	 13.97	  1.49	 12.6	  5701	AOlf
  7341	I3122   	  4.82	  0.53	 15.7	  6948	AOlf
221520	K1215+12	  5.25	  0.64	 15.9	  7595	AOlf
220326	I3127   	  0.71	  0.09	  7.2	  7721	AOlf
220328	042-001 	  2.13	  0.32	  6.3	  1995	AOlf
220330	I3128a  	  4.17	  0.42	 22.8	 11635	AOlf
  7345	N4254   	 92.67	  2.98	 34.0	  2406	GB140
 28463	573 G 10	  4.54	  0.49	 12.3	  5574	Nanc
  7352	I 776   	 13.84	  1.62	 54.7	  2468	AOlf
 28464	573 G 11	  5.42	  0.56	 15.4	  4013	Nanc
  7354	042-008 	  2.44	  0.24	 14.7	  1525	AOlf
  7358	243-068 	  7.62	  0.93	  7.8	  3658	GB300
  7357	128-075 	  5.58	  0.76	 56.3	  6682	AOlf
220374	I3156   	  2.42	  0.24	 15.9	  5872	AOlf
  7380	N4273   	 22.94	  2.97	 17.6	  2381	AOlf
 28471	506 G  2	 14.49	  1.50	  5.4	  4019	GB140
  7393	N4284   	 13.25	  1.36	 12.1	  4203	Effs
  7387	042-033 	  6.94	  1.09	  9.9	  1734	AOlf
  7394	014-011 	  8.75	  1.23	 19.0	  1598	AOlf
220402	I3174   	  2.32	  0.29	  8.2	  9525	AOlf
  7399	N4288   	 39.56	  1.37	 21.2	   535	GB140
520042	M-132004	  6.87	  0.75	 10.7	  5436	Nanc
220416	I3188   	  1.89	  0.20	 12.8	  5899	AOlf
  7403	N4289   	 30.94	  5.62	 27.6	  2541	AOlf
  7405	N4293   	  1.63	  0.36	  9.2	   921	AOlf
 28479	573 G 14	  1.57	  0.28	  3.1	  6854	Nanc
  7407	N4294   	 54.07	  2.51	 23.1	   323	GB140
  7412	N4298   	 19.55	  2.80	 34.9	  1140	AOlf
  7416	215-067 	  6.61	  0.98	  6.3	  6899	GB300
 28491	380 G 19	 11.75	  1.58	 12.9	  2934	Nanc
  7431	N4307   	  2.04	  0.34	  6.1	  1051	AOlf
220447	I3209   	  1.35	  0.19	  5.2	  7507	AOlf
  7430	I3211   	  2.77	  0.28	 26.1	  5836	AOlf
  7435	N4309   	  0.38	  0.07	  4.3	  1053	AOlf
  7439	N4301   	 18.85	  1.98	 78.8	  1285	AOlf
520045	I 784   	 10.54	  1.16	  9.1	  4876	Nanc
  7443	N4314   	  0.40	  0.09	  4.1	   985	AOlf
  7447	N4316   	 12.82	  1.83	 19.1	  1252	AOlf
  7450	N4321   	 59.52	  2.34	 21.1	  1574	GB140
  7451	N4324   	 10.41	  1.23	 11.4	  1667	AOlf
  7454	N4326   	  3.02	  0.35	 13.9	  7122	AOlf
  7459	I3247   	  4.71	  0.73	 14.0	   569	AOlf
220488	N4333   	  1.24	  0.20	  5.8	  7040	AOlf
220495	I3255   	  2.28	  0.25	 11.4	  6455	AOlf
  7464	042-069 	  7.82	  0.99	  8.7	  7548	AOlf
  7469	I3259   	  2.69	  0.32	 12.4	  1424	AOlf
520051	N4348   	 17.71	  2.10	 12.6	  2012	Nanc
  7476	N4351   	  4.45	  0.51	 23.9	  2325	AOlf
  7482	N4356   	  0.99	  0.15	  6.2	  1129	AOlf
  7489	N4369   	  5.11	  0.53	 20.8	  1015	GB300
221521	VCC 770 	  5.65	  0.69	 13.7	  7573	AOlf
  7506	N4384   	  4.17	  0.52	  8.6	  2531	GB300
  7510	I3311   	  3.70	  0.56	  8.0	  -169	AOlf
  7514	N4389   	  7.92	  0.82	 15.9	   711	GB300
220551	070-062 	  1.69	  0.21	  7.7	  6888	AOlf
220554	070-064 	  0.84	  0.11	  6.0	  7443	AOlf
  7513	I3322a  	 34.38	  2.90	 12.3	   993	GB140
  7516	042-096 	  6.47	  0.70	 12.2	  5379	AOlf
  7524	N4395   	411.74	 42.77	 99.9	   319	GB140
  7519	N4390   	  7.87	  0.90	 25.9	  1101	AOlf
220557	070-066 	  1.58	  0.22	  5.9	  7559	AOlf
  7518	I3322   	  6.11	  0.83	 28.8	  1204	AOlf
  7522	042-099 	 10.30	  1.64	 15.9	  1426	AOlf
  7526	N4396   	 21.39	  3.32	 34.4	  -125	AOlf
  7529	N4405   	  1.23	  0.16	  7.6	  1739	AOlf
  7528	N4402   	 12.76	  2.10	 14.5	   237	AOlf
  7539	N4414   	 73.70	  2.87	 15.9	   708	GB140
  7538	N4413   	 11.53	  1.47	 99.9	    69	AOlf
  7541	N4416   	  5.41	  0.61	 17.9	  1393	AOlf
220593	I3357   	  1.54	  0.17	 10.6	 14076	AOlf
  7549	N4420   	 12.65	  1.53	 28.7	  1693	AOlf
  7558	I 792   	  6.96	  0.82	 24.2	  6222	AOlf
  7565	I3371   	 14.86	  2.12	 31.2	   924	AOlf
  7566	N4430   	 10.62	  1.55	 30.3	  1450	AOlf
520062	N4428   	 18.59	  1.85	 12.5	  2975	GB300
  7570	N4432   	  6.41	  0.64	 24.4	  6401	AOlf
  7584	        	  3.97	  0.40	 13.2	   604	AOlf
220635	N4447   	  3.29	  0.37	  9.4	  7323	AOlf
  7591	N4448   	  3.37	  0.57	  9.4	   658	AOlf
  7590	070-108 	 16.12	  1.83	 43.0	  1119	AOlf
  7600	N4451   	  3.16	  0.35	 11.4	   859	AOlf
  7602	I3392   	  1.39	  0.18	  7.4	  1680	AOlf
  7603	N4455   	 34.55	  4.62	 99.9	   644	AOlf
  7611	N4460   	  5.35	  0.61	  9.0	   495	GB300
  7607	042-122 	 18.30	  2.88	 28.5	  4240	AOlf
  7609	N4457   	  4.06	  0.53	  7.6	   885	GB300
  7617	244-023 	 13.46	  1.67	 10.2	  6970	GB300
  7621	I3414   	  5.30	  0.58	 32.9	   526	AOlf
  7627	N4470   	  7.82	  0.81	 27.8	  2340	AOlf
222431	        	  1.30	  0.18	  5.2	 11072	AOlf
  7632	N4475   	  5.11	  0.59	 21.1	  7393	AOlf
221586	3C273dw 	  1.77	  0.25	  4.3	  1571	AOlf
  7633	I3425   	  6.38	  0.75	 19.3	  7316	AOlf
520067	M-132019	 10.17	  1.08	 13.9	  5461	GB300
  7644	042-138 	  9.20	  1.20	 17.3	  4219	AOlf
220690	I3432   	  1.47	  0.15	 14.3	  6053	AOlf
  7667	N4500   	  9.70	  1.09	  8.9	  3112	GB300
  7669	N4498   	 20.87	  3.27	 30.0	  1507	AOlf
  7673	DDO131  	 10.66	  0.28	 22.5	   644	GB140
  7675	N4501   	 33.49	  1.84	 13.2	  2284	GB140
  7678	216-009 	  6.55	  0.72	 20.1	   678	GB300
520071	N4504   	 98.38	  3.53	 38.3	   998	GB140
  7686	I3467   	  7.45	  0.87	 25.6	  7504	AOlf
  7685	N4517A  	 42.87	  1.63	 22.2	  1529	GB140
  7689	M+726020	  7.28	  0.86	 11.5	  6214	GB300
  7695	I3476   	  5.31	  0.76	 10.7	  -175	AOlf
  7694	N4517   	175.27	 17.07	 33.7	  1126	GB140
220756	042-147 	  5.73	  0.67	  8.1	  4985	AOlf
  7697	099-085 	 10.57	  1.39	 20.1	  2532	AOlf
  7698	159-013 	 42.67	  1.68	 48.7	   331	GB140
220772	I3489   	  0.62	  0.09	  4.8	  7865	AOlf
 28604	442 G  2	  4.59	  0.58	 10.9	  3553	Nanc
 28606	506 G 17	  2.44	  0.36	  6.3	  2131	GB140
520073	UA286   	 24.67	  2.65	 19.1	  1291	GB300
  7711	N4522   	  8.47	  0.74	  7.3	  2328	GB140
220786	I3500   	  3.09	  0.33	 17.4	  6120	AOlf
  7714	N4525   	 10.72	  1.53	 36.8	  1176	AOlf
520076	N4524   	  5.44	  0.61	  8.8	  4843	Nanc
  7716	I 800   	  1.37	  0.15	 14.0	  2340	AOlf
  7723	N4534   	 67.81	  1.97	 49.3	   802	GB140
  7724	I3516   	  5.88	  0.74	 16.8	  6855	AOlf
  7726	N4532   	 68.24	  3.36	 25.0	  2011	GB140
221477	MYSTERY 	  6.88	  0.70	 23.6	  2369	GB300
  7747	N4545   	 15.23	  0.81	 11.0	  2737	GB140
  7745	Mail76  	  1.33	  0.25	  5.9	  1183	GB300
  7750	159-018 	  4.37	  0.70	 15.5	  8065	AOlf
  7758	N4562   	  8.29	  1.06	 44.4	  1352	AOlf
  7756	N4544   	  4.44	  0.59	 11.8	  1152	AOlf
220825	099-097 	  3.71	  0.40	 11.5	  9170	AOlf
  7766	N4559   	380.30	 31.14	 86.1	   814	GB140
  7768	N4561   	 26.93	  2.73	 99.9	  1409	AOlf
  7772	N4565   	438.82	123.48	 99.9	  1282	AOlf
  7774	216-014 	 30.35	  2.41	 12.8	   522	GB140
  7787	I3587   	  9.44	  1.21	 21.8	  7340	AOlf
  7791	I3598   	  1.04	  0.13	  9.7	  7674	AOlf
 28657	N4574   	  9.38	  0.58	  9.6	  2952	GB140
  7794	N4580   	  0.88	  0.13	  6.8	  1041	AOlf
220864	N4585   	  2.56	  0.28	 13.4	  7291	AOlf
  7802	042-186 	  4.55	  0.58	 21.7	  1788	AOlf
220869	I3609   	  1.81	  0.19	 16.1	  9190	AOlf
  7806	014-086 	  8.25	  1.16	 11.4	  5199	AOlf
  7808	I3608   	 15.69	  2.63	 20.7	  7280	AOlf
220872	CVn I   	 16.32	  0.41	 52.0	   309	GB140
  7810	N4588   	  6.22	  0.69	 18.9	  5607	AOlf
  7819	N4592   	188.38	 10.56	 60.2	  1069	GB140
  7827	M+823071	  8.11	  0.86	 22.4	   555	GB300
 28689	506 G 31	  1.88	  0.36	  4.2	  2961	GB140
  7826	N4595   	  7.52	  0.82	 24.9	   631	AOlf
520103	N4597   	 76.41	  7.69	 43.7	  1037	GB300
220907	I3638   	  2.50	  0.25	 31.3	  6462	AOlf
 28697	381 G  5	  9.69	  0.96	 15.8	  5694	Nanc
  7836	159-052 	  6.79	  0.78	 15.0	  9337	AOlf
  7848	315-052 	  8.43	  0.87	 16.6	  2498	GB300
  7839	N4606   	  1.33	  0.19	 11.2	  1649	AOlf
  7845	159-055 	  5.49	  0.69	 16.8	  7737	AOlf
520117	M-232023	  6.19	  0.66	 11.0	  4349	Nanc
  7849	N4611   	  7.85	  0.90	 20.1	  6117	AOlf
  7853	N4618   	 87.38	  2.45	 51.1	   548	GB140
  7852	N4615   	 18.92	  2.02	 18.8	  4728	AOlf
 28722	507 G  2	  2.95	  0.33	  8.9	  7333	Nanc
  7871	N4630   	  8.78	  0.97	 22.2	   741	AOlf
  7870	N4632   	 55.87	  2.83	 13.1	  1721	GB140
  7876	N4635   	 11.15	  1.23	 29.7	   956	AOlf
  7873	015-001 	  6.49	  0.79	 10.5	  5024	AOlf
  7875	N4634   	  8.23	  1.16	 27.1	   139	AOlf
  7877	        	  4.45	  0.53	 20.9	  5907	AOlf
  7883	015-002 	 29.85	  4.45	 32.5	  3210	AOlf
  7890	159-059 	  2.34	  0.26	  8.7	  7525	AOlf
220961	I3698   	  1.87	  0.20	 24.7	  8354	AOlf
  7893	N4642   	  9.29	  1.20	  8.8	  2644	AOlf
220965	I3702   	  1.91	  0.20	 10.3	  8638	AOlf
  7897	159-062 	  2.13	  0.27	  9.0	  9360	AOlf
  7908	335-021 	  2.33	  0.31	  8.8	  1668	GB300
  7901	N4651   	 66.24	  2.38	 18.2	   800	GB140
  7902	N4654   	 56.09	  2.40	 21.9	  1036	GB140
220980	I3714   	  1.68	  0.23	  5.9	  9117	AOlf
  7917	N4662   	  4.95	  0.74	  5.7	  6995	AOlf
220981	I3723   	  6.33	  0.78	  8.4	  5353	GB300
