#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-04T04:15:36 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-04T04:15:36	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FA%2BA%2F534%2FA109%2Fmcxc&-out.max=unlimited&-out.all=	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35340109
#Name: J/A+A/534/A109
#Title: MCXC Meta-Catalogue X-ray galaxy Clusters (Piffaretti+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/534/a109	    IVOID of underlying data collection
#INFO	creator=Piffaretti R.	    First author or institution
#INFO	cites=bibcode:2011A&A...534A.109P	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/534/A109	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35340109	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_534_A109_mcxc:
#Name: J/A+A/534/A109/mcxc
#Title: MCXC catalogue (table2 of the paper)
#Column	MCXC	(A12)	MCXC name (JHHMM.m+DDMM)	[ucd=meta.id;meta.main]
#Column	OName	(a18)	Other name	[ucd=meta.id]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F7.4)	Redshift	[ucd=src.redshift]
#Column	L500	(F9.6)	X-ray luminosity in 10^44^erg/s (1)	[ucd=phys.luminosity;em.X-ray]
#Column	M500	(F7.4)	Total mass (1)	[ucd=phys.mass]
#Column	R500	(F7.4)	Characteristic radius (1)	[ucd=phys.size.radius]
#Column	Notes	(a42)	Notes (losStr = line of sight structure)	[ucd=meta.note]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
MCXC	OName	RAJ2000	DEJ2000	z	L500	M500	R500	Notes	Simbad
J1434.2-3229	BVH2007 190       	14 34 17.3	-32 29 04	 0.2410	 2.891941	 3.2855	 0.9676	                                          	Simbad
J1435.0-2821	RXCJ1435.0-2821   	14 35 00.6	-28 21 56	 0.0689	 0.460721	 1.2161	 0.7370	                                          	Simbad
J1436.8-0900	RXCJ1436.8-0900   	14 36 53.5	-09 00 13	 0.0842	 0.733684	 1.5981	 0.8033	                                          	Simbad
J1436.9+5507	BVH2007 191       	14 36 58.3	+55 07 45	 0.1250	 0.158832	 0.6107	 0.5751	                                          	Simbad
J1438.8+6423	BVH2007 192       	14 38 50.6	+64 23 39	 0.1460	 0.220032	 0.7337	 0.6071	                                          	Simbad
J1440.6+0328	RXC J1440.6+0328  	14 40 38.2	+03 28 35	 0.0263	 0.192567	 0.7352	 0.6316	                                          	Simbad
J1442.3+2218	RXC J1442.3+2218  	14 42 18.4	+22 18 17	 0.0901	 1.364553	 2.3234	 0.9083	                                          	Simbad
J1444.1+6344	BVH2007 NS 11     	14 44 06.5	+63 44 54	 0.2980	 0.668555	 1.2862	 0.6931	                                          	Simbad
J1444.3+3114	A1961             	14 44 22.6	+31 14 06	 0.2340	 3.227676	 3.5321	 0.9937	                                          	Simbad
J1447.4+0827	RXC J1447.4+0827  	14 47 25.6	+08 27 49	 0.1954	 4.749574	 4.6039	 1.1006	                                          	Simbad
J1448.6-2749	BVH2007 193       	14 48 36.2	-27 49 10	 0.1750	 0.609173	 1.3363	 0.7340	may be a part of A3609                    	Simbad
J1451.1+1436	A1978             	14 51 06.0	+14 36 40	 0.1460	 2.562299	 3.2781	 0.9998	                                          	Simbad
J1451.2+1840	BVH2007 194       	14 51 17.3	+18 41 00	 0.0439	 0.018688	 0.1752	 0.3895	                                          	Simbad
J1452.9+5802	RXC J1452.9+5802  	14 52 56.1	+58 02 56	 0.3179	 8.276290	 5.8708	 1.1412	                                          	Simbad
J1452.9+1641	RXC J1452.9+1641  	14 52 58.8	+16 41 59	 0.0444	 0.262857	 0.8782	 0.6664	                                          	Simbad
J1453.1+2153	RXC J1453.1+2153  	14 53 07.2	+21 53 41	 0.1186	 0.887055	 1.7512	 0.8188	                                          	Simbad
J1454.4+1622	RXC J1454.4+1622  	14 54 28.0	+16 22 13	 0.0456	 0.091606	 0.4614	 0.5375	                                          	Simbad
J1454.5+1838	RXC J1454.5+1838  	14 54 31.4	+18 38 31	 0.0586	 0.770331	 1.6755	 0.8228	B                                         	Simbad
J1455.2-3325	RXCJ1455.2-3325   	14 55 13.9	-33 25 36	 0.1158	 1.288239	 2.2029	 0.8848	                                          	Simbad
J1456.2-3826	RXC J1456.2-3826  	14 56 12.2	-38 26 24	 0.1150	 1.431915	 2.3510	 0.9044	                                          	Simbad
J1456.2+2221	MS1454.0+2233     	14 56 15.0	+22 21 12	 0.1080	 0.206448	 0.7253	 0.6125	                                          	Simbad
J1456.3-0549	RXCJ1456.3-0549   	14 56 19.6	-05 49 39	 0.2200	 3.831716	 3.9640	 1.0379	                                          	Simbad
J1457.2+2220	RXC J1457.2+2220  	14 57 15.9	+22 20 36	 0.2579	 8.628537	 6.3150	 1.1956	                                          	Simbad
J1459.0-0843	RXCJ1459.0-0843   	14 59 03.5	-08 43 30	 0.1043	 1.001337	 1.9047	 0.8461	                                          	Simbad
J1459.4-1811	RXCJ1459.4-1811   	14 59 29.3	-18 11 13	 0.2357	13.967532	 8.6180	 1.3370	                                          	Simbad
J1500.0+2234	BVH2007 NS 12     	15 00 02.6	+22 34 05	 0.2300	 0.325414	 0.8745	 0.6249	                                          	Simbad
J1500.3+2121	A2009             	15 00 20.4	+21 21 43	 0.1530	 5.267989	 5.0613	 1.1528	                                          	Simbad
J1500.8+2244	RX J1500.8+2244   	15 00 51.5	+22 44 41	 0.4500	 1.696465	 2.0045	 0.7582	                                          	Simbad
J1501.0-0824	WARP J1501.0-0824 	15 01 04.3	-08 24 56	 0.5100	 0.688869	 1.1003	 0.6063	estimated redshift                        	Simbad
J1501.1+0141	RXCJ1501.1+0141   	15 01 11.9	+01 41 53	 0.0050	 0.030004	 0.2399	 0.4377	                                          	Simbad
J1501.3-0830	BVH2007 195       	15 01 18.2	-08 30 33	 0.1080	 0.592345	 1.3793	 0.7589	                                          	Simbad
J1501.3+4220	RXC J1501.3+4220  	15 01 23.2	+42 20 47	 0.2917	 4.894797	 4.3520	 1.0430	                                          	Simbad
J1504.1-0248	RXCJ1504.1-0248   	15 04 07.7	-02 48 18	 0.2153	24.968847	12.4750	 1.5235	X                                         	Simbad
J1504.6-1453	BVH2007 196       	15 04 39.1	-14 53 58	 0.2840	 0.949354	 1.6107	 0.7510	                                          	Simbad
J1506.4+0136	RXC J1506.4+0136  	15 06 29.8	+01 36 18	 0.0060	 0.011067	 0.1305	 0.3572	                                          	Simbad
J1510.1+3330	RXC J1510.1+3330  	15 10 11.7	+33 30 53	 0.1130	 3.513114	 4.0695	 1.0866	BC                                        	Simbad
J1510.9+0543	A2029             	15 10 55.0	+05 43 12	 0.0766	 8.726709	 7.2708	 1.3344	                                          	Simbad
J1511.1+1802	RXC J1511.1+1802  	15 11 06.3	+18 02 37	 0.1161	 0.893878	 1.7625	 0.8213	                                          	Simbad
J1511.3+0619	A2033             	15 11 23.5	+06 19 08	 0.0817	 1.406968	 2.3811	 0.9183	                                          	Simbad
J1511.5+0145	RXCJ1511.5+0145   	15 11 33.5	+01 45 51	 0.0384	 0.080177	 0.4275	 0.5252	B                                         	Simbad
J1512.2-2254	RXCJ1512.2-2254   	15 12 12.6	-22 54 59	 0.3152	 8.972247	 6.1805	 1.1621	                                          	Simbad
J1512.6+3451	RXC J1512.6+3451  	15 12 37.3	+34 51 36	 0.1489	 0.859608	 1.6807	 0.7994	                                          	Simbad
J1512.8-0128	RXCJ1512.8-0128   	15 12 51.0	-01 28 47	 0.1223	 1.283205	 2.1875	 0.8808	                                          	Simbad
J1514.2+5527	WARP J1514.2+5527 	15 14 13.5	+55 27 51	 0.4753	 0.662599	 1.1063	 0.6158	                                          	Simbad
J1514.3+3636	BVH2007 NS 13     	15 14 22.1	+36 36 22	 0.3720	 3.028141	 3.0438	 0.8982	                                          	Simbad
J1514.6-4558	RXC J1514.6-4558  	15 14 36.3	-45 58 53	 0.0580	 1.645635	 2.6628	 0.9604	                                          	Simbad
J1514.9+5541	WARP J1514.9+5541 	15 14 55.2	+55 41 28	 0.5590	 1.690350	 1.8248	 0.7039	                                          	Simbad
J1514.9-1523	RXCJ1514.9-1523   	15 14 58.0	-15 23 10	 0.2226	 6.427656	 5.4232	 1.1511	                                          	Simbad
J1515.5+4346	BVH2007 197       	15 15 32.9	+43 46 35	 0.1370	 0.249047	 0.7965	 0.6258	                                          	Simbad
J1515.6+4350	RX J1515.6+4350   	15 15 36.8	+43 50 50	 0.2430	 0.268128	 0.7694	 0.5960	                                          	Simbad
J1516.3+0005	RXCJ1516.3+0005   	15 16 19.2	+00 05 52	 0.1181	 1.689631	 2.5949	 0.9337	                                          	Simbad
J1516.5-0056	RXCJ1516.5-0056   	15 16 34.0	-00 56 56	 0.1198	 1.296543	 2.2053	 0.8839	                                          	Simbad
J1516.7+0701	RXC J1516.7+0701  	15 16 44.0	+07 01 07	 0.0353	 1.442058	 2.4945	 0.9465	                                          	Simbad
J1517.9+3127	WARP J1517.9+3127 	15 17 55.9	+31 27 35	 0.7440	 1.771106	 1.6042	 0.6264	                                          	Simbad
J1518.3-4632	RXC J1518.3-4632  	15 18 22.8	-46 32 25	 0.0560	 0.468575	 1.2396	 0.7448	                                          	Simbad
J1518.7+0613	RXC J1518.7+0613  	15 18 45.6	+06 13 52	 0.1021	 2.241343	 3.1180	 0.9979	C                                         	Simbad
J1520.9+4840	RXC J1520.9+4840  	15 20 54.5	+48 40 10	 0.1076	 1.696173	 2.6205	 0.9400	                                          	Simbad
J1521.2+3038	A2061             	15 21 17.0	+30 38 24	 0.0777	 1.884743	 2.8536	 0.9766	                                          	Simbad
J1521.8+0742	RXC J1521.8+0742  	15 21 50.0	+07 42 32	 0.0442	 1.482131	 2.5215	 0.9473	                                          	Simbad
J1522.2+2952	MS1520.1+3002     	15 22 13.5	+29 52 37	 0.1170	 0.416706	 1.1060	 0.7029	                                          	Simbad
J1522.4+2742	RXC J1522.4+2742  	15 22 26.5	+27 42 34	 0.0723	 2.627874	 3.5078	 1.0480	                                          	Simbad
J1523.0+0836	RXC J1523.0+0836  	15 23 05.4	+08 36 09	 0.0355	 1.138819	 2.1598	 0.9020	                                          	Simbad
J1523.1+3050	A2067             	15 23 07.9	+30 50 42	 0.0756	 0.441601	 1.1796	 0.7280	                                          	Simbad
J1524.0+1003	WARP J1524.0+1003 	15 24 04.2	+10 03 14	 0.2200	 0.265000	 0.7775	 0.6031	                                          	Simbad
J1524.1+2955	A2069             	15 24 09.8	+29 55 16	 0.1145	 4.263016	 4.5741	 1.1292	                                          	Simbad
J1524.2-3154	RXCJ1524.2-3154   	15 24 12.8	-31 54 14	 0.1028	 2.820712	 3.5855	 1.0452	                                          	Simbad
J1524.6+0957	BVH2007 198       	15 24 40.3	+09 57 35	 0.5160	 3.687757	 3.0450	 0.8493	                                          	Simbad
J1524.8+1005	WARP J1524.8+1005 	15 24 52.2	+10 05 18	 0.2510	 0.192446	 0.6246	 0.5543	                                          	Simbad
J1525.7+2825	A2073             	15 25 44.6	+28 25 41	 0.1515	 1.815528	 2.6463	 0.9292	                                          	Simbad
J1525.9+1814	A2072             	15 25 54.5	+18 14 10	 0.1270	 1.862146	 2.7358	 0.9474	                                          	Simbad
J1528.0+6956	RXC J1528.0+6956  	15 28 03.7	+69 56 32	 0.1136	 0.841948	 1.7024	 0.8125	                                          	Simbad
J1532.9+3021	RXJ1532.9+3021    	15 32 54.2	+30 21 11	 0.3450	14.727650	 8.1627	 1.2608	                                          	Simbad
J1533.2+3108	BVH2007 199       	15 33 17.0	+31 08 55	 0.0673	 0.291699	 0.9213	 0.6722	                                          	Simbad
J1535.0+0120	MS1532.5+0130     	15 35 01.8	+01 20 49	 0.3200	 0.766341	 1.3735	 0.7027	                                          	Simbad
J1535.1-4658	RXC J1535.1-4658  	15 35 09.1	-46 58 45	 0.0360	 0.058044	 0.3516	 0.4925	                                          	Simbad
J1536.5+0133	BVH2007 NS 14     	15 36 35.3	+01 33 20	 0.3090	 2.818002	 3.0654	 0.9221	                                          	Simbad
J1537.7+1200	BVH2007 200       	15 37 44.6	+12 00 21	 0.1340	 0.183334	 0.6622	 0.5891	                                          	Simbad
J1539.5-8335	RXCJ1539.5-8335   	15 39 33.9	-83 35 32	 0.0728	 2.235082	 3.1770	 1.0138	                                          	Simbad
J1539.6+2147	A2107             	15 39 38.4	+21 47 20	 0.0411	 0.624786	 1.4922	 0.7960	                                          	Simbad
J1539.7+3424	RXC J1539.7+3424  	15 39 44.1	+34 24 56	 0.2290	 5.054695	 4.6611	 1.0920	                                          	Simbad
J1539.8+3043	RXC J1539.8+3043  	15 39 48.7	+30 43 02	 0.0980	 2.257681	 3.1409	 1.0017	                                          	Simbad
J1540.1-0318	RXCJ1540.1-0318   	15 40 07.5	-03 18 29	 0.1533	 4.225983	 4.4239	 1.1021	                                          	Simbad
J1540.1+1752	A2108             	15 40 09.1	+17 52 41	 0.0916	 0.998933	 1.9190	 0.8518	                                          	Simbad
J1540.1+6611	BVH2007 NS 15     	15 40 10.1	+66 11 18	 0.2450	 0.813336	 1.5112	 0.7458	                                          	Simbad
J1540.8+1445	RX J1540.8+1445   	15 40 53.3	+14 45 34	 0.4410	 0.732240	 1.2099	 0.6430	                                          	Simbad
J1541.1+6626	BVH2007 NS 16     	15 41 10.8	+66 26 30	 0.2450	 0.719754	 1.4027	 0.7275	                                          	Simbad
J1544.0+5346	RX J1544.0+5346   	15 44 05.0	+53 46 27	 0.1120	 0.043596	 0.2802	 0.4455	                                          	Simbad
J1545.0+3603	A2124             	15 45 00.0	+36 03 58	 0.0654	 0.684165	 1.5514	 0.8003	                                          	Simbad
J1547.3+2057	BVH2007 NS 17     	15 47 20.4	+20 57 01	 0.2660	 0.751548	 1.4167	 0.7244	                                          	Simbad
J1548.7-0259	RXCJ1548.7-0259   	15 48 45.9	-02 59 47	 0.1010	 0.935919	 1.8321	 0.8361	B                                         	Simbad
J1549.2+1123	MS1546.8+1132     	15 49 14.4	+11 23 20	 0.2260	 1.597991	 2.3149	 0.8657	                                          	Simbad
J1552.2+2013	BVH2007 201       	15 52 12.2	+20 13 42	 0.1360	 0.351180	 0.9829	 0.6715	                                          	Simbad
J1553.3+5107	RXC J1553.3+5107  	15 53 20.5	+51 07 21	 0.2354	 1.676440	 2.3664	 0.8691	                                          	Simbad
J1554.2+3237	RXC J1554.2+3237  	15 54 17.6	+32 37 40	 0.0750	 0.321867	 0.9731	 0.6829	?                                         	Simbad
J1556.1+6621	RXC J1556.1+6621  	15 56 08.9	+66 21 21	 0.2339	 5.507116	 4.8927	 1.1078	C                                         	Simbad
J1557.7+3530	RXC J1557.7+3530  	15 57 45.2	+35 30 14	 0.1549	 1.883816	 2.6998	 0.9343	                                          	Simbad
J1558.3+2713	RXC J1558.3+2713  	15 58 20.6	+27 13 37	 0.0894	10.676087	 8.1491	 1.3803	L                                         	Simbad
J1558.3-1410	RXCJ1558.3-1410   	15 58 23.2	-14 10 04	 0.0970	 3.179797	 3.8731	 1.0745	B                                         	Simbad
J1559.1+6353	WARP J1559.1+6353 	15 59 10.0	+63 53 06	 0.8500	 3.358891	 2.1665	 0.6639	Contaminated. See WARPSII paper sect. 3.2.	Simbad
J1600.3+3313	MS1558.5+3321     	16 00 22.7	+33 13 18	 0.0880	 0.709528	 1.5616	 0.7962	                                          	Simbad
J1601.3+5354	RXC J1601.3+5354  	16 01 23.4	+53 54 22	 0.1068	 1.238344	 2.1643	 0.8822	                                          	Simbad
J1601.7-7544	RXC J1601.7-7544  	16 01 46.7	-75 44 46	 0.1530	 8.707393	 6.8760	 1.2768	                                          	Simbad
J1602.3+1601	A2147             	16 02 18.7	+16 01 12	 0.0353	 1.358380	 2.4052	 0.9351	                                          	Simbad
J1603.0+2524	A2148             	16 03 02.2	+25 24 14	 0.0888	 0.742090	 1.6041	 0.8031	                                          	Simbad
J1604.5+1743	RXC J1604.5+1743  	16 04 35.7	+17 43 28	 0.0370	 0.508824	 1.3202	 0.7652	L                                         	Simbad
J1604.9+2355	RXC J1604.9+2355  	16 04 57.0	+23 55 14	 0.0326	 0.284521	 0.9289	 0.6815	L                                         	Simbad
J1605.5+7208	RXC J1605.5+7208  	16 05 31.7	+72 08 48	 0.1332	 1.024289	 1.8917	 0.8360	                                          	Simbad
J1605.5+1626	A2152             	16 05 32.2	+16 26 31	 0.0370	 0.128329	 0.5700	 0.5783	                                          	Simbad
J1606.7+2328	RX J1606.7+2329   	16 06 42.5	+23 29 00	 0.3100	 0.528629	 1.1040	 0.6558	WARPS2                                    	Simbad
J1606.8+1746	A2151b            	16 06 52.3	+17 46 52	 0.0321	 0.052369	 0.3311	 0.4833	                                          	Simbad
J1614.1-6307	RXC J1614.1-6307  	16 14 07.9	-63 07 50	 0.0620	 0.515919	 1.3091	 0.7571	                                          	Simbad
J1614.1+4909	A2169             	16 14 09.6	+49 09 11	 0.0579	 0.223393	 0.7880	 0.6400	                                          	Simbad
J1614.1+3425	BVH2007 202       	16 14 11.5	+34 25 25	 0.2690	 0.703224	 1.3573	 0.7133	                                          	Simbad
J1614.3-6052	RXC J1614.3-6052  	16 14 22.5	-60 52 07	 0.0157	 1.094716	 2.1360	 0.9042	                                          	Simbad
J1614.4+6825	WARP J1614.4+6825 	16 14 24.9	+68 25 41	 0.1280	 0.045419	 0.2840	 0.4451	                                          	Simbad
J1615.5+1927	RXC J1615.5+1927  	16 15 34.7	+19 27 36	 0.0308	 0.060798	 0.3629	 0.4985	                                          	Simbad
J1615.7-0608	RXCJ1615.7-0608   	16 15 46.9	-06 08 45	 0.2030	20.158522	11.0518	 1.4697	                                          	Simbad
J1617.4+3456	RXC J1617.5+3458  	16 17 27.2	+34 56 12	 0.0315	 0.168099	 0.6744	 0.6127	bL                                        	Simbad
J1618.2+2938	RXC J1618.2+2938  	16 18 17.8	+29 38 24	 0.2993	 2.725204	 3.0268	 0.9215	B                                         	Simbad
J1619.0+3230	MS1617.1+3237     	16 19 04.1	+32 30 42	 0.2740	 0.697055	 1.3447	 0.7098	                                          	Simbad
J1620.3+1723	BVH2007 NS 18     	16 20 21.6	+17 23 19	 0.1120	 0.099588	 0.4637	 0.5270	                                          	Simbad
J1620.5+2953	RXC J1620.5+2953  	16 20 31.7	+29 53 43	 0.0972	 1.626729	 2.5734	 0.9376	                                          	Simbad
J1621.0+2546	MS1618.9+2552     	16 21 01.2	+25 46 19	 0.1610	 1.170838	 2.0112	 0.8452	                                          	Simbad
J1621.4+3810	MACSJ1621.3+3810  	16 21 24.7	+38 10 10	 0.4630	 7.452147	 4.8110	 1.0100	                                          	Simbad
J1623.5+2634	MS1621.5+2640     	16 23 35.5	+26 34 13	 0.4274	 2.615216	 2.6594	 0.8405	                                          	Simbad
J1624.2+4114	RXC J1624.2+4114  	16 24 14.2	+41 14 18	 0.1825	 2.424488	 3.0851	 0.9675	                                          	Simbad
J1626.3-3329	RXC J1626.3-3329  	16 26 20.7	-33 29 20	 0.1098	 4.364236	 4.6556	 1.1377	                                          	Simbad
J1626.9+5528	RXC J1626.9+5528  	16 26 59.0	+55 28 49	 0.1300	 1.196061	 2.0841	 0.8644	                                          	Simbad
J1627.3+4240	RXC J1627.3+4240  	16 27 23.6	+42 40 42	 0.0317	 0.065512	 0.3796	 0.5059	                                          	Simbad
J1627.6+4055	RXC J1627.6+4055  	16 27 40.2	+40 55 11	 0.0301	 0.067444	 0.3868	 0.5093	                                          	Simbad
J1627.9-2952	RXC J1627.9-2952  	16 27 58.8	-29 52 51	 0.0640	 0.263421	 0.8677	 0.6597	                                          	Simbad
J1628.6+3932	RXC J1628.6+3932  	16 28 38.0	+39 32 55	 0.0299	 1.900691	 2.9626	 1.0040	L                                         	Simbad
J1629.7+5831	RXC J1629.7+5831  	16 29 44.8	+58 31 27	 0.1329	 1.208600	 2.0930	 0.8648	                                          	Simbad
J1629.7+2123	BVH2007 203       	16 29 46.1	+21 23 55	 0.1840	 0.343633	 0.9362	 0.6498	                                          	Simbad
J1630.2+2434	BVH2007 204       	16 30 14.6	+24 34 49	 0.0655	 0.268825	 0.8776	 0.6618	                                          	Simbad
J1631.0+2121	BVH2007 205       	16 31 04.8	+21 21 54	 0.0980	 0.108038	 0.4922	 0.5400	                                          	Simbad
J1631.6-7507	RXC J1631.6-7507  	16 31 39.1	-75 07 20	 0.1050	 3.829575	 4.3137	 1.1109	                                          	Simbad
J1632.7+0534	RXC J1632.7+0534  	16 32 46.5	+05 34 14	 0.1514	13.625562	 9.0453	 1.3998	                                          	Simbad
J1633.6+5714	RX J1633.6+5714   	16 33 40.0	+57 14 37	 0.2390	 0.086619	 0.3875	 0.4749	RDCS/RIXOS/WARPS2                         	Simbad
J1633.8-0738	RXCJ1633.8-0738   	16 33 53.9	-07 38 42	 0.0974	 0.756742	 1.6135	 0.8024	                                          	Simbad
J1634.6+6738	RXC J1634.6+6738  	16 34 38.2	+67 38 13	 0.1668	 0.859751	 1.6588	 0.7910	                                          	Simbad
J1635.8+6612	RXC J1635.8+6612  	16 35 52.4	+66 12 52	 0.1709	 4.670325	 4.6412	 1.1131	                                          	Simbad
J1638.2-6420	RXC J1638.2-6420  	16 38 16.1	-64 20 50	 0.0508	 4.946943	 5.2350	 1.2059	                                          	Simbad
J1639.9+5347	BVH2007 206       	16 39 55.4	+53 47 55	 0.1110	 0.586302	 1.3678	 0.7560	                                          	Simbad
J1640.3+4642	RXC J1640.3+4642  	16 40 21.4	+46 42 21	 0.2280	14.053749	 8.7019	 1.3450	                                          	Simbad
J1641.1+8232	BVH2007 207       	16 41 11.0	+82 32 26	 0.2060	 1.332633	 2.1042	 0.8446	                                          	Simbad
J1641.8+4001	BVH2007 208       	16 41 52.3	+40 01 29	 0.4640	 2.834838	 2.7095	 0.8338	                                          	Simbad
J1642.6+3935	RX J1642.6+3935   	16 42 38.9	+39 35 53	 0.3550	 0.594889	 1.1442	 0.6525	                                          	Simbad
J1643.2+5114	RXC J1643.2+5114  	16 43 13.0	+51 14 59	 0.1990	 1.878145	 2.6077	 0.9095	                                          	Simbad
